"plh0185","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Full Time","Rural Area","117","0.0498920028466941","0.0416413530456496","0.0581426526477386","4"
"Often","2007","Full Time","Urban Area","223","0.0490351424875614","0.0431574120395153","0.0549128729356076","4"
"Often","2007","Not Working","Rural Area","212","0.0811683747852334","0.0709503387484206","0.0913864108220461","4"
"Often","2007","Not Working","Urban Area","429","0.0904647550579828","0.0826840184007652","0.0982454917152005","4"
"Often","2007","Part Time","Rural Area","106","0.0801874240695453","0.0665746338740272","0.0938002142650633","4"
"Often","2007","Part Time","Urban Area","244","0.0843865987459336","0.0747270004081291","0.0940461970837381","4"
"Rarely","2007","Full Time","Urban Area","1742","0.335953827013256","0.323097626241143","0.34881002778537","2"
"Rarely","2007","Full Time","Rural Area","911","0.352887930826806","0.334778935761453","0.370996925892158","2"
"Rarely","2007","Not Working","Rural Area","813","0.294413825770027","0.277360457569511","0.311467193970542","2"
"Rarely","2007","Not Working","Urban Area","1480","0.288906984527442","0.276612410916258","0.301201558138627","2"
"Rarely","2007","Part Time","Rural Area","530","0.344781404782985","0.320957695935841","0.368605113630129","2"
"Rarely","2007","Part Time","Urban Area","1020","0.299037358918308","0.283127130426038","0.314947587410579","2"
"Sometimes","2007","Not Working","Rural Area","611","0.229905236828704","0.214161690935989","0.24564878272142","3"
"Sometimes","2007","Part Time","Urban Area","624","0.220679867756388","0.206268488024173","0.235091247488603","3"
"Sometimes","2007","Full Time","Urban Area","815","0.164574734239685","0.154481994027443","0.174667474451927","3"
"Sometimes","2007","Part Time","Rural Area","337","0.224816523837757","0.203891752738203","0.245741294937311","3"
"Sometimes","2007","Full Time","Rural Area","483","0.186735105752842","0.171967326338482","0.201502885167203","3"
"Sometimes","2007","Not Working","Urban Area","1029","0.208283625922823","0.197268648212063","0.219298603633584","3"
"Very often","2007","Full Time","Urban Area","52","0.0109880322968262","0.00815054159065758","0.0138255230029948","5"
"Very often","2007","Full Time","Rural Area","31","0.0117468249787382","0.00766381392172244","0.015829836035754","5"
"Very often","2007","Not Working","Rural Area","61","0.0201425683406961","0.0148860896781747","0.0253990470032175","5"
"Very often","2007","Not Working","Urban Area","115","0.0218888111622601","0.0179198536924691","0.0258577686320512","5"
"Very often","2007","Part Time","Rural Area","26","","","","5"
"Very often","2007","Part Time","Urban Area","70","0.0282465295976687","0.0224891236068967","0.0340039355884407","5"
"Very rare","2007","Full Time","Rural Area","1133","0.39873813559492","0.380183094763589","0.41729317642625","1"
"Very rare","2007","Not Working","Urban Area","2168","0.390455823329492","0.377222778313633","0.403688868345351","1"
"Very rare","2007","Not Working","Rural Area","1047","0.37436999427534","0.35626220888305","0.392477779667629","1"
"Very rare","2007","Part Time","Rural Area","530","0.332553266873826","0.308938521702245","0.356168012045407","1"
"Very rare","2007","Full Time","Urban Area","2353","0.439448263962671","0.425938883333235","0.452957644592107","1"
"Very rare","2007","Part Time","Urban Area","1223","0.367649644981701","0.350893958898135","0.384405331065268","1"
"Often","2008","Full Time","Rural Area","106","0.0507369238758391","0.0422056147519604","0.0592682329997178","4"
"Often","2008","Not Working","Rural Area","198","0.0847704134808868","0.0740099495514804","0.0955308774102933","4"
"Often","2008","Not Working","Urban Area","365","0.085848039798405","0.0779890255488466","0.0937070540479633","4"
"Often","2008","Full Time","Urban Area","225","0.0485009517028054","0.0425110461655911","0.0544908572400197","4"
"Often","2008","Part Time","Rural Area","100","0.0735594326145753","0.0600291135007061","0.0870897517284445","4"
"Often","2008","Part Time","Urban Area","183","0.066909042984299","0.0579424828867059","0.0758756030818921","4"
"Rarely","2008","Full Time","Rural Area","990","0.391208954929141","0.37223757858534","0.410180331272942","2"
"Rarely","2008","Full Time","Urban Area","1707","0.336641953995353","0.323465492898303","0.349818415092402","2"
"Rarely","2008","Not Working","Rural Area","850","0.306239394478737","0.288432869795972","0.324045919161502","2"
"Rarely","2008","Not Working","Urban Area","1564","0.319505046384282","0.306423924187126","0.332586168581437","2"
"Rarely","2008","Part Time","Rural Area","552","0.369814138038231","0.34479305205895","0.394835224017511","2"
"Rarely","2008","Part Time","Urban Area","1054","0.337348813685863","0.320381872755322","0.354315754616403","2"
"Sometimes","2008","Full Time","Urban Area","716","0.155090634207025","0.144997210325667","0.165184058088384","3"
"Sometimes","2008","Part Time","Rural Area","281","0.209031327305563","0.187956433111353","0.230106221499773","3"
"Sometimes","2008","Full Time","Rural Area","352","0.13582582836534","0.122507425731023","0.149144230999658","3"
"Sometimes","2008","Not Working","Rural Area","545","0.215950375592219","0.20005420271855","0.231846548465888","3"
"Sometimes","2008","Not Working","Urban Area","903","0.189750520579213","0.178750473204884","0.200750567953541","3"
"Sometimes","2008","Part Time","Urban Area","550","0.204510334260693","0.190036074424317","0.218984594097069","3"
"Very often","2008","Full Time","Rural Area","35","0.0131513492892695","0.00872270549966749","0.0175799930788715","5"
"Very often","2008","Full Time","Urban Area","49","0.0128486157892955","0.00970839116504795","0.0159888404135431","5"
"Very often","2008","Not Working","Rural Area","42","0.0141696814054942","0.00960379662672813","0.0187355661842603","5"
"Very often","2008","Not Working","Urban Area","103","0.0228458193276526","0.0186542311826021","0.0270374074727032","5"
"Very often","2008","Part Time","Rural Area","27","","","","5"
"Very often","2008","Part Time","Urban Area","52","0.0204341448532101","0.0153570355016614","0.0255112542047587","5"
"Very rare","2008","Not Working","Rural Area","939","0.378870135042663","0.360129676553137","0.397610593532189","1"
"Very rare","2008","Full Time","Urban Area","2244","0.446917844305521","0.433055096096406","0.460780592514637","1"
"Very rare","2008","Full Time","Rural Area","1059","0.40907694354041","0.389963968755188","0.428189918325631","1"
