"plh0185","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Very often","2007","inadequately","Urban Area","7","","",""
"Very often","2007","inadequately","Rural Area","3","","",""
"Very often","2007","general elemantary","Urban Area","38","0.0223534851225436","0.0147835383012438","0.0299234319438433"
"Very often","2007","general elemantary","Rural Area","14","","",""
"Very often","2007","middle vocational","Urban Area","121","0.0185587808386952","0.0152873894858423","0.021830172191548"
"Very often","2007","middle vocational","Rural Area","70","0.0180417630745079","0.0138086817972683","0.0222748443517476"
"Very often","2007","vocational + Abi","Urban Area","18","","",""
"Very often","2007","vocational + Abi","Rural Area","3","","",""
"Very often","2007","higher vocational","Urban Area","13","","",""
"Very often","2007","higher vocational","Rural Area","7","","",""
"Very often","2007","higher education","Urban Area","27","","",""
"Very often","2007","higher education","Rural Area","17","","",""
"Very rare","2008","in school","Urban Area","108","0.482183914350762","0.418297533270876","0.546070295430647"
"Very rare","2008","in school","Rural Area","54","0.435560914090063","0.345717106236434","0.525404721943692"
"Very rare","2008","inadequately","Urban Area","44","0.362199373335552","0.280820436843846","0.443578309827258"
"Very rare","2008","inadequately","Rural Area","16","","",""
"Very rare","2008","general elemantary","Urban Area","494","0.36209089731915","0.336377465905942","0.387804328732357"
"Very rare","2008","general elemantary","Rural Area","239","0.336357213865904","0.300950338491014","0.371764089240794"
"Very rare","2008","middle vocational","Urban Area","2506","0.394236197916462","0.382036567222644","0.40643582861028"
"Very rare","2008","middle vocational","Rural Area","1336","0.380744906808629","0.364843441534917","0.396646372082341"
"Very rare","2008","vocational + Abi","Urban Area","343","0.397981058992847","0.364559957093946","0.431402160891748"
"Very rare","2008","vocational + Abi","Rural Area","99","0.414548846121137","0.356002900169471","0.473094792072803"
"Very rare","2008","higher vocational","Urban Area","376","0.424872647697826","0.392323274639845","0.457422020755808"
"Very rare","2008","higher vocational","Rural Area","185","0.353378552612151","0.312682217323433","0.394074887900868"
"Very rare","2008","higher education","Urban Area","1358","0.444271944573729","0.426479615923333","0.462064273224125"
"Very rare","2008","higher education","Rural Area","501","0.409955786055135","0.382140253747177","0.437771318363092"
"Rarely","2008","in school","Urban Area","96","0.399357342462121","0.33673878148879","0.461975903435451"
"Rarely","2008","in school","Rural Area","43","0.407495048641793","0.318459729410437","0.496530367873148"
"Rarely","2008","inadequately","Urban Area","41","0.297436014085793","0.220037003332846","0.37483502483874"
"Rarely","2008","inadequately","Rural Area","15","","",""
"Rarely","2008","general elemantary","Urban Area","447","0.3247746572244","0.29972006916169","0.34982924528711"
"Rarely","2008","general elemantary","Rural Area","236","0.33255689624093","0.297249950971564","0.367863841510296"
"Rarely","2008","middle vocational","Urban Area","2044","0.331239299150278","0.319489699291259","0.342988899009296"
"Rarely","2008","middle vocational","Rural Area","1302","0.351115241760916","0.33548398388126","0.366746499640572"
"Rarely","2008","vocational + Abi","Urban Area","275","0.328601440546718","0.296530668182772","0.360672212910664"
"Rarely","2008","vocational + Abi","Rural Area","103","0.332047981562559","0.276080380186707","0.388015582938411"
"Rarely","2008","higher vocational","Urban Area","307","0.32391511761466","0.293101162088925","0.354729073140395"
"Rarely","2008","higher vocational","Rural Area","218","0.390078521600468","0.348552230996396","0.431604812204539"
"Rarely","2008","higher education","Urban Area","1043","0.332081795523553","0.315217765719743","0.348945825327363"
"Rarely","2008","higher education","Rural Area","433","0.363894396451998","0.336684375135879","0.391104417768117"
"Sometimes","2008","in school","Urban Area","21","","",""
"Sometimes","2008","in school","Rural Area","11","","",""
"Sometimes","2008","inadequately","Urban Area","34","0.254290558134755","0.180560321061641","0.32802079520787"
"Sometimes","2008","inadequately","Rural Area","6","","",""
"Sometimes","2008","general elemantary","Urban Area","248","0.197180929323834","0.175893994624837","0.218467864022832"
"Sometimes","2008","general elemantary","Rural Area","137","0.206540952296587","0.176203061337281","0.236878843255894"
"Sometimes","2008","middle vocational","Urban Area","1122","0.184092939632128","0.174417834609155","0.193768044655101"
"Sometimes","2008","middle vocational","Rural Area","661","0.183675817567953","0.170995135263128","0.196356499872779"
"Sometimes","2008","vocational + Abi","Urban Area","141","0.176232926450522","0.150217543320912","0.202248309580132"
"Sometimes","2008","vocational + Abi","Rural Area","45","0.183655078634315","0.137639810412924","0.229670346855706"
"Sometimes","2008","higher vocational","Urban Area","138","0.167273295117002","0.142698167468137","0.191848422765866"
"Sometimes","2008","higher vocational","Rural Area","97","0.207162452627815","0.172659379158665","0.241665526096964"
"Sometimes","2008","higher education","Urban Area","436","0.170527015820029","0.157059890380174","0.183994141259884"
"Sometimes","2008","higher education","Rural Area","197","0.159793802218865","0.139070951758426","0.180516652679305"
"Often","2008","in school","Urban Area","8","","",""
"Often","2008","in school","Rural Area","5","","",""
"Often","2008","inadequately","Urban Area","11","","",""
"Often","2008","inadequately","Rural Area","10","","",""
"Often","2008","general elemantary","Urban Area","117","0.0835737761587594","0.068767167434598","0.0983803848829209"
"Often","2008","general elemantary","Rural Area","58","0.101749093240834","0.0790930457635062","0.124405140718161"
"Often","2008","middle vocational","Urban Area","392","0.07122740884196","0.0648065215885969","0.0776482960953231"
"Often","2008","middle vocational","Rural Area","228","0.0723179515159331","0.0638357627245798","0.0808001403072863"
"Often","2008","vocational + Abi","Urban Area","52","0.085922919058205","0.0667878335832105","0.105058004533199"
"Often","2008","vocational + Abi","Rural Area","17","","",""
"Often","2008","higher vocational","Urban Area","51","0.0644720747119158","0.0483007562075606","0.080643393216271"
"Often","2008","higher vocational","Rural Area","25","","",""
"Often","2008","higher education","Urban Area","130","0.0424912738487581","0.0352685928778885","0.0497139548196277"
"Often","2008","higher education","Rural Area","58","0.0534115289598732","0.0406948210000679","0.0661282369196784"
"Very often","2008","in school","Urban Area","2","","",""
"Very often","2008","in school","Rural Area","4","","",""
"Very often","2008","inadequately","Urban Area","4","","",""
"Very often","2008","inadequately","Rural Area","4","","",""
"Very often","2008","general elemantary","Urban Area","36","0.0323797399738569","0.0229094999136053","0.0418499800341085"
"Very often","2008","general elemantary","Rural Area","14","","",""
"Very often","2008","middle vocational","Urban Area","100","0.0192041544591726","0.0157780257033393","0.0226302832150059"
"Very often","2008","middle vocational","Rural Area","55","0.0121460823465683","0.00855893039206361","0.0157332343010731"
"Very often","2008","vocational + Abi","Urban Area","13","","",""
"Very often","2008","vocational + Abi","Rural Area","8","","",""
"Very often","2008","higher vocational","Urban Area","14","","",""
"Very often","2008","higher vocational","Rural Area","5","","",""
"Very often","2008","higher education","Urban Area","29","","",""
"Very often","2008","higher education","Rural Area","12","","",""
"Very rare","2009","in school","Urban Area","103","0.416075302058517","0.350644200005111","0.481506404111923"
"Very rare","2009","in school","Rural Area","44","0.437867933226497","0.33757394188845","0.538161924564545"
"Very rare","2009","inadequately","Urban Area","32","0.281777158683609","0.202596383797405","0.360957933569814"
"Very rare","2009","inadequately","Rural Area","12","","",""
"Very rare","2009","general elemantary","Urban Area","459","0.364524676269246","0.337259153571554","0.391790198966938"
"Very rare","2009","general elemantary","Rural Area","192","0.315529932725511","0.278375693953433","0.352684171497588"
"Very rare","2009","middle vocational","Urban Area","2290","0.405018551148046","0.392209389084743","0.41782771321135"
"Very rare","2009","middle vocational","Rural Area","1277","0.361707667605016","0.345568608793051","0.377846726416982"
"Very rare","2009","vocational + Abi","Urban Area","285","0.358698306972556","0.324234957824736","0.393161656120377"
"Very rare","2009","vocational + Abi","Rural Area","80","0.281251059121395","0.226282136938833","0.336219981303956"
"Very rare","2009","higher vocational","Urban Area","335","0.390086193072211","0.356516127791485","0.423656258352937"
"Very rare","2009","higher vocational","Rural Area","192","0.35759785925194","0.316041395339851","0.399154323164029"
"Very rare","2009","higher education","Urban Area","1249","0.425560403766469","0.407363488699813","0.443757318833125"
"Very rare","2009","higher education","Rural Area","510","0.416557059841735","0.388547192333142","0.444566927350328"
"Rarely","2009","in school","Urban Area","76","0.366402548897374","0.302442940205317","0.430362157589432"
"Rarely","2009","in school","Rural Area","33","0.434288312755395","0.334087599996196","0.534489025514593"
"Rarely","2009","inadequately","Urban Area","38","0.304819872864212","0.223797014281697","0.385842731446726"
"Rarely","2009","inadequately","Rural Area","9","","",""
"Rarely","2009","general elemantary","Urban Area","383","0.335300634466856","0.308556359080838","0.362044909852874"
"Rarely","2009","general elemantary","Rural Area","209","0.351742794374875","0.313566204171609","0.389919384578141"
"Rarely","2009","middle vocational","Urban Area","1859","0.32320489772424","0.311000984235254","0.335408811213226"
"Rarely","2009","middle vocational","Rural Area","1190","0.352963565430043","0.336911946533559","0.369015184326527"
"Rarely","2009","vocational + Abi","Urban Area","245","0.353037312112671","0.318696422270861","0.387378201954481"
"Rarely","2009","vocational + Abi","Rural Area","110","0.431451590687847","0.370899200464454","0.49200398091124"
"Rarely","2009","higher vocational","Urban Area","281","0.339857025985602","0.307257987328555","0.372456064642649"
"Rarely","2009","higher vocational","Rural Area","183","0.378442325797413","0.336391143687104","0.420493507907721"
"Rarely","2009","higher education","Urban Area","957","0.335478320814705","0.318101041375029","0.35285560025438"
"Rarely","2009","higher education","Rural Area","435","0.354012262439807","0.326841870694657","0.381182654184956"
"Sometimes","2009","in school","Urban Area","30","0.187913946033291","0.136057783293333","0.239770108773249"
"Sometimes","2009","in school","Rural Area","14","","",""
"Sometimes","2009","inadequately","Urban Area","33","0.286747280194373","0.207148095344216","0.36634646504453"
"Sometimes","2009","inadequately","Rural Area","12","","",""
"Sometimes","2009","general elemantary","Urban Area","230","0.205093878987561","0.18222023875958","0.227967519215542"
"Sometimes","2009","general elemantary","Rural Area","136","0.234762519669413","0.200876281996929","0.268648757341897"
"Sometimes","2009","middle vocational","Urban Area","1057","0.190733206466725","0.180481632128764","0.200984780804685"
"Sometimes","2009","middle vocational","Rural Area","654","0.207256742870375","0.193641977992586","0.220871507748164"
"Sometimes","2009","vocational + Abi","Urban Area","153","0.191429976560455","0.163160002202995","0.219699950917915"
"Sometimes","2009","vocational + Abi","Rural Area","47","0.217842494228677","0.167376371626947","0.268308616830408"
"Sometimes","2009","higher vocational","Urban Area","129","0.188501485333034","0.161583725317438","0.215419245348631"
"Sometimes","2009","higher vocational","Rural Area","91","0.175910888993818","0.142898945695443","0.208922832292193"
"Sometimes","2009","higher education","Urban Area","463","0.172983327140536","0.159062846414576","0.186903807866497"
"Sometimes","2009","higher education","Rural Area","172","0.152855394102892","0.132410080810951","0.173300707394832"
"Often","2009","in school","Urban Area","9","","",""
"Often","2009","in school","Rural Area","2","","",""
"Often","2009","inadequately","Urban Area","16","","",""
"Often","2009","inadequately","Rural Area","5","","",""
"Often","2009","general elemantary","Urban Area","99","0.0762995310010031","0.0612602341353223","0.091338827866684"
"Often","2009","general elemantary","Rural Area","49","0.0781925543955751","0.0567284060457651","0.0996567027453852"
"Often","2009","middle vocational","Urban Area","332","0.0622471834222517","0.0559429020066613","0.0685514648378421"
"Often","2009","middle vocational","Rural Area","232","0.0653469281386378","0.0570459868882778","0.0736478693889978"
"Often","2009","vocational + Abi","Urban Area","53","0.0864189027828795","0.0662287525834969","0.106609052982262"
"Often","2009","vocational + Abi","Rural Area","11","","",""
"Often","2009","higher vocational","Urban Area","51","0.064560797435757","0.047647437542912","0.0814741573286021"
"Often","2009","higher vocational","Rural Area","36","0.0697048371237726","0.0476258329927977","0.0917838412547474"
"Often","2009","higher education","Urban Area","137","0.0544190412789093","0.0460703235059798","0.0627677590518387"
"Often","2009","higher education","Rural Area","63","0.0656693527501006","0.0515957180067079","0.0797429874934932"
"Very often","2009","in school","Urban Area","","","",""
"Very often","2009","in school","Rural Area","1","","",""
"Very often","2009","inadequately","Urban Area","5","","",""
"Very often","2009","inadequately","Rural Area","5","","",""
"Very often","2009","general elemantary","Urban Area","26","","",""
"Very often","2009","general elemantary","Rural Area","15","","",""
"Very often","2009","middle vocational","Urban Area","104","0.0187961612387373","0.0152525526113871","0.0223397698660874"
"Very often","2009","middle vocational","Rural Area","52","0.0127250959559284","0.00896032018651473","0.0164898717253421"
"Very often","2009","vocational + Abi","Urban Area","8","","",""
"Very often","2009","vocational + Abi","Rural Area","9","","",""
"Very often","2009","higher vocational","Urban Area","15","","",""
"Very often","2009","higher vocational","Rural Area","9","","",""
"Very often","2009","higher education","Urban Area","30","0.0115589069993809","0.0076249576981573","0.0154928563006044"
"Very often","2009","higher education","Rural Area","10","","",""
"Very rare","2010","in school","Urban Area","95","0.452251291606808","0.383272801742113","0.521229781471502"
"Very rare","2010","in school","Rural Area","35","0.610023806248249","0.494939531386767","0.72510808110973"
"Very rare","2010","inadequately","Urban Area","36","0.334019143086301","0.244232505065403","0.423805781107199"
"Very rare","2010","inadequately","Rural Area","11","","",""
"Very rare","2010","general elemantary","Urban Area","400","0.32894471779076","0.301242945178828","0.356646490402691"
"Very rare","2010","general elemantary","Rural Area","166","0.297449676287276","0.25838351953199","0.336515833042562"
"Very rare","2010","middle vocational","Urban Area","2051","0.377263990923117","0.364094951009844","0.39043303083639"
"Very rare","2010","middle vocational","Rural Area","1128","0.341173420071205","0.324502843716892","0.357843996425518"
"Very rare","2010","vocational + Abi","Urban Area","272","0.348533685414493","0.313209035643264","0.383858335185721"
"Very rare","2010","vocational + Abi","Rural Area","87","0.352733773917929","0.292902252757582","0.412565295078277"
"Very rare","2010","higher vocational","Urban Area","314","0.398326794128562","0.36394888506395","0.432704703193174"
"Very rare","2010","higher vocational","Rural Area","178","0.377804389603294","0.334249031792569","0.42135974741402"
"Very rare","2010","higher education","Urban Area","1126","0.395053474695192","0.376712062990661","0.413394886399722"
"Very rare","2010","higher education","Rural Area","454","0.376773111421825","0.348214731326578","0.405331491517071"
"Rarely","2010","in school","Urban Area","73","0.370126940175965","0.303210171932777","0.437043708419154"
"Rarely","2010","in school","Rural Area","13","","",""
"Rarely","2010","inadequately","Urban Area","28","","",""
"Rarely","2010","inadequately","Rural Area","9","","",""
"Rarely","2010","general elemantary","Urban Area","358","0.33179905148155","0.304036583800327","0.359561519162774"
"Rarely","2010","general elemantary","Rural Area","188","0.384821121056729","0.343241035623213","0.426401206490245"
"Rarely","2010","middle vocational","Urban Area","1810","0.351134320022931","0.338165708267366","0.364102931778495"
"Rarely","2010","middle vocational","Rural Area","1171","0.379545763780815","0.362482409197019","0.396609118364611"
"Rarely","2010","vocational + Abi","Urban Area","239","0.379018827112603","0.343053906047146","0.41498374817806"
"Rarely","2010","vocational + Abi","Rural Area","95","0.415194213776475","0.353492599627104","0.476895827925846"
"Rarely","2010","higher vocational","Urban Area","282","0.367137695719415","0.333288491334468","0.400986900104362"
"Rarely","2010","higher vocational","Rural Area","180","0.351735346366474","0.30883816148898","0.394632531243967"
"Rarely","2010","higher education","Urban Area","1012","0.369096692452202","0.350991722765705","0.387201662138699"
"Rarely","2010","higher education","Rural Area","407","0.387258764245913","0.358550316617498","0.415967211874327"
"Sometimes","2010","in school","Urban Area","21","","",""
"Sometimes","2010","in school","Rural Area","16","","",""
"Sometimes","2010","inadequately","Urban Area","24","","",""
"Sometimes","2010","inadequately","Rural Area","7","","",""
"Sometimes","2010","general elemantary","Urban Area","217","0.212276847127507","0.188166410707832","0.236387283547182"
"Sometimes","2010","general elemantary","Rural Area","117","0.206797005300555","0.172185577588866","0.241408433012244"
"Sometimes","2010","middle vocational","Urban Area","958","0.196768892751629","0.185967545519052","0.207570239984206"
"Sometimes","2010","middle vocational","Rural Area","557","0.194998446582143","0.181067154444258","0.208929738720028"
"Sometimes","2010","vocational + Abi","Urban Area","137","0.203727487695897","0.173869180638262","0.233585794753532"
"Sometimes","2010","vocational + Abi","Rural Area","47","0.177134352068559","0.129328516703729","0.224940187433389"
"Sometimes","2010","higher vocational","Urban Area","142","0.185980250286887","0.158657132958804","0.213303367614971"
"Sometimes","2010","higher vocational","Rural Area","91","0.219646993924528","0.182454714119853","0.256839273729203"
"Sometimes","2010","higher education","Urban Area","450","0.172994805128721","0.158803675310679","0.187185934946763"
"Sometimes","2010","higher education","Rural Area","195","0.189687333228847","0.166581799398297","0.212792867059397"
"Often","2010","in school","Urban Area","11","","",""
"Often","2010","in school","Rural Area","4","","",""
"Often","2010","inadequately","Urban Area","13","","",""
"Often","2010","inadequately","Rural Area","4","","",""
"Often","2010","general elemantary","Urban Area","103","0.101315048640266","0.0835237493588537","0.119106347921678"
"Often","2010","general elemantary","Rural Area","43","0.0951140497997817","0.0700428869229759","0.120185212676587"
"Often","2010","middle vocational","Urban Area","315","0.0597675040007966","0.0533268549495252","0.066208153052068"
"Often","2010","middle vocational","Rural Area","214","0.0745108507358332","0.0652772117407184","0.083744489730948"
"Often","2010","vocational + Abi","Urban Area","42","0.0574587904302557","0.0402068513244403","0.0747107295360711"
"Often","2010","vocational + Abi","Rural Area","11","","",""
"Often","2010","higher vocational","Urban Area","39","0.0472909388783908","0.0323853726617161","0.0621965050950655"
"Often","2010","higher vocational","Rural Area","24","","",""
"Often","2010","higher education","Urban Area","120","0.0552532581358816","0.0466812421802045","0.0638252740915586"
"Often","2010","higher education","Rural Area","42","0.0363510053485817","0.0253206836925887","0.0473813270045747"
"Very often","2010","in school","Urban Area","","","",""
"Very often","2010","in school","Rural Area","1","","",""
"Very often","2010","inadequately","Urban Area","5","","",""
"Very often","2010","inadequately","Rural Area","3","","",""
"Very often","2010","general elemantary","Urban Area","27","","",""
"Very often","2010","general elemantary","Rural Area","12","","",""
"Very often","2010","middle vocational","Urban Area","70","0.0150652923015265","0.0117557194216447","0.0183748651814083"
"Very often","2010","middle vocational","Rural Area","37","0.0097715188300041","0.00631271279757955","0.0132303248624287"
"Very often","2010","vocational + Abi","Urban Area","9","","",""
"Very often","2010","vocational + Abi","Rural Area","5","","",""
"Very often","2010","higher vocational","Urban Area","2","","",""
"Very often","2010","higher vocational","Rural Area","3","","",""
"Very often","2010","higher education","Urban Area","21","","",""
"Very often","2010","higher education","Rural Area","8","","",""
"Very rare","2011","in school","Urban Area","96","0.419939662612255","0.356837507361562","0.483041817862948"
"Very rare","2011","in school","Rural Area","23","","",""
"Very rare","2011","inadequately","Urban Area","77","0.453335870108716","0.377606494172809","0.529065246044622"
"Very rare","2011","inadequately","Rural Area","24","","",""
"Very rare","2011","general elemantary","Urban Area","534","0.369195157027417","0.344112484969491","0.394277829085343"
"Very rare","2011","general elemantary","Rural Area","266","0.325327207849088","0.291708155420119","0.358946260278056"
"Very rare","2011","middle vocational","Urban Area","2520","0.38261995784062","0.370776197297554","0.394463718383687"
"Very rare","2011","middle vocational","Rural Area","1488","0.365095774079076","0.350175541011034","0.380016007147118"
"Very rare","2011","vocational + Abi","Urban Area","308","0.342414987953126","0.311116736508494","0.373713239397758"
"Very rare","2011","vocational + Abi","Rural Area","110","0.301840410313303","0.251543750226797","0.352137070399809"
"Very rare","2011","higher vocational","Urban Area","358","0.394539923446224","0.362062864135629","0.42701698275682"
"Very rare","2011","higher vocational","Rural Area","219","0.367635572830159","0.328293914363147","0.40697723129717"
"Very rare","2011","higher education","Urban Area","1373","0.409968820628306","0.393049351648235","0.426888289608377"
"Very rare","2011","higher education","Rural Area","543","0.377101459778016","0.351161370561407","0.403041548994625"
"Rarely","2011","in school","Urban Area","79","0.297641527105824","0.239184014109771","0.356099040101878"
"Rarely","2011","in school","Rural Area","26","","",""
"Rarely","2011","inadequately","Urban Area","34","0.203361101606803","0.142131879196151","0.264590324017456"
"Rarely","2011","inadequately","Rural Area","22","","",""
"Rarely","2011","general elemantary","Urban Area","423","0.303697552764502","0.279796452168533","0.327598653360471"
"Rarely","2011","general elemantary","Rural Area","251","0.344562172456041","0.31046029990604","0.378664045006043"
"Rarely","2011","middle vocational","Urban Area","2182","0.336826275555725","0.325309095609398","0.348343455502052"
"Rarely","2011","middle vocational","Rural Area","1400","0.356086516494813","0.341247346176152","0.370925686813474"
"Rarely","2011","vocational + Abi","Urban Area","307","0.36565130195831","0.333885097435718","0.397417506480901"
"Rarely","2011","vocational + Abi","Rural Area","128","0.416947630451308","0.36292600602833","0.470969254874287"
"Rarely","2011","higher vocational","Urban Area","288","0.327746043750103","0.296555433127488","0.358936654372719"
"Rarely","2011","higher vocational","Rural Area","207","0.369018299059187","0.329645841998404","0.40839075611997"
"Rarely","2011","higher education","Urban Area","1112","0.334020845128811","0.317795612338337","0.350246077919284"
"Rarely","2011","higher education","Rural Area","482","0.362568063734847","0.3368377320319","0.388298395437794"
"Sometimes","2011","in school","Urban Area","42","0.207380255041311","0.155544395376213","0.259216114706409"
"Sometimes","2011","in school","Rural Area","23","","",""
"Sometimes","2011","inadequately","Urban Area","37","0.215956420353227","0.153360330042358","0.278552510664096"
"Sometimes","2011","inadequately","Rural Area","12","","",""
"Sometimes","2011","general elemantary","Urban Area","324","0.217389162995728","0.195950871746595","0.238827454244862"
"Sometimes","2011","general elemantary","Rural Area","151","0.229636834397119","0.199454890497598","0.25981877829664"
"Sometimes","2011","middle vocational","Urban Area","1245","0.193351521554797","0.183727746308226","0.202975296801367"
"Sometimes","2011","middle vocational","Rural Area","805","0.202927574857446","0.190464146533982","0.215391003180911"
"Sometimes","2011","vocational + Abi","Urban Area","204","0.217317969122273","0.190115505402151","0.244520432842395"
"Sometimes","2011","vocational + Abi","Rural Area","58","0.204214985758798","0.160046268743675","0.24838370277392"
"Sometimes","2011","higher vocational","Urban Area","161","0.200940873915301","0.174314497576704","0.227567250253899"
"Sometimes","2011","higher vocational","Rural Area","114","0.193090321906343","0.160883127113848","0.225297516698838"
"Sometimes","2011","higher education","Urban Area","572","0.189579668181123","0.17609547776655","0.203063858595696"
"Sometimes","2011","higher education","Rural Area","240","0.192042602130032","0.17095987809888","0.213125326161184"
"Often","2011","in school","Urban Area","15","","",""
"Often","2011","in school","Rural Area","4","","",""
"Often","2011","inadequately","Urban Area","12","","",""
"Often","2011","inadequately","Rural Area","3","","",""
"Often","2011","general elemantary","Urban Area","113","0.0854085545226635","0.0708820024176567","0.0999351066276704"
"Often","2011","general elemantary","Rural Area","62","0.0862614035632613","0.0661149817634794","0.106407825363043"
"Often","2011","middle vocational","Urban Area","410","0.0715086298275602","0.0652295257803725","0.0777877338747479"
"Often","2011","middle vocational","Rural Area","252","0.0643275412708733","0.0567246549911807","0.0719304275505659"
"Often","2011","vocational + Abi","Urban Area","50","0.0553990265951069","0.0403106331374781","0.0704874200527357"
"Often","2011","vocational + Abi","Rural Area","19","","",""
"Often","2011","higher vocational","Urban Area","50","0.0585193789558822","0.0429222733927277","0.0741164845190367"
"Often","2011","higher vocational","Rural Area","32","0.0613647401814821","0.041782243277904","0.0809472370850602"
"Often","2011","higher education","Urban Area","158","0.0558846318911447","0.0479827130632339","0.0637865507190555"
"Often","2011","higher education","Rural Area","60","0.0473198902714305","0.0359559454698739","0.0586838350729871"
"Very often","2011","in school","Urban Area","3","","",""
"Very often","2011","in school","Rural Area","","","",""
