"plh0185","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","16-34 y.","West Germany","223","0.059594895893512","0.0517385268735195","0.0674512649135044","4"
"Often","2007","16-34 y.","East Germany","79","0.0910714491716594","0.0749730828338461","0.107169815509473","4"
"Often","2007","35-65 y.","West Germany","569","0.0760256597990668","0.0704852867853547","0.081566032812779","4"
"Often","2007","35-65 y.","East Germany","155","0.0728156679641944","0.0629209692951842","0.0827103666332045","4"
"Often","2007","66 and older","West Germany","219","0.0704218828815132","0.0616160309458116","0.0792277348172149","4"
"Often","2007","66 and older","East Germany","86","0.0736691920704194","0.0584849238670815","0.0888534602737573","4"
"Rarely","2007","16-34 y.","East Germany","444","0.37409145702044","0.347016352332708","0.401166561708172","2"
"Rarely","2007","16-34 y.","West Germany","1155","0.330804572320902","0.315190287855524","0.346418856786281","2"
"Rarely","2007","35-65 y.","West Germany","2792","0.312476908326892","0.302787850226736","0.322165966427049","2"
"Rarely","2007","35-65 y.","East Germany","871","0.323676659419599","0.305859437419314","0.341493881419883","2"
"Rarely","2007","66 and older","West Germany","900","0.289779596304596","0.274165922908129","0.305393269701063","2"
"Rarely","2007","66 and older","East Germany","334","0.29029466001425","0.26391152386203","0.316677796166471","2"
"Sometimes","2007","35-65 y.","West Germany","1569","0.193650552890665","0.185390174005787","0.201910931775543","3"
"Sometimes","2007","66 and older","East Germany","269","0.245362628878642","0.220351043482182","0.270374214275102","3"
"Sometimes","2007","16-34 y.","East Germany","241","0.181940452284915","0.160353918919308","0.203526985650522","3"
"Sometimes","2007","66 and older","West Germany","609","0.201322065808967","0.187521205858591","0.215122925759343","3"
"Sometimes","2007","16-34 y.","West Germany","632","0.199703368385647","0.186436206071212","0.212970530700083","3"
"Sometimes","2007","35-65 y.","East Germany","579","0.217698267669407","0.201983001378126","0.233413533960688","3"
"Very often","2007","16-34 y.","East Germany","14","","","","5"
"Very often","2007","16-34 y.","West Germany","59","0.0159737557695793","0.0118130527931239","0.0201344587460347","5"
"Very often","2007","35-65 y.","West Germany","153","0.0206617893409094","0.0176882118167497","0.023635366865069","5"
"Very often","2007","35-65 y.","East Germany","55","0.0242646909111333","0.0184051916446749","0.0301241901775918","5"
"Very often","2007","66 and older","West Germany","54","0.0134341636743894","0.00947190367209667","0.0173964236766822","5"
"Very often","2007","66 and older","East Germany","20","","","","5"
"Very rare","2007","16-34 y.","West Germany","1419","0.393923407630359","0.377707939068583","0.410138876192135","1"
"Very rare","2007","35-65 y.","East Germany","989","0.361544714035666","0.343248831491947","0.379840596579386","1"
"Very rare","2007","35-65 y.","West Germany","3708","0.397185089642467","0.386956460982742","0.407413718302191","1"
"Very rare","2007","66 and older","West Germany","1461","0.425042291330534","0.408028204718826","0.442056377942242","1"
"Very rare","2007","16-34 y.","East Germany","449","0.340840153496688","0.314318746654063","0.367361560339314","1"
"Very rare","2007","66 and older","East Germany","428","0.369851177964278","0.341790192023386","0.39791216390517","1"
"Often","2008","16-34 y.","West Germany","180","0.06060280054568","0.0523628670565571","0.0688427340348029","4"
"Often","2008","35-65 y.","West Germany","485","0.066150065109145","0.0607543833241226","0.0715457468941674","4"
"Often","2008","35-65 y.","East Germany","152","0.0817557897739238","0.0710240709058368","0.0924875086420107","4"
"Often","2008","16-34 y.","East Germany","67","0.0627839627641357","0.0487212471761627","0.0768466783521086","4"
"Often","2008","66 and older","West Germany","214","0.0723193013701074","0.0633422185329303","0.0812963842072845","4"
"Often","2008","66 and older","East Germany","79","0.0730591766935793","0.0579129324687798","0.0882054209183787","4"
"Rarely","2008","16-34 y.","West Germany","1162","0.368491036341729","0.351831766904957","0.385150305778502","2"
"Rarely","2008","16-34 y.","East Germany","445","0.379045968503856","0.350920443217779","0.407171493789933","2"
