"plh0185","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","lower secondary degree","1-pers.-HH","495","0.3834334596094","0.356786491677551","0.410080427541249"
"Very rare","2007","lower secondary degree","(Married) couple without C. ","1249","0.385617408107931","0.368351777091661","0.402883039124201"
"Very rare","2007","lower secondary degree","Single parent ","123","0.368174659059252","0.315330308038745","0.42101901007976"
"Very rare","2007","lower secondary degree","Couple + C. LE 16 ","371","0.455496566484639","0.421409939351904","0.489583193617373"
"Very rare","2007","lower secondary degree","Couple + C. GT 16 ","398","0.438346268088046","0.40674415792164","0.469948378254453"
"Very rare","2007","lower secondary degree","Couple + C. LE and GT 16","112","0.32342553306687","0.272092408153686","0.374758657980054"
"Very rare","2007","secondary school degree","1-pers.-HH","346","0.387136894649014","0.354294580096094","0.419979209201935"
"Very rare","2007","secondary school degree","(Married) couple without C. ","803","0.399643123512082","0.377761797280893","0.421524449743271"
"Very rare","2007","secondary school degree","Single parent ","125","0.320482044699608","0.272996277829207","0.367967811570009"
"Very rare","2007","secondary school degree","Couple + C. LE 16 ","511","0.388899434215889","0.362056203623169","0.41574266480861"
"Very rare","2007","secondary school degree","Couple + C. GT 16 ","428","0.377073296038461","0.348497501473256","0.405649090603666"
"Very rare","2007","secondary school degree","Couple + C. LE and GT 16","162","0.374624182916484","0.329033868341073","0.420214497491895"
"Very rare","2007","college entrance qualification","1-pers.-HH","363","0.39749138943314","0.364707785047422","0.430274993818859"
"Very rare","2007","college entrance qualification","(Married) couple without C. ","822","0.411515443987443","0.389060575799287","0.4339703121756"
"Very rare","2007","college entrance qualification","Single parent ","84","0.391808871612264","0.328721658017502","0.454896085207025"
"Very rare","2007","college entrance qualification","Couple + C. LE 16 ","529","0.443926935441334","0.416058541761265","0.471795329121403"
"Very rare","2007","college entrance qualification","Couple + C. GT 16 ","369","0.362349204964143","0.331084072294359","0.393614337633926"
"Very rare","2007","college entrance qualification","Couple + C. LE and GT 16","130","0.358579885738237","0.302803140173803","0.414356631302671"
"Very rare","2007","Other degree","1-pers.-HH","35","0.390936616396975","0.292293091108128","0.489580141685822"
"Very rare","2007","Other degree","(Married) couple without C. ","156","0.390077590495585","0.340709622374031","0.43944555861714"
"Very rare","2007","Other degree","Single parent ","19","","",""
"Very rare","2007","Other degree","Couple + C. LE 16 ","101","0.417327982148102","0.351868784460707","0.482787179835497"
"Very rare","2007","Other degree","Couple + C. GT 16 ","85","0.456029922586245","0.385943902069669","0.52611594310282"
"Very rare","2007","Other degree","Couple + C. LE and GT 16","40","0.363445977409345","0.264073892218079","0.462818062600611"
"Very rare","2007","no degree/no degree yet","1-pers.-HH","17","","",""
"Very rare","2007","no degree/no degree yet","(Married) couple without C. ","29","","",""
"Very rare","2007","no degree/no degree yet","Single parent ","34","0.522831199526391","0.401406180418774","0.644256218634008"
"Very rare","2007","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Very rare","2007","no degree/no degree yet","Couple + C. GT 16 ","80","0.463118866373898","0.391841035539424","0.534396697208372"
"Very rare","2007","no degree/no degree yet","Couple + C. LE and GT 16","60","0.363684959099382","0.283712683209484","0.443657234989279"
"Rarely","2007","lower secondary degree","1-pers.-HH","368","0.288222406322748","0.263399716247242","0.313045096398255"
"Rarely","2007","lower secondary degree","(Married) couple without C. ","933","0.320792298093361","0.30423467637821","0.337349919808511"
"Rarely","2007","lower secondary degree","Single parent ","82","0.268565212489894","0.220004417668141","0.317126007311646"
"Rarely","2007","lower secondary degree","Couple + C. LE 16 ","262","0.308661592138674","0.277044072032121","0.340279112245227"
"Rarely","2007","lower secondary degree","Couple + C. GT 16 ","303","0.292716783485727","0.263737103194173","0.321696463777281"
"Rarely","2007","lower secondary degree","Couple + C. LE and GT 16","120","0.324563385123193","0.273183300940186","0.3759434693062"
"Rarely","2007","secondary school degree","1-pers.-HH","264","0.318375324035057","0.286965746965399","0.349784901104714"
"Rarely","2007","secondary school degree","(Married) couple without C. ","585","0.312427526130807","0.291722937313727","0.333132114947886"
"Rarely","2007","secondary school degree","Single parent ","125","0.324997633614445","0.277337650594058","0.372657616634832"
"Rarely","2007","secondary school degree","Couple + C. LE 16 ","466","0.366889292502937","0.340351357168232","0.393427227837642"
"Rarely","2007","secondary school degree","Couple + C. GT 16 ","384","0.355128181908603","0.326912131664815","0.38334423215239"
"Rarely","2007","secondary school degree","Couple + C. LE and GT 16","157","0.328990368298187","0.284735595887793","0.373245140708581"
"Rarely","2007","college entrance qualification","1-pers.-HH","256","0.299432228601799","0.268750094964227","0.33011436223937"
"Rarely","2007","college entrance qualification","(Married) couple without C. ","567","0.321905606293652","0.300586978223221","0.343224234364082"
"Rarely","2007","college entrance qualification","Single parent ","70","0.289185905552488","0.230592228978299","0.347779582126676"
"Rarely","2007","college entrance qualification","Couple + C. LE 16 ","419","0.353048009507466","0.326241320907421","0.37985469810751"
"Rarely","2007","college entrance qualification","Couple + C. GT 16 ","318","0.353027143832786","0.321942045439768","0.384112242225804"
"Rarely","2007","college entrance qualification","Couple + C. LE and GT 16","78","0.32702931554024","0.272468564885061","0.381590066195419"
"Rarely","2007","Other degree","1-pers.-HH","22","","",""
"Rarely","2007","Other degree","(Married) couple without C. ","92","0.227833540630746","0.185381677686921","0.270285403574571"
"Rarely","2007","Other degree","Single parent ","13","","",""
"Rarely","2007","Other degree","Couple + C. LE 16 ","65","0.298352442706902","0.23761672722247","0.359088158191334"
"Rarely","2007","Other degree","Couple + C. GT 16 ","60","0.278453895864935","0.215379090598589","0.341528701131281"
"Rarely","2007","Other degree","Couple + C. LE and GT 16","29","","",""
"Rarely","2007","no degree/no degree yet","1-pers.-HH","9","","",""
"Rarely","2007","no degree/no degree yet","(Married) couple without C. ","19","","",""
"Rarely","2007","no degree/no degree yet","Single parent ","16","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. GT 16 ","62","0.313094601252762","0.24680347144902","0.379385731056505"
"Rarely","2007","no degree/no degree yet","Couple + C. LE and GT 16","44","0.304370112342683","0.22787550674638","0.380864717938986"
"Sometimes","2007","lower secondary degree","1-pers.-HH","270","0.218126208272969","0.195493575764582","0.240758840781356"
"Sometimes","2007","lower secondary degree","(Married) couple without C. ","598","0.199177644346879","0.185010801414915","0.213344487278843"
"Sometimes","2007","lower secondary degree","Single parent ","67","0.211431637058885","0.166693513692641","0.256169760425128"
"Sometimes","2007","lower secondary degree","Couple + C. LE 16 ","134","0.174467243189828","0.14849166223806","0.200442824141596"
"Sometimes","2007","lower secondary degree","Couple + C. GT 16 ","186","0.203471478265234","0.177831034496543","0.229111922033926"
"Sometimes","2007","lower secondary degree","Couple + C. LE and GT 16","66","0.291251394133172","0.241393622418942","0.341109165847401"
"Sometimes","2007","secondary school degree","1-pers.-HH","150","0.199983062752788","0.17301399495815","0.226952130547426"
"Sometimes","2007","secondary school degree","(Married) couple without C. ","382","0.202446909652092","0.184496758870426","0.220397060433758"
"Sometimes","2007","secondary school degree","Single parent ","77","0.224999380007739","0.18250780570624","0.267490954309239"
"Sometimes","2007","secondary school degree","Couple + C. LE 16 ","215","0.165727942337124","0.145253527344804","0.186202357329444"
"Sometimes","2007","secondary school degree","Couple + C. GT 16 ","223","0.18910365114194","0.166014945787028","0.212192356496852"
"Sometimes","2007","secondary school degree","Couple + C. LE and GT 16","83","0.189120237294627","0.152235102424294","0.226005372164959"
"Sometimes","2007","college entrance qualification","1-pers.-HH","153","0.195691400262385","0.169114248568966","0.222268551955805"
"Sometimes","2007","college entrance qualification","(Married) couple without C. ","336","0.191244262022938","0.173298876197456","0.20918964784842"
"Sometimes","2007","college entrance qualification","Single parent ","49","0.227651272469977","0.173460426379142","0.281842118560811"
"Sometimes","2007","college entrance qualification","Couple + C. LE 16 ","209","0.147925787389032","0.128012135322235","0.167839439455828"
"Sometimes","2007","college entrance qualification","Couple + C. GT 16 ","166","0.211892226119861","0.18531219504854","0.238472257191182"
"Sometimes","2007","college entrance qualification","Couple + C. LE and GT 16","59","0.257143310606399","0.206312263549002","0.307974357663796"
"Sometimes","2007","Other degree","1-pers.-HH","26","","",""
"Sometimes","2007","Other degree","(Married) couple without C. ","83","0.268244944073735","0.223403344563641","0.31308654358383"
"Sometimes","2007","Other degree","Single parent ","14","","",""
"Sometimes","2007","Other degree","Couple + C. LE 16 ","35","0.186598465155366","0.134882293106686","0.238314637204046"
"Sometimes","2007","Other degree","Couple + C. GT 16 ","33","0.184502987781295","0.129919646792136","0.239086328770454"
"Sometimes","2007","Other degree","Couple + C. LE and GT 16","14","","",""
"Sometimes","2007","no degree/no degree yet","1-pers.-HH","3","","",""
"Sometimes","2007","no degree/no degree yet","(Married) couple without C. ","19","","",""
"Sometimes","2007","no degree/no degree yet","Single parent ","9","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. GT 16 ","27","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. LE and GT 16","27","","",""
"Often","2007","lower secondary degree","1-pers.-HH","117","0.0883399148226856","0.0727871438317597","0.103892685813612"
"Often","2007","lower secondary degree","(Married) couple without C. ","226","0.0788661434293045","0.0693054066059455","0.0884268802526635"
"Often","2007","lower secondary degree","Single parent ","31","0.0930577000557783","0.0612275205264077","0.124887879585149"
"Often","2007","lower secondary degree","Couple + C. LE 16 ","41","0.053273020042944","0.0379018403159832","0.0686441997699048"
"Often","2007","lower secondary degree","Couple + C. GT 16 ","47","0.056309216019003","0.0416274702735177","0.0709909617644883"
"Often","2007","lower secondary degree","Couple + C. LE and GT 16","17","","",""
"Often","2007","secondary school degree","1-pers.-HH","61","0.060851245288496","0.0447328550870298","0.0769696354899622"
"Often","2007","secondary school degree","(Married) couple without C. ","119","0.0687222683542681","0.0574211590268613","0.0800233776816748"
"Often","2007","secondary school degree","Single parent ","35","0.101789936901467","0.0710217066456459","0.132558167157288"
"Often","2007","secondary school degree","Couple + C. LE 16 ","61","0.0660432882727397","0.0523679681464197","0.0797186083990597"
"Often","2007","secondary school degree","Couple + C. GT 16 ","55","0.0631881214178124","0.0488427806751472","0.0775334621604776"
"Often","2007","secondary school degree","Couple + C. LE and GT 16","23","","",""
"Often","2007","college entrance qualification","1-pers.-HH","69","0.0905567398474491","0.0713320473210339","0.109781432373864"
"Often","2007","college entrance qualification","(Married) couple without C. ","95","0.0627393211510655","0.0516743569782114","0.0738042853239196"
"Often","2007","college entrance qualification","Single parent ","22","","",""
"Often","2007","college entrance qualification","Couple + C. LE 16 ","55","0.0470739534670558","0.0351941243195065","0.0589537826146051"
"Often","2007","college entrance qualification","Couple + C. GT 16 ","48","0.0581547758259518","0.0429322180974056","0.073377333554498"
"Often","2007","college entrance qualification","Couple + C. LE and GT 16","16","","",""
"Often","2007","Other degree","1-pers.-HH","8","","",""
"Often","2007","Other degree","(Married) couple without C. ","34","0.0819396225075902","0.0541799039544205","0.10969934106076"
"Often","2007","Other degree","Single parent ","6","","",""
"Often","2007","Other degree","Couple + C. LE 16 ","14","","",""
"Often","2007","Other degree","Couple + C. GT 16 ","12","","",""
"Often","2007","Other degree","Couple + C. LE and GT 16","5","","",""
"Often","2007","no degree/no degree yet","1-pers.-HH","2","","",""
"Often","2007","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Often","2007","no degree/no degree yet","Single parent ","3","","",""
"Often","2007","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Often","2007","no degree/no degree yet","Couple + C. GT 16 ","16","","",""
"Often","2007","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Very often","2007","lower secondary degree","1-pers.-HH","29","","",""
"Very often","2007","lower secondary degree","(Married) couple without C. ","47","0.0155465060225249","0.011158181962994","0.0199348300820558"
"Very often","2007","lower secondary degree","Single parent ","17","","",""
"Very often","2007","lower secondary degree","Couple + C. LE 16 ","12","","",""
"Very often","2007","lower secondary degree","Couple + C. GT 16 ","13","","",""
"Very often","2007","lower secondary degree","Couple + C. LE and GT 16","4","","",""
"Very often","2007","secondary school degree","1-pers.-HH","24","","",""
"Very often","2007","secondary school degree","(Married) couple without C. ","36","0.0167601723507512","0.01102559130051","0.0224947534009923"
"Very often","2007","secondary school degree","Single parent ","9","","",""
"Very often","2007","secondary school degree","Couple + C. LE 16 ","14","","",""
"Very often","2007","secondary school degree","Couple + C. GT 16 ","15","","",""
"Very often","2007","secondary school degree","Couple + C. LE and GT 16","8","","",""
"Very often","2007","college entrance qualification","1-pers.-HH","15","","",""
"Very often","2007","college entrance qualification","(Married) couple without C. ","25","","",""
"Very often","2007","college entrance qualification","Single parent ","5","","",""
"Very often","2007","college entrance qualification","Couple + C. LE 16 ","9","","",""
"Very often","2007","college entrance qualification","Couple + C. GT 16 ","7","","",""
"Very often","2007","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"Very often","2007","Other degree","1-pers.-HH","3","","",""
"Very often","2007","Other degree","(Married) couple without C. ","10","","",""
"Very often","2007","Other degree","Single parent ","2","","",""
"Very often","2007","Other degree","Couple + C. LE 16 ","3","","",""
"Very often","2007","Other degree","Couple + C. GT 16 ","4","","",""
"Very often","2007","Other degree","Couple + C. LE and GT 16","2","","",""
"Very often","2007","no degree/no degree yet","1-pers.-HH","1","","",""
"Very often","2007","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Very often","2007","no degree/no degree yet","Single parent ","3","","",""
"Very often","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2007","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Very often","2007","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Very rare","2008","lower secondary degree","1-pers.-HH","482","0.393979719845155","0.366782922768202","0.421176516922109"
"Very rare","2008","lower secondary degree","(Married) couple without C. ","1122","0.375520565120968","0.357772908893558","0.393268221348378"
"Very rare","2008","lower secondary degree","Single parent ","111","0.338235570375729","0.286072169446641","0.390398971304818"
"Very rare","2008","lower secondary degree","Couple + C. LE 16 ","306","0.432683381349658","0.396393174784781","0.468973587914534"
"Very rare","2008","lower secondary degree","Couple + C. GT 16 ","366","0.398986093636057","0.367308813130408","0.430663374141706"
"Very rare","2008","lower secondary degree","Couple + C. LE and GT 16","100","0.364875235523739","0.307132922339184","0.422617548708293"
"Very rare","2008","secondary school degree","1-pers.-HH","296","0.362827167005337","0.329298748438267","0.396355585572407"
"Very rare","2008","secondary school degree","(Married) couple without C. ","764","0.391280181253508","0.369484392200193","0.413075970306823"
"Very rare","2008","secondary school degree","Single parent ","119","0.316223904126573","0.267852552858059","0.364595255395088"
"Very rare","2008","secondary school degree","Couple + C. LE 16 ","456","0.390738843393532","0.362440560901626","0.419037125885438"
"Very rare","2008","secondary school degree","Couple + C. GT 16 ","404","0.385394192643423","0.355829481571145","0.4149589037157"
"Very rare","2008","secondary school degree","Couple + C. LE and GT 16","158","0.440349080809595","0.391392993463469","0.489305168155722"
"Very rare","2008","college entrance qualification","1-pers.-HH","365","0.434232537607297","0.400328089653214","0.46813698556138"
"Very rare","2008","college entrance qualification","(Married) couple without C. ","790","0.446254286339652","0.42325135088944","0.469257221789865"
"Very rare","2008","college entrance qualification","Single parent ","87","0.342494957452489","0.281166674190007","0.403823240714971"
"Very rare","2008","college entrance qualification","Couple + C. LE 16 ","502","0.455089114232532","0.425607328903607","0.484570899561457"
"Very rare","2008","college entrance qualification","Couple + C. GT 16 ","335","0.380159901525483","0.347332883378308","0.412986919672657"
"Very rare","2008","college entrance qualification","Couple + C. LE and GT 16","104","0.37915919211327","0.322228441262887","0.436089942963652"
"Very rare","2008","Other degree","1-pers.-HH","34","0.405694467196402","0.304808253280928","0.506580681111876"
"Very rare","2008","Other degree","(Married) couple without C. ","107","0.311366232413873","0.262218802191772","0.360513662635975"
"Very rare","2008","Other degree","Single parent ","16","","",""
"Very rare","2008","Other degree","Couple + C. LE 16 ","83","0.38958074826177","0.320057501805083","0.459103994718458"
"Very rare","2008","Other degree","Couple + C. GT 16 ","74","0.447235300271114","0.372929612999845","0.521540987542383"
"Very rare","2008","Other degree","Couple + C. LE and GT 16","30","0.42386725096146","0.301840786297701","0.54589371562522"
