"plh0185","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Very rare","2009","direct migration background","East Germany","23","","",""
"Very rare","2009","indirect migration background","West Germany","272","0.401147411148154","0.364144993109832","0.438149829186477"
"Very rare","2009","indirect migration background","East Germany","11","","",""
"Rarely","2009","no migration background","West Germany","3749","0.337890379972233","0.329137265792114","0.346643494152352"
"Rarely","2009","no migration background","East Germany","1608","0.354822296419196","0.340707420881841","0.368937171956551"
"Rarely","2009","direct migration background","West Germany","491","0.324876437510546","0.301783972863861","0.347968902157232"
"Rarely","2009","direct migration background","East Germany","29","","",""
"Rarely","2009","indirect migration background","West Germany","234","0.338172273825012","0.302456536503219","0.373888011146804"
"Rarely","2009","indirect migration background","East Germany","16","","",""
"Sometimes","2009","no migration background","West Germany","2030","0.188820146800282","0.181577580584681","0.196062713015883"
"Sometimes","2009","no migration background","East Germany","800","0.194179557526253","0.182510042153046","0.205849072899459"
"Sometimes","2009","direct migration background","West Germany","305","0.214540738130059","0.194299537698688","0.234781938561429"
"Sometimes","2009","direct migration background","East Germany","15","","",""
"Sometimes","2009","indirect migration background","West Germany","111","0.180760415501506","0.151708466538659","0.209812364464353"
"Sometimes","2009","indirect migration background","East Germany","10","","",""
"Often","2009","no migration background","West Germany","648","0.060634090588287","0.0562175160665552","0.0650506651100188"
"Often","2009","no migration background","East Germany","275","0.059406909926966","0.0524334019815137","0.0663804178724183"
"Often","2009","direct migration background","West Germany","128","0.0824201441898637","0.0688601917010341","0.0959800966786933"
"Often","2009","direct migration background","East Germany","7","","",""
"Often","2009","indirect migration background","West Germany","49","0.0712877288625207","0.051862500898243","0.0907129568267984"
"Often","2009","indirect migration background","East Germany","3","","",""
"Very often","2009","no migration background","West Germany","180","0.0162240116739299","0.0138860522730838","0.018561971074776"
"Very often","2009","no migration background","East Germany","61","0.0165037586058553","0.0127453005297937","0.020262216681917"
"Very often","2009","direct migration background","West Germany","40","0.0206658950071687","0.0136511466451767","0.0276806433691607"
"Very often","2009","direct migration background","East Germany","2","","",""
"Very often","2009","indirect migration background","West Germany","8","","",""
"Very often","2009","indirect migration background","East Germany","1","","",""
"Very rare","2010","no migration background","West Germany","4143","0.369389068193203","0.360167140575211","0.378610995811195"
"Very rare","2010","no migration background","East Germany","1495","0.3710959590221","0.356178846607462","0.386013071436738"
"Very rare","2010","direct migration background","West Germany","539","0.353302058718154","0.328352529340625","0.378251588095684"
"Very rare","2010","direct migration background","East Germany","16","","",""
"Very rare","2010","indirect migration background","West Germany","273","0.393859014091871","0.355367943854219","0.432350084329522"
"Very rare","2010","indirect migration background","East Germany","14","","",""
"Rarely","2010","no migration background","West Germany","3742","0.36494664547958","0.355748108946842","0.374145182012318"
"Rarely","2010","no migration background","East Germany","1519","0.359153423286294","0.344339622608917","0.373967223963671"
"Rarely","2010","direct migration background","West Germany","472","0.343740779436715","0.318949909173883","0.368531649699547"
"Rarely","2010","direct migration background","East Germany","25","","",""
"Rarely","2010","indirect migration background","West Germany","197","0.350408173609188","0.312823554244149","0.387992792974227"
"Rarely","2010","indirect migration background","East Germany","10","","",""
"Sometimes","2010","no migration background","West Germany","1901","0.19367394315142","0.186123196705327","0.201224689597512"
"Sometimes","2010","no migration background","East Germany","721","0.18650447757473","0.174477079861568","0.198531875287892"
"Sometimes","2010","direct migration background","West Germany","273","0.204936912788286","0.183867645880451","0.226006179696121"
"Sometimes","2010","direct migration background","East Germany","17","","",""
"Sometimes","2010","indirect migration background","West Germany","99","0.151599742195077","0.123347534272179","0.179851950117975"
"Sometimes","2010","indirect migration background","East Germany","11","","",""
"Often","2010","no migration background","West Germany","615","0.0606863011362506","0.0561243607661584","0.0652482415063428"
"Often","2010","no migration background","East Germany","247","0.0711168741302747","0.0631806061539011","0.0790531421066483"
"Often","2010","direct migration background","West Germany","105","0.0859009507883974","0.0712746618444547","0.10052723973234"
"Often","2010","direct migration background","East Germany","4","","",""
"Often","2010","indirect migration background","West Germany","33","0.0629542016898406","0.0438206525595396","0.0820877508201416"
"Often","2010","indirect migration background","East Germany","2","","",""
"Very often","2010","no migration background","West Germany","121","0.0113040420395462","0.00928406141570567","0.0133240226633867"
"Very often","2010","no migration background","East Germany","47","0.0121292659866013","0.00874926538909006","0.0155092665841126"
"Very often","2010","direct migration background","West Germany","21","","",""
"Very often","2010","direct migration background","East Germany","","","",""
"Very often","2010","indirect migration background","West Germany","17","","",""
"Very often","2010","indirect migration background","East Germany","1","","",""
"Very rare","2011","no migration background","West Germany","5123","0.37723734654304","0.368954973652016","0.385519719434065"
"Very rare","2011","no migration background","East Germany","1807","0.367694619290206","0.354006852690241","0.38138238589017"
"Very rare","2011","direct migration background","West Germany","788","0.389872296394779","0.368039538684501","0.411705054105057"
"Very rare","2011","direct migration background","East Germany","34","0.318709581186342","0.225007337771328","0.412411824601356"
"Very rare","2011","indirect migration background","West Germany","293","0.390992032448827","0.356068923378553","0.425915141519101"
"Very rare","2011","indirect migration background","East Germany","13","","",""
"Rarely","2011","no migration background","West Germany","4496","0.341071861920874","0.332971057791937","0.349172666049811"
"Rarely","2011","no migration background","East Germany","1669","0.359047827118671","0.345429791099113","0.37266586313823"
"Rarely","2011","direct migration background","West Germany","569","0.300553365977503","0.280028745990656","0.32107798596435"
"Rarely","2011","direct migration background","East Germany","36","0.366522410345962","0.269627228271093","0.463417592420831"
"Rarely","2011","indirect migration background","West Germany","256","0.354506382493268","0.32027097789158","0.388741787094957"
"Rarely","2011","indirect migration background","East Germany","16","","",""
"Sometimes","2011","no migration background","West Germany","2540","0.200208018734736","0.193370234141776","0.207045803327697"
"Sometimes","2011","no migration background","East Germany","941","0.191649347099303","0.180476108222637","0.202822585975968"
"Sometimes","2011","direct migration background","West Germany","389","0.215587589671889","0.197178973561001","0.233996205782777"
"Sometimes","2011","direct migration background","East Germany","20","","",""
"Sometimes","2011","indirect migration background","West Germany","144","0.178081515615701","0.150701023174979","0.205462008056422"
"Sometimes","2011","indirect migration background","East Germany","11","","",""
"Often","2011","no migration background","West Germany","804","0.0654801041520715","0.0612530762425126","0.0697071320616304"
"Often","2011","no migration background","East Germany","284","0.0684101009077233","0.0612437508904634","0.0755764509249832"
"Often","2011","direct migration background","West Germany","128","0.0700836041639762","0.0586556839103552","0.0815115244175972"
"Often","2011","direct migration background","East Germany","4","","",""
"Often","2011","indirect migration background","West Germany","42","0.0685201351442529","0.0504395159028163","0.0866007543856894"
"Often","2011","indirect migration background","East Germany","4","","",""
"Very often","2011","no migration background","West Germany","193","0.0160026686492782","0.0138583993611154","0.0181469379374409"
"Very often","2011","no migration background","East Germany","66","0.0131981055840971","0.00995846894881786","0.0164377422193764"
"Very often","2011","direct migration background","West Germany","43","0.023903143791853","0.0170654286593906","0.0307408589243153"
"Very often","2011","direct migration background","East Germany","1","","",""
"Very often","2011","indirect migration background","West Germany","15","","",""
"Very often","2011","indirect migration background","East Germany","","","",""
"Very rare","2012","no migration background","West Germany","5520","0.410655903385451","0.402220931303842","0.41909087546706"
"Very rare","2012","no migration background","East Germany","1844","0.392707278372288","0.378769463038372","0.406645093706203"
"Very rare","2012","direct migration background","West Germany","755","0.39579116401503","0.373483256980875","0.418099071049186"
"Very rare","2012","direct migration background","East Germany","35","0.328604591073876","0.236080145640002","0.421129036507751"
"Very rare","2012","indirect migration background","West Germany","334","0.468082826488836","0.43232421456925","0.503841438408421"
"Very rare","2012","indirect migration background","East Germany","19","","",""
"Rarely","2012","no migration background","West Germany","4523","0.351534372855296","0.343348075342818","0.359720670367774"
"Rarely","2012","no migration background","East Germany","1724","0.357617267866162","0.343937857994865","0.371296677737459"
"Rarely","2012","direct migration background","West Germany","572","0.314168581262818","0.292993635506491","0.335343527019145"
"Rarely","2012","direct migration background","East Germany","33","0.298452735041015","0.208317054265782","0.388588415816248"
"Rarely","2012","indirect migration background","West Germany","234","0.310315918872308","0.277162797728489","0.343469040016127"
"Rarely","2012","indirect migration background","East Germany","14","","",""
"Sometimes","2012","no migration background","West Germany","2162","0.169823571494132","0.163385669965777","0.176261473022487"
"Sometimes","2012","no migration background","East Germany","825","0.176039773558249","0.165170019504157","0.186909527612341"
"Sometimes","2012","direct migration background","West Germany","348","0.201860705155755","0.183550319895592","0.220171090415918"
"Sometimes","2012","direct migration background","East Germany","21","","",""
"Sometimes","2012","indirect migration background","West Germany","127","0.163146385199798","0.136666824968802","0.189625945430795"
"Sometimes","2012","indirect migration background","East Germany","11","","",""
"Often","2012","no migration background","West Germany","717","0.055916084112824","0.0519766501967847","0.0598555180288632"
"Often","2012","no migration background","East Germany","261","0.0628246467066603","0.0558993776724969","0.0697499157408237"
"Often","2012","direct migration background","West Germany","133","0.0633243193908807","0.0522143687285731","0.0744342700531883"
"Often","2012","direct migration background","East Germany","9","","",""
"Often","2012","indirect migration background","West Germany","44","0.0496621317456771","0.0340935522553972","0.065230711235957"
"Often","2012","indirect migration background","East Germany","2","","",""
"Very often","2012","no migration background","West Germany","145","0.0120700681522967","0.0101977567658683","0.0139423795387251"
"Very often","2012","no migration background","East Germany","62","0.0108110334966413","0.00785959028747076","0.0137624767058118"
"Very often","2012","direct migration background","West Germany","38","0.0248552301755163","0.0177533116575139","0.0319571486935187"
"Very often","2012","direct migration background","East Germany","1","","",""
"Very often","2012","indirect migration background","West Germany","9","","",""
"Very often","2012","indirect migration background","East Germany","2","","",""
"Very rare","2013","no migration background","West Germany","6781","0.411618306352489","0.404056401104781","0.419180211600196"
"Very rare","2013","no migration background","East Germany","2277","0.408990444688446","0.396041766206579","0.421939123170314"
"Very rare","2013","direct migration background","West Germany","1009","0.374824156126577","0.356046665058644","0.393601647194511"
"Very rare","2013","direct migration background","East Germany","48","0.314958190667823","0.237177320059999","0.392739061275647"
"Very rare","2013","indirect migration background","West Germany","450","0.433322880286026","0.404392124284681","0.462253636287371"
"Very rare","2013","indirect migration background","East Germany","36","0.472974575685397","0.360727256808647","0.585221894562147"
"Rarely","2013","no migration background","West Germany","5810","0.346827579366094","0.339514083059158","0.35414107567303"
"Rarely","2013","no migration background","East Germany","1953","0.343182913751837","0.330678692059187","0.355687135444488"
"Rarely","2013","direct migration background","West Germany","846","0.320336237980197","0.30223647963175","0.338435996328645"
"Rarely","2013","direct migration background","East Germany","48","0.260395354350109","0.186909416937719","0.333881291762499"
"Rarely","2013","indirect migration background","West Germany","414","0.367298596380322","0.339153990832802","0.395443201927841"
"Rarely","2013","indirect migration background","East Germany","24","","",""
"Sometimes","2013","no migration background","West Germany","2574","0.169548159893752","0.163782379715431","0.175313940072073"
"Sometimes","2013","no migration background","East Germany","901","0.172670423229171","0.162715913685296","0.182624932773046"
"Sometimes","2013","direct migration background","West Germany","471","0.209913191909321","0.194115997780839","0.225710386037803"
"Sometimes","2013","direct migration background","East Germany","31","0.322988394431801","0.244685228256849","0.401291560606753"
"Sometimes","2013","indirect migration background","West Germany","166","0.129711213291667","0.110095387867083","0.149327038716251"
"Sometimes","2013","indirect migration background","East Germany","13","","",""
"Often","2013","no migration background","West Germany","898","0.0594443230429893","0.0558110188344732","0.0630776272515053"
"Often","2013","no migration background","East Germany","313","0.0584833537252155","0.0523031648010334","0.0646635426493977"
"Often","2013","direct migration background","West Germany","180","0.0761530074765279","0.065864171637532","0.0864418433155239"
"Often","2013","direct migration background","East Germany","8","","",""
"Often","2013","indirect migration background","West Germany","74","0.0540399921033614","0.0408398027966645","0.0672401814100583"
"Often","2013","indirect migration background","East Germany","3","","",""
"Very often","2013","no migration background","West Germany","207","0.0125616313446761","0.010850306971879","0.0142729557174732"
"Very often","2013","no migration background","East Germany","94","0.0166728646053301","0.0133005682048404","0.0200451610058198"
"Very often","2013","direct migration background","West Germany","47","0.0187734065073768","0.013508642839366","0.0240381701753876"
"Very often","2013","direct migration background","East Germany","2","","",""
"Very often","2013","indirect migration background","West Germany","23","","",""
"Very often","2013","indirect migration background","East Germany","","","",""
"Very rare","2014","no migration background","West Germany","6327","0.415533037478223","0.407662769277596","0.42340330567885"
"Very rare","2014","no migration background","East Germany","2097","0.407720230446534","0.39431471026555","0.421125750627517"
"Very rare","2014","direct migration background","West Germany","2112","0.420461449667241","0.406448493233966","0.434474406100517"
"Very rare","2014","direct migration background","East Germany","161","0.385635524697052","0.334348015671555","0.436923033722549"
"Very rare","2014","indirect migration background","West Germany","732","0.443642057386483","0.419948691135224","0.467335423637742"
"Very rare","2014","indirect migration background","East Germany","38","0.41506171865746","0.319904696876395","0.510218740438526"
"Rarely","2014","no migration background","West Germany","5258","0.345104806715774","0.337512597365538","0.352697016066009"
"Rarely","2014","no migration background","East Germany","1866","0.345615713618294","0.332642359823474","0.358589067413114"
"Rarely","2014","direct migration background","West Germany","1461","0.305567095728395","0.292490522394644","0.318643669062145"
"Rarely","2014","direct migration background","East Germany","111","0.38460819104315","0.333346236412689","0.435870145673612"
"Rarely","2014","indirect migration background","West Germany","561","0.340716593118699","0.31811359852389","0.363319587713509"
"Rarely","2014","indirect migration background","East Germany","39","0.350267509303061","0.25813843698064","0.442396581625482"
"Sometimes","2014","no migration background","West Germany","2434","0.165447053496306","0.159512839065775","0.171381267926838"
"Sometimes","2014","no migration background","East Germany","852","0.170564787875465","0.160304134549945","0.180825441200984"
"Sometimes","2014","direct migration background","West Germany","777","0.173576554189833","0.162824972445633","0.184328135934032"
"Sometimes","2014","direct migration background","East Germany","52","0.158878367647093","0.120359649366466","0.19739708592772"
"Sometimes","2014","indirect migration background","West Germany","275","0.160862689626343","0.143340941024495","0.178384438228192"
"Sometimes","2014","indirect migration background","East Germany","17","","",""
"Often","2014","no migration background","West Germany","836","0.0608789338946237","0.057060361048548","0.0646975067406994"
"Often","2014","no migration background","East Germany","275","0.0620777089517538","0.055495216649145","0.0686602012543626"
"Often","2014","direct migration background","West Germany","310","0.0779460952845067","0.0703358114823723","0.0855563790866411"
"Often","2014","direct migration background","East Germany","17","","",""
"Often","2014","indirect migration background","West Germany","88","0.0402227291418238","0.0308524125627154","0.0495930457209321"
"Often","2014","indirect migration background","East Germany","6","","",""
"Very often","2014","no migration background","West Germany","207","0.0130361684150731","0.011224693311799","0.0148476435183472"
"Very often","2014","no migration background","East Germany","72","0.0140215591079536","0.0108140274322301","0.0172290907836771"
"Very often","2014","direct migration background","West Germany","107","0.0224488051300246","0.0182435544907949","0.0266540557692543"
"Very often","2014","direct migration background","East Germany","5","","",""
"Very often","2014","indirect migration background","West Germany","33","0.0145559307266506","0.00884417999069473","0.0202676814626065"
"Very often","2014","indirect migration background","East Germany","3","","",""
"Very rare","2015","no migration background","West Germany","5864","0.408511309545668","0.40044872170993","0.416573897381406"
"Very rare","2015","no migration background","East Germany","1893","0.384267367892104","0.370612936516956","0.397921799267251"
"Very rare","2015","direct migration background","West Germany","1721","0.411838134924536","0.396599357344199","0.427076912504872"
"Very rare","2015","direct migration background","East Germany","124","0.4038840338822","0.347891412181799","0.4598766555826"
"Very rare","2015","indirect migration background","West Germany","679","0.467466742910538","0.442433359486331","0.492500126334745"
"Very rare","2015","indirect migration background","East Germany","44","0.431431231664267","0.335783038787263","0.52707942454127"
"Rarely","2015","no migration background","West Germany","5118","0.349981367250584","0.342158164985367","0.357804569515801"
"Rarely","2015","no migration background","East Germany","1796","0.366969048227822","0.353439354320127","0.380498742135518"
"Rarely","2015","direct migration background","West Germany","1262","0.3089731470665","0.294666223726887","0.323280070406113"
"Rarely","2015","direct migration background","East Germany","88","0.263735228914827","0.21345026230376","0.314020195525893"
"Rarely","2015","indirect migration background","West Germany","477","0.298365507134901","0.275409275561913","0.321321738707889"
"Rarely","2015","indirect migration background","East Germany","40","0.400697991671211","0.306060999648418","0.495334983694004"
"Sometimes","2015","no migration background","West Germany","2311","0.172853756745257","0.166651785384768","0.179055728105746"
"Sometimes","2015","no migration background","East Germany","834","0.175086984651238","0.164418768888628","0.185755200413847"
"Sometimes","2015","direct migration background","West Germany","679","0.179885841248555","0.167993316456497","0.191778366040613"
"Sometimes","2015","direct migration background","East Germany","61","0.27727485591906","0.226191560120489","0.328358151717631"
"Sometimes","2015","indirect migration background","West Germany","252","0.155219724072976","0.13705134592887","0.173388102217081"
"Sometimes","2015","indirect migration background","East Germany","13","","",""
"Often","2015","no migration background","West Germany","791","0.0558472283760069","0.0520808743266541","0.0596135824253597"
"Often","2015","no migration background","East Germany","283","0.0617321425681132","0.0549762944771107","0.0684879906591156"
"Often","2015","direct migration background","West Germany","256","0.0729789371063826","0.0649254867176185","0.0810323874951467"
"Often","2015","direct migration background","East Germany","16","","",""
"Often","2015","indirect migration background","West Germany","87","0.0581514897132113","0.0464094978728387","0.0698934815535838"
"Often","2015","indirect migration background","East Germany","6","","",""
"Very often","2015","no migration background","West Germany","195","0.0128063380824842","0.0109621175417279","0.0146505586232406"
"Very often","2015","no migration background","East Germany","69","0.0119444566607232","0.00889491437324403","0.0149939989482023"
"Very often","2015","direct migration background","West Germany","89","0.0263239396540265","0.0213669146544894","0.0312809646535635"
"Very often","2015","direct migration background","East Germany","6","","",""
"Very often","2015","indirect migration background","West Germany","31","0.0207965361683738","0.0136367047359778","0.0279563676007698"
"Very often","2015","indirect migration background","East Germany","","","",""
"Very rare","2016","no migration background","West Germany","5145","0.384287671832214","0.376020212304792","0.392555131359636"
"Very rare","2016","no migration background","East Germany","1716","0.352275623797163","0.338468601551754","0.366082646042572"
"Very rare","2016","direct migration background","West Germany","1887","0.407707240486176","0.39325287506711","0.422161605905242"
"Very rare","2016","direct migration background","East Germany","133","0.333720185167664","0.28438984628642","0.383050524048909"
"Very rare","2016","indirect migration background","West Germany","548","0.40551621507356","0.380156698871925","0.430875731275194"
"Very rare","2016","indirect migration background","East Germany","38","0.282182589160472","0.196906298105585","0.367458880215359"
"Rarely","2016","no migration background","West Germany","4749","0.349813509323451","0.341707778337875","0.357919240309027"
"Rarely","2016","no migration background","East Germany","1723","0.370053629287586","0.356098054431322","0.384009204143851"
"Rarely","2016","direct migration background","West Germany","1408","0.325382669588199","0.311601611547722","0.339163727628676"
"Rarely","2016","direct migration background","East Germany","114","0.351296628770861","0.301355931543646","0.401237325998077"
"Rarely","2016","indirect migration background","West Germany","523","0.37209182817779","0.347126344831773","0.397057311523807"
"Rarely","2016","indirect migration background","East Germany","40","0.408132045925785","0.315006471748366","0.501257620103203"
"Sometimes","2016","no migration background","West Germany","2360","0.185597004523078","0.178989155841221","0.192204853204934"
"Sometimes","2016","no migration background","East Germany","785","0.180835372124942","0.169710605859592","0.191960138390292"
"Sometimes","2016","direct migration background","West Germany","785","0.170897249921162","0.159825192718569","0.181969307123755"
"Sometimes","2016","direct migration background","East Germany","68","0.204537298956492","0.162339412296323","0.24673518561666"
"Sometimes","2016","indirect migration background","West Germany","241","0.149870262401573","0.131434241880322","0.168306282922824"
"Sometimes","2016","indirect migration background","East Germany","19","","",""
"Often","2016","no migration background","West Germany","858","0.0668428188728438","0.0625979946957347","0.0710876430499529"
"Often","2016","no migration background","East Germany","305","0.0831227356668262","0.0751431723825103","0.0911022989511422"
"Often","2016","direct migration background","West Germany","276","0.0732285135010173","0.0655657919056058","0.0808912350964289"
"Often","2016","direct migration background","East Germany","29","","",""
"Often","2016","indirect migration background","West Germany","96","0.0571454247077181","0.0451565082535784","0.0691343411618579"
"Often","2016","indirect migration background","East Germany","8","","",""
"Very often","2016","no migration background","West Germany","186","0.0134589954484129","0.0115005168940418","0.015417474002784"
"Very often","2016","no migration background","East Germany","69","0.0137126391234823","0.0103511952449614","0.0170740830020032"
"Very often","2016","direct migration background","West Germany","84","0.0227843265034448","0.0183952826948741","0.0271733703120155"
"Very often","2016","direct migration background","East Germany","7","","",""
"Very often","2016","indirect migration background","West Germany","32","0.0153762696393594","0.00902109503068033","0.0217314442480384"
"Very often","2016","indirect migration background","East Germany","2","","",""
"Very rare","2017","no migration background","West Germany","6230","0.404371238388604","0.396549173154374","0.412193303622834"
"Very rare","2017","no migration background","East Germany","1987","0.369352541042272","0.356177631960178","0.382527450124366"
"Very rare","2017","direct migration background","West Germany","1784","0.394103438563519","0.379356592077739","0.408850285049299"
"Very rare","2017","direct migration background","East Germany","160","0.443959658735549","0.392918290911109","0.495001026559989"
"Very rare","2017","indirect migration background","West Germany","621","0.381142712119128","0.357225554411346","0.405059869826909"
"Very rare","2017","indirect migration background","East Germany","36","0.228965417849056","0.148598869439299","0.309331966258814"
"Rarely","2017","no migration background","West Germany","5389","0.357161990949738","0.349524919293978","0.364799062605498"
"Rarely","2017","no migration background","East Germany","1949","0.37727488110163","0.364043325876145","0.390506436327115"
"Rarely","2017","direct migration background","West Germany","1299","0.302768988919961","0.288903383210458","0.316634594629464"
"Rarely","2017","direct migration background","East Germany","117","0.249935691489954","0.205456100116436","0.294415282863473"
"Rarely","2017","indirect migration background","West Germany","578","0.372240860961793","0.348435265653176","0.396046456270409"
"Rarely","2017","indirect migration background","East Germany","41","0.391927664537934","0.298551931549422","0.485303397526445"
"Sometimes","2017","no migration background","West Germany","2464","0.165267280164325","0.159347431115101","0.171187129213549"
"Sometimes","2017","no migration background","East Germany","851","0.178049460641622","0.167606420922391","0.188492500360854"
"Sometimes","2017","direct migration background","West Germany","773","0.206810333420326","0.194587568908394","0.219033097932258"
"Sometimes","2017","direct migration background","East Germany","56","0.192895358746908","0.152361008979473","0.233429708514343"
"Sometimes","2017","indirect migration background","West Germany","260","0.178907606792058","0.160032869313483","0.197782344270633"
"Sometimes","2017","indirect migration background","East Germany","14","","",""
"Often","2017","no migration background","West Germany","837","0.0597406867193343","0.0559632047389127","0.063518168699756"
"Often","2017","no migration background","East Germany","297","0.0629322655884215","0.0563031448084637","0.0695613863683792"
"Often","2017","direct migration background","West Germany","278","0.0832863098558269","0.0749476075042711","0.0916250122073827"
"Often","2017","direct migration background","East Germany","27","","",""
"Often","2017","indirect migration background","West Germany","83","0.0500080351237486","0.039274312608446","0.0607417576390512"
"Often","2017","indirect migration background","East Germany","11","","",""
"Very often","2017","no migration background","West Germany","202","0.0134588037779987","0.0116222471766726","0.0152953603793248"
"Very often","2017","no migration background","East Germany","71","0.0123908516260543","0.00937106062494316","0.0154106426271655"
"Very often","2017","direct migration background","West Germany","84","0.0130309292403663","0.009608501651739","0.0164533568289935"
"Very often","2017","direct migration background","East Germany","4","","",""
"Very often","2017","indirect migration background","West Germany","42","0.0177007850032732","0.0112071381810993","0.024194431825447"
"Very often","2017","indirect migration background","East Germany","3","","",""
"Very rare","2018","no migration background","West Germany","6225","0.418911610337987","0.410892369594829","0.426930851081146"
"Very rare","2018","no migration background","East Germany","2047","0.38355914432677","0.370140073969956","0.396978214683584"
"Very rare","2018","direct migration background","West Germany","1728","0.398161950517186","0.383070894377574","0.413253006656798"
