"plh0185","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","West Germany","1011","0.0709242634677342","0.0668859760311637","0.0749625509043047","4"
"Often","2007","East Germany","320","0.0776224053551311","0.0702153232367881","0.0850294874734741","4"
"Rarely","2007","West Germany","4847","0.311529218425979","0.304243600349884","0.318814836502074","2"
"Rarely","2007","East Germany","1649","0.327929956937157","0.314934335451211","0.340925578423104","2"
"Sometimes","2007","West Germany","2810","0.196815594643152","0.19056082040678","0.203070368879523","3"
"Sometimes","2007","East Germany","1089","0.215687989813744","0.204302370654781","0.227073608972707","3"
"Very often","2007","West Germany","266","0.0179155350227291","0.0158288179790752","0.020002252066383","5"
"Very often","2007","East Germany","89","0.0203254648128889","0.0164192116035959","0.024231718022182","5"
"Very rare","2007","West Germany","6588","0.402815388440406","0.395099577419714","0.410531199461098","1"
"Very rare","2007","East Germany","1866","0.358434183081079","0.345159487905597","0.37170887825656","1"
"Often","2008","West Germany","879","0.0662797427648901","0.0622403404246021","0.0703191451051782","4"
"Often","2008","East Germany","298","0.074845810135552","0.0673868287048663","0.0823047915662376","4"
"Rarely","2008","East Germany","1773","0.355553205508216","0.341984620737262","0.369121790279169","2"
"Rarely","2008","West Germany","4944","0.33316447534027","0.325511029331067","0.340817921349472","2"
"Sometimes","2008","West Germany","2469","0.180287522370607","0.174045405102557","0.186529639638656","3"
"Sometimes","2008","East Germany","878","0.183705611441854","0.172728872491782","0.194682350391925","3"
"Very often","2008","West Germany","235","0.0173093585705466","0.0151916450348144","0.0194270721062788","5"
"Very often","2008","East Germany","73","0.0178535624203717","0.0141000376590464","0.0216070871816969","5"
"Very rare","2008","West Germany","6043","0.402958900953687","0.394994542359616","0.410923259547758","1"
"Very rare","2008","East Germany","1759","0.368041810494007","0.354371402651118","0.381712218336897","1"
"Often","2009","West Germany","825","0.0644387683404815","0.0602924953095594","0.0685850413714036","4"
"Often","2009","East Germany","285","0.0615200457438749","0.0545236899815444","0.0685164015062053","4"
"Rarely","2009","West Germany","4474","0.33601754626916","0.328041136578089","0.343993955960231","2"
"Rarely","2009","East Germany","1653","0.355902225171792","0.341961277052765","0.369843173290818","2"
"Sometimes","2009","West Germany","2446","0.192070141734734","0.185417947360978","0.19872233610849","3"
"Sometimes","2009","East Germany","825","0.195138758241939","0.183599355380158","0.20667816110372","3"
"Very often","2009","West Germany","228","0.016412211895513","0.0142666636004692","0.0185577601905569","5"
"Very often","2009","East Germany","64","0.0163443627680499","0.012652406066777","0.0200363194693227","5"
"Very rare","2009","West Germany","5498","0.391061331760112","0.382820759215895","0.399301904304328","1"
"Very rare","2009","East Germany","1704","0.371094608074344","0.35702810837983","0.385161107768858","1"
"Often","2010","West Germany","753","0.0644937298293251","0.0601964758288726","0.0687909838297775","4"
"Often","2010","East Germany","253","0.0722936516844327","0.0643944901512028","0.0801928132176626","4"
"Rarely","2010","West Germany","4411","0.361168500391392","0.352765062002306","0.369571938780478","2"
"Rarely","2010","East Germany","1554","0.359073472135688","0.344440874390494","0.373706069880882","2"
"Sometimes","2010","West Germany","2273","0.193409657506442","0.18649971374016","0.200319601272724","3"
"Sometimes","2010","East Germany","749","0.190033672735297","0.178066972483867","0.202000372986726","3"
"Very often","2010","West Germany","159","0.012786249257005","0.010820690153505","0.0147518083605049","5"
"Very often","2010","East Germany","48","0.0124144891275326","0.00903712854295626","0.015791849712109","5"
"Very rare","2010","East Germany","1525","0.36618471431705","0.351490136611839","0.380879292022262","1"
"Very rare","2010","West Germany","4955","0.368141863015836","0.359704119489269","0.376579606542403","1"
"Often","2011","East Germany","292","0.0689425071853291","0.0618529990475055","0.0760320153231526","4"
"Often","2011","West Germany","974","0.0662893143063774","0.0624128873508817","0.0701657412618731","4"
"Rarely","2011","East Germany","1721","0.359591536369736","0.346163343166911","0.373019729572561","2"
"Rarely","2011","West Germany","5321","0.335789651797007","0.328431137300422","0.343148166293592","2"
"Sometimes","2011","East Germany","972","0.192628792323529","0.181593558270215","0.203664026376844","3"
"Sometimes","2011","West Germany","3073","0.201433390614426","0.1951841825866","0.207682598642251","3"
"Very often","2011","East Germany","67","0.0130647278700001","0.00988727704240528","0.0162421786975949","5"
"Very often","2011","West Germany","251","0.0167815674609439","0.0147801165423666","0.0187830183795211","5"
"Very rare","2011","East Germany","1854","0.365772436251406","0.352294842456313","0.379250030046498","1"
"Very rare","2011","West Germany","6204","0.379706075821246","0.372144257935735","0.387267893706758","1"
"Often","2012","East Germany","272","0.0644601970368313","0.057558229610378","0.0713621644632846","4"
"Often","2012","West Germany","894","0.056750147840249","0.0531265898354143","0.0603737058450837","4"
"Rarely","2012","East Germany","1771","0.354949780749225","0.3415012086395","0.36839835285895","2"
"Rarely","2012","West Germany","5329","0.343912955222551","0.336473462121934","0.351352448323168","2"
"Sometimes","2012","East Germany","857","0.178169076845798","0.16741425154047","0.188923902151126","3"
"Sometimes","2012","West Germany","2637","0.174386334712353","0.168443645649771","0.180329023774935","3"
"Very often","2012","East Germany","65","0.0112648067714466","0.0082986245610505","0.0142309889818426","5"
"Very often","2012","West Germany","192","0.0138621948793219","0.0120310481294343","0.0156933416292094","5"
"Very rare","2012","East Germany","1898","0.391156138596699","0.377440248479131","0.404872028714266","1"
"Very rare","2012","West Germany","6609","0.411088367345525","0.40338233182524","0.418794402865809","1"
"Often","2013","East Germany","324","0.0589274020715231","0.0528411964821296","0.0650136076609166","4"
"Often","2013","West Germany","1152","0.0611137402939584","0.0577898049700121","0.0644376756179047","4"
"Rarely","2013","East Germany","2025","0.340788669811157","0.328538804531262","0.353038535091052","2"
"Rarely","2013","West Germany","7070","0.344602769307432","0.338008171351885","0.351197367262978","2"
"Sometimes","2013","East Germany","945","0.176104706600779","0.166260110569716","0.185949302631842","3"
"Sometimes","2013","West Germany","3211","0.172631591300541","0.167387306786911","0.177875875814171","3"
"Very often","2013","East Germany","96","0.0163069186786239","0.0130335707587829","0.0195802665984649","5"
"Very often","2013","West Germany","277","0.01336220614649","0.0117689169971702","0.0149554952958097","5"
"Very rare","2013","East Germany","2361","0.407872302837917","0.395171060491743","0.420573545184091","1"
"Very rare","2013","West Germany","8240","0.408289692951579","0.401469205465255","0.415110180437902","1"
"Often","2014","East Germany","298","0.0616208682478362","0.0553289795147757","0.0679127569808967","4"
"Often","2014","West Germany","1234","0.0625096373258857","0.059275160566385","0.0657441140853864","4"
"Rarely","2014","East Germany","2016","0.347108343211153","0.334652273147416","0.359564413274891","2"
"Rarely","2014","West Germany","7280","0.338295957860424","0.331974351670878","0.344617564049969","2"
"Sometimes","2014","East Germany","921","0.169813023176691","0.159988727794491","0.179637318558891","3"
"Sometimes","2014","West Germany","3486","0.166528692501652","0.161550897556119","0.171506487447185","3"
"Very often","2014","East Germany","80","0.01446422979988","0.0113402241616141","0.0175882354381459","5"
"Very often","2014","West Germany","347","0.0146846981665381","0.0130775080046626","0.0162918883284136","5"
"Very rare","2014","East Germany","2296","0.40699353556444","0.394139146928223","0.419847924200656","1"
"Very rare","2014","West Germany","9171","0.4179810141455","0.411390883974494","0.424571144316507","1"
"Often","2015","East Germany","305","0.0602013911262392","0.0537813195825423","0.0666214626699362","4"
"Often","2015","West Germany","1134","0.058634221109915","0.0553627829530402","0.0619056592667897","4"
"Rarely","2015","East Germany","1924","0.364072899848962","0.351085654404338","0.377060145293587","2"
"Rarely","2015","West Germany","6857","0.340654814278553","0.334055518153048","0.347254110404059","2"
"Sometimes","2015","East Germany","908","0.17783971005485","0.167518946597885","0.188160473511816","3"
"Sometimes","2015","West Germany","3242","0.172927557760814","0.167661473417347","0.17819364210428","3"
"Very often","2015","East Germany","75","0.0124232331857392","0.00943357211713966","0.0154128942543387","5"
"Very often","2015","West Germany","315","0.0153608898622789","0.0136483895473208","0.017073390177237","5"
"Very rare","2015","East Germany","2061","0.385462765784209","0.372326119003353","0.398599412565065","1"
"Very rare","2015","West Germany","8264","0.412422516988439","0.405567829056007","0.419277204920872","1"
"Often","2016","East Germany","342","0.0828418756263428","0.0752440096457169","0.0904397416069687","4"
"Often","2016","West Germany","1230","0.0673468916863698","0.0637998582454798","0.0708939251272599","4"
"Rarely","2016","West Germany","6680","0.346978845028321","0.340241922428937","0.353715767627705","2"
"Rarely","2016","East Germany","1877","0.369831923413696","0.356525082776372","0.383138764051019","2"
"Sometimes","2016","West Germany","3386","0.180887893576328","0.175440072230467","0.186335714922188","3"
"Sometimes","2016","East Germany","872","0.182511801775927","0.17186471532392","0.193158888227934","3"
"Very often","2016","West Germany","302","0.0151780574834095","0.0134477097487267","0.0169084052180923","5"
"Very often","2016","East Germany","78","0.0144545772286642","0.0111646554071034","0.0177444990502251","5"
"Very rare","2016","West Germany","7580","0.389608312225572","0.382706472875888","0.396510151575256","1"
"Very rare","2016","East Germany","1887","0.35035982195537","0.337209446720716","0.363510197190024","1"
"Often","2017","West Germany","1198","0.0631631428023048","0.0598671247239413","0.0664591608806682","4"
"Often","2017","East Germany","335","0.0649390747309907","0.0584988883278078","0.0713792611341737","4"
"Rarely","2017","West Germany","7266","0.348783889683888","0.342326358506492","0.355241420861283","2"
"Rarely","2017","East Germany","2107","0.371773892979527","0.359143325317325","0.384404460641728","2"
"Sometimes","2017","West Germany","3497","0.173269199126319","0.168140957513542","0.178397440739096","3"
"Sometimes","2017","East Germany","921","0.179680939847997","0.169647084366447","0.189714795329547","3"
"Very often","2017","West Germany","328","0.0136556532368973","0.0120831329561196","0.0152281735176749","5"
"Very often","2017","East Germany","78","0.0130674196157729","0.0100994182487312","0.0160354209828147","5"
"Very rare","2017","West Germany","8635","0.401128115150592","0.394487103392613","0.407769126908571","1"
"Very rare","2017","East Germany","2183","0.370538672825713","0.357916714777063","0.383160630874362","1"
"Often","2018","West Germany","1121","0.0558775890298594","0.0527070302426669","0.0590481478170519","4"
"Often","2018","East Germany","290","0.0561546227339402","0.0500764075799947","0.0622328378878857","4"
"Rarely","2018","West Germany","6832","0.344052108699266","0.337494437925153","0.350609779473379","2"
"Rarely","2018","East Germany","2013","0.37940183568197","0.366590693748039","0.392212977615901","2"
"Sometimes","2018","West Germany","3312","0.169133619090193","0.16395894036487","0.174308297815516","3"
"Sometimes","2018","East Germany","880","0.163784890982906","0.154014120570292","0.173555661395521","3"
"Very often","2018","East Germany","86","0.0180335926593904","0.0145202352777057","0.0215469500410752","5"
"Very often","2018","West Germany","308","0.0157149823739238","0.0139981803622496","0.017431784385598","5"
"Very rare","2018","West Germany","8587","0.415221700806758","0.408419671910491","0.422023729703024","1"
"Very rare","2018","East Germany","2242","0.382625057941793","0.369793065684278","0.395457050199307","1"
"Often","2019","West Germany","1083","0.0529041229482948","0.0498153708614654","0.0559928750351243","4"
"Often","2019","East Germany","298","0.0626194585581621","0.056256880630868","0.0689820364854562","4"
"Rarely","2019","West Germany","6805","0.351383347180522","0.344795766390676","0.357970927970369","2"
"Rarely","2019","East Germany","1996","0.358471095152798","0.345877327425055","0.371064862880542","2"
"Sometimes","2019","West Germany","3121","0.160736259266213","0.155668132396005","0.165804386136422","3"
"Sometimes","2019","East Germany","852","0.164858422991456","0.155114000250058","0.174602845732855","3"
"Very often","2019","West Germany","295","0.016000935720135","0.014269480148146","0.0177323912921239","5"
"Very often","2019","East Germany","65","0.0155286716669203","0.012281620118376","0.0187757232154646","5"
"Very rare","2019","West Germany","8871","0.418975334884835","0.412167126623634","0.425783543146035","1"
"Very rare","2019","East Germany","2359","0.398522351630663","0.385664850175207","0.411379853086119","1"
