"plh0185","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2008","Couple + C. LE 16 ","Urban Area","94","0.0419718620283426","0.0336153742876588","0.0503283497690265"
"Often","2008","Couple + C. LE and GT 16","Rural Area","21","","",""
"Often","2008","Couple + C. LE and GT 16","Urban Area","38","0.0487326852663232","0.0337659876164588","0.0636993829161876"
"Often","2008","Single parent ","Rural Area","32","0.0712386242491823","0.0459996629220435","0.0964775855763212"
"Often","2008","Single parent ","Urban Area","50","0.0713905138690234","0.0521371537329423","0.0906438740051045"
"Rarely","2008","(Married) couple without C. ","Rural Area","835","0.345625426547332","0.326356558061343","0.36489429503332"
"Rarely","2008","(Married) couple without C. ","Urban Area","1587","0.345816605540798","0.332247545271737","0.359385665809859"
"Rarely","2008","1-pers.-HH","Rural Area","284","0.301449539827933","0.272299723610108","0.330599356045758"
"Rarely","2008","1-pers.-HH","Urban Area","636","0.290856195268053","0.271362176614046","0.31035021392206"
"Rarely","2008","Couple + C. GT 16 ","Rural Area","496","0.404798430181231","0.377929181538187","0.431667678824276"
"Rarely","2008","Couple + C. GT 16 ","Urban Area","753","0.338494644787515","0.318144269337618","0.358845020237411"
"Rarely","2008","Couple + C. LE 16 ","Rural Area","408","0.375557710904442","0.345407124795713","0.40570829701317"
"Rarely","2008","Couple + C. LE 16 ","Urban Area","737","0.339789456132959","0.320051521478716","0.359527390787202"
"Rarely","2008","Couple + C. LE and GT 16","Rural Area","156","0.357784421657764","0.311886585524658","0.40368225779087"
"Rarely","2008","Couple + C. LE and GT 16","Urban Area","300","0.348464977466869","0.315343250148372","0.381586704785366"
"Rarely","2008","Single parent ","Rural Area","140","0.358069936891851","0.311027541197422","0.40511233258628"
"Rarely","2008","Single parent ","Urban Area","238","0.343630460868857","0.308117264824475","0.379143656913238"
"Sometimes","2008","(Married) couple without C. ","Rural Area","430","0.16858106374123","0.153412148902974","0.183749978579486"
"Sometimes","2008","(Married) couple without C. ","Urban Area","831","0.183959034221378","0.172905691583986","0.195012376858771"
"Sometimes","2008","1-pers.-HH","Rural Area","182","0.20880751466259","0.182988256749283","0.234626772575897"
"Sometimes","2008","1-pers.-HH","Urban Area","397","0.195861854774646","0.178827122015877","0.212896587533416"
"Sometimes","2008","Couple + C. GT 16 ","Rural Area","226","0.167676280307789","0.147226623229505","0.188125937386073"
"Sometimes","2008","Couple + C. GT 16 ","Urban Area","317","0.161169330323365","0.145356551591042","0.176982109055688"
"Sometimes","2008","Couple + C. LE 16 ","Rural Area","167","0.179227029573213","0.155347567449288","0.203106491697138"
"Sometimes","2008","Couple + C. LE 16 ","Urban Area","336","0.162552524485306","0.147176956147732","0.17792809282288"
"Sometimes","2008","Couple + C. LE and GT 16","Rural Area","68","0.181695034998976","0.144774311521943","0.218615758476009"
"Sometimes","2008","Couple + C. LE and GT 16","Urban Area","118","0.163507206177834","0.137799455601221","0.189214956754447"
"Sometimes","2008","Single parent ","Rural Area","74","0.233222523902688","0.191728881274303","0.274716166531073"
"Sometimes","2008","Single parent ","Urban Area","129","0.185579501743169","0.156508561885902","0.214650441600435"
"Very often","2008","(Married) couple without C. ","Rural Area","31","0.0119680266126937","0.00756210328875895","0.0163739499366284"
"Very often","2008","(Married) couple without C. ","Urban Area","71","0.0172137483706638","0.0135031465527458","0.0209243501885819"
"Very often","2008","1-pers.-HH","Rural Area","21","","",""
"Very often","2008","1-pers.-HH","Urban Area","45","0.0206194664876407","0.0145197520007884","0.026719180974493"
"Very often","2008","Couple + C. GT 16 ","Rural Area","25","","",""
"Very often","2008","Couple + C. GT 16 ","Urban Area","17","","",""
"Very often","2008","Couple + C. LE 16 ","Rural Area","11","","",""
"Very often","2008","Couple + C. LE 16 ","Urban Area","31","0.0155509887222964","0.0103947721962719","0.0207072052483209"
"Very often","2008","Couple + C. LE and GT 16","Rural Area","10","","",""
"Very often","2008","Couple + C. LE and GT 16","Urban Area","8","","",""
"Very often","2008","Single parent ","Rural Area","5","","",""
"Very often","2008","Single parent ","Urban Area","29","","",""
"Very rare","2008","(Married) couple without C. ","Rural Area","891","0.397685078872782","0.37785512875959","0.417515028985974"
"Very rare","2008","(Married) couple without C. ","Urban Area","1938","0.38289363942223","0.369026203140191","0.396761075704269"
"Very rare","2008","1-pers.-HH","Rural Area","378","0.383351122345024","0.352466168328696","0.414236076361353"
"Very rare","2008","1-pers.-HH","Urban Area","845","0.410759311378756","0.389642169679672","0.431876453077839"
"Very rare","2008","Couple + C. GT 16 ","Rural Area","475","0.360223474959555","0.333944753327616","0.386502196591495"
"Very rare","2008","Couple + C. GT 16 ","Urban Area","875","0.422968054088224","0.40172174207209","0.444214366104359"
"Very rare","2008","Couple + C. LE 16 ","Rural Area","365","0.382014398889347","0.351763359001549","0.412265438777144"
"Very rare","2008","Couple + C. LE 16 ","Urban Area","1014","0.440135168631096","0.419448518973621","0.460821818288571"
"Very rare","2008","Couple + C. LE and GT 16","Rural Area","164","0.391393158892192","0.344660971486553","0.438125346297831"
"Very rare","2008","Couple + C. LE and GT 16","Urban Area","331","0.427767019246212","0.393375242107146","0.462158796385278"
"Very rare","2008","Single parent ","Rural Area","148","0.331809944922357","0.285608416157067","0.378011473687646"
"Very rare","2008","Single parent ","Urban Area","241","0.351209318514935","0.315514511404518","0.386904125625352"
"Often","2009","(Married) couple without C. ","Rural Area","155","0.074899325628391","0.0640420822113218","0.0857565690454601"
"Often","2009","(Married) couple without C. ","Urban Area","263","0.0642154420079078","0.0569457761165184","0.0714851078992971"
"Often","2009","1-pers.-HH","Rural Area","71","0.0768431850651745","0.0593939259342394","0.0942924441961096"
"Often","2009","1-pers.-HH","Urban Area","122","0.0655616767429941","0.0546895925272934","0.0764337609586949"
"Often","2009","Couple + C. GT 16 ","Rural Area","64","0.0462702377848407","0.0343548148794133","0.0581856606902681"
"Often","2009","Couple + C. GT 16 ","Urban Area","104","0.0509907115527617","0.0412445535915411","0.0607368695139824"
"Often","2009","Couple + C. LE 16 ","Rural Area","48","0.0405932555104115","0.0281548938940425","0.0530316171267806"
"Often","2009","Couple + C. LE 16 ","Urban Area","99","0.0542103742181815","0.0439721844141936","0.0644485640221693"
"Often","2009","Couple + C. LE and GT 16","Rural Area","26","","",""
"Often","2009","Couple + C. LE and GT 16","Urban Area","35","0.050176355522248","0.034865705854061","0.0654870051904351"
"Often","2009","Single parent ","Rural Area","26","","",""
"Often","2009","Single parent ","Urban Area","68","0.113242959432397","0.0882791594396848","0.138206759425109"
"Rarely","2009","(Married) couple without C. ","Rural Area","759","0.33964966252926","0.320115764423137","0.359183560635383"
"Rarely","2009","(Married) couple without C. ","Urban Area","1438","0.330659088301232","0.316707595041445","0.34461058156102"
"Rarely","2009","1-pers.-HH","Rural Area","284","0.307361516451909","0.277133153559523","0.337589879344295"
"Rarely","2009","1-pers.-HH","Urban Area","593","0.2932731423511","0.273275702217136","0.313270582485064"
"Rarely","2009","Couple + C. GT 16 ","Rural Area","454","0.417126100726095","0.389157746294182","0.445094455158008"
"Rarely","2009","Couple + C. GT 16 ","Urban Area","665","0.356266639840754","0.335049186044749","0.377484093636759"
"Rarely","2009","Couple + C. LE 16 ","Rural Area","401","0.400912273192516","0.370023209724921","0.431801336660111"
"Rarely","2009","Couple + C. LE 16 ","Urban Area","674","0.366904041894856","0.345112110678926","0.388695973110787"
"Rarely","2009","Couple + C. LE and GT 16","Rural Area","129","0.306503727011899","0.261037440034887","0.351970013988911"
"Rarely","2009","Couple + C. LE and GT 16","Urban Area","289","0.38195278484328","0.347877598346494","0.416027971340067"
"Rarely","2009","Single parent ","Rural Area","139","0.382415072167678","0.332695096943163","0.432135047392193"
"Rarely","2009","Single parent ","Urban Area","202","0.316726558507173","0.280079233684963","0.353373883329383"
"Sometimes","2009","(Married) couple without C. ","Rural Area","411","0.200167574595061","0.183663830193694","0.216671318996429"
"Sometimes","2009","(Married) couple without C. ","Urban Area","827","0.201510668838372","0.189614959136029","0.213406378540716"
"Sometimes","2009","1-pers.-HH","Rural Area","176","0.21866895433804","0.191589015571736","0.245748893104344"
"Sometimes","2009","1-pers.-HH","Urban Area","400","0.200571628094866","0.182982796545973","0.218160459643759"
"Sometimes","2009","Couple + C. GT 16 ","Rural Area","215","0.172480540921907","0.151051383864131","0.193909697979684"
"Sometimes","2009","Couple + C. GT 16 ","Urban Area","331","0.158937267535014","0.142738583130056","0.175135951939972"
"Sometimes","2009","Couple + C. LE 16 ","Rural Area","160","0.178633620674123","0.154490971948216","0.20277626940003"
"Sometimes","2009","Couple + C. LE 16 ","Urban Area","293","0.170820596269711","0.153803750186428","0.187837442352993"
"Sometimes","2009","Couple + C. LE and GT 16","Rural Area","75","0.230418551605948","0.188891073361001","0.271946029850894"
"Sometimes","2009","Couple + C. LE and GT 16","Urban Area","124","0.171704757406997","0.145255936145776","0.198153578668217"
"Sometimes","2009","Single parent ","Rural Area","71","0.220330368611067","0.177926298035243","0.262734439186891"
"Sometimes","2009","Single parent ","Urban Area","119","0.206676423376367","0.174777691677574","0.238575155075161"
"Very often","2009","(Married) couple without C. ","Rural Area","40","0.0110433086992199","0.00673284129753998","0.0153537761008997"
"Very often","2009","(Married) couple without C. ","Urban Area","74","0.0199005968025415","0.0157589325559803","0.0240422610491027"
"Very often","2009","1-pers.-HH","Rural Area","15","","",""
"Very often","2009","1-pers.-HH","Urban Area","35","0.0152258072093878","0.00984718607964093","0.0206044283391347"
"Very often","2009","Couple + C. GT 16 ","Rural Area","17","","",""
"Very often","2009","Couple + C. GT 16 ","Urban Area","33","0.0157578881951815","0.0102402571446212","0.0212755192457418"
"Very often","2009","Couple + C. LE 16 ","Rural Area","17","","",""
"Very often","2009","Couple + C. LE 16 ","Urban Area","25","","",""
"Very often","2009","Couple + C. LE and GT 16","Rural Area","4","","",""
"Very often","2009","Couple + C. LE and GT 16","Urban Area","4","","",""
"Very often","2009","Single parent ","Rural Area","8","","",""
"Very often","2009","Single parent ","Urban Area","10","","",""
"Very rare","2009","(Married) couple without C. ","Rural Area","893","0.374240128548068","0.354279916361077","0.394200340735059"
"Very rare","2009","(Married) couple without C. ","Urban Area","1766","0.383714204049946","0.369292990987474","0.398135417112418"
"Very rare","2009","1-pers.-HH","Rural Area","349","0.375172368744812","0.34345244684051","0.406892290649115"
"Very rare","2009","1-pers.-HH","Urban Area","841","0.425367745601652","0.403651250289841","0.447084240913464"
"Very rare","2009","Couple + C. GT 16 ","Rural Area","444","0.348005287585373","0.320986809273373","0.375023765897372"
"Very rare","2009","Couple + C. GT 16 ","Urban Area","824","0.418047492876289","0.396194583659809","0.439900402092768"
"Very rare","2009","Couple + C. LE 16 ","Rural Area","341","0.352803296870126","0.322685769093562","0.38292082464669"
"Very rare","2009","Couple + C. LE 16 ","Urban Area","788","0.398739124435167","0.376599991965207","0.420878256905127"
"Very rare","2009","Couple + C. LE and GT 16","Rural Area","161","0.39250639844643","0.344351134499673","0.440661662393188"
"Very rare","2009","Couple + C. LE and GT 16","Urban Area","329","0.389849985990044","0.355644981769653","0.424054990210436"
"Very rare","2009","Single parent ","Rural Area","123","0.307379420267459","0.260173100027864","0.354585740507054"
"Very rare","2009","Single parent ","Urban Area","220","0.341770073867538","0.304405623826504","0.379134523908572"
"Often","2010","(Married) couple without C. ","Rural Area","145","0.0721315526843876","0.0611164523771648","0.0831466529916105"
"Often","2010","(Married) couple without C. ","Urban Area","248","0.0642009603534434","0.0567845728899943","0.0716173478168924"
"Often","2010","1-pers.-HH","Rural Area","72","0.0821787630180606","0.0637050966096295","0.100652429426492"
"Often","2010","1-pers.-HH","Urban Area","139","0.0722102986054757","0.0605379982013555","0.0838825990095959"
"Often","2010","Couple + C. GT 16 ","Rural Area","43","0.0519509136613268","0.0386222903551702","0.0652795369674834"
"Often","2010","Couple + C. GT 16 ","Urban Area","96","0.059614650348788","0.0485717750171143","0.0706575256804617"
"Often","2010","Couple + C. LE 16 ","Rural Area","40","0.0499620443335165","0.0353756396472698","0.0645484490197632"
"Often","2010","Couple + C. LE 16 ","Urban Area","82","0.0376647978373198","0.0285933017348863","0.0467362939397533"
"Often","2010","Couple + C. LE and GT 16","Rural Area","16","","",""
"Often","2010","Couple + C. LE and GT 16","Urban Area","30","0.0493358953304191","0.0334283507412221","0.065243439919616"
"Often","2010","Single parent ","Rural Area","20","","",""
"Often","2010","Single parent ","Urban Area","48","0.0882436903765293","0.0652189345419955","0.111268446211063"
"Rarely","2010","(Married) couple without C. ","Rural Area","764","0.360048334687693","0.339610419024509","0.380486250350877"
"Rarely","2010","(Married) couple without C. ","Urban Area","1462","0.365579163755159","0.351007478305091","0.380150849205227"
"Rarely","2010","1-pers.-HH","Rural Area","288","0.343614997694929","0.311669502389181","0.375560493000677"
"Rarely","2010","1-pers.-HH","Urban Area","613","0.318966515088149","0.297948635885204","0.339984394291094"
"Rarely","2010","Couple + C. GT 16 ","Rural Area","436","0.427978349751418","0.398262344917917","0.45769435458492"
"Rarely","2010","Couple + C. GT 16 ","Urban Area","656","0.377144062165303","0.354539287447273","0.399748836883333"
"Rarely","2010","Couple + C. LE 16 ","Rural Area","341","0.399532252519183","0.366739456721899","0.432325048316467"
"Rarely","2010","Couple + C. LE 16 ","Urban Area","591","0.346721710678435","0.324044609241829","0.36939881211504"
"Rarely","2010","Couple + C. LE and GT 16","Rural Area","128","0.456523870652586","0.403184526705163","0.509863214600009"
"Rarely","2010","Couple + C. LE and GT 16","Urban Area","274","0.36490586152853","0.329545429198796","0.400266293858264"
"Rarely","2010","Single parent ","Rural Area","104","0.389049108954287","0.334512985131815","0.443585232776758"
"Rarely","2010","Single parent ","Urban Area","206","0.385837035239762","0.346322436005114","0.42535163447441"
"Sometimes","2010","(Married) couple without C. ","Rural Area","407","0.202227485889838","0.185125669528113","0.219329302251564"
"Sometimes","2010","(Married) couple without C. ","Urban Area","781","0.189613506164791","0.17775278536265","0.201474226966933"
"Sometimes","2010","1-pers.-HH","Rural Area","166","0.213206602546772","0.185656391876511","0.240756813217034"
"Sometimes","2010","1-pers.-HH","Urban Area","364","0.20506767984578","0.186860369354399","0.22327499033716"
"Sometimes","2010","Couple + C. GT 16 ","Rural Area","187","0.183163809292406","0.15993319969493","0.206394418889883"
"Sometimes","2010","Couple + C. GT 16 ","Urban Area","290","0.176528755651048","0.15874658841109","0.194310922891006"
"Sometimes","2010","Couple + C. LE 16 ","Rural Area","132","0.165119504240831","0.140261341568779","0.189977666912883"
"Sometimes","2010","Couple + C. LE 16 ","Urban Area","283","0.201193332306516","0.182091477299908","0.220295187313123"
"Sometimes","2010","Couple + C. LE and GT 16","Rural Area","61","0.174031182536605","0.133431648513739","0.214630716559471"
"Sometimes","2010","Couple + C. LE and GT 16","Urban Area","116","0.183947643339129","0.155488998223859","0.212406288454398"
"Sometimes","2010","Single parent ","Rural Area","60","0.203528374079596","0.158490639281936","0.248566108877257"
"Sometimes","2010","Single parent ","Urban Area","109","0.154638409278292","0.125289379003084","0.183987439553501"
"Very often","2010","(Married) couple without C. ","Rural Area","27","","",""
"Very often","2010","(Married) couple without C. ","Urban Area","51","0.0114635525341704","0.00824258529739345","0.0146845197709474"
"Very often","2010","1-pers.-HH","Rural Area","16","","",""
"Very often","2010","1-pers.-HH","Urban Area","29","","",""
"Very often","2010","Couple + C. GT 16 ","Rural Area","8","","",""
"Very often","2010","Couple + C. GT 16 ","Urban Area","20","","",""
"Very often","2010","Couple + C. LE 16 ","Rural Area","7","","",""
"Very often","2010","Couple + C. LE 16 ","Urban Area","20","","",""
"Very often","2010","Couple + C. LE and GT 16","Rural Area","3","","",""
"Very often","2010","Couple + C. LE and GT 16","Urban Area","5","","",""
"Very often","2010","Single parent ","Rural Area","5","","",""
"Very often","2010","Single parent ","Urban Area","9","","",""
"Very rare","2010","(Married) couple without C. ","Rural Area","776","0.353862585249885","0.333503306876414","0.374221863623356"
"Very rare","2010","(Married) couple without C. ","Urban Area","1654","0.369142817192436","0.35454146459612","0.383744169788752"
"Very rare","2010","1-pers.-HH","Rural Area","307","0.344804897575708","0.312833157024046","0.376776638127371"
"Very rare","2010","1-pers.-HH","Urban Area","744","0.386849183198131","0.364886438676473","0.40881192771979"
"Very rare","2010","Couple + C. GT 16 ","Rural Area","391","0.331894848840739","0.303613771254189","0.360175926427289"
"Very rare","2010","Couple + C. GT 16 ","Urban Area","704","0.37616585878334","0.353572697688363","0.398759019878317"
"Very rare","2010","Couple + C. LE 16 ","Rural Area","337","0.377117452177458","0.344668619574579","0.409566284780337"
"Very rare","2010","Couple + C. LE 16 ","Urban Area","716","0.404673456705863","0.381286274753549","0.428060638658176"
"Very rare","2010","Couple + C. LE and GT 16","Rural Area","127","0.302558193970956","0.253367365703523","0.351749022238389"
"Very rare","2010","Couple + C. LE and GT 16","Urban Area","287","0.391101499746538","0.355256771922548","0.426946227570528"
"Very rare","2010","Single parent ","Rural Area","118","0.3383243755511","0.285398492149427","0.391250258952774"
"Very rare","2010","Single parent ","Urban Area","211","0.342486221916577","0.303966087414669","0.381006356418486"
"Often","2011","(Married) couple without C. ","Rural Area","176","0.0699721766040054","0.0606940467280161","0.0792503064799946"
"Often","2011","(Married) couple without C. ","Urban Area","291","0.0596476202222169","0.0532000012998109","0.0660952391446229"
"Often","2011","1-pers.-HH","Rural Area","77","0.0704726412684843","0.055436310465859","0.0855089720711096"
"Often","2011","1-pers.-HH","Urban Area","199","0.0912359541378903","0.0798037780887145","0.102668130187066"
"Often","2011","Couple + C. GT 16 ","Rural Area","65","0.0524657092751778","0.0396348914591583","0.0652965270911972"
"Often","2011","Couple + C. GT 16 ","Urban Area","136","0.0655223556403623","0.0547369440103013","0.0763077672704233"
"Often","2011","Couple + C. LE 16 ","Rural Area","47","0.0474086063953338","0.0346214987741457","0.0601957140165218"
"Often","2011","Couple + C. LE 16 ","Urban Area","99","0.0414827552692859","0.0328424509526342","0.0501230595859376"
"Often","2011","Couple + C. LE and GT 16","Rural Area","25","","",""
"Often","2011","Couple + C. LE and GT 16","Urban Area","27","","",""
"Often","2011","Single parent ","Rural Area","39","0.0763327041902456","0.0494936457448832","0.103171762635608"
"Often","2011","Single parent ","Urban Area","57","0.0797976718878886","0.0609016092595953","0.0986937345161819"
"Rarely","2011","(Married) couple without C. ","Rural Area","987","0.350618033551419","0.333263337102894","0.367972729999943"
"Rarely","2011","(Married) couple without C. ","Urban Area","1733","0.344603204346881","0.331665140225062","0.357541268468701"
"Rarely","2011","1-pers.-HH","Rural Area","356","0.314660138792154","0.287378254042959","0.341942023541349"
"Rarely","2011","1-pers.-HH","Urban Area","712","0.29737030450005","0.279222153859985","0.315518455140115"
"Rarely","2011","Couple + C. GT 16 ","Rural Area","433","0.403733810589917","0.375498878419693","0.431968742760142"
"Rarely","2011","Couple + C. GT 16 ","Urban Area","698","0.351680700194288","0.330868103994174","0.372493296394402"
"Rarely","2011","Couple + C. LE 16 ","Rural Area","426","0.407262716392454","0.37769901216782","0.436826420617088"
"Rarely","2011","Couple + C. LE 16 ","Urban Area","742","0.349874537143278","0.329208841318315","0.37054023296824"
"Rarely","2011","Couple + C. LE and GT 16","Rural Area","172","0.437938396118042","0.391738106416701","0.484138685819383"
"Rarely","2011","Couple + C. LE and GT 16","Urban Area","271","0.33961688308443","0.30646694844513","0.372766817723729"
"Rarely","2011","Single parent ","Rural Area","118","0.299216001420709","0.252931172330346","0.345500830511073"
"Rarely","2011","Single parent ","Urban Area","267","0.326685947733933","0.293981365073411","0.359390530394454"
"Sometimes","2011","(Married) couple without C. ","Rural Area","557","0.205499619163707","0.190803510633775","0.220195727693639"
"Sometimes","2011","(Married) couple without C. ","Urban Area","980","0.191910452500266","0.181189421643904","0.202631483356628"
"Sometimes","2011","1-pers.-HH","Rural Area","212","0.211418807863728","0.187430725790146","0.235406889937309"
"Sometimes","2011","1-pers.-HH","Urban Area","505","0.205276466277671","0.189240396225035","0.221312536330308"
"Sometimes","2011","Couple + C. GT 16 ","Rural Area","240","0.187792043041051","0.165317477260409","0.210266608821693"
"Sometimes","2011","Couple + C. GT 16 ","Urban Area","368","0.191804644705073","0.174643539632548","0.208965749777597"
"Sometimes","2011","Couple + C. LE 16 ","Rural Area","195","0.174276602114493","0.151450737526959","0.197102466702027"
"Sometimes","2011","Couple + C. LE 16 ","Urban Area","390","0.203899121370498","0.186441422215051","0.221356820525946"
"Sometimes","2011","Couple + C. LE and GT 16","Rural Area","99","0.200012213308777","0.16276308069986","0.237261345917694"
"Sometimes","2011","Couple + C. LE and GT 16","Urban Area","155","0.195066043136991","0.167328945110414","0.222803141163568"
"Sometimes","2011","Single parent ","Rural Area","84","0.254706977826466","0.210667910014598","0.298746045638334"
"Sometimes","2011","Single parent ","Urban Area","169","0.192404628977533","0.164916877600665","0.219892380354401"
"Very often","2011","(Married) couple without C. ","Rural Area","38","0.0100105984434067","0.00638987730066075","0.0136313195861527"
"Very often","2011","(Married) couple without C. ","Urban Area","76","0.0155527429617614","0.0121840827230025","0.0189214032005202"
"Very often","2011","1-pers.-HH","Rural Area","23","","",""
