"plh0185","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Often","2007","Full Time","West Germany","258","0.0484145624875325","0.0429543059904246","0.0538748189846403"
"Often","2007","Full Time","East Germany","82","0.0533472700545382","0.0433058068068375","0.0633887333022389"
"Often","2007","Not Working","West Germany","474","0.0866146541462846","0.0794131703041888","0.0938161379883804"
"Often","2007","Not Working","East Germany","167","0.0908281714967766","0.0785522158199403","0.103104127173613"
"Often","2007","Part Time","West Germany","279","0.0812332839278495","0.072461330893444","0.0900052369622549"
"Often","2007","Part Time","East Germany","71","0.0931329818256305","0.0749747272961656","0.111291236355095"
"Rarely","2007","Full Time","West Germany","1974","0.33706055772003","0.325035365098283","0.349085750341777"
"Rarely","2007","Full Time","East Germany","679","0.361286878166956","0.339822190639717","0.382751565694195"
"Rarely","2007","Not Working","West Germany","1647","0.287646310744901","0.276056495147448","0.299236126342355"
"Rarely","2007","Not Working","East Germany","646","0.302038004524567","0.282423889180059","0.321652119869075"
"Rarely","2007","Part Time","West Germany","1226","0.310281914960709","0.295428007834757","0.325135822086661"
"Rarely","2007","Part Time","East Germany","324","0.325147406078547","0.295879264349388","0.354415547807705"
"Sometimes","2007","Full Time","West Germany","927","0.170181956442691","0.160622144746542","0.17974176813884"
"Sometimes","2007","Full Time","East Germany","371","0.179099065593053","0.16196590079685","0.196232230389256"
"Sometimes","2007","Not Working","West Germany","1147","0.206651821997837","0.19628487646714","0.217018767528534"
"Sometimes","2007","Not Working","East Germany","493","0.247335571330202","0.228903844434099","0.265767298226304"
"Sometimes","2007","Part Time","West Germany","736","0.223994006356134","0.21060718701925","0.237380825693017"
"Sometimes","2007","Part Time","East Germany","225","0.210972173769788","0.185479857940108","0.236464489599468"
"Very often","2007","Full Time","West Germany","62","0.0113008712151265","0.00861188123779378","0.0139898611924591"
"Very often","2007","Full Time","East Germany","21","","",""
"Very often","2007","Not Working","West Germany","134","0.0221354801343815","0.0183685887250386","0.0259023715437244"
"Very often","2007","Not Working","East Germany","42","0.0183018847048876","0.0125757847196068","0.0240279846901684"
"Very often","2007","Part Time","West Germany","70","0.0216156491241678","0.0169462009929731","0.0262850972553624"
"Very often","2007","Part Time","East Germany","26","","",""
"Very rare","2007","Full Time","West Germany","2715","0.43304205213462","0.420437088273818","0.445647015995422"
"Very rare","2007","Full Time","East Germany","771","0.395322657363814","0.373476087492963","0.417169227234665"
"Very rare","2007","Not Working","West Germany","2458","0.396951732976596","0.384424816809422","0.409478649143769"
"Very rare","2007","Not Working","East Germany","757","0.341496367943567","0.321238479613369","0.361754256273764"
"Very rare","2007","Part Time","West Germany","1415","0.36287514563114","0.347436203087642","0.378314088174639"
"Very rare","2007","Part Time","East Germany","338","0.327376893439959","0.298057131166901","0.356696655713017"
"Often","2008","Full Time","West Germany","252","0.0495317505334073","0.043859545202098","0.0552039558647165"
"Often","2008","Full Time","East Germany","79","0.0477539091024082","0.0380680685340992","0.0574397496707171"
"Often","2008","Not Working","West Germany","413","0.0831171471968649","0.0758021026813718","0.090432191712358"
"Often","2008","Not Working","East Germany","150","0.0947697233484689","0.0818815431662383","0.107657903530699"
"Often","2008","Part Time","West Germany","214","0.0663598631615665","0.0580875722301689","0.074632154092964"
"Often","2008","Part Time","East Germany","69","0.0831502993035718","0.0654523369167316","0.100848261690412"
"Rarely","2008","Full Time","West Germany","1977","0.349906243931719","0.337438004259691","0.362374483603747"
"Rarely","2008","Full Time","East Germany","720","0.371988020188955","0.350034372331688","0.393941668046223"
"Rarely","2008","Not Working","West Germany","1718","0.307116011284626","0.2948924930192","0.319339529550052"
"Rarely","2008","Not Working","East Germany","696","0.347052975768491","0.326106347917598","0.367999603619385"
"Rarely","2008","Part Time","West Germany","1249","0.348422810807811","0.332587757559398","0.364257864056224"
"Rarely","2008","Part Time","East Germany","357","0.34218108542541","0.3117705922149","0.37259157863592"
"Sometimes","2008","Full Time","West Germany","791","0.148890990672177","0.139584882378871","0.158197098965482"
"Sometimes","2008","Full Time","East Germany","277","0.14944525581703","0.13325139304376","0.165639118590299"
"Sometimes","2008","Not Working","West Germany","1037","0.1983095801383","0.187744083210435","0.208875077066164"
"Sometimes","2008","Not Working","East Germany","411","0.197005928536711","0.179504517111017","0.214507339962405"
"Sometimes","2008","Part Time","West Germany","641","0.202972949614542","0.189605796760089","0.216340102468996"
"Sometimes","2008","Part Time","East Germany","190","0.221852057394051","0.195219976417675","0.248484138370427"
"Very often","2008","Full Time","West Germany","61","0.0133080659525984","0.0103124263758949","0.0163037055293019"
"Very often","2008","Full Time","East Germany","23","","",""
