"plh0185","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","inadequately","Female","33","0.321442472055734","0.234948857650538","0.40793608646093"
"Rarely","2008","general elemantary","Male","214","0.333933563269472","0.29722289647283","0.370644230066114"
"Rarely","2008","general elemantary","Female","469","0.324240674723736","0.299650690823583","0.348830658623889"
"Rarely","2008","middle vocational","Male","1566","0.34268663995039","0.328983292413731","0.35638998748705"
"Rarely","2008","middle vocational","Female","1780","0.33369245406915","0.320799227934498","0.346585680203803"
"Rarely","2008","vocational + Abi","Male","143","0.314614821864387","0.271225916230999","0.358003727497776"
"Rarely","2008","vocational + Abi","Female","235","0.341103150178613","0.304824781328545","0.377381519028682"
"Rarely","2008","higher vocational","Male","298","0.352010475241285","0.319499304258758","0.384521646223813"
"Rarely","2008","higher vocational","Female","227","0.336798977853552","0.298566097631162","0.375031858075943"
"Rarely","2008","higher education","Male","781","0.345332198829741","0.325887705949988","0.364776691709495"
"Rarely","2008","higher education","Female","695","0.33281058410068","0.311622366263129","0.353998801938231"
"Sometimes","2008","in school","Male","9","","",""
"Sometimes","2008","in school","Female","23","","",""
"Sometimes","2008","inadequately","Male","8","","",""
"Sometimes","2008","inadequately","Female","32","0.285641720859895","0.201983631565943","0.369299810153846"
"Sometimes","2008","general elemantary","Male","69","0.131354309008864","0.105060896258015","0.157647721759713"
"Sometimes","2008","general elemantary","Female","316","0.231882787485282","0.209712236918297","0.254053338052268"
"Sometimes","2008","middle vocational","Male","611","0.14016334650954","0.130139900346426","0.150186792672654"
"Sometimes","2008","middle vocational","Female","1172","0.225602009581184","0.214173104347651","0.237030914814716"
"Sometimes","2008","vocational + Abi","Male","54","0.145921837659265","0.11293575774798","0.17890791757055"
"Sometimes","2008","vocational + Abi","Female","132","0.203306486543406","0.172508847153545","0.234104125933267"
"Sometimes","2008","higher vocational","Male","112","0.146670805496292","0.122588338910918","0.170753272081665"
"Sometimes","2008","higher vocational","Female","123","0.229361018426272","0.195350415481647","0.263371621370898"
"Sometimes","2008","higher education","Male","264","0.124517465770671","0.111015205563187","0.138019725978155"
"Sometimes","2008","higher education","Female","369","0.224640451827117","0.205874662250431","0.243406241403803"
"Often","2008","in school","Male","2","","",""
"Often","2008","in school","Female","11","","",""
"Often","2008","inadequately","Male","2","","",""
"Often","2008","inadequately","Female","19","","",""
"Often","2008","general elemantary","Male","23","","",""
"Often","2008","general elemantary","Female","152","0.113491229809382","0.0968283085275246","0.130154151091239"
"Often","2008","middle vocational","Male","181","0.0465260869154822","0.0404448135355504","0.052607360295414"
"Often","2008","middle vocational","Female","439","0.09545721738636","0.0874225115233934","0.103491923249327"
"Often","2008","vocational + Abi","Male","20","","",""
"Often","2008","vocational + Abi","Female","49","0.0833081865369379","0.0621610442129479","0.104455328860928"
"Often","2008","higher vocational","Male","36","0.0448612219657335","0.0307702933744176","0.0589521505570495"
"Often","2008","higher vocational","Female","40","0.0695501699298434","0.048971153279093","0.0901291865805939"
"Often","2008","higher education","Male","70","0.0356903601789861","0.028103688098079","0.0432770322598932"
"Often","2008","higher education","Female","118","0.0575935851505813","0.0471180199499211","0.0680691503512415"
"Very often","2008","in school","Male","2","","",""
"Very often","2008","in school","Female","4","","",""
"Very often","2008","inadequately","Male","1","","",""
"Very often","2008","inadequately","Female","7","","",""
"Very often","2008","general elemantary","Male","7","","",""
"Very often","2008","general elemantary","Female","43","0.0358373480523325","0.0260723635597046","0.0456023325449603"
"Very often","2008","middle vocational","Male","55","0.0129813177464418","0.00971307781038269","0.0162495576825009"
"Very often","2008","middle vocational","Female","100","0.0203856963500501","0.0165216584683451","0.024249734231755"
"Very often","2008","vocational + Abi","Male","5","","",""
"Very often","2008","vocational + Abi","Female","16","","",""
"Very often","2008","higher vocational","Male","6","","",""
"Very often","2008","higher vocational","Female","13","","",""
"Very often","2008","higher education","Male","13","","",""
"Very often","2008","higher education","Female","28","","",""
"Very rare","2009","in school","Male","99","0.542658188862483","0.467549812664521","0.617766565060445"
"Very rare","2009","in school","Female","48","0.28664107372017","0.212526548090728","0.360755599349613"
"Very rare","2009","inadequately","Male","30","0.436446898258874","0.319427819824506","0.553465976693241"
"Very rare","2009","inadequately","Female","14","","",""
"Very rare","2009","general elemantary","Male","286","0.472066957026925","0.430608635325229","0.51352527872862"
"Very rare","2009","general elemantary","Female","365","0.291565416521383","0.26627941952262","0.316851413520147"
"Very rare","2009","middle vocational","Male","2082","0.471994659470388","0.457017702376658","0.486971616564118"
"Very rare","2009","middle vocational","Female","1485","0.311643245651297","0.29851171885563","0.324774772446964"
"Very rare","2009","vocational + Abi","Male","173","0.392798357952872","0.344452824354196","0.441143891551548"
"Very rare","2009","vocational + Abi","Female","192","0.301763626079065","0.265307197246937","0.338220054911193"
"Very rare","2009","higher vocational","Male","365","0.457782262636253","0.422773671519395","0.492790853753111"
"Very rare","2009","higher vocational","Female","162","0.263011373008548","0.226014390998869","0.300008355018228"
"Very rare","2009","higher education","Male","1126","0.477369235129733","0.456397026238985","0.49834144402048"
"Very rare","2009","higher education","Female","633","0.354318544516428","0.332505276195338","0.376131812837518"
"Rarely","2009","in school","Male","57","0.369131694130295","0.29637637309455","0.44188701516604"
"Rarely","2009","in school","Female","52","0.406388133324787","0.325887023399485","0.48688924325009"
"Rarely","2009","inadequately","Male","18","","",""
"Rarely","2009","inadequately","Female","29","","",""
"Rarely","2009","general elemantary","Male","177","0.330640268633266","0.291571640924494","0.369708896342038"
"Rarely","2009","general elemantary","Female","415","0.345137406870375","0.318686942079836","0.371587871660914"
"Rarely","2009","middle vocational","Male","1419","0.333601175795889","0.319455725304081","0.347746626287698"
"Rarely","2009","middle vocational","Female","1630","0.333750109600809","0.320380803726755","0.347119415474862"
"Rarely","2009","vocational + Abi","Male","141","0.404428279461496","0.355844326299273","0.453012232623718"
"Rarely","2009","vocational + Abi","Female","214","0.346931877601436","0.309127613307776","0.384736141895096"
"Rarely","2009","higher vocational","Male","263","0.341627796254306","0.308302759607945","0.374952832900666"
"Rarely","2009","higher vocational","Female","201","0.370293859471493","0.329715838668243","0.410871880274744"
"Rarely","2009","higher education","Male","716","0.32935633965463","0.309623099497107","0.349089579812153"
"Rarely","2009","higher education","Female","676","0.35376669238287","0.331961105345506","0.375572279420233"
"Sometimes","2009","in school","Male","11","","",""
"Sometimes","2009","in school","Female","33","0.264591339420293","0.192292345363458","0.336890333477127"
"Sometimes","2009","inadequately","Male","14","","",""
"Sometimes","2009","inadequately","Female","31","0.376207968649261","0.280296849284513","0.472119088014008"
"Sometimes","2009","general elemantary","Male","67","0.146665649736537","0.117286155664822","0.176045143808252"
"Sometimes","2009","general elemantary","Female","299","0.246154604731474","0.222187955173181","0.270121254289768"
"Sometimes","2009","middle vocational","Male","579","0.149785731596038","0.139079532813962","0.160491930378115"
"Sometimes","2009","middle vocational","Female","1132","0.240987384130581","0.228861840272585","0.253112927988577"
"Sometimes","2009","vocational + Abi","Male","62","0.13945739815396","0.105163881351477","0.173750914956444"
"Sometimes","2009","vocational + Abi","Female","138","0.240781873972121","0.206824458846793","0.274739289097448"
"Sometimes","2009","higher vocational","Male","106","0.146086033491532","0.121267866659888","0.170904200323176"
"Sometimes","2009","higher vocational","Female","114","0.239915367088027","0.204030722397098","0.275800011778955"
"Sometimes","2009","higher education","Male","257","0.145148234804756","0.130358146682939","0.159938322926574"
"Sometimes","2009","higher education","Female","378","0.1971545291803","0.179010488816023","0.215298569544577"
"Often","2009","in school","Male","2","","",""
"Often","2009","in school","Female","9","","",""
"Often","2009","inadequately","Male","3","","",""
"Often","2009","inadequately","Female","18","","",""
"Often","2009","general elemantary","Male","22","","",""
"Often","2009","general elemantary","Female","126","0.0957040850857094","0.07933657102552","0.112071599145899"
"Often","2009","middle vocational","Male","146","0.0361854683609671","0.0305827380286299","0.0417881986933042"
"Often","2009","middle vocational","Female","418","0.0891416570475022","0.081062885123829","0.0972204289711754"
"Often","2009","vocational + Abi","Male","14","","",""
"Often","2009","vocational + Abi","Female","50","0.0875330330099072","0.0650872888338564","0.109978777185958"
"Often","2009","higher vocational","Male","33","0.0387118361832995","0.0251566035387728","0.0522670688278263"
"Often","2009","higher vocational","Female","54","0.106866412506762","0.0809050508416554","0.132827774171868"
"Often","2009","higher education","Male","67","0.0425799318192109","0.0341023259905877","0.0510575376478341"
"Often","2009","higher education","Female","133","0.0758926278296875","0.0638151664850872","0.0879700891742877"
"Very often","2009","in school","Male","","","",""
"Very often","2009","in school","Female","1","","",""
"Very often","2009","inadequately","Male","4","","",""
"Very often","2009","inadequately","Female","6","","",""
"Very often","2009","general elemantary","Male","5","","",""
"Very often","2009","general elemantary","Female","36","0.0214384867910579","0.0133800031292031","0.0294969704529126"
"Very often","2009","middle vocational","Male","42","0.00843296477671697","0.00568957782366729","0.0111763517297666"
"Very often","2009","middle vocational","Female","114","0.0244776035698112","0.0200965088129659","0.0288586983266566"
"Very often","2009","vocational + Abi","Male","2","","",""
"Very often","2009","vocational + Abi","Female","15","","",""
"Very often","2009","higher vocational","Male","11","","",""
"Very often","2009","higher vocational","Female","13","","",""
"Very often","2009","higher education","Male","13","","",""
"Very often","2009","higher education","Female","27","","",""
"Very rare","2010","in school","Male","89","0.565590174401353","0.487303385751773","0.643876963050932"
"Very rare","2010","in school","Female","41","0.390758504567759","0.301582475841303","0.479934533294215"
"Very rare","2010","inadequately","Male","24","","",""
"Very rare","2010","inadequately","Female","23","","",""
"Very rare","2010","general elemantary","Male","238","0.419168084721354","0.37587513687716","0.462461032565547"
"Very rare","2010","general elemantary","Female","328","0.270975399166642","0.245083679164286","0.296867119168998"
"Very rare","2010","middle vocational","Male","1829","0.440697085479932","0.42513153644605","0.456262634513813"
"Very rare","2010","middle vocational","Female","1350","0.291296551251281","0.277875896851484","0.304717205651079"
"Very rare","2010","vocational + Abi","Male","174","0.427049518903593","0.376373182434461","0.477725855372725"
"Very rare","2010","vocational + Abi","Female","185","0.28450114673749","0.247719543660775","0.321282749814205"
"Very rare","2010","higher vocational","Male","334","0.450226414026115","0.414404696286396","0.486048131765834"
"Very rare","2010","higher vocational","Female","158","0.304739595090722","0.264946774568276","0.344532415613168"
"Very rare","2010","higher education","Male","1011","0.445262895632594","0.423827084406356","0.466698706858832"
"Very rare","2010","higher education","Female","569","0.320549813786707","0.298808387403842","0.342291240169572"
"Rarely","2010","in school","Male","47","0.33288970267576","0.258461636789059","0.407317768562461"
"Rarely","2010","in school","Female","39","0.277355612820195","0.195531752060809","0.35917947357958"
"Rarely","2010","inadequately","Male","17","","",""
"Rarely","2010","inadequately","Female","20","","",""
"Rarely","2010","general elemantary","Male","172","0.372196508093466","0.329783817054566","0.414609199132366"
"Rarely","2010","general elemantary","Female","374","0.337032755548263","0.309496367769906","0.364569143326619"
"Rarely","2010","middle vocational","Male","1398","0.368008825336891","0.352888698398695","0.383128952275087"
"Rarely","2010","middle vocational","Female","1583","0.353916686964136","0.339792335027235","0.368041038901037"
"Rarely","2010","vocational + Abi","Male","133","0.364392611240177","0.315088084101644","0.413697138378711"
"Rarely","2010","vocational + Abi","Female","201","0.407133934695256","0.367081297253274","0.447186572137237"
"Rarely","2010","higher vocational","Male","269","0.369054886196582","0.334310850899173","0.403798921493992"
"Rarely","2010","higher vocational","Female","193","0.351680744434076","0.310401162820202","0.392960326047949"
"Rarely","2010","higher education","Male","732","0.3659971834328","0.345220676737823","0.386773690127777"
"Rarely","2010","higher education","Female","687","0.383451139426936","0.360799469536964","0.406102809316908"
"Sometimes","2010","in school","Male","14","","",""
"Sometimes","2010","in school","Female","23","","",""
"Sometimes","2010","inadequately","Male","11","","",""
"Sometimes","2010","inadequately","Female","20","","",""
"Sometimes","2010","general elemantary","Male","63","0.13540821518333","0.105387165214526","0.165429265152134"
"Sometimes","2010","general elemantary","Female","271","0.246651241890487","0.221540209446133","0.271762274334841"
"Sometimes","2010","middle vocational","Male","510","0.139523441553389","0.128660087717642","0.150386795389136"
"Sometimes","2010","middle vocational","Female","1005","0.251176856213076","0.238366736515458","0.263986975910695"
"Sometimes","2010","vocational + Abi","Male","47","0.166051568476491","0.127927552970433","0.204175583982549"
"Sometimes","2010","vocational + Abi","Female","137","0.223688952776596","0.189716701853942","0.257661203699251"
"Sometimes","2010","higher vocational","Male","103","0.139337084963314","0.114403260805341","0.164270909121288"
"Sometimes","2010","higher vocational","Female","130","0.282562774575078","0.243638909520478","0.321486639629677"
"Sometimes","2010","higher education","Male","249","0.147337935441142","0.132050528592579","0.162625342289706"
"Sometimes","2010","higher education","Female","396","0.215276092092151","0.196128339799847","0.234423844384454"
"Often","2010","in school","Male","4","","",""
"Often","2010","in school","Female","11","","",""
"Often","2010","inadequately","Male","3","","",""
"Often","2010","inadequately","Female","14","","",""
"Often","2010","general elemantary","Male","21","","",""
"Often","2010","general elemantary","Female","125","0.119791283641282","0.100875239473969","0.138707327808595"
"Often","2010","middle vocational","Male","140","0.0434467478401583","0.0370552296909758","0.0498382659893408"
"Often","2010","middle vocational","Female","389","0.0855690241661769","0.07730659969542","0.0938314486369338"
"Often","2010","vocational + Abi","Male","8","","",""
"Often","2010","vocational + Abi","Female","45","0.0669457575399015","0.0465706857369079","0.0873208293428951"
"Often","2010","higher vocational","Male","32","0.0356370591706114","0.0222892443638946","0.0489848739773281"
"Often","2010","higher vocational","Female","31","0.059300226032242","0.0388818956959768","0.0797185563685073"
"Often","2010","higher education","Male","60","0.0366195426514512","0.0285184530230232","0.0447206322798792"
"Often","2010","higher education","Female","102","0.0681923010943859","0.0564489437119263","0.0799356584768454"
"Very often","2010","in school","Male","","","",""
"Very often","2010","in school","Female","1","","",""
"Very often","2010","inadequately","Male","3","","",""
"Very often","2010","inadequately","Female","5","","",""
"Very often","2010","general elemantary","Male","5","","",""
"Very often","2010","general elemantary","Female","34","0.0255493197533261","0.0163576485667407","0.0347409909399115"
"Very often","2010","middle vocational","Male","31","0.00832389978963","0.0054753805416049","0.0111724190376551"
"Very often","2010","middle vocational","Female","76","0.0180408814053298","0.0141094624453264","0.0219723003653331"
"Very often","2010","vocational + Abi","Male","4","","",""
"Very often","2010","vocational + Abi","Female","10","","",""
"Very often","2010","higher vocational","Male","3","","",""
"Very often","2010","higher vocational","Female","2","","",""
"Very often","2010","higher education","Male","13","","",""
"Very often","2010","higher education","Female","16","","",""
"Very rare","2011","in school","Male","82","0.547513511308301","0.470389727597863","0.624637295018738"
"Very rare","2011","in school","Female","37","0.278701260397708","0.20718798488766","0.350214535907755"
"Very rare","2011","inadequately","Male","55","0.601092603981615","0.499360078913132","0.702825129050098"
"Very rare","2011","inadequately","Female","46","0.354691706602041","0.276002881832013","0.433380531372069"
"Very rare","2011","general elemantary","Male","327","0.457667369134148","0.41980174577344","0.495532992494856"
"Very rare","2011","general elemantary","Female","473","0.303081065972936","0.279846255429809","0.326315876516063"
"Very rare","2011","middle vocational","Male","2335","0.462644544031157","0.448668230770244","0.476620857292071"
"Very rare","2011","middle vocational","Female","1673","0.294390473631179","0.282432018304815","0.306348928957544"
"Very rare","2011","vocational + Abi","Male","203","0.426043462966616","0.380506354898622","0.47158057103461"
"Very rare","2011","vocational + Abi","Female","215","0.259334721032269","0.22796874649844","0.290700695566098"
"Very rare","2011","higher vocational","Male","419","0.440509820768323","0.408039696250397","0.472979945286249"
"Very rare","2011","higher vocational","Female","158","0.290727601378163","0.252742649444319","0.328712553312007"
"Very rare","2011","higher education","Male","1243","0.47716090630936","0.457455201748099","0.49686661087062"
"Very rare","2011","higher education","Female","673","0.308309453543629","0.288647260601477","0.32797164648578"
"Rarely","2011","in school","Male","53","0.300027585129431","0.229019278560844","0.371035891698019"
"Rarely","2011","in school","Female","52","0.290867999103429","0.218429218477661","0.363306779729197"
"Rarely","2011","inadequately","Male","19","","",""
"Rarely","2011","inadequately","Female","37","0.222481129656265","0.154073273786886","0.290888985525644"
"Rarely","2011","general elemantary","Male","222","0.352191992336936","0.315888353076975","0.388495631596897"
"Rarely","2011","general elemantary","Female","452","0.299276988414413","0.276125524735201","0.322428452093626"
"Rarely","2011","middle vocational","Male","1659","0.340217634841926","0.326937061192026","0.353498208491827"
"Rarely","2011","middle vocational","Female","1923","0.346662063179828","0.334175207604811","0.359148918754845"
"Rarely","2011","vocational + Abi","Male","148","0.337163065243105","0.29362969034332","0.38069644014289"
"Rarely","2011","vocational + Abi","Female","287","0.41014785539158","0.374946509939669","0.445349200843492"
"Rarely","2011","higher vocational","Male","299","0.34764267851101","0.316495462352581","0.37878989466944"
"Rarely","2011","higher vocational","Female","196","0.333141476303656","0.293714531479445","0.372568421127868"
"Rarely","2011","higher education","Male","824","0.333827242112883","0.315222235227499","0.352432248998266"
"Rarely","2011","higher education","Female","770","0.350453859750529","0.330139504656762","0.370768214844296"
"Sometimes","2011","in school","Male","25","","",""
"Sometimes","2011","in school","Female","40","0.279016815793936","0.207478720270494","0.350554911317378"
"Sometimes","2011","inadequately","Male","10","","",""
"Sometimes","2011","inadequately","Female","39","0.254733297871804","0.183069035221636","0.326397560521972"
"Sometimes","2011","general elemantary","Male","79","0.123431746137911","0.0984315409123362","0.148431951363487"
"Sometimes","2011","general elemantary","Female","396","0.270768898162139","0.248304200342144","0.293233595982135"
"Sometimes","2011","middle vocational","Male","692","0.151136177331963","0.141096001892826","0.1611763527711"
"Sometimes","2011","middle vocational","Female","1358","0.240120181566973","0.228912448516483","0.251327914617462"
"Sometimes","2011","vocational + Abi","Male","80","0.195565119089053","0.159040126604862","0.232090111573244"
"Sometimes","2011","vocational + Abi","Female","182","0.22870457978258","0.198646220836608","0.258762938728552"
"Sometimes","2011","higher vocational","Male","137","0.1657200953546","0.141400664813898","0.190039525895302"
"Sometimes","2011","higher vocational","Female","138","0.253407882212482","0.217023611128955","0.28979215329601"
"Sometimes","2011","higher education","Male","321","0.152177674191081","0.138006579211688","0.166348769170474"
"Sometimes","2011","higher education","Female","491","0.23718644411082","0.219075681172209","0.255297207049432"
"Often","2011","in school","Male","","","",""
"Often","2011","in school","Female","19","","",""
"Often","2011","inadequately","Male","3","","",""
"Often","2011","inadequately","Female","12","","",""
"Often","2011","general elemantary","Male","31","0.0577820427868993","0.0400479325964933","0.0755161529773053"
"Often","2011","general elemantary","Female","144","0.0997566815164447","0.0846064401839779","0.114906922848912"
"Often","2011","middle vocational","Male","165","0.038444263878743","0.0330548556806333","0.0438336720768527"
"Often","2011","middle vocational","Female","497","0.098175872176824","0.0903686902280355","0.105983054125613"
"Often","2011","vocational + Abi","Male","18","","",""
"Often","2011","vocational + Abi","Female","51","0.074422269987804","0.0556388199543035","0.0932057200213045"
"Often","2011","higher vocational","Male","41","0.0446765115864415","0.0311643516138184","0.0581886715590645"
"Often","2011","higher vocational","Female","41","0.0847811871708044","0.0614802099692832","0.108082164372326"
"Often","2011","higher education","Male","69","0.0291651881862205","0.0225265259170569","0.0358038504553841"
"Often","2011","higher education","Female","149","0.084037658394492","0.0722247076420652","0.0958506091469189"
"Very often","2011","in school","Male","","","",""
"Very often","2011","in school","Female","3","","",""
"Very often","2011","inadequately","Male","2","","",""
"Very often","2011","inadequately","Female","8","","",""
"Very often","2011","general elemantary","Male","6","","",""
"Very often","2011","general elemantary","Female","38","0.0271163659340665","0.0189050116089682","0.0353277202591649"
"Very often","2011","middle vocational","Male","38","0.00755737991621063","0.00512978397187199","0.00998497586054928"
"Very often","2011","middle vocational","Female","129","0.0206514094451958","0.016919986381697","0.0243828325086946"
"Very often","2011","vocational + Abi","Male","4","","",""
"Very often","2011","vocational + Abi","Female","15","","",""
"Very often","2011","higher vocational","Male","2","","",""
"Very often","2011","higher vocational","Female","16","","",""
"Very often","2011","higher education","Male","11","","",""
"Very often","2011","higher education","Female","36","0.0200125842005305","0.0140498637590958","0.0259753046419652"
"Very rare","2012","in school","Male","72","0.486155579889259","0.401530488316901","0.570780671461618"
"Very rare","2012","in school","Female","46","0.316082564788604","0.241427880213072","0.390737249364136"
"Very rare","2012","inadequately","Male","48","0.552926731426608","0.452417185923845","0.65343627692937"
"Very rare","2012","inadequately","Female","42","0.296508593819832","0.220030712467367","0.372986475172298"
"Very rare","2012","general elemantary","Male","361","0.473158049545579","0.435741534847742","0.510574564243415"
"Very rare","2012","general elemantary","Female","487","0.326668038405675","0.302368601404564","0.350967475406786"
"Very rare","2012","middle vocational","Male","2354","0.477172184005317","0.463008136566894","0.49133623144374"
"Very rare","2012","middle vocational","Female","1872","0.33751871409796","0.325046727771021","0.3499907004249"
"Very rare","2012","vocational + Abi","Male","222","0.463768278684931","0.417794982337462","0.5097415750324"
"Very rare","2012","vocational + Abi","Female","258","0.332958818625387","0.29936504605514","0.366552591195635"
"Very rare","2012","higher vocational","Male","401","0.429323735548323","0.39698565853826","0.461661812558386"
"Very rare","2012","higher vocational","Female","161","0.294470277951917","0.256202941913583","0.332737613990252"
"Very rare","2012","higher education","Male","1257","0.513859823598482","0.494141108955954","0.53357853824101"
