"plh0185","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","16-34 y.","Rural Area","89","0.0586939685348181","0.0472089360701396","0.0701790009994967","4"
"Often","2007","16-34 y.","Urban Area","213","0.0693689626678506","0.0604334652906679","0.0783044600450333","4"
"Often","2007","35-65 y.","Rural Area","241","0.0738474394660406","0.065574725252641","0.0821201536794401","4"
"Often","2007","35-65 y.","Urban Area","483","0.0762035227377593","0.0702388255597981","0.0821682199157205","4"
"Often","2007","66 and older","Rural Area","105","0.0680727645684228","0.0553265813235051","0.0808189478133406","4"
"Often","2007","66 and older","Urban Area","200","0.0724647971917699","0.0629963101667194","0.0819332842168203","4"
"Rarely","2007","16-34 y.","Urban Area","1039","0.328397152667741","0.311881211729146","0.344913093606335","2"
"Rarely","2007","16-34 y.","Rural Area","560","0.362772302876183","0.339279520696692","0.386265085055673","2"
"Rarely","2007","35-65 y.","Rural Area","1265","0.324108815387212","0.309303323257012","0.338914307517411","2"
"Rarely","2007","35-65 y.","Urban Area","2398","0.30999655136179","0.299599342060258","0.320393760663321","2"
"Rarely","2007","66 and older","Rural Area","429","0.298580828109586","0.275421698314342","0.32173995790483","2"
"Rarely","2007","66 and older","Urban Area","805","0.285892764374907","0.269390818971952","0.302394709777861","2"
"Sometimes","2007","35-65 y.","Rural Area","791","0.215234483264839","0.20223383774818","0.228235128781497","3"
"Sometimes","2007","66 and older","Urban Area","545","0.201684152002138","0.187029513517426","0.216338790486851","3"
"Sometimes","2007","16-34 y.","Urban Area","566","0.199493838419263","0.185440016434967","0.213547660403558","3"
"Sometimes","2007","66 and older","Rural Area","333","0.2290354265101","0.207770151473086","0.250300701547114","3"
"Sometimes","2007","16-34 y.","Rural Area","307","0.189094163316694","0.169960666692326","0.208227659941061","3"
"Sometimes","2007","35-65 y.","Urban Area","1357","0.189889246042711","0.181071956376859","0.198706535708563","3"
"Very often","2007","16-34 y.","Urban Area","55","0.0174377858563786","0.0128344457305231","0.0220411259822341","5"
"Very often","2007","16-34 y.","Rural Area","18","","","","5"
"Very often","2007","35-65 y.","Rural Area","72","0.0181274759141685","0.0139072543044563","0.0223476975238806","5"
"Very often","2007","35-65 y.","Urban Area","136","0.0227588042914425","0.0194061534347717","0.0261114551481134","5"
"Very often","2007","66 and older","Rural Area","28","","","","5"
"Very often","2007","66 and older","Urban Area","46","0.0132904803908337","0.00910816436786284","0.0174727964138046","5"
"Very rare","2007","16-34 y.","Rural Area","635","0.378969738890924","0.355265352562198","0.402674125219649","1"
"Very rare","2007","35-65 y.","Urban Area","3227","0.401151875566297","0.390133299221045","0.412170451911549","1"
"Very rare","2007","35-65 y.","Rural Area","1470","0.368681785967741","0.353420573597393","0.383942998338089","1"
"Very rare","2007","66 and older","Rural Area","605","0.385782300915612","0.361148310144452","0.410416291686773","1"
"Very rare","2007","16-34 y.","Urban Area","1233","0.385302260388768","0.368187179666778","0.402417341110757","1"
"Very rare","2007","66 and older","Urban Area","1284","0.426667806040352","0.40860438732835","0.444731224752353","1"
"Often","2008","16-34 y.","Rural Area","87","0.0631251356755733","0.0506679623084442","0.0755823090427025","4"
"Often","2008","35-65 y.","Rural Area","206","0.0671633308888324","0.0589925347606111","0.0753341270170537","4"
"Often","2008","35-65 y.","Urban Area","431","0.0696515633961593","0.0637094384012461","0.0755936883910725","4"
"Often","2008","16-34 y.","Urban Area","160","0.0600146832396245","0.0513702129498747","0.0686591535293744","4"
"Often","2008","66 and older","Rural Area","111","0.0799900737730241","0.0661552972398869","0.0938248503061613","4"
"Often","2008","66 and older","Urban Area","182","0.0690674795337332","0.0597662376303009","0.0783687214371655","4"
"Rarely","2008","16-34 y.","Rural Area","569","0.392044185011796","0.367036063588756","0.417052306434836","2"
"Rarely","2008","16-34 y.","Urban Area","1038","0.36018278929467","0.342710953893275","0.377654624696064","2"
"Rarely","2008","35-65 y.","Rural Area","1354","0.355828026058591","0.340199556714761","0.371456495402421","2"
"Rarely","2008","35-65 y.","Urban Area","2396","0.327268903064363","0.316316065306135","0.33822174082259","2"
"Rarely","2008","66 and older","Rural Area","469","0.305803029417871","0.282305614154152","0.32930044468159","2"
"Rarely","2008","66 and older","Urban Area","891","0.306770102202711","0.289854393699308","0.323685810706113","2"
"Sometimes","2008","16-34 y.","Urban Area","452","0.155100290574622","0.141925067469008","0.168275513680237","3"
"Sometimes","2008","66 and older","Rural Area","317","0.218014925336952","0.196957746353143","0.239072104320761","3"
"Sometimes","2008","16-34 y.","Rural Area","234","0.14766106542976","0.129488480167042","0.165833650692478","3"
"Sometimes","2008","35-65 y.","Rural Area","627","0.184796254903432","0.172126298446333","0.19746621136053","3"
"Sometimes","2008","35-65 y.","Urban Area","1189","0.185701874937104","0.176624643799074","0.194779106075135","3"
"Sometimes","2008","66 and older","Urban Area","528","0.190635104126143","0.176226607978143","0.205043600274142","3"
"Very often","2008","16-34 y.","Rural Area","23","","","","5"
"Very often","2008","16-34 y.","Urban Area","33","0.0123130852807018","0.00829941044286654","0.016326760118537","5"
"Very often","2008","35-65 y.","Rural Area","67","0.0187206150115983","0.0142962408219383","0.0231449892012583","5"
"Very often","2008","35-65 y.","Urban Area","118","0.0213303535907601","0.017957708676494","0.0247029985050261","5"
"Very often","2008","66 and older","Rural Area","14","","","","5"
"Very often","2008","66 and older","Urban Area","53","0.018113607612515","0.0132217012758721","0.0230055139491578","5"
"Very rare","2008","35-65 y.","Rural Area","1351","0.373491773137547","0.357701146474781","0.389282399800313","1"
"Very rare","2008","16-34 y.","Urban Area","1217","0.412389151610381","0.39447288111582","0.430305422104943","1"
"Very rare","2008","16-34 y.","Rural Area","551","0.384015276256126","0.359101659803566","0.408928892708686","1"
"Very rare","2008","35-65 y.","Urban Area","2916","0.396047305011614","0.384630922135073","0.407463687888154","1"
"Very rare","2008","66 and older","Rural Area","566","0.387140134599434","0.362298936827425","0.411981332371443","1"
"Very rare","2008","66 and older","Urban Area","1201","0.415413706524898","0.397337397388594","0.433490015661202","1"
"Often","2009","16-34 y.","Rural Area","74","0.0574242986009648","0.0450184525905743","0.0698301446113553","4"
"Often","2009","16-34 y.","Urban Area","168","0.0699698468855216","0.0602390119868299","0.0797006817842132","4"
"Often","2009","35-65 y.","Rural Area","223","0.0630539821658076","0.0549268923734256","0.0711810719581896","4"
"Often","2009","35-65 y.","Urban Area","380","0.0624154217280086","0.0564952433079181","0.0683356001480991","4"
"Often","2009","66 and older","Rural Area","106","0.076005722642905","0.0622608166362921","0.089750628649518","4"
"Often","2009","66 and older","Urban Area","159","0.0595847996303397","0.0507100555768845","0.0684595436837949","4"
"Rarely","2009","16-34 y.","Rural Area","520","0.396722600462094","0.370635703946098","0.422809496978091","2"
"Rarely","2009","16-34 y.","Urban Area","940","0.356616263578269","0.338344446468625","0.374888080687912","2"
"Rarely","2009","35-65 y.","Rural Area","1262","0.374301837211683","0.358120480467022","0.390483193956344","2"
"Rarely","2009","35-65 y.","Urban Area","2134","0.330750693293255","0.319236647303314","0.342264739283195","2"
"Rarely","2009","66 and older","Rural Area","428","0.275738455383582","0.252560219956609","0.298916690810555","2"
"Rarely","2009","66 and older","Urban Area","843","0.307796244513098","0.290491033109893","0.325101455916303","2"
"Sometimes","2009","16-34 y.","Urban Area","456","0.183627646766472","0.168858367370259","0.198396926162685","3"
"Sometimes","2009","16-34 y.","Rural Area","232","0.168893277646621","0.1489151402299","0.188871415063342","3"
"Sometimes","2009","35-65 y.","Rural Area","630","0.194987166651303","0.181739910631594","0.208234422671011","3"
"Sometimes","2009","66 and older","Rural Area","284","0.244356130644541","0.222068998470913","0.266643262818169","3"
"Sometimes","2009","66 and older","Urban Area","496","0.190324162114311","0.175606771110818","0.205041553117803","3"
"Sometimes","2009","35-65 y.","Urban Area","1173","0.191474327069693","0.18184522486437","0.201103429275016","3"
"Very often","2009","16-34 y.","Urban Area","40","0.0144231897599521","0.00987517333489547","0.0189712061850087","5"
"Very often","2009","16-34 y.","Rural Area","23","","","","5"
"Very often","2009","35-65 y.","Rural Area","59","0.0190610616623351","0.0144889582613299","0.0236331650633404","5"
"Very often","2009","35-65 y.","Urban Area","115","0.0188071098988942","0.0154826443199424","0.022131575477846","5"
"Very often","2009","66 and older","Rural Area","20","","","","5"
"Very often","2009","66 and older","Urban Area","35","0.0118985767937263","0.00783342706259646","0.0159637265248561","5"
"Very rare","2009","35-65 y.","Rural Area","1262","0.348595952308872","0.33266257245561","0.364529332162133","1"
"Very rare","2009","16-34 y.","Rural Area","502","0.361537010742323","0.335917863991704","0.387156157492943","1"
"Very rare","2009","16-34 y.","Urban Area","1036","0.375363053009785","0.356892252260299","0.393833853759271","1"
"Very rare","2009","35-65 y.","Urban Area","2612","0.39655244801015","0.384580806712302","0.408524089307997","1"
"Very rare","2009","66 and older","Rural Area","590","0.389784074843415","0.36448889323677","0.41507925645006","1"
"Very rare","2009","66 and older","Urban Area","1200","0.430396216948525","0.411833184220482","0.448959249676568","1"
"Often","2010","16-34 y.","Rural Area","47","0.0348906179214507","0.0243803873709089","0.0454008484719924","4"
"Often","2010","16-34 y.","Urban Area","153","0.0633080223568488","0.0535797029825741","0.0730363417311235","4"
"Often","2010","35-65 y.","Rural Area","205","0.0763876300148764","0.0670614078911737","0.0857138521385791","4"
"Often","2010","35-65 y.","Urban Area","328","0.0613648045281125","0.0552707556039998","0.0674588534522252","4"
"Often","2010","66 and older","Rural Area","96","0.0819760690862033","0.0674390423840382","0.0965130957883684","4"
"Often","2010","66 and older","Urban Area","177","0.0715428766664465","0.0617486218611118","0.0813371314717813","4"
"Rarely","2010","16-34 y.","Urban Area","822","0.359335842389413","0.340167898514482","0.378503786264344","2"
"Rarely","2010","16-34 y.","Rural Area","458","0.407543245958918","0.379399310836707","0.435687181081129","2"
"Rarely","2010","35-65 y.","Rural Area","1187","0.382390002621668","0.36532682978365","0.399453175459687","2"
"Rarely","2010","35-65 y.","Urban Area","2162","0.358498083894695","0.346321085748273","0.370675082041117","2"
"Rarely","2010","66 and older","Rural Area","453","0.341250446731799","0.31612569242742","0.366375201036178","2"
"Rarely","2010","66 and older","Urban Area","883","0.338935902621426","0.320947696898318","0.356924108344534","2"
"Sometimes","2010","16-34 y.","Urban Area","412","0.186120911387737","0.170572444390051","0.201669378385423","3"
"Sometimes","2010","35-65 y.","Rural Area","546","0.186464981549953","0.172789704495616","0.20014025860429","3"
"Sometimes","2010","66 and older","Urban Area","518","0.198135411135826","0.182987985103959","0.213282837167693","3"
"Sometimes","2010","16-34 y.","Rural Area","190","0.185919516663932","0.163636919656993","0.20820211367087","3"
"Sometimes","2010","66 and older","Rural Area","310","0.226649033355257","0.204463478526796","0.248834588183717","3"
"Sometimes","2010","35-65 y.","Urban Area","1046","0.189236642060423","0.179290663597661","0.199182620523184","3"
"Very often","2010","16-34 y.","Urban Area","28","","","","5"
"Very often","2010","16-34 y.","Rural Area","15","","","","5"
"Very often","2010","35-65 y.","Rural Area","31","0.00754258130985339","0.00450473842945374","0.010580424190253","5"
"Very often","2010","35-65 y.","Urban Area","82","0.013613513966757","0.0106710813978346","0.0165559465356793","5"
"Very often","2010","66 and older","Rural Area","24","","","","5"
"Very often","2010","66 and older","Urban Area","27","","","","5"
"Very rare","2010","35-65 y.","Rural Area","1147","0.347214804503649","0.330498755642562","0.363930853364735","1"
"Very rare","2010","16-34 y.","Rural Area","461","0.358872416520408","0.33139904784966","0.386345785191156","1"
"Very rare","2010","35-65 y.","Urban Area","2340","0.377286955550013","0.364979232411822","0.389594678688204","1"
"Very rare","2010","16-34 y.","Urban Area","992","0.374940531792902","0.355600734826103","0.3942803287597","1"
"Very rare","2010","66 and older","Rural Area","485","0.333261554134965","0.308282533937431","0.358240574332499","1"
"Very rare","2010","66 and older","Urban Area","1055","0.380634715507484","0.362183078595286","0.399086352419682","1"
"Often","2011","16-34 y.","Rural Area","82","0.0470777992930549","0.0359109445085475","0.0582446540775622","4"
"Often","2011","35-65 y.","Rural Area","253","0.0678107318176051","0.0600827575208828","0.0755387061143274","4"
"Often","2011","35-65 y.","Urban Area","440","0.0651669728030497","0.0594811987140836","0.0708527468920158","4"
"Often","2011","66 and older","Urban Area","188","0.0651573729256007","0.0568209916534072","0.0734937541977941","4"
"Often","2011","16-34 y.","Urban Area","194","0.075426110694391","0.065819808546921","0.0850324128418611","4"
"Often","2011","66 and older","Rural Area","109","0.0742206736346902","0.0620158244485763","0.0864255228208042","4"
"Rarely","2011","16-34 y.","Rural Area","508","0.38285582068803","0.357228393090735","0.408483248285325","2"
"Rarely","2011","16-34 y.","Urban Area","1023","0.356010083187974","0.33859220471309","0.373427961662859","2"
"Rarely","2011","35-65 y.","Rural Area","1490","0.365165364972244","0.350366122022083","0.379964607922406","2"
"Rarely","2011","35-65 y.","Urban Area","2465","0.33711438027919","0.326224659584254","0.348004100974126","2"
"Rarely","2011","66 and older","Rural Area","544","0.318765794973182","0.297068763851425","0.34046282609494","2"
"Rarely","2011","66 and older","Urban Area","1012","0.303321089047972","0.287793852535519","0.318848325560425","2"
"Sometimes","2011","16-34 y.","Urban Area","543","0.186718708105953","0.172543191954673","0.200894224257233","3"
"Sometimes","2011","66 and older","Rural Area","360","0.225693326838278","0.206229326993055","0.2451573266835","3"
"Sometimes","2011","16-34 y.","Rural Area","272","0.177744050027623","0.157588478486587","0.197899621568659","3"
"Sometimes","2011","35-65 y.","Rural Area","789","0.202961649912802","0.190599016101706","0.215324283723899","3"
"Sometimes","2011","35-65 y.","Urban Area","1442","0.203436535038451","0.194163252982724","0.212709817094178","3"
"Sometimes","2011","66 and older","Urban Area","639","0.197764191501864","0.184310192736571","0.211218190267157","3"
"Very often","2011","16-34 y.","Rural Area","20","","","","5"
"Very often","2011","16-34 y.","Urban Area","58","0.0157701586979","0.0112381485963769","0.0203021687994231","5"
"Very often","2011","35-65 y.","Rural Area","60","0.0174475524235934","0.0134230746729508","0.021472030174236","5"
"Very often","2011","35-65 y.","Urban Area","110","0.0170062722785884","0.0140278330718946","0.0199847114852823","5"
"Very often","2011","66 and older","Urban Area","46","0.016680970466213","0.012354991420346","0.02100694951208","5"
"Very often","2011","66 and older","Rural Area","24","","","","5"
"Very rare","2011","35-65 y.","Rural Area","1474","0.346614700873755","0.33198711782657","0.361242283920939","1"
"Very rare","2011","16-34 y.","Urban Area","1085","0.366074939313782","0.34855112942137","0.383598749206194","1"
"Very rare","2011","66 and older","Rural Area","735","0.370119929463642","0.347638889309068","0.392600969618217","1"
"Very rare","2011","16-34 y.","Rural Area","500","0.379127251336068","0.353547997613581","0.404706505058554","1"
"Very rare","2011","35-65 y.","Urban Area","2782","0.377275839600721","0.366110134389886","0.388441544811556","1"
"Very rare","2011","66 and older","Urban Area","1482","0.417076376058351","0.400421547880511","0.433731204236191","1"
"Often","2012","16-34 y.","Rural Area","48","0.0349996180453228","0.0250854444175082","0.0449137916731375","4"
"Often","2012","35-65 y.","Rural Area","236","0.0647452065205004","0.0572330802568264","0.0722573327841745","4"
"Often","2012","16-34 y.","Urban Area","151","0.0456324145620754","0.0379342495372453","0.0533305795869055","4"
"Often","2012","66 and older","Urban Area","192","0.0578499860697898","0.0499748415790135","0.0657251305605662","4"
"Often","2012","35-65 y.","Urban Area","439","0.0649830087534939","0.0592266470307066","0.0707393704762812","4"
"Often","2012","66 and older","Rural Area","100","0.0592609438609995","0.0484695859711909","0.070052301750808","4"
"Rarely","2012","16-34 y.","Urban Area","958","0.354731770343187","0.337083065643854","0.37238047504252","2"
"Rarely","2012","16-34 y.","Rural Area","495","0.362729803570065","0.33679311365953","0.388666493480601","2"
"Rarely","2012","35-65 y.","Rural Area","1569","0.39127858972473","0.37637995652142","0.40617722292804","2"
"Rarely","2012","35-65 y.","Urban Area","2434","0.332103639598907","0.321105232940564","0.34310204625725","2"
"Rarely","2012","66 and older","Rural Area","575","0.326939279011336","0.30549961871309","0.348378939309581","2"
"Rarely","2012","66 and older","Urban Area","1069","0.323870445727637","0.308085340134182","0.339655551321092","2"
"Sometimes","2012","16-34 y.","Rural Area","199","0.16522941765611","0.145194462278517","0.185264373033702","3"
"Sometimes","2012","35-65 y.","Rural Area","655","0.153731178339239","0.142720115383201","0.164742241295276","3"
"Sometimes","2012","35-65 y.","Urban Area","1229","0.186303841864852","0.177211401621291","0.195396282108414","3"
"Sometimes","2012","16-34 y.","Urban Area","468","0.159578894267523","0.146069718481481","0.173088070053565","3"
"Sometimes","2012","66 and older","Rural Area","341","0.197869991615616","0.179661684242288","0.216078298988944","3"
"Sometimes","2012","66 and older","Urban Area","602","0.180864356656651","0.167880572773888","0.193848140539414","3"
"Very often","2012","16-34 y.","Rural Area","16","","","","5"
"Very often","2012","16-34 y.","Urban Area","25","","","","5"
"Very often","2012","35-65 y.","Rural Area","51","0.0134384515469856","0.00992340723287951","0.0169534958610918","5"
"Very often","2012","35-65 y.","Urban Area","93","0.0126626138496079","0.01005145742225","0.0152737702769657","5"
"Very often","2012","66 and older","Rural Area","28","","","","5"
"Very often","2012","66 and older","Urban Area","44","0.016140376149211","0.0118895801128885","0.0203911721855335","5"
"Very rare","2012","16-34 y.","Urban Area","1221","0.429006824036829","0.410749370204472","0.447264277869185","1"
"Very rare","2012","66 and older","Rural Area","795","0.400492959946011","0.37809792145396","0.422887998438061","1"
"Very rare","2012","16-34 y.","Rural Area","562","0.424500720387312","0.397836878007561","0.451164562767064","1"
"Very rare","2012","35-65 y.","Rural Area","1611","0.376806573868545","0.362013284089615","0.391599863647475","1"
"Very rare","2012","35-65 y.","Urban Area","2849","0.403946895933139","0.392487993227291","0.415405798638987","1"
"Very rare","2012","66 and older","Urban Area","1469","0.421274835396712","0.404619023234325","0.437930647559098","1"
"Often","2013","16-34 y.","Rural Area","110","0.0407588853826024","0.0319804480429877","0.049537322722217","4"
"Often","2013","35-65 y.","Rural Area","281","0.0562948885415983","0.0502134002012922","0.0623763768819045","4"
"Often","2013","16-34 y.","Urban Area","227","0.061755691122265","0.0540831148408671","0.069428267403663","4"
"Often","2013","35-65 y.","Urban Area","561","0.0639908507699976","0.059059616806563","0.0689220847334322","4"
"Often","2013","66 and older","Urban Area","166","0.0565179176457544","0.0485886613513558","0.0644471739401531","4"
"Often","2013","66 and older","Rural Area","131","0.080224675023101","0.0674354664490129","0.0930138835971891","4"
"Rarely","2013","16-34 y.","Rural Area","696","0.360978746765031","0.339656123231769","0.382301370298292","2"
"Rarely","2013","16-34 y.","Urban Area","1374","0.341977799324064","0.326857374889366","0.357098223758762","2"
"Rarely","2013","35-65 y.","Rural Area","2022","0.368898514829796","0.356167579927784","0.381629449731809","2"
"Rarely","2013","35-65 y.","Urban Area","3448","0.350152180955403","0.340540687603144","0.359763674307662","2"
"Rarely","2013","66 and older","Rural Area","514","0.302211484758634","0.280590961498759","0.323832008018508","2"
"Rarely","2013","66 and older","Urban Area","1041","0.320717652471538","0.304690397441193","0.336744907501883","2"
"Sometimes","2013","16-34 y.","Rural Area","304","0.15139336698903","0.135480486306301","0.167306247671759","3"
"Sometimes","2013","16-34 y.","Urban Area","553","0.149354424928723","0.137993122437838","0.160715727419608","3"
"Sometimes","2013","35-65 y.","Rural Area","871","0.169127905990958","0.159237093576538","0.179018718405378","3"
"Sometimes","2013","35-65 y.","Urban Area","1529","0.176710177139308","0.169024824960027","0.184395529318589","3"
"Sometimes","2013","66 and older","Rural Area","318","0.20657262693377","0.187511929584149","0.22563332428339","3"
"Sometimes","2013","66 and older","Urban Area","581","0.183396705515844","0.170108269187618","0.196685141844071","3"
"Very often","2013","16-34 y.","Rural Area","27","","","","5"
"Very often","2013","16-34 y.","Urban Area","54","0.0152243692679822","0.0113215085442405","0.019127229991724","5"
"Very often","2013","35-65 y.","Rural Area","86","0.0167628198235204","0.0133754709540865","0.0201501686929544","5"
"Very often","2013","35-65 y.","Urban Area","140","0.0122681551904886","0.0100501335575651","0.0144861768234122","5"
"Very often","2013","66 and older","Rural Area","27","","","","5"
"Very often","2013","66 and older","Urban Area","39","0.0139623202454346","0.0099333124836642","0.017991328007205","5"
"Very rare","2013","16-34 y.","Urban Area","1573","0.431687715356965","0.415899860712843","0.447475570001088","1"
"Very rare","2013","16-34 y.","Rural Area","812","0.435610631346663","0.413597550993149","0.457623711700177","1"
"Very rare","2013","35-65 y.","Rural Area","2258","0.388915870814127","0.376053068997963","0.401778672630291","1"
"Very rare","2013","66 and older","Rural Area","743","0.396956618709428","0.373921279542943","0.419991957875913","1"
"Very rare","2013","35-65 y.","Urban Area","3784","0.396878635944803","0.387020658137469","0.406736613752137","1"
"Very rare","2013","66 and older","Urban Area","1431","0.425405404121429","0.408428643659657","0.442382164583201","1"
"Often","2014","16-34 y.","Rural Area","98","0.0475978352767126","0.0384146816283761","0.0567809889250492","4"
"Often","2014","35-65 y.","Rural Area","272","0.06219251741322","0.0557913416371177","0.0685936931893224","4"
"Often","2014","35-65 y.","Urban Area","604","0.0653297331169648","0.0605115191971001","0.0701479470368295","4"
"Often","2014","66 and older","Urban Area","198","0.0682649845943252","0.0595580928449237","0.0769718763437266","4"
"Often","2014","16-34 y.","Urban Area","244","0.0520400350704494","0.0455606901154243","0.0585193800254744","4"
"Often","2014","66 and older","Rural Area","116","0.0721429291102628","0.0600384262568114","0.0842474319637142","4"
"Rarely","2014","16-34 y.","Rural Area","762","0.366009958578009","0.345233298611652","0.386786618544365","2"
"Rarely","2014","16-34 y.","Urban Area","1584","0.359150805301331","0.345155458734049","0.373146151868613","2"
"Rarely","2014","35-65 y.","Rural Area","1964","0.34735738721481","0.334737373668219","0.359977400761401","2"
"Rarely","2014","35-65 y.","Urban Area","3414","0.338262558619851","0.329037455255869","0.347487661983832","2"
"Rarely","2014","66 and older","Rural Area","541","0.31052206437058","0.288874155587174","0.332169973153986","2"
"Rarely","2014","66 and older","Urban Area","1031","0.318838875201297","0.30274989566046","0.334927854742134","2"
"Sometimes","2014","16-34 y.","Rural Area","312","0.144256142482875","0.129102148321407","0.159410136644344","3"
"Sometimes","2014","16-34 y.","Urban Area","683","0.149708390080674","0.139300221194722","0.160116558966627","3"
"Sometimes","2014","66 and older","Rural Area","306","0.199853987025292","0.18114498759544","0.218562986455144","3"
"Sometimes","2014","35-65 y.","Rural Area","845","0.160216968678434","0.150494609959777","0.169939327397092","3"
"Sometimes","2014","35-65 y.","Urban Area","1693","0.169331094340299","0.162018293316476","0.176643895364121","3"
"Sometimes","2014","66 and older","Urban Area","568","0.181626943032807","0.168316768927353","0.194937117138262","3"
"Very often","2014","16-34 y.","Rural Area","26","","","","5"
"Very often","2014","16-34 y.","Urban Area","79","0.0133597716628627","0.0100105318822519","0.0167090114434735","5"
"Very often","2014","35-65 y.","Rural Area","79","0.0172462949020511","0.0137956196670218","0.0206969701370804","5"
"Very often","2014","35-65 y.","Urban Area","179","0.0144611586629586","0.0121333898766956","0.0167889274492215","5"
"Very often","2014","66 and older","Urban Area","41","0.0151109361727418","0.0108992376019042","0.0193226347435793","5"
"Very often","2014","66 and older","Rural Area","23","","","","5"
"Very rare","2014","16-34 y.","Urban Area","1924","0.425740997884683","0.41131672411868","0.440165271650685","1"
"Very rare","2014","35-65 y.","Rural Area","2308","0.412986831791485","0.399936370523856","0.426037293059114","1"
"Very rare","2014","16-34 y.","Rural Area","867","0.426455999200287","0.405125130234053","0.447786868166522","1"
"Very rare","2014","66 and older","Rural Area","769","0.407082779895985","0.384097598881714","0.430067960910255","1"
"Very rare","2014","35-65 y.","Urban Area","4214","0.412615455259927","0.403016246747461","0.422214663772394","1"
"Very rare","2014","66 and older","Urban Area","1385","0.416158260998829","0.399140799837557","0.433175722160101","1"
"Often","2015","16-34 y.","Rural Area","98","0.0447519086757929","0.0352711588218174","0.0542326585297684","4"
"Often","2015","35-65 y.","Rural Area","281","0.0605598903319578","0.0540283892612072","0.0670913914027083","4"
"Often","2015","66 and older","Urban Area","184","0.0643246732894626","0.0557763441248529","0.0728730024540723","4"
"Often","2015","16-34 y.","Urban Area","227","0.051047512133126","0.0441593426998349","0.0579356815664171","4"
"Often","2015","66 and older","Rural Area","110","0.0660327524006137","0.0544174275984404","0.077648077202787","4"
"Often","2015","35-65 y.","Urban Area","539","0.0600097451665428","0.0551809065711773","0.0648385837619083","4"
"Rarely","2015","16-34 y.","Urban Area","1441","0.369076754051664","0.353974530068303","0.384178978035025","2"
"Rarely","2015","16-34 y.","Rural Area","680","0.375897133398853","0.353687498826235","0.398106767971471","2"
"Rarely","2015","35-65 y.","Rural Area","1892","0.363017271175259","0.34984946620574","0.376185076144777","2"
"Rarely","2015","35-65 y.","Urban Area","3139","0.33298924449414","0.323407344276626","0.342571144711654","2"
"Rarely","2015","66 and older","Rural Area","581","0.329885775561891","0.307894923935143","0.351876627188639","2"
"Rarely","2015","66 and older","Urban Area","1048","0.323488661461717","0.307188311635731","0.339789011287704","2"
"Sometimes","2015","16-34 y.","Rural Area","275","0.137370647177782","0.121585889998505","0.15315540435706","3"
"Sometimes","2015","35-65 y.","Rural Area","858","0.176008442112017","0.165580129451879","0.186436754772154","3"
"Sometimes","2015","35-65 y.","Urban Area","1515","0.171401121683944","0.163738998624013","0.179063244743876","3"
