"plh0185","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","lower secondary degree","West Germany","2287","0.39540107430967","0.38255622250369","0.408245926115651"
"Very rare","2007","lower secondary degree","East Germany","523","0.373466081807303","0.347748138251005","0.399184025363601"
"Very rare","2007","secondary school degree","West Germany","1647","0.405437048874117","0.389926228326728","0.420947869421505"
"Very rare","2007","secondary school degree","East Germany","774","0.339199613036124","0.319429749988173","0.358969476084074"
"Very rare","2007","college entrance qualification","West Germany","1886","0.412392602942579","0.397615493656975","0.427169712228184"
"Very rare","2007","college entrance qualification","East Germany","452","0.37132188424745","0.343707594695713","0.398936173799188"
"Very rare","2007","Other degree","West Germany","428","0.40509431452028","0.374863802565107","0.435324826475454"
"Very rare","2007","Other degree","East Germany","22","","",""
"Very rare","2007","no degree/no degree yet","West Germany","189","0.414685972337835","0.369516592320924","0.459855352354746"
"Very rare","2007","no degree/no degree yet","East Germany","48","0.493135049161255","0.39611151923616","0.590158579086349"
"Rarely","2007","lower secondary degree","West Germany","1746","0.314217689902484","0.30202260172593","0.326412778079038"
"Rarely","2007","lower secondary degree","East Germany","383","0.271129443949687","0.247494645255777","0.294764242643596"
"Rarely","2007","secondary school degree","West Germany","1230","0.318367631332545","0.303650821047621","0.33308444161747"
"Rarely","2007","secondary school degree","East Germany","787","0.363674831408415","0.343586816771262","0.383762846045568"
"Rarely","2007","college entrance qualification","West Germany","1331","0.319901320147036","0.305899502839941","0.33390313745413"
"Rarely","2007","college entrance qualification","East Germany","403","0.359265567991864","0.331844064702518","0.38668707128121"
"Rarely","2007","Other degree","West Germany","284","0.258817843808088","0.231846477128907","0.28578921048727"
"Rarely","2007","Other degree","East Germany","12","","",""
"Rarely","2007","no degree/no degree yet","West Germany","132","0.268811017321105","0.228164031808512","0.309458002833698"
"Rarely","2007","no degree/no degree yet","East Germany","30","0.265303436465819","0.179624622288155","0.350982250643482"
"Sometimes","2007","lower secondary degree","West Germany","1033","0.199866018103605","0.189360261671252","0.210371774535958"
"Sometimes","2007","lower secondary degree","East Germany","324","0.241473373770631","0.218719339767747","0.264227407773515"
"Sometimes","2007","secondary school degree","West Germany","669","0.186886086429431","0.174570975828936","0.199201197029926"
"Sometimes","2007","secondary school degree","East Germany","477","0.207386433554522","0.190456246178588","0.224316620930456"
"Sometimes","2007","college entrance qualification","West Germany","758","0.189580008667685","0.177813658554093","0.201346358781278"
"Sometimes","2007","college entrance qualification","East Germany","234","0.187611100987742","0.165298218081355","0.209923983894128"
"Sometimes","2007","Other degree","West Germany","203","0.237217107525263","0.211022201575368","0.263412013475157"
"Sometimes","2007","Other degree","East Germany","15","","",""
"Sometimes","2007","no degree/no degree yet","West Germany","82","0.189597052896816","0.153658855646732","0.225535250146899"
"Sometimes","2007","no degree/no degree yet","East Germany","19","","",""
"Often","2007","lower secondary degree","West Germany","395","0.0731864934590003","0.0663444136308849","0.0800285732871157"
"Often","2007","lower secondary degree","East Germany","103","0.090982905186072","0.0756930177537481","0.106272792618396"
"Often","2007","secondary school degree","West Germany","238","0.0685501875854373","0.0605673335377215","0.0765330416331531"
"Often","2007","secondary school degree","East Germany","122","0.0692096454719865","0.0586110066694591","0.079808284274514"
"Often","2007","college entrance qualification","West Germany","240","0.0660260447326687","0.0585715974388741","0.0734804920264632"
"Often","2007","college entrance qualification","East Germany","72","0.0665752260097577","0.0523276685701165","0.0808227834493989"
"Often","2007","Other degree","West Germany","76","0.0769536552186875","0.0605413438233361","0.0933659666140388"
"Often","2007","Other degree","East Germany","6","","",""
"Often","2007","no degree/no degree yet","West Germany","40","0.0919651196318617","0.0654707966236755","0.118459442640048"
"Often","2007","no degree/no degree yet","East Germany","4","","",""
"Very often","2007","lower secondary degree","West Germany","105","0.0173287242252401","0.0139005418651355","0.0207569065853447"
"Very often","2007","lower secondary degree","East Germany","26","","",""
"Very often","2007","secondary school degree","West Germany","65","0.0207590457784695","0.0162547944739768","0.0252632970829622"
"Very often","2007","secondary school degree","East Germany","43","0.0205294765289534","0.0146080619908277","0.0264508910670791"
"Very often","2007","college entrance qualification","West Germany","48","0.0121000235100309","0.00881801260818046","0.0153820344118813"
"Very often","2007","college entrance qualification","East Germany","15","","",""
"Very often","2007","Other degree","West Germany","22","","",""
"Very often","2007","Other degree","East Germany","3","","",""
"Very often","2007","no degree/no degree yet","West Germany","14","","",""
"Very often","2007","no degree/no degree yet","East Germany","1","","",""
"Very rare","2008","lower secondary degree","West Germany","2068","0.392036770574569","0.378757237429454","0.405316303719683"
"Very rare","2008","lower secondary degree","East Germany","469","0.350478567386524","0.324361070352672","0.376596064420376"
"Very rare","2008","secondary school degree","West Germany","1501","0.395078480929871","0.379205806384518","0.410951155475224"
"Very rare","2008","secondary school degree","East Germany","738","0.352485001536367","0.332056792079532","0.372913210993201"
"Very rare","2008","college entrance qualification","West Germany","1757","0.425587617146108","0.410299658008014","0.440875576284203"
"Very rare","2008","college entrance qualification","East Germany","452","0.437963451044183","0.408907152203875","0.467019749884492"
"Very rare","2008","Other degree","West Germany","341","0.364123783428797","0.332528660234693","0.395718906622902"
"Very rare","2008","Other degree","East Germany","13","","",""
"Very rare","2008","no degree/no degree yet","West Germany","198","0.454780444339105","0.408567114224086","0.500993774454124"
"Very rare","2008","no degree/no degree yet","East Germany","41","0.387069855970367","0.292544532795046","0.481595179145689"
"Rarely","2008","lower secondary degree","West Germany","1694","0.321677924758848","0.30897191004981","0.334383939467886"
"Rarely","2008","lower secondary degree","East Germany","421","0.331051264369474","0.305291130092599","0.35681139864635"
"Rarely","2008","secondary school degree","West Germany","1276","0.346987241313451","0.331531974986673","0.362442507640229"
"Rarely","2008","secondary school degree","East Germany","854","0.390535011703693","0.369673804672129","0.411396218735257"
"Rarely","2008","college entrance qualification","West Germany","1396","0.339134932406091","0.324496796124972","0.353773068687209"
"Rarely","2008","college entrance qualification","East Germany","395","0.305691717781157","0.278710776995254","0.332672658567059"
"Rarely","2008","Other degree","West Germany","298","0.344494370925563","0.313291933803437","0.37569680804769"
"Rarely","2008","Other degree","East Germany","19","","",""
"Rarely","2008","no degree/no degree yet","West Germany","152","0.314037828985933","0.27096318190076","0.357112476071107"
"Rarely","2008","no degree/no degree yet","East Germany","40","0.380418394532173","0.286201666667027","0.47463512239732"
"Sometimes","2008","lower secondary degree","West Germany","981","0.197257833598552","0.186433880125286","0.208081787071817"
"Sometimes","2008","lower secondary degree","East Germany","278","0.212387211515884","0.189998729965257","0.234775693066511"
"Sometimes","2008","secondary school degree","West Germany","599","0.171081773006552","0.158854865615815","0.183308680397288"
