"plh0185","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Not Employed","direct migration background","99","0.1212773058312","0.0996718225124091","0.142882789149991","4"
"Often","2007","Not Employed","no migration background","526","0.0825657501027231","0.0760509645200921","0.0890805356853541","4"
"Often","2007","Not Employed","indirect migration background","16","","","","4"
"Often","2007","Employed","no migration background","575","0.061432507741084","0.0568979828024105","0.0659670326797576","4"
"Often","2007","Employed","direct migration background","78","0.0640835907888943","0.0504854034518016","0.0776817781259869","4"
"Often","2007","Employed","indirect migration background","37","0.0629595618163411","0.042697269931066","0.0832218537016161","4"
"Rarely","2007","Not Employed","direct migration background","243","0.271719279667786","0.242277915568864","0.301160643766709","2"
"Rarely","2007","Not Employed","no migration background","1980","0.292499160040429","0.28173107496565","0.303267245115209","2"
"Rarely","2007","Not Employed","indirect migration background","70","0.322638734677021","0.262483623956466","0.382793845397575","2"
"Rarely","2007","Employed","no migration background","3649","0.340410951895094","0.331462695929502","0.349359207860685","2"
"Rarely","2007","Employed","direct migration background","376","0.276927664303952","0.252081284807458","0.301774043800446","2"
"Rarely","2007","Employed","indirect migration background","178","0.307340780426529","0.268850732076847","0.345830828776211","2"
"Sometimes","2007","Not Employed","indirect migration background","51","0.214657041123754","0.161823910555904","0.267490171691603","3"
"Sometimes","2007","Employed","indirect migration background","102","0.231541972730528","0.196353250868486","0.26673069459257","3"
"Sometimes","2007","Not Employed","direct migration background","194","0.24851071484278","0.21990964687752","0.277111782808041","3"
"Sometimes","2007","Employed","direct migration background","227","0.217250261585283","0.194353150587845","0.240147372582721","3"
"Sometimes","2007","Not Employed","no migration background","1395","0.209846816595009","0.200208093002563","0.219485540187455","3"
"Sometimes","2007","Employed","no migration background","1930","0.183737491268793","0.176424185449842","0.191050797087743","3"
"Very often","2007","Not Employed","no migration background","136","0.0187254081415754","0.0155167488110316","0.0219340674721192","5"
"Very often","2007","Employed","no migration background","151","0.0161143869459018","0.0137365661681746","0.0184922077236291","5"
"Very often","2007","Not Employed","indirect migration background","9","","","","5"
"Very often","2007","Employed","direct migration background","22","","","","5"
"Very often","2007","Not Employed","direct migration background","31","0.0303890011730745","0.0190282964047978","0.0417497059413512","5"
"Very often","2007","Employed","indirect migration background","6","","","","5"
"Very rare","2007","Not Employed","no migration background","2819","0.396362865120263","0.384784502670131","0.407941227570395","1"
"Very rare","2007","Not Employed","direct migration background","310","0.328103698485159","0.297029138873178","0.359178258097139","1"
"Very rare","2007","Not Employed","indirect migration background","86","0.336587880170305","0.275782076041972","0.397393684298639","1"
"Very rare","2007","Employed","no migration background","4467","0.398304662149128","0.389059895854189","0.407549428444066","1"
"Very rare","2007","Employed","direct migration background","543","0.418837843286102","0.391443512815182","0.446232173757021","1"
"Very rare","2007","Employed","indirect migration background","229","0.393551957493383","0.352797380491782","0.434306534494985","1"
"Often","2008","Not Employed","no migration background","467","0.0820300613537741","0.0753337549436949","0.0887263677638532","4"
"Often","2008","Not Employed","direct migration background","88","0.118250479063356","0.0958326785138942","0.140668279612819","4"
"Often","2008","Not Employed","indirect migration background","8","","","","4"
"Often","2008","Employed","no migration background","512","0.0528950278679722","0.0485562702016249","0.0572337855343194","4"
"Often","2008","Employed","direct migration background","67","0.0663891951308167","0.0517300094051892","0.0810483808564442","4"
"Often","2008","Employed","indirect migration background","35","0.0863453761040738","0.0631855956503252","0.109505156557823","4"
"Rarely","2008","Not Employed","no migration background","2100","0.319145806351967","0.307770680782559","0.330520931921375","2"
"Rarely","2008","Not Employed","direct migration background","238","0.288511647678499","0.257057023311659","0.31996627204534","2"
"Rarely","2008","Not Employed","indirect migration background","76","0.328537975798186","0.264554705410773","0.392521246185598","2"
"Rarely","2008","Employed","no migration background","3759","0.360088486540066","0.3507833341392","0.369393638940932","2"
"Rarely","2008","Employed","direct migration background","360","0.309641819077267","0.282418237958886","0.336865400195649","2"
"Rarely","2008","Employed","indirect migration background","184","0.318564404159849","0.28014639122124","0.356982417098458","2"
"Sometimes","2008","Not Employed","direct migration background","187","0.242504117257292","0.212748523083381","0.272259711431203","3"
"Sometimes","2008","Employed","direct migration background","193","0.200808091471837","0.177219915763072","0.224396267180602","3"
"Sometimes","2008","Not Employed","no migration background","1228","0.189557932221573","0.179993338230099","0.199122526213047","3"
"Sometimes","2008","Not Employed","indirect migration background","33","0.23228160895715","0.174754664998523","0.289808552915777","3"
"Sometimes","2008","Employed","no migration background","1612","0.167096613409832","0.159864919287148","0.174328307532516","3"
"Sometimes","2008","Employed","indirect migration background","94","0.142695664866616","0.113855564549836","0.171535765183396","3"
"Very often","2008","Not Employed","indirect migration background","2","","","","5"
"Very often","2008","Not Employed","direct migration background","17","","","","5"
"Very often","2008","Not Employed","no migration background","126","0.0204960527770349","0.0170384684521004","0.0239536371019695","5"
"Very often","2008","Employed","no migration background","137","0.0159539864473284","0.0135251334913985","0.0183828394032584","5"
"Very often","2008","Employed","direct migration background","20","","","","5"
"Very often","2008","Employed","indirect migration background","6","","","","5"
"Very rare","2008","Not Employed","no migration background","2530","0.388770147295651","0.376874630809116","0.400665663782186","1"
"Very rare","2008","Not Employed","indirect migration background","88","0.400719257937406","0.333962046613082","0.46747646926173","1"
"Very rare","2008","Employed","no migration background","4203","0.403965885734801","0.394453995828828","0.413477775640775","1"
"Very rare","2008","Not Employed","direct migration background","267","0.328734806947836","0.296121950437203","0.36134766345847","1"
"Very rare","2008","Employed","direct migration background","468","0.405843149660777","0.376929169741749","0.434757129579804","1"
"Very rare","2008","Employed","indirect migration background","246","0.444389123667906","0.403416766776171","0.485361480559641","1"
"Often","2009","Not Employed","direct migration background","67","0.114659778193472","0.0906949759224133","0.138624580464532","4"
"Often","2009","Not Employed","no migration background","422","0.0720986355599945","0.0655199000870407","0.0786773710329484","4"
"Often","2009","Not Employed","indirect migration background","18","","","","4"
"Often","2009","Employed","no migration background","501","0.0529952635452404","0.0485354819766005","0.0574550451138804","4"
"Often","2009","Employed","direct migration background","68","0.0633142357835954","0.0480439046864754","0.0785845668807153","4"
"Often","2009","Employed","indirect migration background","34","0.0695488107376545","0.0477053784293419","0.091392243045967","4"
"Rarely","2009","Not Employed","no migration background","1859","0.313689633705694","0.301888102549136","0.325491164862252","2"
"Rarely","2009","Not Employed","direct migration background","204","0.300782401707737","0.266288240361832","0.335276563053642","2"
"Rarely","2009","Not Employed","indirect migration background","64","0.354158213793245","0.2868591603942","0.42145726719229","2"
"Rarely","2009","Employed","no migration background","3498","0.359127384817452","0.349576818967879","0.368677950667026","2"
"Rarely","2009","Employed","direct migration background","316","0.34428238345844","0.314489218897596","0.374075548019284","2"
"Rarely","2009","Employed","indirect migration background","186","0.334957563446152","0.294430157827201","0.375484969065103","2"
