"plh0185","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","16-34 y.","Female","234","0.09513683712405","0.0835800109924628","0.106693663255637","4"
"Often","2007","16-34 y.","Male","68","0.037720321418777","0.0298288244536112","0.0456118183839427","4"
"Often","2007","35-65 y.","Female","506","0.101228242370196","0.0935647157113132","0.108891769029078","4"
"Often","2007","35-65 y.","Male","218","0.049782219525793","0.0440284802323636","0.0555359588192224","4"
"Often","2007","66 and older","Female","224","0.0924094017976232","0.0806629223760944","0.104155881219152","4"
"Often","2007","66 and older","Male","81","0.0422878675214946","0.0335656518314187","0.0510100832115705","4"
"Rarely","2007","16-34 y.","Male","740","0.331254819142056","0.311759404364475","0.350750233919637","2"
"Rarely","2007","16-34 y.","Female","859","0.348048738206817","0.329285820759791","0.366811655653842","2"
"Rarely","2007","35-65 y.","Female","1900","0.300507113836509","0.28885855639463","0.312155671278389","2"
"Rarely","2007","35-65 y.","Male","1763","0.32834606859532","0.315922677234457","0.340769459956183","2"
"Rarely","2007","66 and older","Female","653","0.280213892237033","0.261997968053981","0.298429816420085","2"
"Rarely","2007","66 and older","Male","581","0.302941830609134","0.283025213775046","0.322858447443223","2"
"Sometimes","2007","35-65 y.","Female","1354","0.236755398706363","0.225955120768775","0.247555676643951","3"
"Sometimes","2007","66 and older","Male","282","0.146057091201887","0.130750546058595","0.161363636345179","3"
"Sometimes","2007","16-34 y.","Male","285","0.147015675290572","0.132347591205672","0.161683759375473","3"
"Sometimes","2007","66 and older","Female","596","0.25786047314795","0.240116951623438","0.275603994672463","3"
"Sometimes","2007","16-34 y.","Female","588","0.247023519501803","0.23003589592933","0.264011143074276","3"
"Sometimes","2007","35-65 y.","Male","794","0.159160844419689","0.149483057481804","0.168838631357573","3"
"Very often","2007","16-34 y.","Male","14","","","","5"
"Very often","2007","16-34 y.","Female","59","0.0238206831366143","0.0178142772337614","0.0298270890394672","5"
"Very often","2007","35-65 y.","Female","152","0.0315031867255811","0.0270652668438774","0.0359411066072848","5"
"Very often","2007","35-65 y.","Male","56","0.0111265899940047","0.00835165465513684","0.0139015253328725","5"
"Very often","2007","66 and older","Female","44","0.0168630940564373","0.0116405720407449","0.0220856160721296","5"
"Very often","2007","66 and older","Male","30","0.012339724672522","0.00755498886525956","0.0171244604797844","5"
"Very rare","2007","16-34 y.","Female","736","0.285970222030716","0.268171396781163","0.303769047280269","1"
"Very rare","2007","35-65 y.","Male","2658","0.451584277465194","0.43841912689077","0.464749428039618","1"
"Very rare","2007","35-65 y.","Female","2039","0.330006058361351","0.318059315665065","0.341952801057636","1"
"Very rare","2007","66 and older","Female","818","0.352653138760956","0.333273438813112","0.372032838708801","1"
"Very rare","2007","16-34 y.","Male","1132","0.477156167495034","0.456467271814003","0.497845063176066","1"
"Very rare","2007","66 and older","Male","1071","0.496373485994962","0.474703430897294","0.518043541092629","1"
"Often","2008","16-34 y.","Female","191","0.0861685750238043","0.074662889791122","0.0976742602564865","4"
"Often","2008","35-65 y.","Female","432","0.0904473091637283","0.0829061232152624","0.0979884951121942","4"
"Often","2008","35-65 y.","Male","205","0.0473823647297751","0.0415503870964486","0.0532143423631017","4"
"Often","2008","16-34 y.","Male","56","0.0366909339352387","0.0286095999918914","0.0447722678785859","4"
"Often","2008","66 and older","Female","214","0.0921320112923188","0.0802918556309062","0.103972166953731","4"
"Often","2008","66 and older","Male","79","0.0462480824082944","0.0371343224770496","0.0553618423395392","4"
"Rarely","2008","16-34 y.","Female","867","0.396088749542771","0.376035359434725","0.416142139650817","2"
"Rarely","2008","16-34 y.","Male","740","0.345805448637625","0.32536030228879","0.36625059498646","2"
"Rarely","2008","35-65 y.","Female","2005","0.32923237275145","0.316876733894981","0.34158801160792","2"
"Rarely","2008","35-65 y.","Male","1745","0.343146636097133","0.330114300273764","0.356178971920502","2"
"Rarely","2008","66 and older","Female","708","0.294796317979452","0.276129981189014","0.313462654769891","2"
"Rarely","2008","66 and older","Male","652","0.322032806765607","0.301756567593073","0.342309045938141","2"
"Sometimes","2008","16-34 y.","Male","241","0.122539728494982","0.108444470342582","0.136634986647381","3"
"Sometimes","2008","66 and older","Female","576","0.248768324384891","0.231070280378412","0.266466368391369","3"
"Sometimes","2008","16-34 y.","Female","445","0.183827759846876","0.16794589682751","0.199709622866243","3"
"Sometimes","2008","35-65 y.","Female","1173","0.229049580182692","0.218001015378948","0.240098144986436","3"
"Sometimes","2008","35-65 y.","Male","643","0.141956067776321","0.132375749926349","0.151536385626294","3"
"Sometimes","2008","66 and older","Male","269","0.133010686651155","0.118274566727168","0.147746806575142","3"
"Very often","2008","16-34 y.","Female","44","0.0181293903956374","0.01265893199816","0.0235998487931148","5"
"Very often","2008","16-34 y.","Male","12","","","","5"
"Very often","2008","35-65 y.","Female","121","0.026738007952781","0.0224966268362727","0.0309793890692893","5"
"Very often","2008","35-65 y.","Male","64","0.0143139436808129","0.0110533466103724","0.0175745407512533","5"
"Very often","2008","66 and older","Female","52","0.0209238449280927","0.0150642206795016","0.0267834691766839","5"
"Very often","2008","66 and older","Male","15","","","","5"
"Very rare","2008","35-65 y.","Female","1826","0.324532729949348","0.312222694625281","0.336842765273414","1"
"Very rare","2008","16-34 y.","Male","1030","0.487742105244378","0.466255871265368","0.509228339223389","1"
"Very rare","2008","16-34 y.","Female","738","0.315785525190911","0.296726651704291","0.334844398677531","1"
"Very rare","2008","35-65 y.","Male","2441","0.453200987715958","0.439536056183922","0.466865919247993","1"
"Very rare","2008","66 and older","Female","742","0.343379501415245","0.32393999715513","0.362819005675361","1"
"Very rare","2008","66 and older","Male","1025","0.490923698276936","0.469230107366236","0.512617289187635","1"
"Often","2009","16-34 y.","Female","183","0.0840801692620839","0.0721312470136575","0.0960290915105102","4"
"Often","2009","16-34 y.","Male","59","0.0483345502619789","0.0387387412412448","0.057930359282713","4"
"Often","2009","35-65 y.","Female","435","0.0915987312761659","0.083724333463924","0.0994731290884077","4"
"Often","2009","35-65 y.","Male","168","0.0339182683366899","0.0287403635111235","0.0390961731622564","4"
"Often","2009","66 and older","Female","198","0.0859828454508154","0.0742336864939011","0.0977320044077298","4"
"Often","2009","66 and older","Male","67","0.0366882889403826","0.0283950979779244","0.0449814799028407","4"
"Rarely","2009","16-34 y.","Female","801","0.392057616791251","0.371036326281105","0.413078907301397","2"
"Rarely","2009","16-34 y.","Male","659","0.347992899077545","0.326681009490217","0.369304788664873","2"
"Rarely","2009","35-65 y.","Female","1785","0.338777858064835","0.325857785311809","0.351697930817861","2"
"Rarely","2009","35-65 y.","Male","1611","0.350470914493524","0.336823336488916","0.364118492498131","2"
"Rarely","2009","66 and older","Female","689","0.304553075351324","0.285265075694329","0.323841075008319","2"
"Rarely","2009","66 and older","Male","582","0.28917266123346","0.269172421836895","0.309172900630025","2"
"Sometimes","2009","16-34 y.","Male","231","0.126553594607405","0.111678286248686","0.141428902966124","3"
"Sometimes","2009","16-34 y.","Female","457","0.232988009628099","0.214785927159475","0.251190092096723","3"
"Sometimes","2009","35-65 y.","Female","1162","0.229261053834997","0.217786057623507","0.240736050046488","3"
"Sometimes","2009","66 and older","Female","536","0.256302806837208","0.238005024721904","0.274600588952511","3"
"Sometimes","2009","66 and older","Male","244","0.142366662014295","0.126952160121518","0.157781163907072","3"
"Sometimes","2009","35-65 y.","Male","641","0.156282608802388","0.145895752595425","0.166669465009351","3"
"Very often","2009","16-34 y.","Male","11","","","","5"
"Very often","2009","16-34 y.","Female","52","0.0236197510971163","0.0170809162771124","0.0301585859171203","5"
"Very often","2009","35-65 y.","Female","120","0.0246366902338805","0.0204050557743901","0.0288683246933709","5"
"Very often","2009","35-65 y.","Male","54","0.0131948991991338","0.00993090766249712","0.0164588907357704","5"
"Very often","2009","66 and older","Female","41","0.0176077253106573","0.0120956163233591","0.0231198342979556","5"
"Very often","2009","66 and older","Male","14","","","","5"
"Very rare","2009","35-65 y.","Female","1653","0.315725666590121","0.303037355275292","0.32841397790495","1"
"Very rare","2009","16-34 y.","Female","579","0.26725445322145","0.248200184550639","0.286308721892261","1"
"Very rare","2009","16-34 y.","Male","959","0.470938883589806","0.448605948655687","0.493271818523924","1"
"Very rare","2009","35-65 y.","Male","2221","0.446133309168265","0.431914433999378","0.460352184337151","1"
"Very rare","2009","66 and older","Female","723","0.335553547049995","0.315764056679346","0.355343037420645","1"
"Very rare","2009","66 and older","Male","1067","0.525777851110403","0.503750281747334","0.547805420473472","1"
"Often","2010","16-34 y.","Female","149","0.081405698563841","0.0689749388020103","0.0938364583256717","4"
"Often","2010","16-34 y.","Male","51","0.031563195591725","0.0232983207939085","0.0398280703895415","4"
"Often","2010","35-65 y.","Female","385","0.0897606074752891","0.0816472488595636","0.0978739660910146","4"
"Often","2010","35-65 y.","Male","148","0.0431238352538446","0.0370565049881222","0.049191165519567","4"
"Often","2010","66 and older","Female","196","0.0922564156091968","0.0799174650187402","0.104595366199653","4"
"Often","2010","66 and older","Male","77","0.0520445397169949","0.0420963226219402","0.0619927568120496","4"
"Rarely","2010","16-34 y.","Male","590","0.359204102660504","0.336524227582406","0.381883977738603","2"
"Rarely","2010","16-34 y.","Female","690","0.390490482248977","0.368313427509476","0.412667536988477","2"
"Rarely","2010","35-65 y.","Female","1766","0.35139235510867","0.337841485896835","0.364943224320505","2"
"Rarely","2010","35-65 y.","Male","1583","0.380425053891291","0.365924234027216","0.394925873755365","2"
"Rarely","2010","66 and older","Female","686","0.339240787224748","0.319053684768888","0.359427889680608","2"
"Rarely","2010","66 and older","Male","650","0.340190783829922","0.31897133189658","0.361410235763264","2"
"Sometimes","2010","16-34 y.","Male","205","0.153609847579355","0.136564534493994","0.170655160664715","3"
"Sometimes","2010","35-65 y.","Female","1049","0.241472521392179","0.229324669585782","0.253620373198577","3"
"Sometimes","2010","66 and older","Male","264","0.139787766769102","0.124256706949333","0.15531882658887","3"
"Sometimes","2010","16-34 y.","Female","397","0.223243154884109","0.204313616805212","0.242172692963007","3"
"Sometimes","2010","66 and older","Female","564","0.258634496402701","0.239963918762084","0.277305074043317","3"
