"plh0185","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Full Time","Female","179","0.0715234625638788","0.0616803513095021","0.0813665738182555","4"
"Often","2007","Full Time","Male","161","0.0388933320152871","0.0336519572718564","0.0441347067587178","4"
"Often","2007","Not Working","Female","480","0.108786226676265","0.099892008769083","0.117680444583448","4"
"Often","2007","Not Working","Male","161","0.0551017338874708","0.0472653740473301","0.0629380937276116","4"
"Often","2007","Part Time","Female","305","0.100146679928345","0.0900871961728044","0.110206163683885","4"
"Often","2007","Part Time","Male","45","0.04605895908833","0.0346159706644851","0.057501947512175","4"
"Rarely","2007","Full Time","Male","1738","0.342967661840219","0.330098750761288","0.355836572919151","2"
"Rarely","2007","Full Time","Female","915","0.338317174021111","0.32024503265873","0.356389315383493","2"
"Rarely","2007","Not Working","Female","1382","0.289206725962456","0.276255654099284","0.302157797825629","2"
"Rarely","2007","Not Working","Male","911","0.292882334076431","0.277253317784884","0.308511350367978","2"
"Rarely","2007","Part Time","Female","1115","0.307081886071366","0.291624373410251","0.322539398732482","2"
"Rarely","2007","Part Time","Male","435","0.324815413788885","0.299250095328487","0.350380732249282","2"
"Sometimes","2007","Not Working","Female","1143","0.244740185762057","0.232459271615241","0.257021099908874","3"
"Sometimes","2007","Part Time","Male","181","0.169683206424587","0.149192214867132","0.190174197982043","3"
"Sometimes","2007","Full Time","Male","683","0.138602331337914","0.129235149420066","0.147969513255763","3"
"Sometimes","2007","Part Time","Female","780","0.245873395226431","0.2314439559669","0.260302834485962","3"
"Sometimes","2007","Full Time","Female","615","0.242574816558057","0.226202301909436","0.258947331206679","3"
"Sometimes","2007","Not Working","Male","497","0.170202802356211","0.157296300540512","0.183109304171911","3"
"Very often","2007","Full Time","Male","34","0.00750509538123499","0.00516537427983842","0.00984481648263155","5"
"Very often","2007","Full Time","Female","49","0.0191858896951719","0.0139461828957165","0.0244255964946273","5"
"Very often","2007","Not Working","Female","127","0.0263496114064487","0.0217743228232849","0.0309248999896124","5"
"Very often","2007","Not Working","Male","49","0.0136950293973906","0.00970361970988736","0.0176864390848939","5"
"Very often","2007","Part Time","Female","79","0.0306902214384868","0.0249105538396568","0.0364698890373168","5"
"Very often","2007","Part Time","Male","17","","","","5"
"Very rare","2007","Full Time","Female","875","0.328398657161781","0.310460446263563","0.346336868059999","1"
"Very rare","2007","Not Working","Male","1639","0.468118100282497","0.450981505226367","0.485254695338626","1"
"Very rare","2007","Not Working","Female","1576","0.330917250192772","0.317476315098581","0.344358185286963","1"
"Very rare","2007","Part Time","Female","1142","0.316207817335371","0.300625934986407","0.331789699684335","1"
"Very rare","2007","Full Time","Male","2611","0.472031579425344","0.45849804158559","0.485565117265098","1"
"Very rare","2007","Part Time","Male","611","0.446544790572283","0.419405694041422","0.473683887103143","1"
"Often","2008","Full Time","Female","170","0.0751165727512062","0.0648458924374216","0.0853872530649909","4"
"Often","2008","Not Working","Female","426","0.104507286226912","0.0954671406630622","0.113547431790761","4"
"Often","2008","Not Working","Male","137","0.0565774911119911","0.0483863128870213","0.0647686693369609","4"
"Often","2008","Full Time","Male","161","0.036728354089661","0.0314900699893782","0.0419666381899439","4"
"Often","2008","Part Time","Female","241","0.0793610480263815","0.0700030608828732","0.0887190351698898","4"
"Often","2008","Part Time","Male","42","0.0464692618564132","0.0345988753611401","0.0583396483516862","4"
"Rarely","2008","Full Time","Female","948","0.362623855415282","0.343890571362765","0.381357139467799","2"
"Rarely","2008","Full Time","Male","1749","0.349722822801996","0.336441994241377","0.363003651362615","2"
"Rarely","2008","Not Working","Female","1430","0.310326928321318","0.296655859297387","0.323997997345249","2"
"Rarely","2008","Not Working","Male","984","0.322888943219651","0.306311102764877","0.339466783674424","2"
"Rarely","2008","Part Time","Female","1202","0.35183756620805","0.335304739778729","0.36837039263737","2"
"Rarely","2008","Part Time","Male","404","0.337936696592764","0.31126307047446","0.364610322711068","2"
"Sometimes","2008","Full Time","Male","576","0.127129612326494","0.1178525138118","0.136406710841188","3"
"Sometimes","2008","Part Time","Female","671","0.230362489519732","0.215784988891799","0.244939990147665","3"
"Sometimes","2008","Full Time","Female","492","0.194374269837427","0.178954642347957","0.209793897326897","3"
"Sometimes","2008","Not Working","Female","1031","0.235531470207363","0.222992109731099","0.248070830683627","3"
"Sometimes","2008","Not Working","Male","417","0.140961741231606","0.128624209090093","0.153299273373118","3"
"Sometimes","2008","Part Time","Male","160","0.152921998163004","0.132625958277648","0.17321803804836","3"
"Very often","2008","Full Time","Female","46","0.0189822683340328","0.0136648563110475","0.0242996803570182","5"
"Very often","2008","Full Time","Male","38","0.010035876595638","0.00725999261121235","0.0128117605800636","5"
"Very often","2008","Not Working","Female","109","0.0247035302989544","0.020116633734939","0.0292904268629698","5"
"Very often","2008","Not Working","Male","36","0.0130907677432973","0.00906088341322523","0.0171206520733694","5"
"Very often","2008","Part Time","Female","62","0.0245633557163463","0.0192044334650035","0.0299222779676891","5"
"Very often","2008","Part Time","Male","17","","","","5"
"Very rare","2008","Not Working","Female","1403","0.324930784945453","0.311090638305467","0.338770931585439","1"
"Very rare","2008","Full Time","Male","2429","0.476383334186211","0.462474237137863","0.490292431234558","1"
"Very rare","2008","Full Time","Female","874","0.348903033662052","0.330330847034121","0.367475220289983","1"
"Very rare","2008","Not Working","Male","1482","0.466481056693455","0.448793683296058","0.484168430090853","1"
"Very rare","2008","Part Time","Female","1029","0.313875540529491","0.297809300104158","0.329941780954823","1"
