"plh0185","year","migback","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","direct migration background","502","0.213938534882469","0.198441639081395","0.229435430683543"
"Sometimes","2013","indirect migration background","179","0.137044363980836","0.117611352737993","0.15647737522368"
"Sometimes","2013","no migration background","3475","0.170210424153219","0.165222529916563","0.175198318389874"
"Very often","2013","direct migration background","49","0.0182293524594174","0.013173870163645","0.0232848347551898"
"Very often","2013","indirect migration background","23","","",""
"Very often","2013","no migration background","301","0.0134336663264708","0.0119057463965876","0.014961586256354"
"Very rare","2013","direct migration background","1057","0.372692998825822","0.354420933656075","0.39096506399557"
"Very rare","2013","indirect migration background","486","0.435362744820814","0.407345483973347","0.463380005668282"
"Very rare","2013","no migration background","9058","0.411060909787255","0.404530680176083","0.417591139398428"
"Often","2014","direct migration background","327","0.0765181798916082","0.0692318859857377","0.0838044737974786"
"Often","2014","indirect migration background","94","0.0415081237551849","0.0322730608506808","0.050743186659689"
"Often","2014","no migration background","1111","0.0611314948226178","0.0578297047621063","0.0644332848831294"
"Rarely","2014","direct migration background","1572","0.309218216168387","0.296550067012282","0.321886365324493"
"Rarely","2014","indirect migration background","600","0.341124945523042","0.31917480218591","0.363075088860175"
"Rarely","2014","no migration background","7124","0.345212445860125","0.33865993132301","0.35176496039724"
"Sometimes","2014","direct migration background","829","0.17289760548469","0.162532247087636","0.183262963881743"
"Sometimes","2014","indirect migration background","292","0.160124094235592","0.143144981471235","0.177103206999949"
"Sometimes","2014","no migration background","3286","0.166525270578268","0.161390738693775","0.171659802462762"
"Very often","2014","direct migration background","112","0.022513251779776","0.0184470891182822","0.0265794144412698"
"Very often","2014","indirect migration background","36","0.0148227404080847","0.00922773476224259","0.0204177460539267"
"Very often","2014","no migration background","279","0.0132437729913866","0.0116682477528567","0.0148192982299165"
"Very rare","2014","direct migration background","2273","0.418852746675539","0.405329406482243","0.432376086868835"
"Very rare","2014","indirect migration background","770","0.442420096078096","0.419424214283979","0.465415977872214"
"Very rare","2014","no migration background","8424","0.413887015747602","0.407098948516786","0.420675082978418"
"Often","2015","direct migration background","272","0.0708541145177686","0.0631869041468076","0.0785213248887296"
"Often","2015","indirect migration background","93","0.0571694979816746","0.0458952768119814","0.0684437191513678"
"Often","2015","no migration background","1074","0.0570798229525837","0.0537943558519119","0.0603652900532556"
"Rarely","2015","direct migration background","1350","0.30702264088996","0.293239201136743","0.320806080643177"
"Rarely","2015","indirect migration background","517","0.302830499224129","0.280517572204929","0.325143426243329"
"Rarely","2015","no migration background","6914","0.353539435007842","0.346769128978598","0.360309741037085"
"Sometimes","2015","direct migration background","740","0.184084926493926","0.172503968657003","0.195665884330849"
"Sometimes","2015","indirect migration background","265","0.154216431339611","0.13667833322908","0.171754529450143"
"Sometimes","2015","no migration background","3145","0.173321506064162","0.167960912305862","0.178682099822462"
"Very often","2015","direct migration background","95","0.0265431371346857","0.0217397524497318","0.0313465218196397"
"Very often","2015","indirect migration background","31","0.0198891374093592","0.0131090838559642","0.0266691909627542"
"Very often","2015","no migration background","264","0.0126258171213562","0.0110446092033343","0.0142070250393781"
"Very rare","2015","direct migration background","1845","0.41149518096366","0.396790003279659","0.42620035864766"
"Very rare","2015","indirect migration background","723","0.465894434045226","0.441670489601444","0.490118378489007"
"Very rare","2015","no migration background","7757","0.403433418854057","0.396485835829593","0.41038100187852"
"Often","2016","direct migration background","305","0.0734567946313893","0.0660695270529261","0.0808440622098526"
"Often","2016","indirect migration background","104","0.0583789571143656","0.0466955589342426","0.0700623552944886"
"Often","2016","no migration background","1163","0.0702454140977018","0.0665011777187739","0.0739896504766297"
"Rarely","2016","direct migration background","1522","0.32673195579123","0.313451138173759","0.340012773408701"
"Rarely","2016","indirect migration background","563","0.373986884646976","0.349875461974524","0.398098307319429"
"Rarely","2016","no migration background","6472","0.354043809540095","0.347037325447113","0.361050293633076"
"Sometimes","2016","direct migration background","853","0.172648817626919","0.161946896256937","0.183350738996901"
"Sometimes","2016","indirect migration background","260","0.153632013756462","0.135663034402303","0.171600993110621"
"Sometimes","2016","no migration background","3145","0.184601796263389","0.178917549253861","0.190286043272916"
"Very often","2016","direct migration background","91","0.0233075442537785","0.0190352399279725","0.0275798485795846"
"Very often","2016","indirect migration background","34","0.014971023014038","0.00891966041959582","0.0210223856084801"
"Very often","2016","no migration background","255","0.0135120084194574","0.0118204930019714","0.0152035238369434"
"Very rare","2016","direct migration background","2020","0.403854887696683","0.389961003618915","0.417748771774452"
"Very rare","2016","indirect migration background","586","0.399031121468158","0.374628734501844","0.423433508434472"
"Very rare","2016","no migration background","6861","0.377596971679358","0.37049432509736","0.384699618261355"
"Often","2017","direct migration background","305","0.0835051082307648","0.0754949315660987","0.091515284895431"
"Often","2017","indirect migration background","94","0.0534706525024587","0.0427416820280746","0.0641996229768427"
"Often","2017","no migration background","1134","0.0603961655338094","0.0571173022090216","0.0636750288585972"
"Rarely","2017","direct migration background","1416","0.300010032571957","0.286741150159626","0.313278914984288"
"Rarely","2017","indirect migration background","619","0.37319628797466","0.350130531430877","0.396262044518443"
"Rarely","2017","no migration background","7338","0.361292728096836","0.354680820416667","0.367904635777004"
"Sometimes","2017","direct migration background","829","0.206083693033014","0.194371729163212","0.217795656902815"
"Sometimes","2017","indirect migration background","274","0.181892495946266","0.163495545202874","0.200289446689658"
"Sometimes","2017","no migration background","3315","0.167892453738074","0.162747854383603","0.173037053092546"
"Very often","2017","direct migration background","88","0.0136942343148427","0.0103291557218168","0.0170593129078687"
"Very often","2017","indirect migration background","45","0.0176832198911375","0.011397721474156","0.023968718308119"
"Very often","2017","no migration background","273","0.0132394703260659","0.0116662576739989","0.0148126829781329"
"Very rare","2017","direct migration background","1944","0.396706931849422","0.382541832957956","0.410872030740888"
"Very rare","2017","indirect migration background","657","0.373757343685478","0.350684588575934","0.396830098795021"
"Very rare","2017","no migration background","8217","0.397179182305215","0.390444244337585","0.403914120272844"
"Often","2018","direct migration background","294","0.0748568301134251","0.0670695739071917","0.0826440863196585"
"Often","2018","indirect migration background","116","0.0742556673610853","0.0617886737940089","0.0867226609281617"
"Often","2018","no migration background","1001","0.0509014440671358","0.0478231719319082","0.0539797162023634"
"Rarely","2018","direct migration background","1287","0.313142909406261","0.299419287075248","0.326866531737273"
"Rarely","2018","indirect migration background","587","0.344640396123464","0.322042171246067","0.367238621000862"
"Rarely","2018","no migration background","6971","0.35771233153493","0.350999309835439","0.36442535323442"
"Sometimes","2018","direct migration background","837","0.186831955891164","0.175297954334765","0.198365957447563"
"Sometimes","2018","indirect migration background","285","0.15723607451954","0.139926736191951","0.174545412847128"
"Sometimes","2018","no migration background","3070","0.165420050891409","0.160216325724285","0.170623776058532"
"Very often","2018","direct migration background","91","0.0266554046479618","0.0218890075155414","0.0314218017803822"
"Very often","2018","indirect migration background","32","0.0132248378470019","0.00779288884153036","0.0186567868524734"
"Very often","2018","no migration background","271","0.0142872332522659","0.0126252158708139","0.015949250633718"
"Very rare","2018","direct migration background","1878","0.398512899941188","0.384025227285162","0.413000572597215"
"Very rare","2018","indirect migration background","679","0.410643024148909","0.387250728697984","0.434035319599834"
"Very rare","2018","no migration background","8272","0.41167894025426","0.404786502924244","0.418571377584276"
"Often","2019","direct migration background","239","0.0650769438849718","0.0572874998457596","0.0728663879241841"
"Often","2019","indirect migration background","90","0.038910896202824","0.029737106631233","0.0480846857744149"
"Often","2019","no migration background","1056","0.0537578201716168","0.0506525687896928","0.0568630715535408"
"Rarely","2019","direct migration background","1206","0.332750734161738","0.317870542836644","0.347630925486833"
"Rarely","2019","indirect migration background","582","0.372620899731313","0.349684251235791","0.395557548226834"
"Rarely","2019","no migration background","7038","0.354779906573801","0.348192594534517","0.361367218613085"
"Sometimes","2019","direct migration background","669","0.18130177151894","0.16913520875276","0.19346833428512"
"Sometimes","2019","indirect migration background","270","0.143452016584146","0.1268232319814","0.160080801186891"
"Sometimes","2019","no migration background","3044","0.158983152099675","0.153948694510667","0.164017609688683"
"Very often","2019","direct migration background","79","0.0226078806208271","0.0179135973401809","0.0273021639014734"
"Very often","2019","indirect migration background","34","0.020692362650567","0.0139393752135301","0.0274453500876039"
"Very often","2019","no migration background","252","0.0142759715361284","0.0126427116513697","0.0159092314208872"
"Very rare","2019","direct migration background","1659","0.398262669813523","0.38280324862555","0.413722091001495"
"Very rare","2019","indirect migration background","731","0.424323824831151","0.400877802887523","0.447769846774779"
"Very rare","2019","no migration background","8875","0.418203149618779","0.411411830790286","0.424994468447272"
