"plh0185","year","migback","n","percent","lower_confidence","upper_confidence"
"Often","2007","direct migration background","177","0.0881707423573898","0.0761094983337542","0.100231986381025"
"Often","2007","indirect migration background","53","0.0663112826527544","0.0488938223510035","0.0837287429545052"
"Often","2007","no migration background","1101","0.0700167522873549","0.0662498434158647","0.0737836611588452"
"Rarely","2007","direct migration background","619","0.27473415143168","0.255746203497266","0.293722099366094"
"Rarely","2007","indirect migration background","248","0.311830666984952","0.279404386940753","0.344256947029151"
"Rarely","2007","no migration background","5629","0.320949360015703","0.314057825929724","0.327840894101683"
"Sometimes","2007","direct migration background","421","0.23041561157446","0.212503071749573","0.248328151399346"
"Sometimes","2007","indirect migration background","153","0.226586314854985","0.197283264999195","0.255889364710775"
"Sometimes","2007","no migration background","3325","0.194343002231238","0.188501747905393","0.200184256557083"
"Very often","2007","direct migration background","53","0.0260543657481222","0.0192782517422294","0.032830479754015"
"Very often","2007","indirect migration background","15","","",""
"Very often","2007","no migration background","287","0.0171749740567488","0.0152570442076371","0.0190929039058604"
"Very rare","2007","direct migration background","853","0.380625128888348","0.359971393283123","0.401278864493573"
"Very rare","2007","indirect migration background","315","0.376833235440882","0.342912379635419","0.410754091246344"
"Very rare","2007","no migration background","7286","0.397515911408955","0.390291597318788","0.404740225499122"
"Often","2008","direct migration background","155","0.0879711864863485","0.0752515381245883","0.100690834848109"
"Often","2008","indirect migration background","43","0.0733746420337992","0.0549811355792925","0.0917681484883059"
"Often","2008","no migration background","979","0.064451600825039","0.0607244396221501","0.068178762027928"
"Rarely","2008","direct migration background","598","0.300848531640298","0.28025360799629","0.321443455284306"
"Rarely","2008","indirect migration background","260","0.321189127271251","0.288251352653435","0.354126901889068"
"Rarely","2008","no migration background","5859","0.34384834489471","0.336638701635944","0.351057988153475"
"Sometimes","2008","direct migration background","380","0.218159826712952","0.199613966500518","0.236705686925386"
"Sometimes","2008","indirect migration background","127","0.16627180252701","0.140007795355071","0.192535809698949"
"Sometimes","2008","no migration background","2840","0.176006020350666","0.17022567251147","0.181786368189861"
"Very often","2008","direct migration background","37","0.0192658204703451","0.0130931937987543","0.0254384471419359"
"Very often","2008","indirect migration background","8","","",""
"Very often","2008","no migration background","263","0.0177556223006275","0.0157511229619852","0.0197601216392698"
"Very rare","2008","direct migration background","735","0.373754634690057","0.352029315953512","0.395479953426601"
"Very rare","2008","indirect migration background","334","0.432896620278839","0.397945374809801","0.467847865747878"
"Very rare","2008","no migration background","6733","0.397938411628958","0.390508963010169","0.405367860247747"
"Often","2009","direct migration background","135","0.0836422086901036","0.0703081239927228","0.0969762933874844"
"Often","2009","indirect migration background","52","0.0739977781139676","0.0548106301664055","0.0931849260615296"
"Often","2009","no migration background","923","0.060365421560975","0.0566318169553718","0.0640990261665781"
"Rarely","2009","direct migration background","520","0.327060509680127","0.304465112129931","0.349655907230324"
"Rarely","2009","indirect migration background","250","0.33971550972658","0.305000418914764","0.374430600538395"
"Rarely","2009","no migration background","5357","0.341597317072625","0.334162714956734","0.349031919188516"
"Sometimes","2009","direct migration background","320","0.213976103112357","0.194223768383574","0.233728437841139"
"Sometimes","2009","indirect migration background","121","0.184556940570407","0.156121688563534","0.212992192577279"
"Sometimes","2009","no migration background","2830","0.18999349291964","0.183843589055704","0.196143396783576"
"Very often","2009","direct migration background","42","0.0204553171019871","0.0136376913269834","0.0272729428769908"
"Very often","2009","indirect migration background","9","","",""
"Very often","2009","no migration background","241","0.0162852572088889","0.0143010518846517","0.0182694625331262"
"Very rare","2009","direct migration background","639","0.354865861415425","0.33182094975525","0.377910773075601"
"Very rare","2009","indirect migration background","283","0.393233772801257","0.357429803585055","0.42903774201746"
"Very rare","2009","no migration background","6280","0.391758511237871","0.384106035699515","0.399410986776227"
"Often","2010","direct migration background","109","0.0880066035006075","0.0735339667112667","0.102479240289948"
"Often","2010","indirect migration background","35","0.0610649150985278","0.0427553061524214","0.0793745240446342"
"Often","2010","no migration background","862","0.0629339325681461","0.0589881857793016","0.0668796793569905"
"Rarely","2010","direct migration background","497","0.345064797990756","0.320779486327653","0.369350109653859"
"Rarely","2010","indirect migration background","207","0.347530508982699","0.311118723198708","0.383942294766689"
"Rarely","2010","no migration background","5261","0.363698293322796","0.355881946052929","0.371514640592663"
"Sometimes","2010","direct migration background","290","0.205365013202114","0.184728265435059","0.226001760969169"
"Sometimes","2010","indirect migration background","110","0.167148380364322","0.138618476389583","0.19567828433906"
"Sometimes","2010","no migration background","2622","0.192129031266973","0.185727716719337","0.198530345814608"
"Very often","2010","direct migration background","21","","",""
"Very often","2010","indirect migration background","18","","",""
"Very often","2010","no migration background","168","0.011481865375121","0.00975085282585811","0.0132128779243839"
"Very rare","2010","direct migration background","555","0.349763615765237","0.325401380409557","0.374125851120918"
"Very rare","2010","indirect migration background","287","0.382040490933572","0.344886958338102","0.419194023529042"
"Very rare","2010","no migration background","5638","0.369756877466964","0.361913305989811","0.377600448944117"
"Often","2011","direct migration background","132","0.0698533386829126","0.0587154364149082","0.0809912409509169"
"Often","2011","indirect migration background","46","0.0716096657884542","0.0536751783860594","0.0895441531908489"
"Often","2011","no migration background","1088","0.0661031408245804","0.062465638801367","0.0697406428477938"
"Rarely","2011","direct migration background","605","0.302536431171849","0.282464752005794","0.322608110337905"
"Rarely","2011","indirect migration background","272","0.356523234296355","0.32320759174832","0.389838876844391"
"Rarely","2011","no migration background","6165","0.3448942844271","0.337935371033827","0.351853197820372"
"Sometimes","2011","direct migration background","409","0.21635594982094","0.198364011875537","0.234347887766342"
"Sometimes","2011","indirect migration background","155","0.178463560056148","0.151830195620855","0.205096924491442"
"Sometimes","2011","no migration background","3481","0.198388096481733","0.192549847360259","0.204226345603208"
"Very often","2011","direct migration background","44","0.0235211736815621","0.0168990846936525","0.0301432626694717"
"Very often","2011","indirect migration background","15","","",""
"Very often","2011","no migration background","259","0.0154063042892831","0.013603201440076","0.0172094071384903"
"Very rare","2011","direct migration background","822","0.387733106642736","0.366443338406462","0.409022874879011"
"Very rare","2011","indirect migration background","306","0.385767863701197","0.351909409221757","0.419626318180637"
"Very rare","2011","no migration background","6930","0.375208173977303","0.368119801123532","0.382296546831075"
"Often","2012","direct migration background","142","0.065303286010073","0.0543235685721759","0.0762830034479701"
"Often","2012","indirect migration background","46","0.0511809493676641","0.0358722806877495","0.0664896180475788"
"Often","2012","no migration background","978","0.0573665239265823","0.053948726851732","0.0607843210014326"
"Rarely","2012","direct migration background","605","0.313678621851236","0.293058344033784","0.334298899668688"
"Rarely","2012","indirect migration background","248","0.306339910842789","0.274316565293039","0.338363256392539"
"Rarely","2012","no migration background","6247","0.352811465302073","0.345788309075259","0.359834621528887"
"Sometimes","2012","direct migration background","369","0.202790545511426","0.18492162321832","0.220659467804533"
"Sometimes","2012","indirect migration background","138","0.167696916561483","0.141743481461083","0.193650351661884"
"Sometimes","2012","no migration background","2987","0.171128651507767","0.165593232449387","0.176664070566147"
"Very often","2012","direct migration background","39","0.0245310005717039","0.0176563179141376","0.0314056832292703"
"Very often","2012","indirect migration background","11","","",""
"Very often","2012","no migration background","207","0.0118057361777853","0.0102182378444981","0.0133932345110726"
"Very rare","2012","direct migration background","790","0.393696546055561","0.371983832064952","0.41540926004617"
"Very rare","2012","indirect migration background","353","0.464231844666975","0.429586293914223","0.498877395419727"
"Very rare","2012","no migration background","7364","0.406887623085792","0.399667388468482","0.414107857703103"
"Often","2013","direct migration background","188","0.0769367001508098","0.0668661204539482","0.0870072798476714"
"Often","2013","indirect migration background","77","0.052703865425977","0.0400774697662782","0.0653302610856757"
"Often","2013","no migration background","1211","0.0592404915383286","0.0561072865687034","0.0623736965079538"
"Rarely","2013","direct migration background","894","0.318202413681481","0.300600843340941","0.335803984022022"
"Rarely","2013","indirect migration background","438","0.360065648530755","0.332940393241259","0.387190903820252"
"Rarely","2013","no migration background","7763","0.346054508194727","0.339740818948347","0.352368197441107"
