"plh0185","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Rural Area","435","0.0688676543305905","0.0629133430050015","0.0748219656561796","4"
"Often","2007","Urban Area","896","0.0737283799494347","0.0693342506928259","0.0781225092060435","4"
"Rarely","2007","Rural Area","2254","0.327482725604257","0.316447934746881","0.338517516461633","2"
"Rarely","2007","Urban Area","4242","0.308646295355193","0.300879050702507","0.31641354000788","2"
"Sometimes","2007","Rural Area","1431","0.212151786425316","0.202538700815039","0.221764872035593","3"
"Sometimes","2007","Urban Area","2468","0.194901645095348","0.188240965769","0.201562324421696","3"
"Very often","2007","Rural Area","118","0.0163803520069042","0.0133957020841886","0.0193650019296198","5"
"Very often","2007","Urban Area","237","0.0192937957347055","0.0169808544779094","0.0216067369915016","5"
"Very rare","2007","Rural Area","2710","0.375117481632933","0.363733320722038","0.386501642543827","1"
"Very rare","2007","Urban Area","5744","0.403429883865319","0.395180888051705","0.411678879678932","1"
"Often","2008","Rural Area","404","0.0691639037133587","0.0630172825437919","0.0753105248829254","4"
"Often","2008","Urban Area","773","0.0672677256250891","0.0629292199098421","0.0716062313403362","4"
"Rarely","2008","Urban Area","4325","0.330078501676048","0.321933730702843","0.338223272649254","2"
"Rarely","2008","Rural Area","2392","0.353010030332928","0.341432860955619","0.364587199710237","2"
"Sometimes","2008","Rural Area","1178","0.183480632848792","0.174104182669679","0.192857083027906","3"
"Sometimes","2008","Urban Area","2169","0.179741183334201","0.173090633509278","0.186391733159125","3"
"Very often","2008","Rural Area","104","0.0151157189781483","0.0121599730623063","0.0180714648939903","5"
"Very often","2008","Urban Area","204","0.0184668056382205","0.0161349230236721","0.020798688252769","5"
"Very rare","2008","Rural Area","2468","0.379229714126773","0.367475956520794","0.390983471732751","1"
"Very rare","2008","Urban Area","5334","0.40444578372644","0.395945192987006","0.412946374465874","1"
"Often","2009","Rural Area","403","0.0646137150174136","0.0585016863947911","0.070725743640036","4"
"Often","2009","Urban Area","707","0.0635581788196766","0.0591539226440129","0.0679624349953404","4"
"Rarely","2009","Rural Area","2210","0.357366709656429","0.345452474133078","0.369280945179779","2"
"Rarely","2009","Urban Area","3917","0.331501821570851","0.323003375497904","0.340000267643797","2"
"Sometimes","2009","Rural Area","1146","0.199782829372731","0.189842276554425","0.209723382191038","3"
"Sometimes","2009","Urban Area","2125","0.189312318270698","0.182239985727214","0.196384650814182","3"
"Very often","2009","Rural Area","102","0.0170298315690412","0.0138131885207374","0.0202464746173451","5"
"Very often","2009","Urban Area","190","0.0161055297434422","0.0138330071157227","0.0183780523711616","5"
"Very rare","2009","Rural Area","2354","0.361206914384385","0.349264678217544","0.373149150551226","1"
"Very rare","2009","Urban Area","4848","0.399522151595332","0.390679848924665","0.408364454265999","1"
"Often","2010","Rural Area","348","0.0691231038583674","0.0625117633161773","0.0757344444005576","4"
"Often","2010","Urban Area","658","0.0644996578118142","0.0599144452600757","0.0690848703635527","4"
"Rarely","2010","Rural Area","2098","0.376855674723861","0.364225375537053","0.38948597391067","2"
"Rarely","2010","Urban Area","3867","0.353492415548497","0.344568906793499","0.362415924303494","2"
"Sometimes","2010","Rural Area","1046","0.19692800833906","0.1865631643275","0.20729285235062","3"
"Sometimes","2010","Urban Area","1976","0.190903995786538","0.183567877428324","0.198240114144752","3"
"Very often","2010","Rural Area","70","0.011097332265393","0.00836698520072853","0.0138276793300576","5"
"Very often","2010","Urban Area","137","0.0134515211400811","0.0113011981071374","0.0156018441730248","5"
"Very rare","2010","Urban Area","4387","0.37765240971307","0.368602975478895","0.386701843947245","1"
"Very rare","2010","Rural Area","2093","0.345995880813318","0.333597713511846","0.358394048114789","1"
"Often","2011","Urban Area","822","0.0675264810354963","0.0632950058060853","0.0717579562649072","4"
"Often","2011","Rural Area","444","0.0651571344439963","0.0594642838083356","0.070849985079657","4"
"Rarely","2011","Urban Area","4500","0.33241058397897","0.324466777910784","0.340354390047157","2"
"Rarely","2011","Rural Area","2542","0.356846683237946","0.345796293860845","0.367897072615048","2"
"Sometimes","2011","Urban Area","2624","0.198067581790934","0.191346919468645","0.204788244113223","3"
"Sometimes","2011","Rural Area","1421","0.203595693705696","0.194307514500969","0.212883872910423","3"
"Very often","2011","Urban Area","214","0.016634508073917","0.0144777623121146","0.0187912538357193","5"
"Very often","2011","Rural Area","104","0.0149480591793736","0.0121490684371413","0.0177470499216059","5"
"Very rare","2011","Urban Area","5349","0.385360845120682","0.377153921443892","0.393567768797473","1"
"Very rare","2011","Rural Area","2709","0.359452429432988","0.34838425746999","0.370520601395987","1"
"Often","2012","Urban Area","782","0.0585602579669563","0.0545612464402258","0.0625592694936868","4"
"Often","2012","Rural Area","384","0.0572419408538413","0.0519060138761753","0.0625778678315074","4"
"Rarely","2012","Urban Area","4461","0.33517805331256","0.327138251142829","0.343217855482291","2"
"Rarely","2012","Rural Area","2639","0.368803369145819","0.357721006651575","0.379885731640063","2"
"Sometimes","2012","Urban Area","2299","0.178614289075324","0.17209070035859","0.185137877792058","3"
"Sometimes","2012","Rural Area","1195","0.167495435342812","0.158918199037259","0.176072671648365","3"
"Very often","2012","Urban Area","162","0.0132173277738707","0.0112722476815617","0.0151624078661796","5"
"Very often","2012","Rural Area","95","0.0137714108052229","0.011094520429734","0.0164483011807118","5"
"Very rare","2012","Urban Area","5539","0.414430071871289","0.406039918209333","0.422820225533244","1"
"Very rare","2012","Rural Area","2968","0.392687843852305","0.381470699953139","0.403904987751472","1"
"Often","2013","Urban Area","954","0.0614656123111068","0.0578009483278647","0.0651302762943489","4"
"Often","2013","Rural Area","522","0.0591440599013472","0.0543237905206714","0.0639643292820231","4"
"Rarely","2013","Urban Area","5863","0.340344106274101","0.333114564033489","0.347573648514713","2"
"Rarely","2013","Rural Area","3232","0.351005331850719","0.341252480643043","0.360758183058395","2"
"Sometimes","2013","Urban Area","2663","0.172516543150217","0.166751693402477","0.178281392897958","3"
"Sometimes","2013","Rural Area","1493","0.174864160259199","0.167102273431547","0.182626047086851","3"
"Very often","2013","Urban Area","233","0.0133791040706101","0.0116261052274888","0.0151321029137315","5"
"Very often","2013","Rural Area","140","0.015024024704026","0.012538259292371","0.0175097901156809","5"
"Very rare","2013","Urban Area","6788","0.412294634193965","0.404783999688296","0.419805268699633","1"
"Very rare","2013","Rural Area","3813","0.399962423284709","0.389951987199533","0.409972859369884","1"
"Often","2014","Urban Area","1046","0.0627479009802707","0.0591894064178455","0.0663063955426959","4"
"Often","2014","Rural Area","486","0.0614958655364935","0.0566101515214732","0.0663815795515137","4"
"Rarely","2014","Urban Area","6029","0.338650740980241","0.331706417464408","0.345595064496074","2"
"Rarely","2014","Rural Area","3267","0.342500285814521","0.332849443028031","0.352151128601012","2"
"Sometimes","2014","Urban Area","2944","0.167491812764863","0.162012456455091","0.172971169074636","3"
"Sometimes","2014","Rural Area","1463","0.166307535840905","0.158734920621732","0.173880151060078","3"
"Very often","2014","Urban Area","299","0.0143479206491181","0.0126029231908537","0.0160929181073826","5"
