"plh0185","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","direct migration background","Female","137","0.128706230172429","0.10928408802409","0.148128372320768"
"Often","2007","direct migration background","Male","40","0.0433622028021612","0.0306171093719497","0.0561072962323726"
"Often","2007","indirect migration background","Female","43","0.108273970464511","0.0783426639873027","0.138205276941719"
"Often","2007","indirect migration background","Male","10","","",""
"Often","2007","no migration background","Female","784","0.092079243460259","0.0861729169817803","0.0979855699387377"
"Often","2007","no migration background","Male","317","0.0466829926034028","0.0421775393573574","0.0511884458494483"
"Rarely","2007","direct migration background","Female","342","0.270989875990744","0.2452113339104","0.296768418071088"
"Rarely","2007","direct migration background","Male","277","0.278873129972321","0.250810862356813","0.30693539758783"
"Rarely","2007","indirect migration background","Female","130","0.282082308393912","0.238733898349141","0.325430718438683"
"Rarely","2007","indirect migration background","Male","118","0.341692128407906","0.293366307504048","0.390017949311764"
"Rarely","2007","no migration background","Female","2940","0.312660549269738","0.303190880581955","0.32213021795752"
"Rarely","2007","no migration background","Male","2689","0.32971578246983","0.319675640883503","0.339755924056157"
"Sometimes","2007","direct migration background","Female","279","0.276382489317775","0.250445185154177","0.302319793481373"
"Sometimes","2007","direct migration background","Male","142","0.179603131680545","0.155582604382561","0.20362365897853"
"Sometimes","2007","indirect migration background","Female","99","0.28085879813577","0.237567658097099","0.324149938174442"
"Sometimes","2007","indirect migration background","Male","54","0.172107488372599","0.133645291228019","0.210569685517178"
"Sometimes","2007","no migration background","Female","2160","0.237679492326516","0.228984338632839","0.246374646020194"
"Sometimes","2007","no migration background","Male","1165","0.148509409029801","0.14091476567632","0.156104052383282"
"Very often","2007","direct migration background","Female","40","0.0374564603637582","0.0264438924961384","0.048469028231378"
"Very often","2007","direct migration background","Male","13","","",""
"Very often","2007","indirect migration background","Female","12","","",""
"Very often","2007","indirect migration background","Male","3","","",""
"Very often","2007","no migration background","Female","203","0.0237566983495479","0.0206458081631394","0.0268675885359563"
"Very often","2007","no migration background","Male","84","0.0102140025258992","0.0080666215281174","0.0123613835236811"
"Very rare","2007","direct migration background","Female","344","0.286464944155294","0.260243389441134","0.312686498869454"
"Very rare","2007","direct migration background","Male","509","0.484711217142436","0.453437430661569","0.515985003623303"
"Very rare","2007","indirect migration background","Female","130","0.295388419209162","0.251442399999881","0.339334438418443"
"Very rare","2007","indirect migration background","Male","185","0.458587703693647","0.407815912027889","0.509359495359405"
"Very rare","2007","no migration background","Female","3119","0.333824016593939","0.324190920762326","0.343457112425552"
"Very rare","2007","no migration background","Male","4167","0.464877813371067","0.454225685747578","0.475529940994556"
"Often","2008","direct migration background","Female","112","0.112019145904993","0.0926924237282219","0.131345868081765"
"Often","2008","direct migration background","Male","43","0.0616554067841889","0.0457816193587107","0.0775291942096672"
"Often","2008","indirect migration background","Female","35","0.121052396193354","0.0890865442279002","0.153018248158807"
"Often","2008","indirect migration background","Male","8","","",""
"Often","2008","no migration background","Female","690","0.0847981719959179","0.078948038604772","0.0906483053870639"
"Often","2008","no migration background","Male","289","0.0428638120292804","0.0384150210922409","0.04731260296632"
"Rarely","2008","direct migration background","Female","346","0.331909004652696","0.303052906883487","0.360765102421905"
"Rarely","2008","direct migration background","Male","252","0.266858929819638","0.237667965435383","0.296049894203892"
"Rarely","2008","indirect migration background","Female","145","0.367618227806007","0.320367741184748","0.414868714427266"
"Rarely","2008","indirect migration background","Male","115","0.277448987441486","0.231949924735233","0.32294805014774"
"Rarely","2008","no migration background","Female","3089","0.334132954851311","0.324227657882846","0.344038251819777"
"Rarely","2008","no migration background","Male","2770","0.354156410394486","0.343652017351837","0.364660803437136"
"Sometimes","2008","direct migration background","Female","241","0.246210998327999","0.219811911953882","0.272610084702115"
"Sometimes","2008","direct migration background","Male","139","0.18746331563864","0.161706424982971","0.213220206294309"
"Sometimes","2008","indirect migration background","Female","77","0.164275356428823","0.127964548788896","0.20058616406875"
"Sometimes","2008","indirect migration background","Male","50","0.16815262361748","0.130146789314607","0.206158457920352"
"Sometimes","2008","no migration background","Female","1876","0.223705658859281","0.214954495732861","0.232456821985701"
"Sometimes","2008","no migration background","Male","964","0.125396523885147","0.118122778720247","0.132670269050047"
"Very often","2008","direct migration background","Female","24","","",""
"Very often","2008","direct migration background","Male","13","","",""
"Very often","2008","indirect migration background","Female","7","","",""
"Very often","2008","indirect migration background","Male","1","","",""
"Very often","2008","no migration background","Female","186","0.0234761328330382","0.020296559877146","0.0266557057889303"
"Very often","2008","no migration background","Male","77","0.0116861390377992","0.00932570047653989","0.0140465775990585"
"Very rare","2008","direct migration background","Female","300","0.284184831419154","0.256546541419168","0.311823121419139"
"Very rare","2008","direct migration background","Male","435","0.471771234344469","0.438826155536742","0.504716313152195"
"Very rare","2008","indirect migration background","Female","136","0.334676061410642","0.288432955580042","0.380919167241241"
"Very rare","2008","indirect migration background","Male","198","0.525428694550592","0.474684746693657","0.576172642407527"
"Very rare","2008","no migration background","Female","2870","0.333887081460452","0.323983601655107","0.343790561265797"
"Very rare","2008","no migration background","Male","3863","0.465897114653287","0.454940731647003","0.47685349765957"
"Often","2009","direct migration background","Female","107","0.123637912727212","0.102120707207703","0.145155118246722"
"Often","2009","direct migration background","Male","28","","",""
"Often","2009","indirect migration background","Female","40","0.111959774024555","0.0798309703377942","0.144088577711316"
"Often","2009","indirect migration background","Male","12","","",""
"Often","2009","no migration background","Female","669","0.0815583447694199","0.0756145673932649","0.0875021221455749"
"Often","2009","no migration background","Male","254","0.0382668156975798","0.0339210966784929","0.0426125347166667"
"Rarely","2009","direct migration background","Female","283","0.32211068737549","0.291564978662349","0.352656396088631"
"Rarely","2009","direct migration background","Male","237","0.332725402833929","0.299159724608643","0.366291081059215"
"Rarely","2009","indirect migration background","Female","135","0.385868199355533","0.336266390275904","0.435470008435162"
"Rarely","2009","indirect migration background","Male","115","0.294671892345034","0.246565421788526","0.342778362901542"
"Rarely","2009","no migration background","Female","2857","0.342805399123679","0.332497423880805","0.353113374366552"
"Rarely","2009","no migration background","Male","2500","0.340337607459454","0.329604165476299","0.351071049442609"
"Sometimes","2009","direct migration background","Female","210","0.25615680565881","0.227622855946857","0.284690755370762"
"Sometimes","2009","direct migration background","Male","110","0.165701809941445","0.139215318792449","0.192188301090441"
"Sometimes","2009","indirect migration background","Female","71","0.203398898789473","0.162383968394935","0.244413829184011"
"Sometimes","2009","indirect migration background","Male","50","0.16616776404436","0.126889591647998","0.205445936440721"
"Sometimes","2009","no migration background","Female","1874","0.236242179592561","0.227017334071825","0.245467025113296"
"Sometimes","2009","no migration background","Male","956","0.141768361896786","0.133866760810593","0.14966996298298"
"Very often","2009","direct migration background","Female","28","","",""
"Very often","2009","direct migration background","Male","14","","",""
"Very often","2009","indirect migration background","Female","8","","",""
"Very often","2009","indirect migration background","Male","1","","",""
"Very often","2009","no migration background","Female","177","0.0229576587325793","0.0197051158063651","0.0262102016587935"
"Very often","2009","no migration background","Male","64","0.0093277096358578","0.00715012172574088","0.0115052975459747"
"Very rare","2009","direct migration background","Female","271","0.27578526719517","0.246571507413198","0.304999026977141"
"Very rare","2009","direct migration background","Male","368","0.445370750121684","0.4099659308646","0.480775569378768"
"Very rare","2009","indirect migration background","Female","116","0.282076047035885","0.236222857005037","0.327929237066734"
