"plh0185","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Couple + C. LE 16 ","Male","887","0.50403047613908","0.480544717176946","0.527516235101214"
"Very rare","2007","Couple + C. LE and GT 16","Female","197","0.243313418913683","0.210701352718716","0.27592548510865"
"Very rare","2007","Couple + C. LE and GT 16","Male","341","0.450885126451608","0.413292288102773","0.488477964800442"
"Very rare","2007","Single parent ","Female","265","0.340748640314606","0.307401406602852","0.37409587402636"
"Very rare","2007","Single parent ","Male","142","0.459926296140796","0.404800623281681","0.51505196899991"
"Often","2008","(Married) couple without C. ","Female","322","0.104161439376033","0.0941185716702656","0.114204307081801"
"Often","2008","(Married) couple without C. ","Male","124","0.0408957698103805","0.0343401428564219","0.047451396764339"
"Often","2008","1-pers.-HH","Female","178","0.0967045360359656","0.0828532045188194","0.110555867553112"
"Often","2008","1-pers.-HH","Male","71","0.0648924787439454","0.0514395105215743","0.0783454469663165"
"Often","2008","Couple + C. GT 16 ","Female","107","0.0744112670929328","0.0614872095794954","0.0873353246063702"
"Often","2008","Couple + C. GT 16 ","Male","68","0.046072524126128","0.036319762839438","0.0558252854128181"
"Often","2008","Couple + C. LE 16 ","Female","88","0.057682272503911","0.0464158767773081","0.0689486682305138"
"Often","2008","Couple + C. LE 16 ","Male","46","0.0331908915281576","0.0242959276250005","0.0420858554313147"
"Often","2008","Couple + C. LE and GT 16","Female","50","0.0912460102473978","0.0681471243955215","0.114344896099274"
"Often","2008","Couple + C. LE and GT 16","Male","9","","",""
"Often","2008","Single parent ","Female","71","0.089762869685998","0.0696124552914337","0.109913284080562"
"Often","2008","Single parent ","Male","11","","",""
"Rarely","2008","(Married) couple without C. ","Female","1225","0.338794952067323","0.323234366898384","0.354355537236261"
"Rarely","2008","(Married) couple without C. ","Male","1197","0.352515860295053","0.336701703763403","0.368330016826703"
"Rarely","2008","1-pers.-HH","Female","496","0.26736135356017","0.246619507161966","0.288103199958373"
"Rarely","2008","1-pers.-HH","Male","424","0.326657039452684","0.30104440021187","0.352269678693498"
"Rarely","2008","Couple + C. GT 16 ","Female","614","0.381710473659751","0.357786490636275","0.405634456683226"
"Rarely","2008","Couple + C. GT 16 ","Male","635","0.346970982411405","0.324826693952803","0.369115270870008"
"Rarely","2008","Couple + C. LE 16 ","Female","650","0.381112173766975","0.357643015122905","0.404581332411044"
"Rarely","2008","Couple + C. LE 16 ","Male","495","0.320254329114967","0.297086513181045","0.343422145048889"
"Rarely","2008","Couple + C. LE and GT 16","Female","238","0.379257319682779","0.340336344359665","0.418178295005894"
"Rarely","2008","Couple + C. LE and GT 16","Male","218","0.327156020309697","0.290135701647743","0.364176338971651"
"Rarely","2008","Single parent ","Female","263","0.340477155195357","0.307071710724227","0.373882599666487"
"Rarely","2008","Single parent ","Male","115","0.367852782964201","0.314430547104005","0.421275018824397"
"Sometimes","2008","(Married) couple without C. ","Female","818","0.225706241293282","0.21196221292723","0.239450269659335"
"Sometimes","2008","(Married) couple without C. ","Male","443","0.133564620039352","0.12230416500686","0.144825075071844"
"Sometimes","2008","1-pers.-HH","Female","417","0.248208864696268","0.227964207344769","0.268453522047767"
"Sometimes","2008","1-pers.-HH","Male","162","0.139180651917107","0.120277440021174","0.15808386381304"
"Sometimes","2008","Couple + C. GT 16 ","Female","320","0.200737504061885","0.181011937779977","0.220463070343794"
"Sometimes","2008","Couple + C. GT 16 ","Male","223","0.132879182322477","0.117087907485073","0.148670457159881"
"Sometimes","2008","Couple + C. LE 16 ","Female","305","0.198907221875579","0.179617239804148","0.21819720394701"
"Sometimes","2008","Couple + C. LE 16 ","Male","198","0.136937841539142","0.119867306201657","0.154008376876627"
"Sometimes","2008","Couple + C. LE and GT 16","Female","112","0.198348405205248","0.166361802778565","0.230335007631932"
"Sometimes","2008","Couple + C. LE and GT 16","Male","74","0.143313130554531","0.11566539571212","0.170960865396942"
"Sometimes","2008","Single parent ","Female","169","0.236736700196581","0.206770730964853","0.26670266942831"
"Sometimes","2008","Single parent ","Male","34","0.11873029225088","0.0828949867082747","0.154565597793485"
"Very often","2008","(Married) couple without C. ","Female","78","0.023886490015214","0.0188663513905131","0.028906628639915"
"Very often","2008","(Married) couple without C. ","Male","24","","",""
"Very often","2008","1-pers.-HH","Female","51","0.0281891777376435","0.020432330192319","0.035946025282968"
"Very often","2008","1-pers.-HH","Male","15","","",""
"Very often","2008","Couple + C. GT 16 ","Female","29","","",""
"Very often","2008","Couple + C. GT 16 ","Male","13","","",""
"Very often","2008","Couple + C. LE 16 ","Female","23","","",""
"Very often","2008","Couple + C. LE 16 ","Male","19","","",""
"Very often","2008","Couple + C. LE and GT 16","Female","6","","",""
"Very often","2008","Couple + C. LE and GT 16","Male","12","","",""
"Very often","2008","Single parent ","Female","29","","",""
"Very often","2008","Single parent ","Male","5","","",""
"Very rare","2008","(Married) couple without C. ","Female","1111","0.307450877248148","0.292280284871833","0.322621469624463"
"Very rare","2008","(Married) couple without C. ","Male","1718","0.465648148807043","0.449136717021396","0.48215958059269"
"Very rare","2008","1-pers.-HH","Female","607","0.359536067969953","0.337046984457714","0.382025151482192"
"Very rare","2008","1-pers.-HH","Male","616","0.456913552417716","0.429708995177506","0.484118109657926"
"Very rare","2008","Couple + C. GT 16 ","Female","514","0.320855625106676","0.297867350035106","0.343843900178246"
"Very rare","2008","Couple + C. GT 16 ","Male","836","0.465410772161568","0.442206004227049","0.488615540096087"
"Very rare","2008","Couple + C. LE 16 ","Female","579","0.35299519578866","0.329900976251035","0.376089415326285"
"Very rare","2008","Couple + C. LE 16 ","Male","800","0.491189851635643","0.46636612732033","0.516013575950956"
"Very rare","2008","Couple + C. LE and GT 16","Female","191","0.325871935974309","0.288274726729189","0.363469145219429"
"Very rare","2008","Couple + C. LE and GT 16","Male","304","0.495444162384355","0.455993210681845","0.534895114086866"
"Very rare","2008","Single parent ","Female","241","0.287858526912609","0.255940867756503","0.319776186068715"
"Very rare","2008","Single parent ","Male","148","0.479803549372746","0.424456898922925","0.535150199822568"
"Often","2009","(Married) couple without C. ","Female","307","0.0933591284598108","0.0834968799045186","0.103221377015103"
"Often","2009","(Married) couple without C. ","Male","111","0.0426375441654412","0.0357264479877889","0.0495486403430935"
"Often","2009","1-pers.-HH","Female","149","0.0930114395852096","0.0790770159282881","0.106945863242131"
"Often","2009","1-pers.-HH","Male","44","0.039197910808733","0.0282947797750664","0.0501010418423997"
"Often","2009","Couple + C. GT 16 ","Female","114","0.0695986056664183","0.0565412302477459","0.0826559810850908"
"Often","2009","Couple + C. GT 16 ","Male","54","0.0332408433131142","0.0246991676773189","0.0417825189489096"
"Often","2009","Couple + C. LE 16 ","Female","96","0.0697030523817085","0.0566767318737057","0.0827293728897113"
"Often","2009","Couple + C. LE 16 ","Male","51","0.0306355909969797","0.0215368741753553","0.0397343078186042"
"Often","2009","Couple + C. LE and GT 16","Female","48","0.0862139918086062","0.06346923556317","0.108958748054042"
"Often","2009","Couple + C. LE and GT 16","Male","13","","",""
"Often","2009","Single parent ","Female","81","0.113698928203328","0.0901826876713775","0.137215168735279"
"Often","2009","Single parent ","Male","13","","",""
"Rarely","2009","(Married) couple without C. ","Female","1116","0.326421293383565","0.310526191419299","0.342316395347831"
"Rarely","2009","(Married) couple without C. ","Male","1081","0.340651315852299","0.324439739091868","0.35686289261273"
"Rarely","2009","1-pers.-HH","Female","516","0.30135566436251","0.279342236574874","0.323369092150146"
"Rarely","2009","1-pers.-HH","Male","361","0.292062600131248","0.266515700381813","0.317609499880684"
"Rarely","2009","Couple + C. GT 16 ","Female","542","0.395165694044076","0.370079875847245","0.420251512240906"
"Rarely","2009","Couple + C. GT 16 ","Male","577","0.364075076650022","0.341148125288937","0.387002028011107"
"Rarely","2009","Couple + C. LE 16 ","Female","584","0.398747320918702","0.373699931693021","0.423794710144383"
"Rarely","2009","Couple + C. LE 16 ","Male","491","0.357016915326425","0.331719995007036","0.382313835645815"
"Rarely","2009","Couple + C. LE and GT 16","Female","218","0.364843622283496","0.32583470745281","0.403852537114181"
"Rarely","2009","Couple + C. LE and GT 16","Male","200","0.359085005105933","0.320407967581812","0.397762042630054"
"Rarely","2009","Single parent ","Female","239","0.342452401478716","0.307299370486553","0.377605432470879"
"Rarely","2009","Single parent ","Male","102","0.334022074773959","0.279360445021497","0.38868370452642"
"Sometimes","2009","(Married) couple without C. ","Female","816","0.257406513404808","0.242585932156046","0.272227094653569"
"Sometimes","2009","(Married) couple without C. ","Male","422","0.145931501804138","0.133855211979015","0.158007791629261"
"Sometimes","2009","1-pers.-HH","Female","399","0.241679803230726","0.221141412419732","0.262218194041721"
"Sometimes","2009","1-pers.-HH","Male","177","0.1618215526832","0.141130183552264","0.182512921814137"
"Sometimes","2009","Couple + C. GT 16 ","Female","330","0.208834917350036","0.187977738829674","0.229692095870398"
"Sometimes","2009","Couple + C. GT 16 ","Male","216","0.127979019254348","0.112061302677694","0.143896735831001"
"Sometimes","2009","Couple + C. LE 16 ","Female","281","0.198624673815981","0.178215771590935","0.219033576041026"
"Sometimes","2009","Couple + C. LE 16 ","Male","172","0.14857524651647","0.12979635953811","0.16735413349483"
"Sometimes","2009","Couple + C. LE and GT 16","Female","129","0.253985733921882","0.218712247606719","0.289259220237045"
"Sometimes","2009","Couple + C. LE and GT 16","Male","70","0.129377973011422","0.10231974530129","0.156436200721555"
"Sometimes","2009","Single parent ","Female","153","0.238911689710213","0.207322731977842","0.270500647442584"
"Sometimes","2009","Single parent ","Male","37","0.143954800670818","0.103270533394219","0.184639067947416"
"Very often","2009","(Married) couple without C. ","Female","86","0.026495815936353","0.0210515734176983","0.0319400584550077"
"Very often","2009","(Married) couple without C. ","Male","28","","",""
"Very often","2009","1-pers.-HH","Female","35","0.0184543113547128","0.0119974107009382","0.0249112120084875"
"Very often","2009","1-pers.-HH","Male","15","","",""
"Very often","2009","Couple + C. GT 16 ","Female","37","0.0283005862707439","0.0197914763948689","0.0368096961466188"
"Very often","2009","Couple + C. GT 16 ","Male","13","","",""
"Very often","2009","Couple + C. LE 16 ","Female","25","","",""
"Very often","2009","Couple + C. LE 16 ","Male","17","","",""
"Very often","2009","Couple + C. LE and GT 16","Female","7","","",""
"Very often","2009","Couple + C. LE and GT 16","Male","1","","",""
"Very often","2009","Single parent ","Female","16","","",""
"Very often","2009","Single parent ","Male","2","","",""
"Very rare","2009","(Married) couple without C. ","Female","1018","0.296317248815464","0.280838109039057","0.31179638859187"
"Very rare","2009","(Married) couple without C. ","Male","1641","0.463091865506111","0.446035118109436","0.480148612902785"
"Very rare","2009","1-pers.-HH","Female","570","0.345498781466841","0.3226849403628","0.368312622570881"
"Very rare","2009","1-pers.-HH","Male","620","0.491505835773515","0.463418527054999","0.519593144492032"
"Very rare","2009","Couple + C. GT 16 ","Female","436","0.298100196668726","0.274628788996889","0.321571604340563"
"Very rare","2009","Couple + C. GT 16 ","Male","832","0.468662382554091","0.444885043991414","0.492439721116768"
"Very rare","2009","Couple + C. LE 16 ","Female","482","0.319363106694797","0.295513282702187","0.343212930687408"
"Very rare","2009","Couple + C. LE 16 ","Male","647","0.447545136965728","0.42129144992615","0.473798824005305"
"Very rare","2009","Couple + C. LE and GT 16","Female","183","0.282038364603908","0.245573477700334","0.318503251507483"
"Very rare","2009","Couple + C. LE and GT 16","Male","307","0.485165810695608","0.444872483079506","0.52545913831171"
"Very rare","2009","Single parent ","Female","211","0.274614901131696","0.241551659154428","0.307678143108963"
"Very rare","2009","Single parent ","Male","132","0.465128429652557","0.407321982962865","0.522934876342248"
"Often","2010","(Married) couple without C. ","Female","285","0.0942893825778316","0.0841547791190021","0.104423986036661"
"Often","2010","(Married) couple without C. ","Male","108","0.0397441935154239","0.0328903920184285","0.0465979950124193"
"Often","2010","1-pers.-HH","Female","148","0.0884678906513402","0.0745621009515297","0.102373680351151"
"Often","2010","1-pers.-HH","Male","63","0.0585855728664444","0.0449289067862776","0.0722422389466113"
"Often","2010","Couple + C. GT 16 ","Female","95","0.079915685077322","0.0652092865896834","0.0946220835649605"
"Often","2010","Couple + C. GT 16 ","Male","44","0.0391360796892046","0.0294033923459438","0.0488687670324655"
"Often","2010","Couple + C. LE 16 ","Female","87","0.0559968624795225","0.0435607599518609","0.0684329650071841"
"Often","2010","Couple + C. LE 16 ","Male","35","0.0265238818086003","0.017565696366331","0.0354820672508697"
"Often","2010","Couple + C. LE and GT 16","Female","33","0.0737801762224095","0.0512466219461774","0.0963137304986416"
"Often","2010","Couple + C. LE and GT 16","Male","13","","",""
"Often","2010","Single parent ","Female","63","0.120570934491551","0.0951638324141837","0.145978036568919"
"Often","2010","Single parent ","Male","5","","",""
"Rarely","2010","(Married) couple without C. ","Female","1135","0.364105389336674","0.34741806293114","0.380792715742207"
"Rarely","2010","(Married) couple without C. ","Male","1091","0.363504057946796","0.346628674180371","0.38037944171322"
"Rarely","2010","1-pers.-HH","Female","510","0.315434883848423","0.292679766601035","0.338190001095812"
"Rarely","2010","1-pers.-HH","Male","391","0.338701600403825","0.311180468898432","0.366222731909217"
"Rarely","2010","Couple + C. GT 16 ","Female","517","0.38778078946683","0.361355294889039","0.414206284044621"
"Rarely","2010","Couple + C. GT 16 ","Male","575","0.400546753152826","0.375953417596162","0.425140088709489"
"Rarely","2010","Couple + C. LE 16 ","Female","499","0.362719568486424","0.336713990381384","0.388725146591463"
"Rarely","2010","Couple + C. LE 16 ","Male","433","0.362656967158654","0.335854579175346","0.389459355141963"
"Rarely","2010","Couple + C. LE and GT 16","Female","207","0.450715070293397","0.407825400645974","0.49360473994082"
"Rarely","2010","Couple + C. LE and GT 16","Male","195","0.335616521045232","0.295415115810312","0.375817926280151"
"Rarely","2010","Single parent ","Female","225","0.361799763904334","0.324307123093942","0.399292404714726"
"Rarely","2010","Single parent ","Male","85","0.428876073758535","0.368602173451173","0.489149974065897"
"Sometimes","2010","(Married) couple without C. ","Female","786","0.247626491434414","0.232657382979446","0.262595599889381"
"Sometimes","2010","(Married) couple without C. ","Male","402","0.140755044950266","0.128554150022932","0.152955939877599"
"Sometimes","2010","1-pers.-HH","Female","375","0.25275574878844","0.231474424603728","0.274037072973153"
"Sometimes","2010","1-pers.-HH","Male","155","0.151901055452578","0.131029126756219","0.172772984148938"
"Sometimes","2010","Couple + C. GT 16 ","Female","288","0.245700855555908","0.222352750192961","0.269048960918854"
"Sometimes","2010","Couple + C. GT 16 ","Male","189","0.127130403069381","0.110411315806093","0.143849490332669"
"Sometimes","2010","Couple + C. LE 16 ","Female","271","0.243768831080979","0.220545094219332","0.266992567942627"
"Sometimes","2010","Couple + C. LE 16 ","Male","144","0.135908777367237","0.116803981341914","0.155013573392561"
"Sometimes","2010","Couple + C. LE and GT 16","Female","108","0.185302885733028","0.151810814994704","0.218794956471351"
"Sometimes","2010","Couple + C. LE and GT 16","Male","69","0.177985406331535","0.145421078565233","0.210549734097837"
"Sometimes","2010","Single parent ","Female","139","0.201064131681968","0.169792058598746","0.23233620476519"
"Sometimes","2010","Single parent ","Male","30","0.115960204813183","0.0769670293951084","0.154953380231259"
"Very often","2010","(Married) couple without C. ","Female","54","0.0167111905476752","0.0122656468958774","0.021156734199473"
"Very often","2010","(Married) couple without C. ","Male","24","","",""
"Very often","2010","1-pers.-HH","Female","33","0.0176755389028686","0.0112229997814649","0.0241280780242723"
"Very often","2010","1-pers.-HH","Male","12","","",""
"Very often","2010","Couple + C. GT 16 ","Female","21","","",""
"Very often","2010","Couple + C. GT 16 ","Male","7","","",""
"Very often","2010","Couple + C. LE 16 ","Female","17","","",""
"Very often","2010","Couple + C. LE 16 ","Male","10","","",""
"Very often","2010","Couple + C. LE and GT 16","Female","6","","",""
"Very often","2010","Couple + C. LE and GT 16","Male","2","","",""
"Very often","2010","Single parent ","Female","13","","",""
"Very often","2010","Single parent ","Male","1","","",""
"Very rare","2010","(Married) couple without C. ","Female","934","0.277267546103406","0.261742999229271","0.292792092977541"
"Very rare","2010","(Married) couple without C. ","Male","1496","0.449509324664322","0.432057311064066","0.466961338264579"
"Very rare","2010","1-pers.-HH","Female","536","0.325665937808927","0.302718164427914","0.34861371118994"
"Very rare","2010","1-pers.-HH","Male","515","0.43529034938312","0.406459260198055","0.464121438568184"
"Very rare","2010","Couple + C. GT 16 ","Female","385","0.27271702849973","0.24856329110432","0.296870765895139"
"Very rare","2010","Couple + C. GT 16 ","Male","710","0.428668001577773","0.40382992415993","0.453506078995615"
"Very rare","2010","Couple + C. LE 16 ","Female","439","0.321529157432549","0.29626577458976","0.346792540275338"
"Very rare","2010","Couple + C. LE 16 ","Male","614","0.472408230030988","0.444576090737063","0.500240369324912"
"Very rare","2010","Couple + C. LE and GT 16","Female","163","0.274279263746915","0.235821495920454","0.312737031573375"
"Very rare","2010","Couple + C. LE and GT 16","Male","251","0.448490303867142","0.406149094198595","0.490831513535689"
"Very rare","2010","Single parent ","Female","191","0.283797719590103","0.248620969622714","0.318974469557493"
"Very rare","2010","Single parent ","Male","138","0.437884079443807","0.377462687001605","0.498305471886009"
"Often","2011","(Married) couple without C. ","Female","349","0.0962029346532779","0.087140588885192","0.105265280421364"
"Often","2011","(Married) couple without C. ","Male","118","0.0306805663947925","0.0253496703842852","0.0360114624052998"
"Often","2011","1-pers.-HH","Female","198","0.104518893300127","0.0913682662537408","0.117669520346514"
"Often","2011","1-pers.-HH","Male","78","0.0607231815867073","0.0485187989376501","0.0729275642357645"
"Often","2011","Couple + C. GT 16 ","Female","144","0.0947907554938918","0.0800063146853272","0.109575196302456"
"Often","2011","Couple + C. GT 16 ","Male","57","0.033330676463586","0.0247320041927026","0.0419293487344694"
"Often","2011","Couple + C. LE 16 ","Female","96","0.0619820014600889","0.0502403558689993","0.0737236470511786"
"Often","2011","Couple + C. LE 16 ","Male","50","0.0252568746033526","0.0172819331906218","0.0332318160160835"
"Often","2011","Couple + C. LE and GT 16","Female","35","0.0556409568714931","0.0373145754242818","0.0739673383187043"
"Often","2011","Couple + C. LE and GT 16","Male","17","","",""
"Often","2011","Single parent ","Female","86","0.109620515920623","0.0884301553614954","0.13081087647975"
"Often","2011","Single parent ","Male","10","","",""
"Rarely","2011","(Married) couple without C. ","Female","1388","0.350543726731023","0.335879571050958","0.365207882411087"
"Rarely","2011","(Married) couple without C. ","Male","1332","0.342747648644657","0.328075680318818","0.357419616970496"
"Rarely","2011","1-pers.-HH","Female","643","0.306236935815418","0.286423708652889","0.326050162977948"
"Rarely","2011","1-pers.-HH","Male","425","0.297090455865211","0.273737824442846","0.320443087287576"
"Rarely","2011","Couple + C. GT 16 ","Female","536","0.363342233093108","0.339067280995446","0.387617185190771"
"Rarely","2011","Couple + C. GT 16 ","Male","595","0.374112634486776","0.350932302891896","0.397292966081657"
"Rarely","2011","Couple + C. LE 16 ","Female","635","0.380971109141778","0.35732323724051","0.404618981043046"
"Rarely","2011","Couple + C. LE 16 ","Male","533","0.354964933097606","0.330644181327794","0.379285684867419"
"Rarely","2011","Couple + C. LE and GT 16","Female","220","0.381172719549802","0.342343694520205","0.420001744579399"
"Rarely","2011","Couple + C. LE and GT 16","Male","223","0.362103892427468","0.324454974629506","0.39975281022543"
"Rarely","2011","Single parent ","Female","278","0.314963285044057","0.283457395709035","0.34646917437908"
"Rarely","2011","Single parent ","Male","107","0.322916165818828","0.27254288816413","0.373289443473527"
"Sometimes","2011","(Married) couple without C. ","Female","992","0.242594817928464","0.229420871267097","0.255768764589831"
"Sometimes","2011","(Married) couple without C. ","Male","545","0.15126994703345","0.140193609488243","0.162346284578657"
"Sometimes","2011","1-pers.-HH","Female","505","0.248921729319313","0.230335347700261","0.267508110938365"
"Sometimes","2011","1-pers.-HH","Male","212","0.152975230917979","0.134580206504509","0.171370255331449"
"Sometimes","2011","Couple + C. GT 16 ","Female","362","0.229596328659206","0.208369307063751","0.250823350254662"
"Sometimes","2011","Couple + C. GT 16 ","Male","246","0.158149216128445","0.140670020367895","0.175628411888994"
"Sometimes","2011","Couple + C. LE 16 ","Female","380","0.239295261405216","0.218519081663079","0.260071441147354"
"Sometimes","2011","Couple + C. LE 16 ","Male","205","0.151421305769822","0.133201985844345","0.1696406256953"
"Sometimes","2011","Couple + C. LE and GT 16","Female","167","0.273782624687063","0.238133644201319","0.309431605172806"
"Sometimes","2011","Couple + C. LE and GT 16","Male","87","0.132550005594211","0.105987256264515","0.159112754923907"
"Sometimes","2011","Single parent ","Female","209","0.263420998215749","0.233543810494075","0.293298185937423"
"Sometimes","2011","Single parent ","Male","44","0.132116173483597","0.0956371768003144","0.16859517016688"
"Very often","2011","(Married) couple without C. ","Female","93","0.0215341342193128","0.0170729767571701","0.0259952916814554"
"Very often","2011","(Married) couple without C. ","Male","21","","",""
"Very often","2011","1-pers.-HH","Female","54","0.0291677985300684","0.0219343606088932","0.0364012364512437"
"Very often","2011","1-pers.-HH","Male","14","","",""
"Very often","2011","Couple + C. GT 16 ","Female","27","","",""
"Very often","2011","Couple + C. GT 16 ","Male","11","","",""
"Very often","2011","Couple + C. LE 16 ","Female","36","0.0202339647753826","0.0133776259936272","0.0270903035571379"
"Very often","2011","Couple + C. LE 16 ","Male","11","","",""
"Very often","2011","Couple + C. LE and GT 16","Female","14","","",""
"Very often","2011","Couple + C. LE and GT 16","Male","7","","",""
"Very often","2011","Single parent ","Female","21","","",""
"Very often","2011","Single parent ","Male","1","","",""
"Very rare","2011","(Married) couple without C. ","Female","1245","0.289124386467923","0.275191208802097","0.303057564133749"
"Very rare","2011","(Married) couple without C. ","Male","2004","0.469243954998641","0.453816940688617","0.484670969308665"
"Very rare","2011","1-pers.-HH","Female","679","0.311154643035073","0.291253874107733","0.331055411962413"
"Very rare","2011","1-pers.-HH","Male","742","0.474852386836671","0.449333497694167","0.500371275979175"
"Very rare","2011","Couple + C. GT 16 ","Female","439","0.291023495052268","0.268097543628579","0.313949446475958"
"Very rare","2011","Couple + C. GT 16 ","Male","765","0.426264293742676","0.402574254437938","0.449954333047414"
"Very rare","2011","Couple + C. LE 16 ","Female","473","0.297517663217534","0.275255638259436","0.319779688175632"
"Very rare","2011","Couple + C. LE 16 ","Male","688","0.464700021642641","0.439350044853394","0.490049998431889"
"Very rare","2011","Couple + C. LE and GT 16","Female","165","0.269154850869773","0.233696000985001","0.304613700754544"
"Very rare","2011","Couple + C. LE and GT 16","Male","292","0.464745752497397","0.425675276687086","0.503816228307708"
"Very rare","2011","Single parent ","Female","241","0.285236288317118","0.254610414472541","0.315862162161695"
"Very rare","2011","Single parent ","Male","169","0.506906622111445","0.453047079422467","0.560766164800422"
