"plh0185","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Full Time","1-pers.-HH","455","0.386275205173043","0.357303872535302","0.415246537810784"
"Very rare","2007","Full Time","(Married) couple without C. ","1038","0.409293756030724","0.389564250006435","0.429023262055013"
"Very rare","2007","Full Time","Single parent ","121","0.340895668012538","0.290212205513016","0.39157913051206"
"Very rare","2007","Full Time","Couple + C. LE 16 ","857","0.505882029354592","0.482403874310738","0.529360184398447"
"Very rare","2007","Full Time","Couple + C. GT 16 ","692","0.431350599788256","0.40712844269769","0.455572756878823"
"Very rare","2007","Full Time","Couple + C. LE and GT 16","253","0.423543550570688","0.38269165425627","0.464395446885106"
"Very rare","2007","Part Time","1-pers.-HH","190","0.409675168341339","0.365772600942884","0.453577735739794"
"Very rare","2007","Part Time","(Married) couple without C. ","445","0.32346316980554","0.297050475268933","0.349875864342147"
"Very rare","2007","Part Time","Single parent ","136","0.377490209498055","0.328557039054155","0.426423379941955"
"Very rare","2007","Part Time","Couple + C. LE 16 ","456","0.364864687836191","0.33763920229078","0.392090173381602"
"Very rare","2007","Part Time","Couple + C. GT 16 ","346","0.385004402097108","0.353544368180029","0.416464436014187"
"Very rare","2007","Part Time","Couple + C. LE and GT 16","147","0.299511187253","0.255809420805132","0.343212953700867"
"Very rare","2007","Not Working","1-pers.-HH","625","0.386844154677651","0.362935376188635","0.410752933166667"
"Very rare","2007","Not Working","(Married) couple without C. ","1599","0.400803909162187","0.385156476041941","0.416451342282433"
"Very rare","2007","Not Working","Single parent ","150","0.402872174934579","0.353361971939635","0.452382377929523"
"Very rare","2007","Not Working","Couple + C. LE 16 ","226","0.335622416614989","0.299009811856915","0.372235021373062"
"Very rare","2007","Not Working","Couple + C. GT 16 ","403","0.391829458255972","0.361663971844237","0.421994944667708"
"Very rare","2007","Not Working","Couple + C. LE and GT 16","138","0.321310682014265","0.27266497173997","0.369956392288561"
"Rarely","2007","Full Time","1-pers.-HH","360","0.343386522980104","0.31513253596418","0.371640509996029"
"Rarely","2007","Full Time","(Married) couple without C. ","789","0.34598537924037","0.32689847593804","0.3650722825427"
"Rarely","2007","Full Time","Single parent ","117","0.362590364836174","0.311186485671845","0.413994244000503"
"Rarely","2007","Full Time","Couple + C. LE 16 ","585","0.323142320783882","0.30118043564701","0.345104205920754"
"Rarely","2007","Full Time","Couple + C. GT 16 ","552","0.343780476974468","0.320550942909353","0.367010011039583"
"Rarely","2007","Full Time","Couple + C. LE and GT 16","208","0.362786142972587","0.323035158929904","0.40253712701527"
"Rarely","2007","Part Time","1-pers.-HH","148","0.294439233406367","0.253749052305581","0.335129414507154"
"Rarely","2007","Part Time","(Married) couple without C. ","387","0.325052736754335","0.298606346555516","0.351499126953155"
"Rarely","2007","Part Time","Single parent ","103","0.234663532815472","0.191884947155387","0.277442118475558"
