"plh0185","year","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","Female","964","0.0975580784145973","0.0919522106805187","0.103163946148676"
"Often","2007","Male","367","0.0452619989692264","0.041140614679224","0.0493833832592288"
"Rarely","2007","Female","3412","0.305914355317699","0.297208567925291","0.314620142710106"
"Rarely","2007","Male","3084","0.323859646680023","0.3145821461333","0.333137147226746"
"Sometimes","2007","Female","2538","0.244568935621799","0.236448119747126","0.252689751496473"
"Sometimes","2007","Male","1361","0.15347048069264","0.146324404838761","0.160616556546519"
"Very often","2007","Female","255","0.0259571580881438","0.0229530247989726","0.028961291377315"
"Very often","2007","Male","100","0.0103178168113468","0.00831437873252152","0.012321254890172"
"Very rare","2007","Female","3593","0.326001472557761","0.317145406406175","0.334857538709347"
"Very rare","2007","Male","4861","0.467090056846764","0.457198574857393","0.476981538836135"
"Often","2008","Female","837","0.0899215539330739","0.0843518904363845","0.0954912174297632"
"Often","2008","Male","340","0.0445024645694403","0.0402926776493171","0.0487122514895635"
"Rarely","2008","Female","3580","0.33532374939211","0.326132069770425","0.344515429013796"
"Rarely","2008","Male","3137","0.339412895791502","0.329746100709998","0.349079690873006"
"Sometimes","2008","Female","2194","0.223993741990043","0.21587650556842","0.232110978411666"
"Sometimes","2008","Male","1153","0.135293940910087","0.128311187235955","0.142276694584219"
"Very often","2008","Female","217","0.0232707551954989","0.0203354722215194","0.0262060381694785"
"Very often","2008","Male","91","0.0112021020454346","0.00905349583452273","0.0133507082563465"
"Very rare","2008","Female","3306","0.327490199489274","0.318353147336806","0.336627251641742"
"Very rare","2008","Male","4496","0.469588596683536","0.459399903260926","0.479777290106147"
"Often","2009","Female","816","0.0883854604836593","0.0826514691780144","0.0941194517893042"
"Often","2009","Male","294","0.0381510793505283","0.0340996439478506","0.0422025147532061"
"Rarely","2009","Female","3275","0.342277898725648","0.332693350643775","0.351862446807521"
"Rarely","2009","Male","2852","0.337050582600441","0.327053119477211","0.347048045723671"
"Sometimes","2009","Female","2155","0.237169142529331","0.228576945804072","0.24576133925459"
"Sometimes","2009","Male","1116","0.14584178470659","0.13837708709694","0.153306482316239"
"Very often","2009","Female","213","0.0225699153141988","0.0195695867965933","0.0255702438318042"
"Very often","2009","Male","79","0.00991391630521021","0.00781854411636558","0.0120092884940548"
"Very rare","2009","Female","2955","0.309597582947163","0.300258356058831","0.318936809835494"
"Very rare","2009","Male","4247","0.469042637037231","0.458488127457582","0.479597146616879"
"Often","2010","Female","730","0.0888141299927753","0.082850140140214","0.0947781198453366"
"Often","2010","Male","276","0.0424634855145293","0.0380281821329736","0.0468987888960849"
"Rarely","2010","Female","3142","0.355682065500013","0.345645769339315","0.365718361660711"
"Rarely","2010","Male","2823","0.366012102843113","0.355416490840622","0.376607714845604"
"Sometimes","2010","Female","2010","0.242869509762354","0.233879415596071","0.251859603928636"
"Sometimes","2010","Male","1012","0.141369596644722","0.133706241009309","0.149032952280135"
"Very often","2010","Female","148","0.0173228047553386","0.0145874924530823","0.020058117057595"
"Very often","2010","Male","59","0.00798966645782793","0.00603145195571419","0.00994788095994167"
"Very rare","2010","Female","2710","0.295311489989519","0.285747675525583","0.304875304453456"
"Very rare","2010","Male","3770","0.442165148539807","0.43124111773853","0.453089179341084"
"Often","2011","Female","933","0.0947518770857818","0.0892660945093177","0.100237659662246"
"Often","2011","Male","333","0.0376238689116358","0.0338526407225187","0.041395097100753"
"Rarely","2011","Female","3767","0.341338520536926","0.332457054759545","0.350219986314307"
"Rarely","2011","Male","3275","0.338918373311025","0.329537273346658","0.348299473275392"
"Sometimes","2011","Female","2677","0.245301580880021","0.237242272816364","0.253360888943677"
"Sometimes","2011","Male","1368","0.152425391745422","0.145301844773284","0.159548938717559"
"Very often","2011","Female","251","0.0237421292571528","0.0208904349425154","0.0265938235717903"
"Very often","2011","Male","67","0.00813699629893193","0.00635651847608935","0.00991747412177451"
"Very rare","2011","Female","3321","0.294865892240119","0.286324886885883","0.303406897594355"
"Very rare","2011","Male","4737","0.462895369732985","0.453013263230184","0.472777476235787"
"Often","2012","Female","828","0.0774742784576101","0.0724452836672943","0.082503273247926"
"Often","2012","Male","338","0.0380314190782534","0.0342187292188325","0.0418441089376742"
"Rarely","2012","Female","3810","0.349570811851958","0.340601053022214","0.358540570681702"
"Rarely","2012","Male","3290","0.342086802806526","0.332630263561684","0.351543342051368"
"Sometimes","2012","Female","2311","0.216287107163787","0.208542364616859","0.224031849710715"
"Sometimes","2012","Male","1183","0.13219926690607","0.125447704288265","0.138950829523876"
"Very often","2012","Female","200","0.0197064241873829","0.0170918849404404","0.0223209634343253"
"Very often","2012","Male","57","0.00682899111770765","0.00518738084555028","0.00847060138986501"
"Very rare","2012","Female","3707","0.336961378339262","0.328069927124204","0.345852829554321"
"Very rare","2012","Male","4800","0.480853520091442","0.470894167069091","0.490812873113794"
"Often","2013","Female","1080","0.0822784767337738","0.0777404375091695","0.0868165159583781"
"Often","2013","Male","396","0.037569921437676","0.0341119251196549","0.0410279177556972"
"Rarely","2013","Female","5111","0.348308087408908","0.340439937779251","0.356176237038565"
"Rarely","2013","Male","3984","0.339125011358159","0.330515879531397","0.347734143184921"
"Sometimes","2013","Female","2835","0.216463632059929","0.209662335444626","0.223264928675232"
"Sometimes","2013","Male","1321","0.127034178043305","0.12097827796644","0.133090078120169"
"Very often","2013","Female","297","0.0202242189359424","0.0178995083439261","0.0225489295279588"
"Very often","2013","Male","76","0.00717259862892304","0.00563799955700804","0.00870719770083805"
"Very rare","2013","Female","4762","0.332725584861447","0.324944054781568","0.340507114941326"
"Very rare","2013","Male","5839","0.489098290531937","0.480007816308046","0.498188764755828"
"Often","2014","Female","1120","0.0847485882571146","0.0802439248766187","0.0892532516376105"
"Often","2014","Male","412","0.0388412938811019","0.0354466436210589","0.042235944141145"
"Rarely","2014","Female","5223","0.349636787172993","0.341923980467374","0.357349593878611"
"Rarely","2014","Male","4073","0.329622726952174","0.321363890693415","0.337881563210934"
"Sometimes","2014","Female","2985","0.206792270319795","0.200241588240418","0.213342952399173"
"Sometimes","2014","Male","1422","0.125471005816074","0.119651187371107","0.13129082426104"
"Very often","2014","Female","337","0.0227565423384195","0.0203445249928081","0.025168559684031"
"Very often","2014","Male","90","0.00613147609171956","0.0047599703552436","0.00750298182819551"
"Very rare","2014","Female","5019","0.336065811911678","0.328425684763784","0.343705939059571"
"Very rare","2014","Male","6448","0.499933497258931","0.491148924565205","0.508718069952656"
"Often","2015","Female","1046","0.078648617113047","0.0741261312306281","0.083171102995466"
"Often","2015","Male","393","0.038191076412123","0.0346843886759002","0.0416977641483458"
"Rarely","2015","Female","4928","0.353704167709559","0.345671592609288","0.361736742809829"
"Rarely","2015","Male","3853","0.335551630564329","0.326912261227372","0.344190999901286"
"Sometimes","2015","Female","2820","0.216586553765283","0.209666168311251","0.223506939219315"
"Sometimes","2015","Male","1330","0.128881852794881","0.122751207919087","0.135012497670676"
"Very often","2015","Female","302","0.0224565421027766","0.0199673494694062","0.024945734736147"
"Very often","2015","Male","88","0.00683022899583135","0.00532327108603108","0.00833718690563163"
"Very rare","2015","Female","4514","0.328604119309335","0.320712886318036","0.336495352300633"
"Very rare","2015","Male","5811","0.490545211232835","0.481398518529469","0.499691903936201"
"Often","2016","Female","1148","0.0954719249080319","0.0904494524114905","0.100494397404573"
"Often","2016","Male","424","0.0435016269109849","0.0397039825490257","0.0472992712729441"
"Rarely","2016","Female","4678","0.345915307793689","0.337785681439868","0.354044934147509"
"Rarely","2016","Male","3879","0.35639124184648","0.347474752222928","0.365307731470032"
"Sometimes","2016","Female","2907","0.228426679233634","0.221251533665095","0.235601824802172"
"Sometimes","2016","Male","1351","0.131662882620997","0.125367889109634","0.137957876132361"
"Very often","2016","Female","291","0.0209153971394097","0.0184696482204013","0.0233611460584181"
