"plh0185","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","16-34 y.","Employed","218","0.0670738998187861","0.058650706061416","0.0754970935761563","4"
"Often","2007","16-34 y.","Not Employed","84","0.0625408243093899","0.0495130384231907","0.0755686101955891","4"
"Often","2007","35-65 y.","Not Employed","255","0.122763974255384","0.10997153818476","0.135556410326008","4"
"Often","2007","35-65 y.","Employed","469","0.0611667777789479","0.0561915550457511","0.0661420005121448","4"
"Often","2007","66 and older","Not Employed","302","0.0745853893552382","0.0665534164150716","0.0826173622954049","4"
"Often","2007","66 and older","Employed","3","","","","4"
"Rarely","2007","16-34 y.","Employed","1163","0.344371385741797","0.328371426765893","0.360371344717701","2"
"Rarely","2007","16-34 y.","Not Employed","436","0.325244662158877","0.300039419499827","0.350449904817927","2"
"Rarely","2007","35-65 y.","Not Employed","711","0.279697867874971","0.262200952785014","0.297194782964928","2"
"Rarely","2007","35-65 y.","Employed","2952","0.324951938405732","0.315228107111447","0.334675769700018","2"
"Rarely","2007","66 and older","Not Employed","1146","0.287363428352479","0.2735284978694","0.301198358835558","2"
"Rarely","2007","66 and older","Employed","88","0.330801261278473","0.27468001016674","0.386922512390206","2"
"Sometimes","2007","35-65 y.","Not Employed","553","0.219818851730689","0.203675647180647","0.235962056280731","3"
"Sometimes","2007","66 and older","Employed","41","0.176485278930447","0.131012014201655","0.221958543659239","3"
"Sometimes","2007","16-34 y.","Employed","623","0.189355480345891","0.176162875473544","0.202548085218238","3"
"Sometimes","2007","66 and older","Not Employed","837","0.212371712493992","0.199868080954553","0.224875344033431","3"
"Sometimes","2007","16-34 y.","Not Employed","250","0.215986621023332","0.193846102298423","0.238127139748241","3"
"Sometimes","2007","35-65 y.","Employed","1595","0.191263660751376","0.183098209075302","0.19942911242745","3"
"Very often","2007","16-34 y.","Not Employed","26","","","","5"
"Very often","2007","35-65 y.","Employed","130","0.0182615578204564","0.0154816697359598","0.021041445904953","5"
"Very often","2007","35-65 y.","Not Employed","78","0.0313426499585365","0.0245504181153389","0.038134881801734","5"
"Very often","2007","66 and older","Not Employed","72","0.0152764048859624","0.0115267186172612","0.0190260911546635","5"
"Very often","2007","16-34 y.","Employed","47","0.012516670549758","0.00877310288656737","0.0162602382129486","5"
"Very often","2007","66 and older","Employed","2","","","","5"
"Very rare","2007","16-34 y.","Not Employed","531","0.373221666914331","0.347198925797748","0.399244408030915","1"
"Very rare","2007","16-34 y.","Employed","1337","0.386682563543768","0.370284357439815","0.403080769647721","1"
"Very rare","2007","35-65 y.","Not Employed","931","0.34637665618042","0.327828632525612","0.364924679835228","1"
"Very rare","2007","35-65 y.","Employed","3766","0.404356065243487","0.394166964766356","0.414545165720618","1"
"Very rare","2007","66 and older","Not Employed","1753","0.410403064912328","0.395364372164998","0.425441757659658","1"
"Very rare","2007","66 and older","Employed","136","0.469020753280834","0.409495532842879","0.528545973718788","1"
"Often","2008","16-34 y.","Not Employed","71","0.0572175017814824","0.0440435481845561","0.0703914553784086","4"
"Often","2008","16-34 y.","Employed","176","0.0623127122469223","0.0538980671887551","0.0707273573050895","4"
"Often","2008","35-65 y.","Not Employed","205","0.120101180881029","0.106569390839669","0.133632970922389","4"
"Often","2008","35-65 y.","Employed","432","0.0549028738737506","0.0500425625250745","0.0597631852224267","4"
"Often","2008","66 and older","Not Employed","287","0.0753953692269002","0.0672578339204257","0.0835329045333747","4"
"Often","2008","66 and older","Employed","6","","","","4"
"Rarely","2008","16-34 y.","Not Employed","422","0.347994619657178","0.320976334433641","0.375012904880715","2"
"Rarely","2008","16-34 y.","Employed","1185","0.378156449716619","0.361275581363225","0.395037318070014","2"
"Rarely","2008","35-65 y.","Not Employed","731","0.317931642854846","0.298547523619919","0.337315762089774","2"
"Rarely","2008","35-65 y.","Employed","3019","0.341185706332387","0.331069789473612","0.351301623191161","2"
"Rarely","2008","66 and older","Not Employed","1261","0.305087728126715","0.290896503393698","0.319278952859731","2"
"Rarely","2008","66 and older","Employed","99","0.325930381967885","0.271796814773569","0.380063949162201","2"
"Sometimes","2008","16-34 y.","Employed","497","0.148097561479066","0.135732754407884","0.160462368550248","3"
"Sometimes","2008","66 and older","Not Employed","800","0.20252460498502","0.190138348732705","0.214910861237334","3"
"Sometimes","2008","16-34 y.","Not Employed","189","0.166246857030898","0.145129411074027","0.187364302987769","3"
"Sometimes","2008","35-65 y.","Not Employed","459","0.206103242908607","0.189265275249488","0.222941210567726","3"
"Sometimes","2008","35-65 y.","Employed","1357","0.179777690673036","0.171584331037943","0.18797105030813","3"
"Sometimes","2008","66 and older","Employed","45","0.15172747543489","0.11029397139219","0.193160979477591","3"
"Very often","2008","35-65 y.","Not Employed","58","0.0307042908699733","0.023523158612328","0.0378854231276185","5"
"Very often","2008","16-34 y.","Employed","36","0.0122027897206737","0.00838086682430195","0.0160247126170455","5"
"Very often","2008","16-34 y.","Not Employed","20","","","","5"
"Very often","2008","35-65 y.","Employed","127","0.0177349682748293","0.0149188046781308","0.0205511318715277","5"
"Very often","2008","66 and older","Not Employed","67","0.0163782728698344","0.0124663469190877","0.0202901988205811","5"
"Very often","2008","66 and older","Employed","","","","","5"
"Very rare","2008","16-34 y.","Not Employed","492","0.41481965707549","0.386873605498951","0.442765708652029","1"
"Very rare","2008","35-65 y.","Not Employed","764","0.325159642485544","0.305660564035611","0.344658720935478","1"
"Very rare","2008","35-65 y.","Employed","3503","0.406398760845997","0.395918986835629","0.416878534856365","1"
"Very rare","2008","16-34 y.","Employed","1276","0.399230486836719","0.382182062285149","0.416278911388288","1"
"Very rare","2008","66 and older","Not Employed","1629","0.400614024791531","0.385511175782937","0.415716873800125","1"
"Very rare","2008","66 and older","Employed","138","0.491124251822369","0.433387358190227","0.54886114545451","1"
"Often","2009","16-34 y.","Employed","177","0.0682566529209021","0.059167088478056","0.0773462173637483","4"
"Often","2009","16-34 y.","Not Employed","65","0.058327956177031","0.0440430944867393","0.0726128178673228","4"
"Often","2009","35-65 y.","Not Employed","186","0.112804369788856","0.0986686406133102","0.126940098964401","4"
"Often","2009","35-65 y.","Employed","417","0.0500817984662347","0.0452799978853581","0.0548835990471113","4"
"Often","2009","66 and older","Not Employed","256","0.0665806694681341","0.058709104927856","0.0744522340084122","4"
"Often","2009","66 and older","Employed","9","","","","4"
"Rarely","2009","16-34 y.","Not Employed","344","0.368269159081194","0.338869889778308","0.39766842838408","2"
"Rarely","2009","16-34 y.","Employed","1116","0.370068963403593","0.352666518645781","0.387471408161405","2"
"Rarely","2009","35-65 y.","Not Employed","613","0.314394255432663","0.293648938115908","0.335139572749417","2"
"Rarely","2009","35-65 y.","Employed","2783","0.3522118851642","0.341696152221012","0.362727618107387","2"
"Rarely","2009","66 and older","Not Employed","1170","0.298354096421576","0.283907232367228","0.312800960475924","2"
"Rarely","2009","66 and older","Employed","101","0.292124320016335","0.241339363384296","0.342909276648375","2"
"Sometimes","2009","16-34 y.","Employed","498","0.174452910231729","0.160774599560053","0.188131220903405","3"
"Sometimes","2009","16-34 y.","Not Employed","190","0.192912604329675","0.168861866392905","0.216963342266445","3"
"Sometimes","2009","35-65 y.","Not Employed","407","0.226317559263124","0.207619951164299","0.24501516736195","3"
"Sometimes","2009","66 and older","Not Employed","743","0.21026647450038","0.197399575543154","0.223133373457607","3"
"Sometimes","2009","66 and older","Employed","37","0.165690707336822","0.124168029942913","0.207213384730731","3"
"Sometimes","2009","35-65 y.","Employed","1396","0.184171109092521","0.175637527422965","0.192704690762076","3"
"Very often","2009","35-65 y.","Not Employed","58","0.0352756288403577","0.027032642799996","0.0435186148807194","5"
"Very often","2009","16-34 y.","Not Employed","12","","","","5"
"Very often","2009","16-34 y.","Employed","51","0.0163554631388921","0.0117838134522539","0.0209271128255303","5"
"Very often","2009","35-65 y.","Employed","116","0.0147941901748138","0.0121363421912936","0.0174520381583339","5"
"Very often","2009","66 and older","Not Employed","54","0.0135342062228741","0.00988577640433176","0.0171826360414165","5"
"Very often","2009","66 and older","Employed","1","","","","5"
"Very rare","2009","16-34 y.","Not Employed","423","0.370895340522318","0.341452821707678","0.400337859336957","1"
"Very rare","2009","16-34 y.","Employed","1115","0.370866010304883","0.353455860041752","0.388276160568015","1"
"Very rare","2009","35-65 y.","Not Employed","660","0.311208186674999","0.290520351280755","0.331896022069244","1"
"Very rare","2009","35-65 y.","Employed","3214","0.398741017102231","0.387961549735089","0.409520484469374","1"
"Very rare","2009","66 and older","Not Employed","1630","0.411264553387036","0.395727476367163","0.426801630406909","1"
"Very rare","2009","66 and older","Employed","160","0.501409032897652","0.445569598243685","0.557248467551619","1"
"Often","2010","16-34 y.","Employed","133","0.0413660077377593","0.0338112242772999","0.0489207911982187","4"
"Often","2010","16-34 y.","Not Employed","67","0.102859720289521","0.0831119077051798","0.122607532873862","4"
"Often","2010","35-65 y.","Not Employed","166","0.135189437599591","0.118911659904365","0.151467215294816","4"
"Often","2010","35-65 y.","Employed","367","0.0502458787325082","0.045261567508554","0.0552301899564623","4"
"Often","2010","66 and older","Not Employed","265","0.0780957311259634","0.0694790204070098","0.0867124418449169","4"
"Often","2010","66 and older","Employed","8","","","","4"
"Rarely","2010","16-34 y.","Employed","989","0.383679220179409","0.365230707935586","0.402127732423232","2"
