"plh0185","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Often","2007","16-34 y.","302","0.0659200936158048","0.0588372416480602","0.0730029455835495"
"Often","2007","35-65 y.","724","0.0754598114387594","0.0706196947317161","0.0802999281458026"
"Often","2007","66 and older","305","0.071083051061796","0.0634730886865526","0.0786930134370393"
"Rarely","2007","16-34 y.","1599","0.339503050266922","0.325986542729672","0.353019557804172"
"Rarely","2007","35-65 y.","3663","0.314451169047064","0.305943102406468","0.322959235687659"
"Rarely","2007","66 and older","1234","0.289884465818348","0.276447908349328","0.303321023287368"
"Sometimes","2007","16-34 y.","873","0.196133919231898","0.184800121760095","0.207467716703701"
"Sometimes","2007","35-65 y.","2148","0.197889616625615","0.190588930935768","0.205190302315461"
"Sometimes","2007","66 and older","878","0.21028894184371","0.198220439939271","0.222357443748149"
"Very often","2007","16-34 y.","73","0.0151865827653285","0.011695868895702","0.018677296634955"
"Very often","2007","35-65 y.","208","0.0212968987277037","0.0186513318543193","0.023942465601088"
"Very often","2007","66 and older","74","0.0149384330622701","0.0113459457253611","0.018530920399179"
"Very rare","2007","16-34 y.","1868","0.383256354120047","0.369379076828542","0.397133631411552"
"Very rare","2007","35-65 y.","4697","0.390902504160858","0.38196095616473","0.399844052156987"
"Very rare","2007","66 and older","1889","0.413805108213876","0.399219317614915","0.428390898812837"
"Often","2008","16-34 y.","247","0.0610254286288109","0.0539233078296511","0.0681275494279706"
"Often","2008","35-65 y.","637","0.0688731773659578","0.0640647745569038","0.0736815801750118"
"Often","2008","66 and older","293","0.0724675249970433","0.0647471189249142","0.0801879310691725"
"Rarely","2008","16-34 y.","1607","0.370536189475922","0.356207501721399","0.384864877230445"
"Rarely","2008","35-65 y.","3750","0.336202964615305","0.327233019461758","0.345172909768851"
"Rarely","2008","66 and older","1360","0.306469066444836","0.292740344532441","0.32019778835723"
"Sometimes","2008","16-34 y.","686","0.152682905107677","0.142011443367218","0.163354366848135"
"Sometimes","2008","35-65 y.","1816","0.185418572640874","0.178039271518358","0.192797873763389"
"Sometimes","2008","66 and older","845","0.199158046098955","0.187265462752818","0.211050629445093"
"Very often","2008","16-34 y.","56","0.0125864512772616","0.00927889752661964","0.0158940050279036"
"Very often","2008","35-65 y.","185","0.0205139571943157","0.0178224520612014","0.0232054623274301"
"Very often","2008","66 and older","67","0.0152928095659698","0.0116385359534286","0.0189470831785109"
"Very rare","2008","16-34 y.","1768","0.403169025510329","0.388615273293507","0.417722777727151"
"Very rare","2008","35-65 y.","4267","0.388991328183548","0.379734440147887","0.39824821621921"
"Very rare","2008","66 and older","1767","0.406612552893196","0.391985277590394","0.421239828195997"
"Often","2009","16-34 y.","242","0.0658956249107858","0.0581984169441795","0.0735928328773922"
"Often","2009","35-65 y.","603","0.062619256019049","0.0578346967212297","0.0674038153168683"
"Often","2009","66 and older","265","0.0646547204303162","0.0571827467816212","0.0721266940790113"
"Rarely","2009","16-34 y.","1460","0.369640972849794","0.354665130220608","0.38461681547898"
"Rarely","2009","35-65 y.","3396","0.344652613955938","0.335267132631373","0.354038095280504"
"Rarely","2009","66 and older","1271","0.297898478608914","0.284002685710531","0.311794271507298"
"Sometimes","2009","16-34 y.","688","0.178842595600087","0.166953305721797","0.190731885478376"
"Sometimes","2009","35-65 y.","1803","0.192595657367141","0.184808144782844","0.200383169951438"
"Sometimes","2009","66 and older","780","0.2070064034783","0.194695895801185","0.219316911155414"
"Very often","2009","16-34 y.","63","0.0147478216562327","0.0110080518791324","0.0184875914333331"
"Very often","2009","35-65 y.","174","0.0188881736081303","0.0161998334837909","0.0215765137324698"
"Very often","2009","66 and older","55","0.0125830825087451","0.00919625532292601","0.0159699096945641"
"Very rare","2009","16-34 y.","1538","0.370872984983101","0.355886872286627","0.385859097679575"
"Very rare","2009","35-65 y.","3874","0.381244299049741","0.371652694577027","0.390835903522455"
"Very rare","2009","66 and older","1790","0.417857314973725","0.402871583023786","0.432843046923664"
"Often","2010","16-34 y.","200","0.0547909342256317","0.0473342420533198","0.0622476263979436"
"Often","2010","35-65 y.","533","0.0661419940874598","0.0610283821306039","0.0712556060443158"
"Often","2010","66 and older","273","0.0747784670821842","0.0666555035223261","0.0829014306420423"
"Rarely","2010","16-34 y.","1280","0.37378426626683","0.357931669284465","0.389636863249195"
"Rarely","2010","35-65 y.","3349","0.366095604400796","0.356183683162313","0.37600752563928"
"Rarely","2010","66 and older","1336","0.339653699863059","0.32502831142567","0.354279088300447"
"Sometimes","2010","16-34 y.","602","0.186060550610745","0.173309348695808","0.198811752525683"
"Sometimes","2010","35-65 y.","1592","0.188355266738295","0.180310368126265","0.196400165350324"
"Sometimes","2010","66 and older","828","0.206978188979782","0.194466722477613","0.219489655481951"
"Very often","2010","16-34 y.","43","0.0152395529128754","0.0112255347395882","0.0192535710861625"
"Very often","2010","35-65 y.","113","0.011682985243674","0.00947206155082403","0.013893908936524"
"Very often","2010","66 and older","51","0.0126465148752314","0.00919567250785466","0.0160973572426082"
"Very rare","2010","16-34 y.","1453","0.370124695983917","0.354303866664922","0.385945525302913"
"Very rare","2010","35-65 y.","3487","0.367724149529775","0.357802975292091","0.377645323767459"
"Very rare","2010","66 and older","1540","0.365943129199744","0.351067536957711","0.380818721441777"
"Often","2011","16-34 y.","276","0.0670572753539781","0.0595682875949685","0.0745462631129876"
"Often","2011","35-65 y.","693","0.0660400972799048","0.0614620447090513","0.0706181498507582"
"Often","2011","66 and older","297","0.0679597329710478","0.0610787267280779","0.0748407392140178"
"Rarely","2011","16-34 y.","1531","0.363935336778893","0.349529601650513","0.378341071907273"
"Rarely","2011","35-65 y.","3955","0.346378462671174","0.337607415939608","0.355149509402741"
"Rarely","2011","66 and older","1556","0.308096570761282","0.295473211106928","0.320719930415637"
"Sometimes","2011","16-34 y.","815","0.184069258033575","0.172465732641439","0.195672783425712"
"Sometimes","2011","35-65 y.","2231","0.203279700083141","0.195861257243079","0.210698142923203"
"Sometimes","2011","66 and older","999","0.206399841524174","0.195334512428805","0.217465170619542"
"Very often","2011","16-34 y.","78","0.0150099574795474","0.0113693125123543","0.0186506024467404"
"Very often","2011","35-65 y.","170","0.0171520088958946","0.0147586188444693","0.0195453989473199"
"Very often","2011","66 and older","70","0.0149863470353053","0.0116645139994273","0.0183081800711834"
"Very rare","2011","16-34 y.","1585","0.369928172354007","0.355472895561578","0.384383449146435"
"Very rare","2011","35-65 y.","4256","0.367149731069885","0.358264169114253","0.376035293025517"
"Very rare","2011","66 and older","2217","0.402557507708191","0.389149297763306","0.415965717653075"
"Often","2012","16-34 y.","199","0.0425367771785903","0.0363916062671441","0.0486819480900366"
"Often","2012","35-65 y.","675","0.0649033481992246","0.0603339281700079","0.0694727682284413"
"Often","2012","66 and older","292","0.0582894426087537","0.0519306508093467","0.0646482344081606"
"Rarely","2012","16-34 y.","1453","0.357060321502091","0.342470615698693","0.371650027305489"
"Rarely","2012","35-65 y.","4003","0.351926453146707","0.343068418331196","0.360784487962217"
"Rarely","2012","66 and older","1644","0.324826263727235","0.31211600845123","0.337536519003239"
"Sometimes","2012","16-34 y.","667","0.161223990306971","0.150026299860976","0.172421680752965"
"Sometimes","2012","35-65 y.","1884","0.175392437048278","0.168338552172959","0.182446321923597"
"Sometimes","2012","66 and older","943","0.186160927205046","0.175596779380733","0.196725075029358"
"Very often","2012","16-34 y.","41","0.0114839961133761","0.00823963643526678","0.0147283557914854"
"Very often","2012","35-65 y.","144","0.0129225090584044","0.0108276812707273","0.0150173368460815"
"Very often","2012","66 and older","72","0.015921248471407","0.0125240226063885","0.0193184743364255"
"Very rare","2012","16-34 y.","1783","0.427694914898971","0.412629833932368","0.442759995865575"
"Very rare","2012","35-65 y.","4460","0.394855252547386","0.385788581209402","0.40392192388537"
"Very rare","2012","66 and older","2264","0.414802117987559","0.401430228149652","0.428174007825465"
"Often","2013","16-34 y.","337","0.0553620669353908","0.0494408684595352","0.0612832654112463"
"Often","2013","35-65 y.","842","0.0612717800353831","0.0574312393526917","0.0651123207180745"
"Often","2013","66 and older","297","0.0638326045195057","0.0570506894870825","0.0706145195519289"
"Rarely","2013","16-34 y.","2070","0.347763675453908","0.335432190435504","0.360095160472312"
"Rarely","2013","35-65 y.","5470","0.35677547331397","0.349104137793559","0.36444680883438"
"Rarely","2013","66 and older","1555","0.315007600274253","0.302120426086617","0.327894774461888"
"Sometimes","2013","16-34 y.","857","0.14997529218987","0.140730515753644","0.159220068626096"
