"plh0185","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2007","(0) in school","14","","",""
"Often","2007","(1a) inadequately completed","30","0.142869206922773","0.0962017558004731","0.189536658045073"
"Often","2007","(1b) general elementary school","174","0.11091175954537","0.0961100517987199","0.12571346729202"
"Often","2007","(1c) basic vocational qualification","361","0.0647834176006231","0.0583504189254705","0.0712164162757757"
"Often","2007","(2a) intermediate vocational","290","0.0683170573818919","0.0612357264518883","0.0753983883118956"
"Often","2007","(2b) intermediate general qualification","33","0.0593172426277021","0.0390532551426227","0.0795812301127816"
"Often","2007","(2c_gen) general maturity certificate","64","0.0762365433542015","0.0579948645064028","0.0944782222020001"
"Often","2007","(2c_voc) vocational maturity certificate","122","0.0721021061543369","0.0592543331545192","0.0849498791541546"
"Often","2007","(3a) lower tertiary education","89","0.0656375892032889","0.0538964280314094","0.0773787503751685"
"Often","2007","(3b) higher tertiary education","120","0.0649563743271198","0.0556327737480991","0.0742799749061404"
"Rarely","2007","(0) in school","107","0.303152075126869","0.254297199641547","0.352006950612192"
"Rarely","2007","(1a) inadequately completed","53","0.234831276712135","0.178301432330913","0.291361121093357"
"Rarely","2007","(1b) general elementary school","518","0.286884235820384","0.265564395126933","0.308204076513835"
"Rarely","2007","(1c) basic vocational qualification","1704","0.306283553031112","0.294236570827199","0.318330535235025"
"Rarely","2007","(2a) intermediate vocational","1612","0.331137882200956","0.317928303222511","0.344347461179401"
"Rarely","2007","(2b) intermediate general qualification","186","0.33599766725263","0.295478009059332","0.376517325445927"
"Rarely","2007","(2c_gen) general maturity certificate","254","0.341991561245829","0.309383404887074","0.374599717604584"
"Rarely","2007","(2c_voc) vocational maturity certificate","485","0.313065396058968","0.290030884098624","0.336099908019313"
"Rarely","2007","(3a) lower tertiary education","559","0.339789335368984","0.317333811082064","0.362244859655904"
"Rarely","2007","(3b) higher tertiary education","868","0.308272932922197","0.290802972650649","0.325742893193745"
"Sometimes","2007","(0) in school","56","0.175607633246072","0.135164265882424","0.216051000609719"
"Sometimes","2007","(1a) inadequately completed","45","0.20924291712986","0.154996864150954","0.263488970108767"
"Sometimes","2007","(1b) general elementary school","368","0.224429313507607","0.204763990782818","0.244094636232396"
"Sometimes","2007","(1c) basic vocational qualification","1083","0.203581123998902","0.193057508756812","0.214104739240991"
"Sometimes","2007","(2a) intermediate vocational","930","0.195757076857383","0.184620067047044","0.206894086667723"
"Sometimes","2007","(2b) intermediate general qualification","87","0.189720732808064","0.156086029619227","0.2233554359969"
"Sometimes","2007","(2c_gen) general maturity certificate","167","0.212782229251621","0.184649106563023","0.240915351940219"
"Sometimes","2007","(2c_voc) vocational maturity certificate","298","0.204130086967737","0.18410942935453","0.224150744580944"
"Sometimes","2007","(3a) lower tertiary education","322","0.19396975958987","0.175223279223595","0.212716239956145"
"Sometimes","2007","(3b) higher tertiary education","464","0.180392342843222","0.165845495264659","0.194939190421785"
"Very often","2007","(0) in school","5","","",""
"Very often","2007","(1a) inadequately completed","10","","",""
"Very often","2007","(1b) general elementary school","43","0.0221363609426656","0.0152014185637957","0.0290713033215356"
"Very often","2007","(1c) basic vocational qualification","99","0.0164490145749931","0.0131247635093665","0.0197732656406197"
"Very often","2007","(2a) intermediate vocational","90","0.0210362103420236","0.0170082674083847","0.0250641532756625"
"Very often","2007","(2b) intermediate general qualification","10","","",""
"Very often","2007","(2c_gen) general maturity certificate","13","","",""
"Very often","2007","(2c_voc) vocational maturity certificate","28","","",""
"Very often","2007","(3a) lower tertiary education","17","","",""
"Very often","2007","(3b) higher tertiary education","27","","",""
"Very rare","2007","(0) in school","158","0.476919299024333","0.423828968454537","0.530009629594129"
"Very rare","2007","(1a) inadequately completed","78","0.375714550431843","0.31112803872747","0.440301062136216"
"Very rare","2007","(1b) general elementary school","626","0.355638330183973","0.33307414139247","0.378202518975476"
"Very rare","2007","(1c) basic vocational qualification","2377","0.408902890794371","0.396054020556405","0.421751761032336"
"Very rare","2007","(2a) intermediate vocational","1954","0.383751773217745","0.370102193430699","0.397401353004791"
"Very rare","2007","(2b) intermediate general qualification","206","0.39554054956575","0.353594416347764","0.437486682783737"
"Very rare","2007","(2c_gen) general maturity certificate","315","0.348809618011869","0.316049079444586","0.381570156579153"
"Very rare","2007","(2c_voc) vocational maturity certificate","624","0.389742487489337","0.365518299490681","0.413966675487994"
"Very rare","2007","(3a) lower tertiary education","722","0.389260971049848","0.366144298158697","0.412377643940998"
"Very rare","2007","(3b) higher tertiary education","1205","0.433970477333923","0.41522025292326","0.452720701744586"
"Often","2008","(0) in school","13","","",""
"Often","2008","(1a) inadequately completed","17","","",""
"Often","2008","(1b) general elementary school","151","0.0924229140348822","0.0781466771351832","0.106699150934581"
"Often","2008","(1c) basic vocational qualification","345","0.0694677782927975","0.0625929719396801","0.076342584645915"
"Often","2008","(2a) intermediate vocational","267","0.0679289873711119","0.0606850398921969","0.075172934850027"
"Often","2008","(2b) intermediate general qualification","31","0.0773141246477633","0.0534700249153033","0.101158224380223"
"Often","2008","(2c_gen) general maturity certificate","54","0.0773151124824341","0.0580452413701995","0.0965849835946687"
"Often","2008","(2c_voc) vocational maturity certificate","89","0.074495818422564","0.0609573571181994","0.0880342797269287"
"Often","2008","(3a) lower tertiary education","76","0.0500393761802369","0.0395034217071422","0.0605753306533316"
"Often","2008","(3b) higher tertiary education","112","0.0419696347184536","0.0341898964225605","0.0497493730143466"
"Rarely","2008","(0) in school","140","0.402262542999959","0.351253879132043","0.453271206867874"
"Rarely","2008","(1a) inadequately completed","51","0.241400473528873","0.180391666702375","0.302409280355372"
"Rarely","2008","(1b) general elementary school","523","0.321521411105591","0.298498768106899","0.344544054104284"
"Rarely","2008","(1c) basic vocational qualification","1705","0.322474847436656","0.309835818995894","0.335113875877419"
"Rarely","2008","(2a) intermediate vocational","1732","0.363075034421468","0.349230908159288","0.376919160683648"
"Rarely","2008","(2b) intermediate general qualification","174","0.356262076516208","0.313509340150161","0.399014812882254"
"Rarely","2008","(2c_gen) general maturity certificate","263","0.374943345587225","0.340016253698639","0.40987043747581"
"Rarely","2008","(2c_voc) vocational maturity certificate","490","0.316946655372356","0.292956416892683","0.340936893852028"
"Rarely","2008","(3a) lower tertiary education","580","0.345797532765694","0.322813185544216","0.368781879987171"
"Rarely","2008","(3b) higher tertiary education","896","0.336021927023805","0.317695895308202","0.354347958739408"
"Sometimes","2008","(0) in school","32","0.0945544371902923","0.0641171428675994","0.124991731512985"
"Sometimes","2008","(1a) inadequately completed","39","0.214076779211636","0.155598843929843","0.27255471449343"
"Sometimes","2008","(1b) general elementary school","321","0.214270964663003","0.194045420290612","0.234496509035394"
"Sometimes","2008","(1c) basic vocational qualification","1010","0.193751536409761","0.18306443121235","0.204438641607172"
"Sometimes","2008","(2a) intermediate vocational","789","0.172200699267427","0.161331358497893","0.183070040036961"
"Sometimes","2008","(2b) intermediate general qualification","69","0.139017808582239","0.108132149363245","0.169903467801233"
"Sometimes","2008","(2c_gen) general maturity certificate","141","0.180797947457004","0.153032020689556","0.208563874224453"
"Sometimes","2008","(2c_voc) vocational maturity certificate","243","0.183351625710164","0.163400192396488","0.20330305902384"
"Sometimes","2008","(3a) lower tertiary education","245","0.163233131404894","0.145373539375189","0.1810927234346"
"Sometimes","2008","(3b) higher tertiary education","388","0.170957271957492","0.156350979148236","0.185563564766749"
"Very often","2008","(0) in school","7","","",""
"Very often","2008","(1a) inadequately completed","7","","",""
"Very often","2008","(1b) general elementary school","43","0.0318008065917613","0.0231514543876826","0.04045015879584"
"Very often","2008","(1c) basic vocational qualification","83","0.0145939124542049","0.0113512888065354","0.0178365361018744"
"Very often","2008","(2a) intermediate vocational","74","0.0217274518026887","0.0175302722084015","0.0259246313969759"
"Very often","2008","(2b) intermediate general qualification","8","","",""
"Very often","2008","(2c_gen) general maturity certificate","9","","",""
"Very often","2008","(2c_voc) vocational maturity certificate","26","","",""
"Very often","2008","(3a) lower tertiary education","18","","",""
"Very often","2008","(3b) higher tertiary education","23","","",""
"Very rare","2008","(0) in school","163","0.466462765077607","0.414567853952406","0.518357676202808"
"Very rare","2008","(1a) inadequately completed","75","0.425336840558686","0.35485286897388","0.495820812143492"
"Very rare","2008","(1b) general elementary school","543","0.339983903604762","0.316633811516969","0.363333995692556"
"Very rare","2008","(1c) basic vocational qualification","2111","0.39971192540658","0.386466788019021","0.412957062794138"
"Very rare","2008","(2a) intermediate vocational","1773","0.375067827137304","0.36113001617674","0.389005638097869"
"Very rare","2008","(2b) intermediate general qualification","200","0.408409461074861","0.364527797960845","0.452291124188877"
"Very rare","2008","(2c_gen) general maturity certificate","271","0.357955803868189","0.323368470762915","0.392543136973463"
"Very rare","2008","(2c_voc) vocational maturity certificate","597","0.411643984755414","0.386269621478455","0.437018348032374"
"Very rare","2008","(3a) lower tertiary education","726","0.429187457686786","0.405268877049278","0.453106038324295"
"Very rare","2008","(3b) higher tertiary education","1133","0.440212695763228","0.420952949552827","0.459472441973629"
"Often","2009","(0) in school","11","","",""
"Often","2009","(1a) inadequately completed","19","","",""
"Often","2009","(1b) general elementary school","125","0.0793923407375375","0.0652155971922207","0.0935690842828543"
"Often","2009","(1c) basic vocational qualification","317","0.0636213055204689","0.0567207626565985","0.0705218483843392"
"Often","2009","(2a) intermediate vocational","244","0.0590030294126671","0.0520112655472639","0.0659947932780703"
"Often","2009","(2b) intermediate general qualification","28","","",""
"Often","2009","(2c_gen) general maturity certificate","53","0.0780254830863777","0.0580994355038422","0.0979515306689133"
"Often","2009","(2c_voc) vocational maturity certificate","88","0.0743094409351333","0.0601768078736383","0.0884420739966282"
"Often","2009","(3a) lower tertiary education","81","0.0559711513221475","0.0446368618315642","0.0673054408127308"
"Often","2009","(3b) higher tertiary education","119","0.0580367313135155","0.0487708161203658","0.0673026465066651"
"Rarely","2009","(0) in school","109","0.386608508969776","0.332573482103224","0.440643535836328"
"Rarely","2009","(1a) inadequately completed","53","0.27462148632268","0.207920313871988","0.341322658773371"
"Rarely","2009","(1b) general elementary school","447","0.327844389871906","0.30322832203655","0.352460457707262"
"Rarely","2009","(1c) basic vocational qualification","1544","0.330495450268799","0.317196550381079","0.343794350156519"
"Rarely","2009","(2a) intermediate vocational","1562","0.344785512681328","0.330682180509161","0.358888844853495"
"Rarely","2009","(2b) intermediate general qualification","154","0.378437123945789","0.332807947883688","0.424066300007889"
"Rarely","2009","(2c_gen) general maturity certificate","238","0.340865811258156","0.305651263733058","0.376080358783255"
