"plh0185","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2010","Not Employed","East Germany","29","","",""
"Very rare","2010","Employed","West Germany","3161","0.377563110673569","0.366865000167598","0.388261221179541"
"Very rare","2010","Employed","East Germany","953","0.398523713072691","0.379188354780848","0.417859071364535"
"Very rare","2010","Not Employed","West Germany","1794","0.353069294068019","0.339351817076988","0.36678677105905"
"Very rare","2010","Not Employed","East Germany","572","0.320445605452362","0.298037772139866","0.342853438764858"
"Often","2011","Employed","West Germany","532","0.0565319664917306","0.0519483118694886","0.0611156211139726"
"Often","2011","Employed","East Germany","160","0.0637917786021805","0.0549019547864116","0.0726816024179494"
"Often","2011","Not Employed","West Germany","442","0.0821181534549193","0.0752120838301986","0.0890242230796399"
"Often","2011","Not Employed","East Germany","132","0.0763555601167552","0.0647255428329051","0.0879855774006053"
"Rarely","2011","Employed","West Germany","3496","0.358725487014607","0.349206201533276","0.368244772495938"
"Rarely","2011","Employed","East Germany","1076","0.374950267958948","0.35733988931458","0.392560646603316"
"Rarely","2011","Not Employed","West Germany","1825","0.29858203623452","0.287070368273884","0.310093704195156"
"Rarely","2011","Not Employed","East Germany","645","0.337486879059139","0.316779110392239","0.358194647726039"
"Sometimes","2011","Employed","West Germany","1831","0.193058736693536","0.185225036677318","0.200892436709755"
"Sometimes","2011","Employed","East Germany","556","0.185925104681849","0.171772845568241","0.200077363795457"
"Sometimes","2011","Not Employed","West Germany","1242","0.215019157193277","0.204684737822693","0.225353576563861"
"Sometimes","2011","Not Employed","East Germany","416","0.202276901425242","0.184685240469759","0.219868562380725"
"Very often","2011","Employed","West Germany","124","0.0129675499978828","0.0107221385849356","0.01521296141083"
"Very often","2011","Employed","East Germany","29","","",""
"Very often","2011","Not Employed","West Germany","127","0.0229688501200594","0.019200581909513","0.0267371183306059"
"Very often","2011","Not Employed","East Germany","38","0.0206532441862932","0.0144249373367193","0.0268815510358671"
"Very rare","2011","Employed","West Germany","3769","0.378716259802243","0.369088988418758","0.388343531185729"
"Very rare","2011","Employed","East Germany","1082","0.367540764729659","0.350002218182399","0.385079311276919"
"Very rare","2011","Not Employed","West Germany","2435","0.381311802997224","0.369093974791111","0.393529631203337"
"Very rare","2011","Not Employed","East Germany","772","0.363227415212571","0.342165924586002","0.38428890583914"
"Often","2012","Employed","West Germany","483","0.0482510436637313","0.043983157384071","0.0525189299433915"
"Often","2012","Employed","East Germany","126","0.0591115906091676","0.0503732369381375","0.0678499442801977"
"Often","2012","Not Employed","West Germany","411","0.0706278636249055","0.0641321681675754","0.0771235590822356"
"Often","2012","Not Employed","East Germany","146","0.0716733648784967","0.0605479205312858","0.0827988092257077"
"Rarely","2012","Employed","West Germany","3450","0.358743451540227","0.34919119063165","0.368295712448804"
"Rarely","2012","Employed","East Germany","1086","0.373406150397264","0.355483260648247","0.391329040146281"
"Rarely","2012","Not Employed","West Germany","1879","0.319697060397923","0.307873091140402","0.331521029655445"
"Rarely","2012","Not Employed","East Germany","685","0.330059392230346","0.309777789936577","0.350340994524115"
"Sometimes","2012","Employed","West Germany","1565","0.167003712703652","0.159575524914331","0.174431900492973"
"Sometimes","2012","Employed","East Germany","441","0.153607755162039","0.140247441789232","0.166968068534846"
"Sometimes","2012","Not Employed","West Germany","1072","0.186441008693804","0.176566669464569","0.196315347923039"
"Sometimes","2012","Not Employed","East Germany","416","0.211292646155697","0.19368553122283","0.228899761088565"
"Very often","2012","Employed","West Germany","80","0.00893036953549847","0.00705673415954228","0.0108040049114547"
"Very often","2012","Employed","East Germany","34","0.00833814510655045","0.0049688367092646","0.0117074535038363"
"Very often","2012","Not Employed","West Germany","112","0.0219150989265799","0.0182031431656317","0.0256270546875281"
"Very often","2012","Not Employed","East Germany","31","0.0152117230551868","0.00993275902188652","0.020490687088487"
"Very rare","2012","Employed","West Germany","4107","0.417071422556891","0.407251429776929","0.426891415336853"
"Very rare","2012","Employed","East Germany","1111","0.405536358724979","0.387343464969438","0.42372925248052"
"Very rare","2012","Not Employed","West Germany","2502","0.401318968356787","0.388891422069379","0.413746514644196"
"Very rare","2012","Not Employed","East Germany","787","0.371762873680274","0.350918787013348","0.392606960347199"
"Often","2013","Employed","West Germany","648","0.0504164157680374","0.0466943554321273","0.0541384761039475"
"Often","2013","Employed","East Germany","166","0.0480844652096154","0.0410781946791462","0.0550907357400847"
"Often","2013","Not Employed","West Germany","504","0.0786023528462706","0.0721463490280782","0.0850583566644631"
"Often","2013","Not Employed","East Germany","158","0.0748898810658512","0.0638127676819478","0.0859669944497546"
"Rarely","2013","Employed","West Germany","4926","0.365036964162712","0.356847160884601","0.373226767440823"
"Rarely","2013","Employed","East Germany","1338","0.366556949799123","0.350776847399343","0.382337052198904"
"Rarely","2013","Not Employed","West Germany","2144","0.311195750965929","0.300088995914867","0.322302506016991"
"Rarely","2013","Not Employed","East Germany","687","0.302853778806405","0.283516437961595","0.322191119651215"
"Sometimes","2013","Employed","West Germany","1986","0.161371790614177","0.155113879811538","0.167629701416816"
"Sometimes","2013","Employed","East Germany","522","0.146015969887795","0.134451909426538","0.157580030349052"
"Sometimes","2013","Not Employed","West Germany","1225","0.191039772817604","0.181608985789753","0.200470559845455"
"Sometimes","2013","Not Employed","East Germany","423","0.220399977694183","0.20295541810604","0.237844537282326"
"Very often","2013","Employed","West Germany","146","0.0112629900533586","0.00946785109634068","0.0130581290103764"
"Very often","2013","Employed","East Germany","48","0.0102167824850916","0.00692362563068418","0.0135099393394991"
"Very often","2013","Not Employed","West Germany","131","0.0167941275421058","0.0137114832691472","0.0198767718150644"
"Very often","2013","Not Employed","East Germany","48","0.0252725404746316","0.0186673649057632","0.0318777160435001"
"Very rare","2013","Employed","West Germany","5569","0.411911839401715","0.403539358188484","0.420284320614947"
"Very rare","2013","Employed","East Germany","1508","0.429125832618374","0.412917146007833","0.445334519228916"
"Very rare","2013","Not Employed","West Germany","2671","0.40236799582809","0.390604102054723","0.414131889601457"
"Very rare","2013","Not Employed","East Germany","853","0.376583821958929","0.356192838208215","0.396974805709642"
"Often","2014","Employed","West Germany","720","0.0542687000808614","0.0505577879642767","0.0579796121974461"
"Often","2014","Employed","East Germany","140","0.0478958400583341","0.0407773230010107","0.0550143571156574"
"Often","2014","Not Employed","West Germany","514","0.0765351313620009","0.0703947931817682","0.0826754695422335"
"Often","2014","Not Employed","East Germany","158","0.0823880602788954","0.070776598191421","0.0939995223663699"
"Rarely","2014","Employed","West Germany","5002","0.353393564601851","0.345563390687823","0.361223738515878"
"Rarely","2014","Employed","East Germany","1299","0.36271681206231","0.346689950893105","0.378743673231514"
"Rarely","2014","Not Employed","West Germany","2278","0.312600895877111","0.301894303323809","0.323307488430412"
"Rarely","2014","Not Employed","East Germany","717","0.323491337441308","0.303735599788724","0.343247075093891"
"Sometimes","2014","Employed","West Germany","2199","0.154535894889826","0.148615040901797","0.160456748877855"
"Sometimes","2014","Employed","East Germany","514","0.152035992984658","0.140066925436975","0.164005060532342"
"Sometimes","2014","Not Employed","West Germany","1287","0.186939588299039","0.177935002629676","0.195944173968402"
"Sometimes","2014","Not Employed","East Germany","407","0.196711255707991","0.179924155313046","0.213498356102937"
"Very often","2014","Employed","West Germany","206","0.0125173167012518","0.010696180435036","0.0143384529674676"
"Very often","2014","Employed","East Germany","49","0.0143862583715056","0.0104168507056026","0.0183556660374086"
"Very often","2014","Not Employed","West Germany","141","0.0183734285756567","0.0152715846547482","0.0214752724965652"
"Very often","2014","Not Employed","East Germany","31","0.0145822075266744","0.00951991685135541","0.0196444982019935"
"Very rare","2014","Employed","West Germany","6190","0.42528452372621","0.417186327160748","0.433382720291672"
"Very rare","2014","Employed","East Germany","1455","0.422965096523193","0.406496685102736","0.43943350794365"
"Very rare","2014","Not Employed","West Germany","2981","0.405550955886193","0.39421046858095","0.416891443191436"
"Very rare","2014","Not Employed","East Germany","841","0.382827139045131","0.362299925009054","0.403354353081209"
"Often","2015","Employed","West Germany","649","0.049653866335867","0.0459737940892113","0.0533339385825226"
"Often","2015","Employed","East Germany","149","0.0483601163817233","0.0409744691223563","0.0557457636410903"
"Often","2015","Not Employed","West Germany","485","0.0743361802353104","0.0679230404487276","0.0807493200218932"
"Often","2015","Not Employed","East Germany","156","0.0784836313292973","0.0667905946855153","0.0901766679730793"
"Rarely","2015","Employed","West Germany","4752","0.353563709739473","0.345464631229002","0.361662788249943"
"Rarely","2015","Employed","East Germany","1243","0.379599667003672","0.362892319799052","0.396307014208292"
"Rarely","2015","Not Employed","West Germany","2105","0.318083885403102","0.306697647552931","0.329470123253272"
"Rarely","2015","Not Employed","East Germany","681","0.340100473499272","0.319502297440439","0.360698649558104"
"Sometimes","2015","Employed","West Germany","2039","0.156528726962942","0.150373117227679","0.162684336698205"
"Sometimes","2015","Employed","East Germany","511","0.160772583033873","0.148126547379319","0.173418618688427"
"Sometimes","2015","Not Employed","West Germany","1203","0.201600564270153","0.191792124639666","0.211409003900641"
"Sometimes","2015","Not Employed","East Germany","397","0.204190362539975","0.186663327437232","0.221717397642717"
"Very often","2015","Employed","West Germany","166","0.0110124302029945","0.00924445607956931","0.0127804043264198"
"Very often","2015","Employed","East Germany","34","0.00725082111476809","0.00432988580209767","0.0101717564274385"
"Very often","2015","Not Employed","West Germany","149","0.0229640789952776","0.0193020336080451","0.02662612438251"
"Very often","2015","Not Employed","East Germany","41","0.0204091368955138","0.0142613200383084","0.0265569537527191"
"Very rare","2015","Employed","West Germany","5779","0.429241266758724","0.420856018600853","0.437626514916595"
"Very rare","2015","Employed","East Germany","1304","0.404016812465964","0.387123092195618","0.42091053273631"
"Very rare","2015","Not Employed","West Germany","2485","0.383015291096157","0.371130564434814","0.394900017757501"
"Very rare","2015","Not Employed","East Germany","757","0.356816395735943","0.335987026303454","0.377645765168431"
"Often","2016","Employed","West Germany","726","0.0570973032305675","0.0531062724726946","0.0610883339884404"
"Often","2016","Employed","East Germany","179","0.0763258088586291","0.0670652511947274","0.0855863665225308"
"Often","2016","Not Employed","West Germany","504","0.0856806830560468","0.0787103601409843","0.0926510059711092"
"Often","2016","Not Employed","East Germany","163","0.0942172027986597","0.0810747288664507","0.107359676730869"
"Rarely","2016","Employed","West Germany","4647","0.366993620402443","0.358703188841003","0.375284051963882"
"Rarely","2016","Employed","East Germany","1233","0.395650250999496","0.378595635836472","0.41270486616252"
"Rarely","2016","Not Employed","West Germany","2033","0.311177727978361","0.299647966213084","0.322707489743638"
"Rarely","2016","Not Employed","East Germany","644","0.324759959942458","0.303692590071947","0.345827329812968"
"Sometimes","2016","Employed","West Germany","2135","0.160856208942779","0.154536734746256","0.167175683139302"
"Sometimes","2016","Employed","East Germany","501","0.162092484427549","0.149238981212575","0.174945987642523"
"Sometimes","2016","Not Employed","West Germany","1251","0.21671925680016","0.206458722732755","0.226979790867565"
"Sometimes","2016","Not Employed","East Germany","371","0.218158522988802","0.199578534851052","0.236738511126551"
"Very often","2016","Employed","West Germany","182","0.0128837612467376","0.0109439953489982","0.0148235271444769"
"Very often","2016","Employed","East Germany","38","0.0128566162921578","0.00892749451833949","0.0167857380659761"
"Very often","2016","Not Employed","West Germany","120","0.0192819440662474","0.0158573430167615","0.0227065451157334"
"Very often","2016","Not Employed","East Germany","40","0.0172441938961006","0.0113876116736588","0.0231007761185425"
"Very rare","2016","Employed","West Germany","5294","0.402169106177473","0.393735032945398","0.410603179409549"
"Very rare","2016","Employed","East Germany","1207","0.353074839422168","0.336406112395919","0.369743566448417"
"Very rare","2016","Not Employed","West Germany","2286","0.367140388099185","0.355136214645066","0.379144561553303"
"Very rare","2016","Not Employed","East Germany","680","0.34562012037398","0.324225013300258","0.367015227447703"
"Often","2017","Employed","West Germany","725","0.0523889046591912","0.0487578012921455","0.0560200080262368"
"Often","2017","Employed","East Germany","179","0.0544131472478085","0.0470014077406225","0.0618248867549946"
"Often","2017","Not Employed","West Germany","473","0.0830675497191982","0.0763375320658725","0.0897975673725239"
"Often","2017","Not Employed","East Germany","156","0.0825929846907103","0.0706067996152948","0.0945791697661258"
"Rarely","2017","Employed","West Germany","5174","0.363591502726281","0.355752176604188","0.371430828848373"
"Rarely","2017","Employed","East Germany","1393","0.390397236414672","0.374457015262343","0.406337457567"
"Rarely","2017","Not Employed","West Germany","2092","0.321428196265131","0.310039560000466","0.332816832529797"
"Rarely","2017","Not Employed","East Germany","714","0.340539132082847","0.31990404063647","0.361174223529224"
"Sometimes","2017","Employed","West Germany","2256","0.156994587596344","0.151065861234635","0.162923313958053"
"Sometimes","2017","Employed","East Germany","545","0.157046336024991","0.145157666166053","0.168935005883928"
"Sometimes","2017","Not Employed","West Germany","1241","0.20333503635807","0.193520364144116","0.213149708572024"
"Sometimes","2017","Not Employed","East Germany","376","0.217643319743139","0.199675166662629","0.235611472823648"
"Very often","2017","Employed","West Germany","166","0.00926988955390352","0.00770811319131688","0.0108316659164902"
"Very often","2017","Employed","East Germany","44","0.0097084348446611","0.00650457387594426","0.0129122958133779"
"Very often","2017","Not Employed","West Germany","162","0.0217579453737604","0.0182002894961082","0.0253156012514127"
"Very often","2017","Not Employed","East Germany","34","0.0187010528324203","0.0128022746465232","0.0245998310183174"
"Very rare","2017","Employed","West Germany","6143","0.417755115464281","0.409717677876681","0.42579255305188"
"Very rare","2017","Employed","East Germany","1437","0.388434845467868","0.37250916605931","0.404360524876425"
"Very rare","2017","Not Employed","West Germany","2492","0.37041127228384","0.358635147439737","0.382187397127944"
"Very rare","2017","Not Employed","East Germany","746","0.340523510650884","0.319888648106191","0.361158373195576"
"Often","2018","Employed","West Germany","670","0.0484909242006032","0.0449263040961642","0.0520555443050422"
"Often","2018","Employed","East Germany","158","0.0497867501800754","0.0426004411687428","0.056973059191408"
"Often","2018","Not Employed","West Germany","451","0.0700157938405284","0.0636697492182559","0.0763618384628009"
"Often","2018","Not Employed","East Germany","132","0.0675915257803789","0.0565671843528099","0.0786158672079479"
"Rarely","2018","Employed","West Germany","4805","0.349098697283773","0.341188118897379","0.357009275670167"
"Rarely","2018","Employed","East Germany","1332","0.390272496968779","0.374155269930156","0.406389724007402"
"Rarely","2018","Not Employed","West Germany","2027","0.334392850474858","0.322659965657259","0.346125735292457"
"Rarely","2018","Not Employed","East Germany","681","0.359877779863288","0.338800605335145","0.380954954391432"
"Sometimes","2018","Employed","West Germany","2186","0.158044411656121","0.151990853516117","0.164097969796125"
"Sometimes","2018","Employed","East Germany","525","0.156181873572324","0.144187482713739","0.16817626443091"
"Sometimes","2018","Not Employed","West Germany","1126","0.190358554770223","0.180595181542044","0.200121927998402"
"Sometimes","2018","Not Employed","East Germany","355","0.177440153749188","0.160663199152422","0.194217108345953"
"Very often","2018","Employed","West Germany","165","0.0111209302361624","0.0093806519377362","0.0128612085345886"
"Very often","2018","Employed","East Germany","33","0.011886042925483","0.00830540323302036","0.0154666826179457"
"Very often","2018","Not Employed","West Germany","143","0.0245080779774105","0.0206627464223302","0.0283534095324908"
"Very often","2018","Not Employed","East Germany","53","0.0290747888650506","0.0216965179449542","0.036453059785147"
"Very rare","2018","Employed","West Germany","6123","0.43324503662334","0.425021833500601","0.441468239746079"
"Very rare","2018","Employed","East Germany","1471","0.391872836353338","0.375743806745123","0.408001865961553"
"Very rare","2018","Not Employed","West Germany","2464","0.38072472293698","0.368648955592087","0.392800490281874"
"Very rare","2018","Not Employed","East Germany","771","0.366015751742095","0.344861749511901","0.387169753972288"
"Often","2019","Employed","West Germany","647","0.0458679747364194","0.0424106733396073","0.0493252761332315"
"Often","2019","Employed","East Germany","147","0.0493291955709166","0.042263060715094","0.0563953304267391"
"Often","2019","Not Employed","West Germany","436","0.06632687278926","0.0600870870639541","0.0725666585145659"
"Often","2019","Not Employed","East Germany","151","0.083962965570523","0.0716914277479279","0.096234503393118"
"Rarely","2019","Employed","West Germany","4804","0.356856782796058","0.348939447316826","0.36477411827529"
"Rarely","2019","Employed","East Germany","1335","0.370879072513908","0.355117553990051","0.386640591037764"
"Rarely","2019","Not Employed","West Germany","2001","0.340941759706004","0.329055930583614","0.352827588828394"
"Rarely","2019","Not Employed","East Germany","661","0.338544495350356","0.317605454443756","0.359483536256955"
"Sometimes","2019","Employed","West Germany","2059","0.147741540830424","0.141877254121816","0.153605827539033"
"Sometimes","2019","Employed","East Germany","492","0.145635011243886","0.134125167045007","0.157144855442765"
"Sometimes","2019","Not Employed","West Germany","1062","0.18552608028263","0.175779134246643","0.195273026318617"
"Sometimes","2019","Not Employed","East Germany","360","0.195730274348312","0.178174157910691","0.213286390785934"
"Very often","2019","Employed","West Germany","164","0.0138677986465322","0.0119351649087572","0.0158004323843071"
"Very often","2019","Employed","East Germany","27","","",""
"Very often","2019","Not Employed","West Germany","131","0.0200702879357596","0.0165538597666248","0.0235867161048945"
"Very often","2019","Not Employed","East Germany","38","0.0224807702031714","0.0159213290917609","0.0290402113145818"
"Very rare","2019","Employed","West Germany","6391","0.435665902990566","0.427471389885607","0.443860416095524"
"Very rare","2019","Employed","East Germany","1607","0.422957010397946","0.406836936624081","0.43907708417181"
"Very rare","2019","Not Employed","West Germany","2480","0.387134999286346","0.374921471800601","0.399348526772091"
"Very rare","2019","Not Employed","East Germany","752","0.359281494527637","0.338051511467942","0.380511477587332"
