"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","7.16","8","3414","4","6","9","10","10","7.08","7.24","0","10","8","8"
"1984","higher education","7.96","8","776","5","7","9","10","10","7.84","8.08","0","10","8","8"
"1984","higher vocational","7.64","8","646","5","7","9","10","10","7.49","7.79","0","10","8","8"
"1984","in school","7.89","8","184","5","7","9","10","10","7.63","8.15","0","10","8","8"
"1984","inadequately","6.84","7","1006","4","5","9","10","10","6.69","6.99","0","10","7","8"
"1984","middle vocational","7.52","8","5642","5","6","9","10","10","7.47","7.57","0","10","8","8"
"1984","vocational + Abi","7.56","8","310","5","7","9","10","10","7.33","7.79","0","10","8","8"
"1985","general elemantary","7.18","8","3036","5","6","9","10","10","7.1","7.26","0","10","8","8"
"1985","higher education","7.75","8","750","5","7","9","10","10","7.63","7.87","0","10","8","8"
"1985","higher vocational","7.49","8","612","5","7","9","10","10","7.35","7.63","0","10","8","8"
"1985","in school","7.71","8","184","5","7","9","10","10","7.45","7.97","1","10","8","8"
"1985","inadequately","7.06","7","830","4","5","9","10","10","6.91","7.21","0","10","7","8"
"1985","middle vocational","7.37","8","5152","5","6","9","10","10","7.32","7.42","0","10","8","8"
"1985","vocational + Abi","7.54","8","276","5","7","8","10","10","7.32","7.76","0","10","8","8"
"1986","general elemantary","7.39","8","2885","5","6","9","10","10","7.32","7.46","0","10","8","8"
"1986","higher education","7.91","8","745","6","7","9","10","10","7.8","8.02","0","10","8","8"
"1986","higher vocational","7.46","8","579","5","7","9","10","10","7.31","7.61","0","10","8","8"
"1986","in school","7.94","8","188","6","7","9","10","10","7.72","8.16","0","10","8","8"
"1986","inadequately","6.97","7","779","4","5","9","10","10","6.82","7.12","0","10","7","8"
"1986","middle vocational","7.53","8","4956","5","7","9","10","10","7.48","7.58","0","10","8","8"
"1986","vocational + Abi","7.63","8","273","5","7","9","10","10","7.4","7.86","0","10","8","8"
"1987","general elemantary","7.13","8","2807","5","6","8","10","10","7.06","7.2","0","10","8","8"
"1987","higher education","7.55","8","738","5","7","9","9","10","7.43","7.67","0","10","8","8"
"1987","higher vocational","7.41","8","565","5","7","8","9","10","7.27","7.55","0","10","8","8"
"1987","in school","7.5","8","187","5","6","9","10","10","7.23","7.77","2","10","8","8"
"1987","inadequately","6.79","7","753","4","5","8","9","10","6.64","6.94","0","10","7","8"
