"plh0110","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","Urban Area","154","0.212444484240719","0.182953505199328","0.241935463282111"
"Very important","1990","1-pers.-HH","Rural Area","39","0.221633265353149","0.156869937981249","0.286396592725049"
"Very important","1990","(Married) couple without C. ","Urban Area","496","0.314177318571936","0.291296292687259","0.337058344456613"
"Very important","1990","(Married) couple without C. ","Rural Area","172","0.422826752709365","0.375182843269156","0.470470662149574"
"Very important","1990","Single parent ","Urban Area","86","0.274533588726343","0.223778888761812","0.325288288690873"
"Very important","1990","Single parent ","Rural Area","27","","",""
"Very important","1990","Couple + C. LE 16 ","Urban Area","769","0.675604116160045","0.648320583652114","0.702887648667977"
"Very important","1990","Couple + C. LE 16 ","Rural Area","194","0.567621319882549","0.514650104491511","0.620592535273586"
"Very important","1990","Couple + C. GT 16 ","Urban Area","366","0.319408214859289","0.292175227282778","0.3466412024358"
"Very important","1990","Couple + C. GT 16 ","Rural Area","145","0.361888732364907","0.31394959929344","0.409827865436375"
"Very important","1990","Couple + C. LE and GT 16","Urban Area","128","0.402709879116878","0.348549509219634","0.456870249014123"
"Very important","1990","Couple + C. LE and GT 16","Rural Area","50","0.440712562192319","0.351511534560588","0.52991358982405"
"Important","1990","1-pers.-HH","Urban Area","289","0.377071005132326","0.342128284651748","0.412013725612905"
"Important","1990","1-pers.-HH","Rural Area","69","0.447444694175666","0.369913387115306","0.524976001236027"
"Important","1990","(Married) couple without C. ","Urban Area","682","0.433001345054514","0.40857728871491","0.457425401394117"
"Important","1990","(Married) couple without C. ","Rural Area","150","0.354647815533892","0.308508611082968","0.400787019984817"
"Important","1990","Single parent ","Urban Area","137","0.471936488709394","0.415161804871106","0.528711172547682"
"Important","1990","Single parent ","Rural Area","37","0.47167199811473","0.36616756043375","0.57717643579571"
"Important","1990","Couple + C. LE 16 ","Urban Area","338","0.301474541482397","0.274730118658478","0.328218964306317"
"Important","1990","Couple + C. LE 16 ","Rural Area","132","0.403962441969","0.351495499032837","0.456429384905163"
"Important","1990","Couple + C. GT 16 ","Urban Area","491","0.442158833753379","0.413150463573833","0.471167203932925"
"Important","1990","Couple + C. GT 16 ","Rural Area","158","0.406983383091004","0.357974341580809","0.455992424601198"
"Important","1990","Couple + C. LE and GT 16","Urban Area","130","0.422670662349251","0.368119290083423","0.47722203461508"
"Important","1990","Couple + C. LE and GT 16","Rural Area","54","0.442420139342597","0.353183009414261","0.531657269270933"
"Less important","1990","1-pers.-HH","Urban Area","172","0.224316013655396","0.19424151309097","0.254390514219822"
"Less important","1990","1-pers.-HH","Rural Area","30","0.189271984793441","0.128191805104212","0.25035216448267"
"Less important","1990","(Married) couple without C. ","Urban Area","286","0.179453367127566","0.160538225577296","0.198368508677835"
"Less important","1990","(Married) couple without C. ","Rural Area","54","0.132492510819638","0.0997957035985571","0.165189318040719"
"Less important","1990","Single parent ","Urban Area","51","0.17829113076908","0.134760623974363","0.221821637563798"
"Less important","1990","Single parent ","Rural Area","19","","",""
"Less important","1990","Couple + C. LE 16 ","Urban Area","21","","",""
"Less important","1990","Couple + C. LE 16 ","Rural Area","9","","",""
"Less important","1990","Couple + C. GT 16 ","Urban Area","208","0.181155610492252","0.158659601389124","0.203651619595379"
"Less important","1990","Couple + C. GT 16 ","Rural Area","67","0.187878947190251","0.148911327134497","0.226846567246005"
"Less important","1990","Couple + C. LE and GT 16","Urban Area","47","0.142110958419681","0.103552278380768","0.180669638458595"
"Less important","1990","Couple + C. LE and GT 16","Rural Area","12","","",""
"Quite unimportant","1990","1-pers.-HH","Urban Area","124","0.186168496971558","0.158104713771843","0.214232280171274"
"Quite unimportant","1990","1-pers.-HH","Rural Area","20","","",""
"Quite unimportant","1990","(Married) couple without C. ","Urban Area","117","0.073367969245985","0.060515426427238","0.0862205120647321"
"Quite unimportant","1990","(Married) couple without C. ","Rural Area","37","0.0900329209371042","0.0624279956791488","0.11763784619506"
"Quite unimportant","1990","Single parent ","Urban Area","23","","",""
"Quite unimportant","1990","Single parent ","Rural Area","3","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","Urban Area","3","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","Rural Area","1","","",""
