"plh0110","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1994","35-65 y.","Urban Area","","","",""
"Quite unimportant","1994","35-65 y.","Rural Area","","","",""
"Quite unimportant","1994","66 and older","Urban Area","","","",""
"Quite unimportant","1994","66 and older","Rural Area","","","",""
"Very important","1995","16-34 y.","Urban Area","929","0.336770387414772","0.318162531151958","0.355378243677586"
"Very important","1995","16-34 y.","Rural Area","671","0.42818432281724","0.403068195292531","0.453300450341949"
"Very important","1995","35-65 y.","Urban Area","1869","0.47834167018324","0.46190714079171","0.49477619957477"
"Very important","1995","35-65 y.","Rural Area","1191","0.50452528101452","0.483566055589038","0.525484506440001"
"Very important","1995","66 and older","Urban Area","415","0.42052383832379","0.389083573259665","0.451964103387915"
"Very important","1995","66 and older","Rural Area","187","0.387496448756694","0.344138833164186","0.430854064349202"
"Important","1995","16-34 y.","Urban Area","828","0.337294734049007","0.318679760165975","0.355909707932039"
"Important","1995","16-34 y.","Rural Area","447","0.318164912385187","0.294523409327622","0.341806415442753"
"Important","1995","35-65 y.","Urban Area","1180","0.345206397998491","0.3295645981959","0.360848197801082"
"Important","1995","35-65 y.","Rural Area","779","0.363980698066272","0.343811095675767","0.384150300456776"
"Important","1995","66 and older","Urban Area","376","0.383159662143329","0.352196209933937","0.414123114352722"
"Important","1995","66 and older","Rural Area","208","0.426656534286594","0.38263918802976","0.470673880543428"
"Less important","1995","16-34 y.","Urban Area","558","0.248847719538147","0.231825026506464","0.265870412569829"
"Less important","1995","16-34 y.","Rural Area","287","0.196801229963397","0.176620601315506","0.216981858611287"
"Less important","1995","35-65 y.","Urban Area","302","0.104913432825923","0.0948315148464756","0.11499535080537"
"Less important","1995","35-65 y.","Rural Area","145","0.0917731138566375","0.0796705349443053","0.10387569276897"
"Less important","1995","66 and older","Urban Area","63","0.081514954307977","0.0640877472540709","0.0989421613618831"
"Less important","1995","66 and older","Rural Area","32","0.0584317904448207","0.0375567314191555","0.0793068494704859"
"Quite unimportant","1995","16-34 y.","Urban Area","163","0.0770871589980744","0.0665852366090244","0.0875890813871244"
"Quite unimportant","1995","16-34 y.","Rural Area","86","0.0568495348341761","0.0450961428977969","0.0686029267705553"
"Quite unimportant","1995","35-65 y.","Urban Area","198","0.0715384989923462","0.0630594537359339","0.0800175442487585"
"Quite unimportant","1995","35-65 y.","Rural Area","71","0.0397209070625713","0.0315337838247447","0.0479080303003979"
"Quite unimportant","1995","66 and older","Urban Area","93","0.114801545224903","0.0944982143622179","0.135104876087589"
"Quite unimportant","1995","66 and older","Rural Area","58","0.127415226511891","0.0977401599203035","0.157090293103479"
"Very important","1996","16-34 y.","Urban Area","","","",""
"Very important","1996","16-34 y.","Rural Area","","","",""
"Very important","1996","35-65 y.","Urban Area","","","",""
"Very important","1996","35-65 y.","Rural Area","","","",""
"Very important","1996","66 and older","Urban Area","","","",""
"Very important","1996","66 and older","Rural Area","","","",""
"Important","1996","16-34 y.","Urban Area","","","",""
"Important","1996","16-34 y.","Rural Area","","","",""
"Important","1996","35-65 y.","Urban Area","","","",""
"Important","1996","35-65 y.","Rural Area","","","",""
"Important","1996","66 and older","Urban Area","","","",""
"Important","1996","66 and older","Rural Area","","","",""
"Less important","1996","16-34 y.","Urban Area","","","",""
"Less important","1996","16-34 y.","Rural Area","","","",""
"Less important","1996","35-65 y.","Urban Area","","","",""
"Less important","1996","35-65 y.","Rural Area","","","",""
"Less important","1996","66 and older","Urban Area","","","",""
"Less important","1996","66 and older","Rural Area","","","",""
"Quite unimportant","1996","16-34 y.","Urban Area","","","",""
"Quite unimportant","1996","16-34 y.","Rural Area","","","",""
"Quite unimportant","1996","35-65 y.","Urban Area","","","",""
"Quite unimportant","1996","35-65 y.","Rural Area","","","",""
"Quite unimportant","1996","66 and older","Urban Area","","","",""
"Quite unimportant","1996","66 and older","Rural Area","","","",""
"Very important","1997","16-34 y.","Urban Area","","","",""
"Very important","1997","16-34 y.","Rural Area","","","",""
"Very important","1997","35-65 y.","Urban Area","","","",""
"Very important","1997","35-65 y.","Rural Area","","","",""
"Very important","1997","66 and older","Urban Area","","","",""
"Very important","1997","66 and older","Rural Area","","","",""
"Important","1997","16-34 y.","Urban Area","","","",""
"Important","1997","16-34 y.","Rural Area","","","",""
"Important","1997","35-65 y.","Urban Area","","","",""
"Important","1997","35-65 y.","Rural Area","","","",""
"Important","1997","66 and older","Urban Area","","","",""
"Important","1997","66 and older","Rural Area","","","",""
"Less important","1997","16-34 y.","Urban Area","","","",""
"Less important","1997","16-34 y.","Rural Area","","","",""
"Less important","1997","35-65 y.","Urban Area","","","",""
"Less important","1997","35-65 y.","Rural Area","","","",""
"Less important","1997","66 and older","Urban Area","","","",""
"Less important","1997","66 and older","Rural Area","","","",""
"Quite unimportant","1997","16-34 y.","Urban Area","","","",""
"Quite unimportant","1997","16-34 y.","Rural Area","","","",""
"Quite unimportant","1997","35-65 y.","Urban Area","","","",""
"Quite unimportant","1997","35-65 y.","Rural Area","","","",""
"Quite unimportant","1997","66 and older","Urban Area","","","",""
"Quite unimportant","1997","66 and older","Rural Area","","","",""
"Very important","1998","16-34 y.","Urban Area","","","",""
"Very important","1998","16-34 y.","Rural Area","","","",""
"Very important","1998","35-65 y.","Urban Area","","","",""
"Very important","1998","35-65 y.","Rural Area","","","",""
"Very important","1998","66 and older","Urban Area","","","",""
"Very important","1998","66 and older","Rural Area","","","",""
"Important","1998","16-34 y.","Urban Area","","","",""
"Important","1998","16-34 y.","Rural Area","","","",""
"Important","1998","35-65 y.","Urban Area","","","",""
"Important","1998","35-65 y.","Rural Area","","","",""
"Important","1998","66 and older","Urban Area","","","",""
"Important","1998","66 and older","Rural Area","","","",""
"Less important","1998","16-34 y.","Urban Area","","","",""
"Less important","1998","16-34 y.","Rural Area","","","",""
"Less important","1998","35-65 y.","Urban Area","","","",""
"Less important","1998","35-65 y.","Rural Area","","","",""
"Less important","1998","66 and older","Urban Area","","","",""
"Less important","1998","66 and older","Rural Area","","","",""
"Quite unimportant","1998","16-34 y.","Urban Area","","","",""
"Quite unimportant","1998","16-34 y.","Rural Area","","","",""
"Quite unimportant","1998","35-65 y.","Urban Area","","","",""
"Quite unimportant","1998","35-65 y.","Rural Area","","","",""
"Quite unimportant","1998","66 and older","Urban Area","","","",""
"Quite unimportant","1998","66 and older","Rural Area","","","",""
"Very important","1999","16-34 y.","Urban Area","","","",""
"Very important","1999","16-34 y.","Rural Area","","","",""
"Very important","1999","35-65 y.","Urban Area","","","",""
"Very important","1999","35-65 y.","Rural Area","","","",""
"Very important","1999","66 and older","Urban Area","","","",""
"Very important","1999","66 and older","Rural Area","","","",""
"Important","1999","16-34 y.","Urban Area","","","",""
"Important","1999","16-34 y.","Rural Area","","","",""
"Important","1999","35-65 y.","Urban Area","","","",""
"Important","1999","35-65 y.","Rural Area","","","",""
"Important","1999","66 and older","Urban Area","","","",""
"Important","1999","66 and older","Rural Area","","","",""
"Less important","1999","16-34 y.","Urban Area","","","",""
"Less important","1999","16-34 y.","Rural Area","","","",""
"Less important","1999","35-65 y.","Urban Area","","","",""
"Less important","1999","35-65 y.","Rural Area","","","",""
"Less important","1999","66 and older","Urban Area","","","",""
"Less important","1999","66 and older","Rural Area","","","",""
"Quite unimportant","1999","16-34 y.","Urban Area","","","",""
"Quite unimportant","1999","16-34 y.","Rural Area","","","",""
"Quite unimportant","1999","35-65 y.","Urban Area","","","",""
"Quite unimportant","1999","35-65 y.","Rural Area","","","",""
"Quite unimportant","1999","66 and older","Urban Area","","","",""
"Quite unimportant","1999","66 and older","Rural Area","","","",""
"Very important","2000","16-34 y.","Urban Area","","","",""
"Very important","2000","16-34 y.","Rural Area","","","",""
"Very important","2000","35-65 y.","Urban Area","","","",""
"Very important","2000","35-65 y.","Rural Area","","","",""
"Very important","2000","66 and older","Urban Area","","","",""
"Very important","2000","66 and older","Rural Area","","","",""
"Important","2000","16-34 y.","Urban Area","","","",""
"Important","2000","16-34 y.","Rural Area","","","",""
"Important","2000","35-65 y.","Urban Area","","","",""
"Important","2000","35-65 y.","Rural Area","","","",""
"Important","2000","66 and older","Urban Area","","","",""
"Important","2000","66 and older","Rural Area","","","",""
"Less important","2000","16-34 y.","Urban Area","","","",""
"Less important","2000","16-34 y.","Rural Area","","","",""
"Less important","2000","35-65 y.","Urban Area","","","",""
"Less important","2000","35-65 y.","Rural Area","","","",""
"Less important","2000","66 and older","Urban Area","","","",""
"Less important","2000","66 and older","Rural Area","","","",""
"Quite unimportant","2000","16-34 y.","Urban Area","","","",""
"Quite unimportant","2000","16-34 y.","Rural Area","","","",""
"Quite unimportant","2000","35-65 y.","Urban Area","","","",""
"Quite unimportant","2000","35-65 y.","Rural Area","","","",""
"Quite unimportant","2000","66 and older","Urban Area","","","",""
"Quite unimportant","2000","66 and older","Rural Area","","","",""
"Very important","2001","16-34 y.","Urban Area","","","",""
"Very important","2001","16-34 y.","Rural Area","","","",""
"Very important","2001","35-65 y.","Urban Area","","","",""
"Very important","2001","35-65 y.","Rural Area","","","",""
"Very important","2001","66 and older","Urban Area","","","",""
"Very important","2001","66 and older","Rural Area","","","",""
"Important","2001","16-34 y.","Urban Area","","","",""
"Important","2001","16-34 y.","Rural Area","","","",""
"Important","2001","35-65 y.","Urban Area","","","",""
"Important","2001","35-65 y.","Rural Area","","","",""
"Important","2001","66 and older","Urban Area","","","",""
"Important","2001","66 and older","Rural Area","","","",""
"Less important","2001","16-34 y.","Urban Area","","","",""
"Less important","2001","16-34 y.","Rural Area","","","",""
"Less important","2001","35-65 y.","Urban Area","","","",""
"Less important","2001","35-65 y.","Rural Area","","","",""
"Less important","2001","66 and older","Urban Area","","","",""
"Less important","2001","66 and older","Rural Area","","","",""
"Quite unimportant","2001","16-34 y.","Urban Area","","","",""
"Quite unimportant","2001","16-34 y.","Rural Area","","","",""
"Quite unimportant","2001","35-65 y.","Urban Area","","","",""
"Quite unimportant","2001","35-65 y.","Rural Area","","","",""
"Quite unimportant","2001","66 and older","Urban Area","","","",""
"Quite unimportant","2001","66 and older","Rural Area","","","",""
"Very important","2002","16-34 y.","Urban Area","","","",""
"Very important","2002","16-34 y.","Rural Area","","","",""
"Very important","2002","35-65 y.","Urban Area","","","",""
"Very important","2002","35-65 y.","Rural Area","","","",""
"Very important","2002","66 and older","Urban Area","","","",""
"Very important","2002","66 and older","Rural Area","","","",""
"Important","2002","16-34 y.","Urban Area","","","",""
"Important","2002","16-34 y.","Rural Area","","","",""
"Important","2002","35-65 y.","Urban Area","","","",""
"Important","2002","35-65 y.","Rural Area","","","",""
"Important","2002","66 and older","Urban Area","","","",""
"Important","2002","66 and older","Rural Area","","","",""
"Less important","2002","16-34 y.","Urban Area","","","",""
"Less important","2002","16-34 y.","Rural Area","","","",""
"Less important","2002","35-65 y.","Urban Area","","","",""
"Less important","2002","35-65 y.","Rural Area","","","",""
"Less important","2002","66 and older","Urban Area","","","",""
"Less important","2002","66 and older","Rural Area","","","",""
"Quite unimportant","2002","16-34 y.","Urban Area","","","",""
"Quite unimportant","2002","16-34 y.","Rural Area","","","",""
"Quite unimportant","2002","35-65 y.","Urban Area","","","",""
"Quite unimportant","2002","35-65 y.","Rural Area","","","",""
"Quite unimportant","2002","66 and older","Urban Area","","","",""
"Quite unimportant","2002","66 and older","Rural Area","","","",""
"Very important","2003","16-34 y.","Urban Area","","","",""
"Very important","2003","16-34 y.","Rural Area","","","",""
"Very important","2003","35-65 y.","Urban Area","","","",""
"Very important","2003","35-65 y.","Rural Area","","","",""
"Very important","2003","66 and older","Urban Area","","","",""
"Very important","2003","66 and older","Rural Area","","","",""
"Important","2003","16-34 y.","Urban Area","","","",""
"Important","2003","16-34 y.","Rural Area","","","",""
"Important","2003","35-65 y.","Urban Area","","","",""
"Important","2003","35-65 y.","Rural Area","","","",""
"Important","2003","66 and older","Urban Area","","","",""
"Important","2003","66 and older","Rural Area","","","",""
"Less important","2003","16-34 y.","Urban Area","","","",""
"Less important","2003","16-34 y.","Rural Area","","","",""
"Less important","2003","35-65 y.","Urban Area","","","",""
"Less important","2003","35-65 y.","Rural Area","","","",""
"Less important","2003","66 and older","Urban Area","","","",""
"Less important","2003","66 and older","Rural Area","","","",""
"Quite unimportant","2003","16-34 y.","Urban Area","","","",""
"Quite unimportant","2003","16-34 y.","Rural Area","","","",""
"Quite unimportant","2003","35-65 y.","Urban Area","","","",""
"Quite unimportant","2003","35-65 y.","Rural Area","","","",""
"Quite unimportant","2003","66 and older","Urban Area","","","",""
"Quite unimportant","2003","66 and older","Rural Area","","","",""
"Very important","2004","16-34 y.","Urban Area","1269","0.331660325471442","0.316481873090639","0.346838777852244"
"Very important","2004","16-34 y.","Rural Area","631","0.331093938703283","0.309672363300457","0.352515514106108"
"Very important","2004","35-65 y.","Urban Area","4126","0.464284953270113","0.453440132959174","0.475129773581052"
"Very important","2004","35-65 y.","Rural Area","1951","0.443940047112341","0.42846139400838","0.459418700216303"
"Very important","2004","66 and older","Urban Area","1142","0.438335265567843","0.418574543673135","0.45809598746255"
"Very important","2004","66 and older","Rural Area","536","0.417903261289779","0.390406957407557","0.445399565172001"
"Important","2004","16-34 y.","Urban Area","1272","0.346019786796434","0.330683688583729","0.361355885009138"
"Important","2004","16-34 y.","Rural Area","605","0.336771922716831","0.315259336887033","0.35828450854663"
"Important","2004","35-65 y.","Urban Area","2645","0.32924764830836","0.319028714725991","0.339466581890728"
"Important","2004","35-65 y.","Rural Area","1462","0.390801943502405","0.375601095790972","0.406002791213838"
"Important","2004","66 and older","Urban Area","964","0.417057908735271","0.397421054808531","0.436694762662011"
"Important","2004","66 and older","Rural Area","550","0.451989629744192","0.424243815177557","0.479735444310828"
"Less important","2004","16-34 y.","Urban Area","867","0.238458595304015","0.224720220489163","0.252196970118867"
"Less important","2004","16-34 y.","Rural Area","477","0.247325596372989","0.227686055437055","0.266965137308923"
"Less important","2004","35-65 y.","Urban Area","894","0.129921542023253","0.122610438641748","0.137232645404757"
"Less important","2004","35-65 y.","Rural Area","370","0.106607678024648","0.0969932036537329","0.116222152395562"
"Less important","2004","66 and older","Urban Area","162","0.0704260548343719","0.0602361606744555","0.0806159489942882"
"Less important","2004","66 and older","Rural Area","73","0.0670160617440301","0.0530759777502681","0.0809561457377922"
"Quite unimportant","2004","16-34 y.","Urban Area","288","0.0838612924281092","0.0749252853980128","0.0927972994582055"
"Quite unimportant","2004","16-34 y.","Rural Area","141","0.0848085422068971","0.0721270895681512","0.0974899948456429"
"Quite unimportant","2004","35-65 y.","Urban Area","459","0.0765458563982745","0.070764474690911","0.082327238105638"
"Quite unimportant","2004","35-65 y.","Rural Area","175","0.058650331360606","0.0513301655548189","0.0659704971663931"
"Quite unimportant","2004","66 and older","Urban Area","154","0.0741807708625142","0.0637439124689177","0.0846176292561106"
"Quite unimportant","2004","66 and older","Rural Area","77","0.0630910472219984","0.0495369243544781","0.0766451700895187"
"Very important","2005","16-34 y.","Urban Area","","","",""
"Very important","2005","16-34 y.","Rural Area","","","",""
"Very important","2005","35-65 y.","Urban Area","","","",""
"Very important","2005","35-65 y.","Rural Area","","","",""
"Very important","2005","66 and older","Urban Area","","","",""
"Very important","2005","66 and older","Rural Area","","","",""
"Important","2005","16-34 y.","Urban Area","","","",""
"Important","2005","16-34 y.","Rural Area","","","",""
"Important","2005","35-65 y.","Urban Area","","","",""
"Important","2005","35-65 y.","Rural Area","","","",""
"Important","2005","66 and older","Urban Area","","","",""
"Important","2005","66 and older","Rural Area","","","",""
"Less important","2005","16-34 y.","Urban Area","","","",""
"Less important","2005","16-34 y.","Rural Area","","","",""
"Less important","2005","35-65 y.","Urban Area","","","",""
"Less important","2005","35-65 y.","Rural Area","","","",""
"Less important","2005","66 and older","Urban Area","","","",""
"Less important","2005","66 and older","Rural Area","","","",""
"Quite unimportant","2005","16-34 y.","Urban Area","","","",""
"Quite unimportant","2005","16-34 y.","Rural Area","","","",""
"Quite unimportant","2005","35-65 y.","Urban Area","","","",""
"Quite unimportant","2005","35-65 y.","Rural Area","","","",""
"Quite unimportant","2005","66 and older","Urban Area","","","",""
"Quite unimportant","2005","66 and older","Rural Area","","","",""
"Very important","2006","16-34 y.","Urban Area","","","",""
"Very important","2006","16-34 y.","Rural Area","","","",""
"Very important","2006","35-65 y.","Urban Area","","","",""
"Very important","2006","35-65 y.","Rural Area","","","",""
"Very important","2006","66 and older","Urban Area","","","",""
"Very important","2006","66 and older","Rural Area","","","",""
"Important","2006","16-34 y.","Urban Area","","","",""
"Important","2006","16-34 y.","Rural Area","","","",""
"Important","2006","35-65 y.","Urban Area","","","",""
"Important","2006","35-65 y.","Rural Area","","","",""
"Important","2006","66 and older","Urban Area","","","",""
"Important","2006","66 and older","Rural Area","","","",""
"Less important","2006","16-34 y.","Urban Area","","","",""
"Less important","2006","16-34 y.","Rural Area","","","",""
"Less important","2006","35-65 y.","Urban Area","","","",""
"Less important","2006","35-65 y.","Rural Area","","","",""
"Less important","2006","66 and older","Urban Area","","","",""
"Less important","2006","66 and older","Rural Area","","","",""
"Quite unimportant","2006","16-34 y.","Urban Area","","","",""
"Quite unimportant","2006","16-34 y.","Rural Area","","","",""
"Quite unimportant","2006","35-65 y.","Urban Area","","","",""
"Quite unimportant","2006","35-65 y.","Rural Area","","","",""
"Quite unimportant","2006","66 and older","Urban Area","","","",""
"Quite unimportant","2006","66 and older","Rural Area","","","",""
"Very important","2007","16-34 y.","Urban Area","","","",""
"Very important","2007","16-34 y.","Rural Area","","","",""
"Very important","2007","35-65 y.","Urban Area","","","",""
"Very important","2007","35-65 y.","Rural Area","","","",""
"Very important","2007","66 and older","Urban Area","","","",""
"Very important","2007","66 and older","Rural Area","","","",""
"Important","2007","16-34 y.","Urban Area","","","",""
"Important","2007","16-34 y.","Rural Area","","","",""
"Important","2007","35-65 y.","Urban Area","","","",""
"Important","2007","35-65 y.","Rural Area","","","",""
"Important","2007","66 and older","Urban Area","","","",""
"Important","2007","66 and older","Rural Area","","","",""
"Less important","2007","16-34 y.","Urban Area","","","",""
"Less important","2007","16-34 y.","Rural Area","","","",""
"Less important","2007","35-65 y.","Urban Area","","","",""
"Less important","2007","35-65 y.","Rural Area","","","",""
"Less important","2007","66 and older","Urban Area","","","",""
"Less important","2007","66 and older","Rural Area","","","",""
"Quite unimportant","2007","16-34 y.","Urban Area","","","",""
"Quite unimportant","2007","16-34 y.","Rural Area","","","",""
"Quite unimportant","2007","35-65 y.","Urban Area","","","",""
"Quite unimportant","2007","35-65 y.","Rural Area","","","",""
"Quite unimportant","2007","66 and older","Urban Area","","","",""
"Quite unimportant","2007","66 and older","Rural Area","","","",""
"Very important","2008","16-34 y.","Urban Area","1085","0.367290187048689","0.34970257507611","0.384877799021269"
"Very important","2008","16-34 y.","Rural Area","494","0.333534177366406","0.309291845243771","0.357776509489042"
"Very important","2008","35-65 y.","Urban Area","3590","0.466214013115531","0.454526924420194","0.477901101810868"
"Very important","2008","35-65 y.","Rural Area","1860","0.457120829649837","0.440813959763579","0.473427699536096"
"Very important","2008","66 and older","Urban Area","1385","0.489481739364359","0.470906115181338","0.50805736354738"
"Very important","2008","66 and older","Rural Area","657","0.41297223386186","0.387523956104033","0.438420511619687"
"Important","2008","16-34 y.","Urban Area","1017","0.344251689439473","0.326917379483046","0.3615859993959"
"Important","2008","16-34 y.","Rural Area","554","0.35716016135548","0.332522573790579","0.38179774892038"
"Important","2008","35-65 y.","Urban Area","2139","0.302859274084228","0.29209435524281","0.313624192925645"
"Important","2008","35-65 y.","Rural Area","1263","0.359401963808017","0.343695206424473","0.375108721191561"
