"plh0110","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","Not Employed","219","0.377336152587256","0.337578469207058","0.417093835967453"
"Very important","1990","16-34 y.","Employed","719","0.324644143750106","0.304305156419932","0.344983131080281"
"Very important","1990","35-65 y.","Not Employed","488","0.440202614251993","0.409857185685929","0.470548042818056"
"Very important","1990","35-65 y.","Employed","992","0.38101848970385","0.361725493988806","0.400311485418894"
"Very important","1990","66 and older","Not Employed","348","0.349370860875395","0.319132621543548","0.379609100207242"
"Very important","1990","66 and older","Employed","14","","",""
"Important","1990","16-34 y.","Not Employed","163","0.271192459749223","0.234727539287418","0.307657380211028"
"Important","1990","16-34 y.","Employed","731","0.356725947466299","0.335918223823779","0.37753367110882"
"Important","1990","35-65 y.","Not Employed","433","0.438624383029251","0.408290731623345","0.468958034435157"
"Important","1990","35-65 y.","Employed","1038","0.423604808097419","0.403974441088868","0.443235175105969"
"Important","1990","66 and older","Not Employed","420","0.430677832107647","0.399272621399377","0.462083042815917"
"Important","1990","66 and older","Employed","22","","",""
"Less important","1990","16-34 y.","Not Employed","144","0.271809352921331","0.235318435385886","0.308300270456776"
"Less important","1990","16-34 y.","Employed","456","0.249537766168122","0.230740626577824","0.26833490575842"
"Less important","1990","35-65 y.","Not Employed","72","0.0786996322778213","0.0622393034253683","0.0951599611302742"
"Less important","1990","35-65 y.","Employed","278","0.130400246707115","0.117022384618469","0.14377810879576"
"Less important","1990","66 and older","Not Employed","73","0.0796928361365255","0.0625168196602579","0.0968688526127931"
"Less important","1990","66 and older","Employed","5","","",""
"Quite unimportant","1990","16-34 y.","Not Employed","45","0.0796620347421899","0.0574530143304238","0.101871055153956"
"Quite unimportant","1990","16-34 y.","Employed","130","0.0690921426154722","0.0580760676522107","0.0801082175787337"
"Quite unimportant","1990","35-65 y.","Not Employed","35","0.0424733704409348","0.0301455776264392","0.0548011632554305"
"Quite unimportant","1990","35-65 y.","Employed","126","0.0649764554916169","0.0551843274019916","0.0747685835812422"
"Quite unimportant","1990","66 and older","Not Employed","114","0.140258470880432","0.118234536323896","0.162282405436969"
"Quite unimportant","1990","66 and older","Employed","1","","",""
"Very important","1991","16-34 y.","Not Employed","","","",""
"Very important","1991","16-34 y.","Employed","","","",""
"Very important","1991","35-65 y.","Not Employed","","","",""
"Very important","1991","35-65 y.","Employed","","","",""
"Very important","1991","66 and older","Not Employed","","","",""
