"plh0110","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","Schleswig-Holstein","34","0.395184710637684","0.290635707667263","0.499733713608106"
"Very important","1990","16-34 y.","Hamburg","8","","",""
"Very important","1990","16-34 y.","Lower Saxony","104","0.326630960209473","0.274084601789526","0.37917731862942"
"Very important","1990","16-34 y.","Bremen","10","","",""
"Very important","1990","16-34 y.","North Rhine-Westphalia","269","0.347934231003077","0.313045444833031","0.382823017173124"
"Very important","1990","16-34 y.","Hesse","66","0.28523085857658","0.226877571535624","0.343584145617536"
"Very important","1990","16-34 y.","Rhineland-Palatinate,Saarland","97","0.410921640932504","0.344692945321665","0.477150336543343"
"Very important","1990","16-34 y.","Baden-Württemberg","162","0.329381537853436","0.28571432584661","0.373048749860263"
"Very important","1990","16-34 y.","Bavaria","172","0.34237269067037","0.299835028225122","0.384910353115619"
"Very important","1990","16-34 y.","Berlin","16","","",""
"Very important","1990","16-34 y.","Brandenburg","","","",""
"Very important","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Very important","1990","16-34 y.","Saxony","","","",""
"Very important","1990","16-34 y.","Saxony-Anhalt","","","",""
"Very important","1990","16-34 y.","Thuringia","","","",""
"Very important","1990","35-65 y.","Schleswig-Holstein","62","0.429046327410983","0.346468951573808","0.511623703248158"
"Very important","1990","35-65 y.","Hamburg","17","","",""
"Very important","1990","35-65 y.","Lower Saxony","202","0.447071315091798","0.399178442816151","0.494964187367444"
"Very important","1990","35-65 y.","Bremen","14","","",""
"Very important","1990","35-65 y.","North Rhine-Westphalia","414","0.396770138955434","0.365966848698893","0.427573429211975"
"Very important","1990","35-65 y.","Hesse","116","0.327301429715744","0.2768279492992","0.377774910132289"
"Very important","1990","35-65 y.","Rhineland-Palatinate,Saarland","109","0.373412252802464","0.314503010040593","0.432321495564335"
"Very important","1990","35-65 y.","Baden-Württemberg","263","0.464989399601764","0.423229395616159","0.506749403587368"
"Very important","1990","35-65 y.","Bavaria","245","0.390923004734115","0.351582850071903","0.430263159396326"
"Very important","1990","35-65 y.","Berlin","38","0.265725200421379","0.187662922778459","0.3437874780643"
"Very important","1990","35-65 y.","Brandenburg","","","",""
"Very important","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Very important","1990","35-65 y.","Saxony","","","",""
"Very important","1990","35-65 y.","Saxony-Anhalt","","","",""
"Very important","1990","35-65 y.","Thuringia","","","",""
"Very important","1990","66 and older","Schleswig-Holstein","16","","",""
"Very important","1990","66 and older","Hamburg","10","","",""
"Very important","1990","66 and older","Lower Saxony","47","0.382206948294028","0.294157637900818","0.470256258687238"
"Very important","1990","66 and older","Bremen","11","","",""
"Very important","1990","66 and older","North Rhine-Westphalia","97","0.408855567408984","0.345457815077887","0.472253319740082"
"Very important","1990","66 and older","Hesse","31","0.284688657303258","0.196681084808749","0.372696229797767"
"Very important","1990","66 and older","Rhineland-Palatinate,Saarland","25","","",""
"Very important","1990","66 and older","Baden-Württemberg","62","0.37778550514855","0.301211663106503","0.454359347190598"
"Very important","1990","66 and older","Bavaria","52","0.287984994953641","0.223083187625088","0.352886802282193"
"Very important","1990","66 and older","Berlin","11","","",""
"Very important","1990","66 and older","Brandenburg","","","",""
"Very important","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Very important","1990","66 and older","Saxony","","","",""
"Very important","1990","66 and older","Saxony-Anhalt","","","",""
"Very important","1990","66 and older","Thuringia","","","",""
"Important","1990","16-34 y.","Schleswig-Holstein","23","","",""
"Important","1990","16-34 y.","Hamburg","12","","",""
"Important","1990","16-34 y.","Lower Saxony","110","0.359882183588388","0.3061050674723","0.413659299704476"
"Important","1990","16-34 y.","Bremen","9","","",""
"Important","1990","16-34 y.","North Rhine-Westphalia","243","0.335677303565454","0.301087976416213","0.370266630714696"
"Important","1990","16-34 y.","Hesse","71","0.280787590262349","0.222710919295066","0.338864261229632"
"Important","1990","16-34 y.","Rhineland-Palatinate,Saarland","63","0.294798512845447","0.233422395079314","0.356174630611581"
"Important","1990","16-34 y.","Baden-Württemberg","159","0.344401143507458","0.30025228576573","0.388550001249186"
"Important","1990","16-34 y.","Bavaria","172","0.35707892748624","0.314125771040119","0.400032083932362"
"Important","1990","16-34 y.","Berlin","32","0.501445688421391","0.385954185819893","0.616937191022889"
"Important","1990","16-34 y.","Brandenburg","","","",""
"Important","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Important","1990","16-34 y.","Saxony","","","",""
"Important","1990","16-34 y.","Saxony-Anhalt","","","",""
"Important","1990","16-34 y.","Thuringia","","","",""
"Important","1990","35-65 y.","Schleswig-Holstein","51","0.361658577984331","0.281493642689225","0.441823513279438"
"Important","1990","35-65 y.","Hamburg","24","","",""
"Important","1990","35-65 y.","Lower Saxony","152","0.389633309146415","0.342657813458211","0.436608804834619"
"Important","1990","35-65 y.","Bremen","12","","",""
"Important","1990","35-65 y.","North Rhine-Westphalia","418","0.436794021335209","0.405565014457946","0.468023028212472"
"Important","1990","35-65 y.","Hesse","166","0.505620277719706","0.451840176509553","0.55940037892986"
"Important","1990","35-65 y.","Rhineland-Palatinate,Saarland","112","0.454243250639512","0.393605650034755","0.51488085124427"
"Important","1990","35-65 y.","Baden-Württemberg","221","0.404849986287435","0.363752231156597","0.445947741418272"
"Important","1990","35-65 y.","Bavaria","264","0.43710605430682","0.397115166073957","0.477096942539683"
"Important","1990","35-65 y.","Berlin","51","0.402847005491996","0.316169099195013","0.489524911788979"
"Important","1990","35-65 y.","Brandenburg","","","",""
"Important","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Important","1990","35-65 y.","Saxony","","","",""
"Important","1990","35-65 y.","Saxony-Anhalt","","","",""
"Important","1990","35-65 y.","Thuringia","","","",""
"Important","1990","66 and older","Schleswig-Holstein","10","","",""
"Important","1990","66 and older","Hamburg","14","","",""
"Important","1990","66 and older","Lower Saxony","48","0.395278271259002","0.306688329160217","0.483868213357788"
"Important","1990","66 and older","Bremen","10","","",""
"Important","1990","66 and older","North Rhine-Westphalia","92","0.384314325894961","0.321585824506127","0.447042827283795"
"Important","1990","66 and older","Hesse","47","0.434045286620483","0.337385514495378","0.530705058745588"
"Important","1990","66 and older","Rhineland-Palatinate,Saarland","45","0.540271355729778","0.434322716893908","0.646219994565649"
"Important","1990","66 and older","Baden-Württemberg","65","0.414824749489721","0.337009800828322","0.49263969815112"
"Important","1990","66 and older","Bavaria","97","0.51487195126883","0.443240277861493","0.586503624676167"
"Important","1990","66 and older","Berlin","14","","",""
"Important","1990","66 and older","Brandenburg","","","",""
"Important","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Important","1990","66 and older","Saxony","","","",""
"Important","1990","66 and older","Saxony-Anhalt","","","",""
"Important","1990","66 and older","Thuringia","","","",""
"Less important","1990","16-34 y.","Schleswig-Holstein","19","","",""
"Less important","1990","16-34 y.","Hamburg","14","","",""
"Less important","1990","16-34 y.","Lower Saxony","69","0.245190369843861","0.19698917562175","0.293391564065972"
"Less important","1990","16-34 y.","Bremen","2","","",""
"Less important","1990","16-34 y.","North Rhine-Westphalia","174","0.270757047075963","0.238209550885544","0.303304543266382"
"Less important","1990","16-34 y.","Hesse","72","0.335875733519534","0.274838033343702","0.396913433695365"
"Less important","1990","16-34 y.","Rhineland-Palatinate,Saarland","41","0.237320652294914","0.180051741872126","0.294589562717702"
"Less important","1990","16-34 y.","Baden-Württemberg","90","0.231189678845295","0.19201892687454","0.27036043081605"
"Less important","1990","16-34 y.","Bavaria","101","0.23008587060454","0.192354701460178","0.267817039748901"
"Less important","1990","16-34 y.","Berlin","18","","",""
"Less important","1990","16-34 y.","Brandenburg","","","",""
"Less important","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Less important","1990","16-34 y.","Saxony","","","",""
"Less important","1990","16-34 y.","Saxony-Anhalt","","","",""
"Less important","1990","16-34 y.","Thuringia","","","",""
"Less important","1990","35-65 y.","Schleswig-Holstein","22","","",""
"Less important","1990","35-65 y.","Hamburg","5","","",""
"Less important","1990","35-65 y.","Lower Saxony","43","0.111603423009585","0.0812721864444537","0.141934659574715"
"Less important","1990","35-65 y.","Bremen","4","","",""
"Less important","1990","35-65 y.","North Rhine-Westphalia","101","0.122678895561483","0.102022696052914","0.143335095070052"
"Less important","1990","35-65 y.","Hesse","34","0.105432028444392","0.0723972040362847","0.138466852852499"
"Less important","1990","35-65 y.","Rhineland-Palatinate,Saarland","21","","",""
"Less important","1990","35-65 y.","Baden-Württemberg","45","0.0867245768075301","0.0631616197507786","0.110287533864282"
"Less important","1990","35-65 y.","Bavaria","54","0.106886282434815","0.0819765698432749","0.131795995026356"
"Less important","1990","35-65 y.","Berlin","21","","",""
"Less important","1990","35-65 y.","Brandenburg","","","",""
"Less important","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Less important","1990","35-65 y.","Saxony","","","",""
"Less important","1990","35-65 y.","Saxony-Anhalt","","","",""
"Less important","1990","35-65 y.","Thuringia","","","",""
"Less important","1990","66 and older","Schleswig-Holstein","1","","",""
"Less important","1990","66 and older","Hamburg","3","","",""
"Less important","1990","66 and older","Lower Saxony","2","","",""
"Less important","1990","66 and older","Bremen","1","","",""
"Less important","1990","66 and older","North Rhine-Westphalia","18","","",""
"Less important","1990","66 and older","Hesse","9","","",""
"Less important","1990","66 and older","Rhineland-Palatinate,Saarland","7","","",""
"Less important","1990","66 and older","Baden-Württemberg","15","","",""
"Less important","1990","66 and older","Bavaria","17","","",""
"Less important","1990","66 and older","Berlin","5","","",""
"Less important","1990","66 and older","Brandenburg","","","",""
"Less important","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Less important","1990","66 and older","Saxony","","","",""
"Less important","1990","66 and older","Saxony-Anhalt","","","",""
"Less important","1990","66 and older","Thuringia","","","",""
"Quite unimportant","1990","16-34 y.","Schleswig-Holstein","8","","",""
"Quite unimportant","1990","16-34 y.","Hamburg","6","","",""
"Quite unimportant","1990","16-34 y.","Lower Saxony","23","","",""
"Quite unimportant","1990","16-34 y.","Bremen","3","","",""
"Quite unimportant","1990","16-34 y.","North Rhine-Westphalia","30","0.0456314183555058","0.0303458486188043","0.0609169880922074"
"Quite unimportant","1990","16-34 y.","Hesse","21","","",""
"Quite unimportant","1990","16-34 y.","Rhineland-Palatinate,Saarland","11","","",""
"Quite unimportant","1990","16-34 y.","Baden-Württemberg","34","0.095027639793811","0.0677811402701818","0.12227413931744"
"Quite unimportant","1990","16-34 y.","Bavaria","33","0.0704625112388496","0.0475196987231495","0.0934053237545496"
"Quite unimportant","1990","16-34 y.","Berlin","6","","",""
"Quite unimportant","1990","16-34 y.","Brandenburg","","","",""
"Quite unimportant","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Quite unimportant","1990","16-34 y.","Saxony","","","",""
"Quite unimportant","1990","16-34 y.","Saxony-Anhalt","","","",""
"Quite unimportant","1990","16-34 y.","Thuringia","","","",""
"Quite unimportant","1990","35-65 y.","Schleswig-Holstein","3","","",""
"Quite unimportant","1990","35-65 y.","Hamburg","9","","",""
"Quite unimportant","1990","35-65 y.","Lower Saxony","17","","",""
"Quite unimportant","1990","35-65 y.","Bremen","3","","",""
"Quite unimportant","1990","35-65 y.","North Rhine-Westphalia","36","0.0437569441478744","0.0308775972163317","0.056636291079417"
"Quite unimportant","1990","35-65 y.","Hesse","16","","",""
"Quite unimportant","1990","35-65 y.","Rhineland-Palatinate,Saarland","17","","",""
"Quite unimportant","1990","35-65 y.","Baden-Württemberg","19","","",""
"Quite unimportant","1990","35-65 y.","Bavaria","28","","",""
"Quite unimportant","1990","35-65 y.","Berlin","13","","",""
"Quite unimportant","1990","35-65 y.","Brandenburg","","","",""
"Quite unimportant","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Quite unimportant","1990","35-65 y.","Saxony","","","",""
"Quite unimportant","1990","35-65 y.","Saxony-Anhalt","","","",""
"Quite unimportant","1990","35-65 y.","Thuringia","","","",""
"Quite unimportant","1990","66 and older","Schleswig-Holstein","2","","",""
"Quite unimportant","1990","66 and older","Hamburg","4","","",""
"Quite unimportant","1990","66 and older","Lower Saxony","20","","",""
"Quite unimportant","1990","66 and older","Bremen","5","","",""
"Quite unimportant","1990","66 and older","North Rhine-Westphalia","24","","",""
"Quite unimportant","1990","66 and older","Hesse","14","","",""
"Quite unimportant","1990","66 and older","Rhineland-Palatinate,Saarland","8","","",""
"Quite unimportant","1990","66 and older","Baden-Württemberg","12","","",""
"Quite unimportant","1990","66 and older","Bavaria","21","","",""
"Quite unimportant","1990","66 and older","Berlin","5","","",""
"Quite unimportant","1990","66 and older","Brandenburg","","","",""
"Quite unimportant","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Quite unimportant","1990","66 and older","Saxony","","","",""
"Quite unimportant","1990","66 and older","Saxony-Anhalt","","","",""
"Quite unimportant","1990","66 and older","Thuringia","","","",""
"Very important","1991","16-34 y.","Schleswig-Holstein","","","",""
"Very important","1991","16-34 y.","Hamburg","","","",""
"Very important","1991","16-34 y.","Lower Saxony","","","",""
"Very important","1991","16-34 y.","Bremen","","","",""
"Very important","1991","16-34 y.","North Rhine-Westphalia","","","",""
"Very important","1991","16-34 y.","Hesse","","","",""
"Very important","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Very important","1991","16-34 y.","Baden-Württemberg","","","",""
"Very important","1991","16-34 y.","Bavaria","","","",""
"Very important","1991","16-34 y.","Berlin","","","",""
"Very important","1991","16-34 y.","Brandenburg","","","",""
"Very important","1991","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Very important","1991","16-34 y.","Saxony","","","",""
"Very important","1991","16-34 y.","Saxony-Anhalt","","","",""
"Very important","1991","16-34 y.","Thuringia","","","",""
"Very important","1991","35-65 y.","Schleswig-Holstein","","","",""
"Very important","1991","35-65 y.","Hamburg","","","",""
"Very important","1991","35-65 y.","Lower Saxony","","","",""
"Very important","1991","35-65 y.","Bremen","","","",""
"Very important","1991","35-65 y.","North Rhine-Westphalia","","","",""
"Very important","1991","35-65 y.","Hesse","","","",""
"Very important","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Very important","1991","35-65 y.","Baden-Württemberg","","","",""
"Very important","1991","35-65 y.","Bavaria","","","",""
"Very important","1991","35-65 y.","Berlin","","","",""
"Very important","1991","35-65 y.","Brandenburg","","","",""
"Very important","1991","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Very important","1991","35-65 y.","Saxony","","","",""
"Very important","1991","35-65 y.","Saxony-Anhalt","","","",""
"Very important","1991","35-65 y.","Thuringia","","","",""
"Very important","1991","66 and older","Schleswig-Holstein","","","",""
"Very important","1991","66 and older","Hamburg","","","",""
"Very important","1991","66 and older","Lower Saxony","","","",""
"Very important","1991","66 and older","Bremen","","","",""
"Very important","1991","66 and older","North Rhine-Westphalia","","","",""
"Very important","1991","66 and older","Hesse","","","",""
"Very important","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Very important","1991","66 and older","Baden-Württemberg","","","",""
"Very important","1991","66 and older","Bavaria","","","",""
"Very important","1991","66 and older","Berlin","","","",""
"Very important","1991","66 and older","Brandenburg","","","",""
"Very important","1991","66 and older","Mecklenburg-Western Pomerania","","","",""
"Very important","1991","66 and older","Saxony","","","",""
"Very important","1991","66 and older","Saxony-Anhalt","","","",""
"Very important","1991","66 and older","Thuringia","","","",""
"Important","1991","16-34 y.","Schleswig-Holstein","","","",""
"Important","1991","16-34 y.","Hamburg","","","",""
"Important","1991","16-34 y.","Lower Saxony","","","",""
"Important","1991","16-34 y.","Bremen","","","",""
"Important","1991","16-34 y.","North Rhine-Westphalia","","","",""
"Important","1991","16-34 y.","Hesse","","","",""
"Important","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Important","1991","16-34 y.","Baden-Württemberg","","","",""
