"plh0110","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","1-pers.-HH","129","0.275175557772173","0.234495745672831","0.315855369871515"
"Very important","1990","Not Employed","(Married) couple without C. ","336","0.401405013759357","0.368471259181746","0.434338768336967"
"Very important","1990","Not Employed","Single parent ","43","0.314931663044301","0.235693164736238","0.394170161352364"
"Very important","1990","Not Employed","Couple + C. LE 16 ","252","0.710920993201741","0.663427620111728","0.758414366291755"
"Very important","1990","Not Employed","Couple + C. GT 16 ","177","0.354876751049331","0.311665408644765","0.398088093453897"
"Very important","1990","Not Employed","Couple + C. LE and GT 16","53","0.415837629184033","0.331113893430591","0.500561364937474"
"Very important","1990","Employed","1-pers.-HH","64","0.138035714105722","0.105583555087573","0.170487873123871"
"Very important","1990","Employed","(Married) couple without C. ","332","0.279842545641061","0.253817255648145","0.305867835633976"
"Very important","1990","Employed","Single parent ","70","0.25848097967123","0.204319979777101","0.312641979565358"
"Very important","1990","Employed","Couple + C. LE 16 ","711","0.631486125713423","0.60319629603576","0.659775955391086"
"Very important","1990","Employed","Couple + C. GT 16 ","334","0.318866970603425","0.290556736254566","0.347177204952283"
"Very important","1990","Employed","Couple + C. LE and GT 16","125","0.412562388158119","0.357222663980785","0.467902112335452"
"Important","1990","Not Employed","1-pers.-HH","197","0.425217235785303","0.380185893367612","0.470248578202994"
"Important","1990","Not Employed","(Married) couple without C. ","385","0.443330618616189","0.409953730601807","0.476707506630572"
"Important","1990","Not Employed","Single parent ","63","0.465110935143942","0.380022358232924","0.550199512054959"
"Important","1990","Not Employed","Couple + C. LE 16 ","89","0.2656192442103","0.219348713469118","0.311889774951483"
"Important","1990","Not Employed","Couple + C. GT 16 ","175","0.377272894171535","0.333499086617561","0.421046701725509"
"Important","1990","Not Employed","Couple + C. LE and GT 16","52","0.420790399299929","0.335925675512349","0.505655123087509"
"Important","1990","Employed","1-pers.-HH","161","0.346204721967301","0.301444667165781","0.390964776768821"
"Important","1990","Employed","(Married) couple without C. ","447","0.391787702918002","0.363488254262657","0.420087151573346"
"Important","1990","Employed","Single parent ","111","0.475349287063325","0.41356859237302","0.537129981753629"
"Important","1990","Employed","Couple + C. LE 16 ","381","0.344083227442314","0.316223451184388","0.37194300370024"
"Important","1990","Employed","Couple + C. GT 16 ","474","0.458961596756063","0.428690723721131","0.489232469790995"
"Important","1990","Employed","Couple + C. LE and GT 16","132","0.431523871700434","0.375847640679014","0.487200102721854"
"Less important","1990","Not Employed","1-pers.-HH","55","0.112446504744491","0.0836706756755514","0.14122233381343"
"Less important","1990","Not Employed","(Married) couple without C. ","79","0.0940284352997077","0.0744187691923011","0.113638101407114"
"Less important","1990","Not Employed","Single parent ","21","","",""
"Less important","1990","Not Employed","Couple + C. LE 16 ","5","","",""
"Less important","1990","Not Employed","Couple + C. GT 16 ","90","0.201309432986548","0.165096893826559","0.237521972146538"
"Less important","1990","Not Employed","Couple + C. LE and GT 16","22","","",""
"Less important","1990","Employed","1-pers.-HH","147","0.349278243273554","0.3044257430493","0.394130743497808"
"Less important","1990","Employed","(Married) couple without C. ","261","0.237285857497821","0.212623090340277","0.261948624655364"
"Less important","1990","Employed","Single parent ","49","0.190969405620933","0.142342615658941","0.239596195582924"
"Less important","1990","Employed","Couple + C. LE 16 ","25","","",""
"Less important","1990","Employed","Couple + C. GT 16 ","185","0.174374498856839","0.151325303874719","0.197423693838959"
"Less important","1990","Employed","Couple + C. LE and GT 16","37","0.124483021319677","0.0873723640873836","0.161593678551971"
"Quite unimportant","1990","Not Employed","1-pers.-HH","82","0.187160701698033","0.151632986884846","0.22268841651122"
"Quite unimportant","1990","Not Employed","(Married) couple without C. ","51","0.0612359323247463","0.0451270760301346","0.077344788619358"
"Quite unimportant","1990","Not Employed","Single parent ","5","","",""
"Quite unimportant","1990","Not Employed","Couple + C. LE 16 ","4","","",""
"Quite unimportant","1990","Not Employed","Couple + C. GT 16 ","29","","",""
"Quite unimportant","1990","Not Employed","Couple + C. LE and GT 16","3","","",""
"Quite unimportant","1990","Employed","1-pers.-HH","62","0.166481320653423","0.131434901491334","0.201527739815511"
"Quite unimportant","1990","Employed","(Married) couple without C. ","103","0.0910838939431171","0.0744034475081707","0.107764340378063"
"Quite unimportant","1990","Employed","Single parent ","21","","",""
"Quite unimportant","1990","Employed","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","Employed","Couple + C. GT 16 ","48","0.0477969337836733","0.0348374550712805","0.060756412496066"
"Quite unimportant","1990","Employed","Couple + C. LE and GT 16","10","","",""
"Very important","1991","Not Employed","1-pers.-HH","","","",""
"Very important","1991","Not Employed","(Married) couple without C. ","","","",""
"Very important","1991","Not Employed","Single parent ","","","",""
"Very important","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Very important","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Very important","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Very important","1991","Employed","1-pers.-HH","","","",""
"Very important","1991","Employed","(Married) couple without C. ","","","",""
"Very important","1991","Employed","Single parent ","","","",""
"Very important","1991","Employed","Couple + C. LE 16 ","","","",""
"Very important","1991","Employed","Couple + C. GT 16 ","","","",""
"Very important","1991","Employed","Couple + C. LE and GT 16","","","",""
"Important","1991","Not Employed","1-pers.-HH","","","",""
"Important","1991","Not Employed","(Married) couple without C. ","","","",""
"Important","1991","Not Employed","Single parent ","","","",""
"Important","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Important","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Important","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Important","1991","Employed","1-pers.-HH","","","",""
"Important","1991","Employed","(Married) couple without C. ","","","",""
"Important","1991","Employed","Single parent ","","","",""
"Important","1991","Employed","Couple + C. LE 16 ","","","",""
"Important","1991","Employed","Couple + C. GT 16 ","","","",""
"Important","1991","Employed","Couple + C. LE and GT 16","","","",""
"Less important","1991","Not Employed","1-pers.-HH","","","",""
"Less important","1991","Not Employed","(Married) couple without C. ","","","",""
"Less important","1991","Not Employed","Single parent ","","","",""
"Less important","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Less important","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Less important","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Less important","1991","Employed","1-pers.-HH","","","",""
"Less important","1991","Employed","(Married) couple without C. ","","","",""
"Less important","1991","Employed","Single parent ","","","",""
"Less important","1991","Employed","Couple + C. LE 16 ","","","",""
"Less important","1991","Employed","Couple + C. GT 16 ","","","",""
"Less important","1991","Employed","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1991","Not Employed","1-pers.-HH","","","",""
"Quite unimportant","1991","Not Employed","(Married) couple without C. ","","","",""
"Quite unimportant","1991","Not Employed","Single parent ","","","",""
"Quite unimportant","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Quite unimportant","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Quite unimportant","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1991","Employed","1-pers.-HH","","","",""
"Quite unimportant","1991","Employed","(Married) couple without C. ","","","",""
"Quite unimportant","1991","Employed","Single parent ","","","",""
"Quite unimportant","1991","Employed","Couple + C. LE 16 ","","","",""
"Quite unimportant","1991","Employed","Couple + C. GT 16 ","","","",""
"Quite unimportant","1991","Employed","Couple + C. LE and GT 16","","","",""
"Very important","1992","Not Employed","1-pers.-HH","186","0.276660080921479","0.241588725648108","0.31173143619485"
"Very important","1992","Not Employed","(Married) couple without C. ","524","0.397897824187027","0.370720296282698","0.425075352091356"
"Very important","1992","Not Employed","Single parent ","44","0.302590846991307","0.22956140000108","0.375620293981533"
"Very important","1992","Not Employed","Couple + C. LE 16 ","346","0.761580518355049","0.721582946330922","0.801578090379176"
"Very important","1992","Not Employed","Couple + C. GT 16 ","210","0.360313238322395","0.321898643501256","0.398727833143534"
"Very important","1992","Not Employed","Couple + C. LE and GT 16","71","0.454609301271089","0.377694809429179","0.531523793112999"
"Very important","1992","Employed","1-pers.-HH","93","0.144794061894143","0.11557062956377","0.174017494224517"
"Very important","1992","Employed","(Married) couple without C. ","569","0.330547996996576","0.307932321246792","0.35316367274636"
"Very important","1992","Employed","Single parent ","147","0.336914562846477","0.289640044201175","0.384189081491778"
"Very important","1992","Employed","Couple + C. LE 16 ","1680","0.715621180587336","0.697136570353542","0.73410579082113"
"Very important","1992","Employed","Couple + C. GT 16 ","667","0.409411814588217","0.385080858093948","0.433742771082486"
"Very important","1992","Employed","Couple + C. LE and GT 16","284","0.476032922548991","0.434407752563215","0.517658092534767"
"Important","1992","Not Employed","1-pers.-HH","250","0.403123794210681","0.364667322879482","0.44158026554188"
"Important","1992","Not Employed","(Married) couple without C. ","500","0.426667383483527","0.39920507022694","0.454129696740113"
"Important","1992","Not Employed","Single parent ","72","0.45719028374531","0.377995131219726","0.536385436270894"
"Important","1992","Not Employed","Couple + C. LE 16 ","81","0.216698206576757","0.178026168082739","0.255370245070776"
"Important","1992","Not Employed","Couple + C. GT 16 ","240","0.401485937056383","0.36226257522117","0.440709298891596"
"Important","1992","Not Employed","Couple + C. LE and GT 16","53","0.297639258923418","0.227013947725738","0.368264570121098"
"Important","1992","Employed","1-pers.-HH","199","0.355669878903251","0.315914284235707","0.395425473570796"
"Important","1992","Employed","(Married) couple without C. ","617","0.381640995932894","0.358285965578717","0.404996026287071"
"Important","1992","Employed","Single parent ","155","0.441350066243724","0.391685808090987","0.491014324396461"
"Important","1992","Employed","Couple + C. LE 16 ","557","0.258066694074565","0.240137181059713","0.275996207089418"
"Important","1992","Employed","Couple + C. GT 16 ","575","0.380860964750267","0.356833168317931","0.404888761182603"
"Important","1992","Employed","Couple + C. LE and GT 16","184","0.365161754480721","0.325032627721069","0.405290881240373"
"Less important","1992","Not Employed","1-pers.-HH","61","0.103031556806825","0.0791983876488166","0.126864725964834"
"Less important","1992","Not Employed","(Married) couple without C. ","108","0.0876762747530466","0.0719724804205984","0.103380069085495"
"Less important","1992","Not Employed","Single parent ","20","","",""
"Less important","1992","Not Employed","Couple + C. LE 16 ","7","","",""
"Less important","1992","Not Employed","Couple + C. GT 16 ","94","0.15095104241218","0.122305510524013","0.179596574300347"
"Less important","1992","Not Employed","Couple + C. LE and GT 16","26","","",""
