"plh0110","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Schleswig-Holstein","1-pers.-HH","12","","","","2"
"Important","1990","Hamburg","Single parent ","4","","","","2"
"Important","1990","Schleswig-Holstein","Couple + C. GT 16 ","15","","","","2"
"Important","1990","Lower Saxony","Single parent ","18","","","","2"
"Important","1990","Lower Saxony","Couple + C. LE 16 ","46","0.311383682098388","0.236527787754667","0.386239576442109","2"
"Important","1990","Schleswig-Holstein","Single parent ","5","","","","2"
"Important","1990","Schleswig-Holstein","Couple + C. LE 16 ","21","","","","2"
"Important","1990","Hamburg","1-pers.-HH","20","","","","2"
"Important","1990","Hamburg","Couple + C. LE 16 ","8","","","","2"
"Important","1990","Hamburg","Couple + C. GT 16 ","6","","","","2"
"Important","1990","Schleswig-Holstein","(Married) couple without C. ","21","","","","2"
"Important","1990","Schleswig-Holstein","Couple + C. LE and GT 16","7","","","","2"
"Important","1990","Hamburg","(Married) couple without C. ","12","","","","2"
"Important","1990","Lower Saxony","1-pers.-HH","39","0.402563107054616","0.303423505585153","0.50170270852408","2"
"Important","1990","Lower Saxony","(Married) couple without C. ","102","0.387900600984415","0.329343647273113","0.446457554695717","2"
"Important","1990","Lower Saxony","Couple + C. GT 16 ","79","0.414081459121427","0.34564570364841","0.482517214594444","2"
"Important","1990","Bremen","1-pers.-HH","7","","","","2"
"Important","1990","Hamburg","Couple + C. LE and GT 16","","","","","2"
"Important","1990","Lower Saxony","Couple + C. LE and GT 16","10","","","","2"
"Important","1990","Bremen","(Married) couple without C. ","13","","","","2"
"Important","1990","Bremen","Single parent ","2","","","","2"
"Important","1990","Bremen","Couple + C. LE 16 ","7","","","","2"
"Important","1990","Thuringia","(Married) couple without C. ","","","","","2"
"Important","1990","Thuringia","Couple + C. GT 16 ","","","","","2"
"Important","1990","North Rhine-Westphalia","(Married) couple without C. ","224","0.415033947012339","0.372765140868937","0.457302753155742","2"
"Important","1990","North Rhine-Westphalia","Single parent ","57","0.520487909451406","0.425383585610564","0.615592233292248","2"
"Important","1990","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","52","0.447306701709056","0.358713538657071","0.535899864761042","2"
"Important","1990","Thuringia","Single parent ","","","","","2"
"Important","1990","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Important","1990","Bremen","Couple + C. GT 16 ","2","","","","2"
"Important","1990","Bremen","Couple + C. LE and GT 16","","","","","2"
"Important","1990","North Rhine-Westphalia","1-pers.-HH","93","0.386750460169961","0.324218194322976","0.449282726016945","2"
"Important","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","59","0.473270195400344","0.387442996454814","0.559097394345874","2"
"Important","1990","Hesse","1-pers.-HH","22","","","","2"
"Important","1990","Hesse","Single parent ","16","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","24","","","","2"
"Important","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"Important","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"Important","1990","Thuringia","1-pers.-HH","","","","","2"
"Important","1990","Thuringia","Couple + C. LE 16 ","","","","","2"
"Important","1990","North Rhine-Westphalia","Couple + C. LE 16 ","121","0.290724158589416","0.248002178703639","0.333446138475192","2"
"Important","1990","North Rhine-Westphalia","Couple + C. GT 16 ","177","0.43735465100979","0.389913230201768","0.484796071817812","2"
"Important","1990","Hesse","(Married) couple without C. ","89","0.464356091452445","0.395237201957334","0.533474980947557","2"
"Important","1990","Hesse","Couple + C. LE 16 ","52","0.42322711037876","0.335194300346542","0.511259920410977","2"
"Important","1990","Hesse","Couple + C. GT 16 ","71","0.44819297261753","0.369648818756105","0.526737126478955","2"
"Important","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","71","0.474172338504375","0.396065674927062","0.552279002081688","2"
"Important","1990","Rhineland-Palatinate,Saarland","Single parent ","17","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","29","","","","2"
"Important","1990","Baden-Württemberg","Couple + C. LE 16 ","74","0.277579947854773","0.223252815895272","0.331907079814273","2"
"Important","1990","Saxony","(Married) couple without C. ","","","","","2"
"Important","1990","Saxony","Single parent ","","","","","2"
"Important","1990","Hesse","Couple + C. LE and GT 16","15","","","","2"
"Important","1990","Saxony","Couple + C. GT 16 ","","","","","2"
"Important","1990","Saxony","Couple + C. LE and GT 16","","","","","2"
"Important","1990","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Important","1990","Saxony-Anhalt","Single parent ","","","","","2"
"Important","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","15","","","","2"
"Important","1990","Baden-Württemberg","1-pers.-HH","47","0.380064030638844","0.292851997149278","0.467276064128409","2"
"Important","1990","Baden-Württemberg","(Married) couple without C. ","127","0.420992637998444","0.365309472908029","0.476675803088859","2"
"Important","1990","Baden-Württemberg","Single parent ","17","","","","2"
"Important","1990","Bavaria","(Married) couple without C. ","133","0.414684782681923","0.360536026142364","0.468833539221481","2"
"Important","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Important","1990","Saxony","1-pers.-HH","","","","","2"
"Important","1990","Saxony","Couple + C. LE 16 ","","","","","2"
"Important","1990","Baden-Württemberg","Couple + C. GT 16 ","118","0.441289418688239","0.381730381899888","0.50084845547659","2"
"Important","1990","Baden-Württemberg","Couple + C. LE and GT 16","32","0.387055080444326","0.28032171376536","0.493788447123291","2"
"Important","1990","Bavaria","1-pers.-HH","72","0.416177875288707","0.342725675240885","0.489630075336529","2"
"Important","1990","Bavaria","Single parent ","32","0.459735645961035","0.345409935924858","0.574061355997212","2"
"Important","1990","Bavaria","Couple + C. LE 16 ","100","0.389351729553355","0.330644474621824","0.448058984484887","2"
"Important","1990","Bavaria","Couple + C. LE and GT 16","39","0.461950129457831","0.356582386427392","0.567317872488271","2"
"Important","1990","Brandenburg","(Married) couple without C. ","","","","","2"
"Important","1990","Brandenburg","Single parent ","","","","","2"
"Important","1990","Brandenburg","Couple + C. GT 16 ","","","","","2"
"Important","1990","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"Important","1990","Bavaria","Couple + C. GT 16 ","119","0.444688372312504","0.384744830767913","0.504631913857094","2"
"Important","1990","Berlin","1-pers.-HH","22","","","","2"
"Important","1990","Berlin","(Married) couple without C. ","40","0.513342975523127","0.402421382109161","0.624264568937094","2"
"Important","1990","Berlin","Single parent ","6","","","","2"
"Important","1990","Berlin","Couple + C. LE 16 ","12","","","","2"
"Important","1990","Berlin","Couple + C. GT 16 ","10","","","","2"
"Important","1990","Berlin","Couple + C. LE and GT 16","7","","","","2"
"Important","1990","Brandenburg","1-pers.-HH","","","","","2"
"Important","1990","Brandenburg","Couple + C. LE 16 ","","","","","2"
"Less important","1990","Schleswig-Holstein","(Married) couple without C. ","15","","","","3"
"Less important","1990","Schleswig-Holstein","1-pers.-HH","10","","","","3"
"Less important","1990","Bremen","1-pers.-HH","1","","","","3"
"Less important","1990","Schleswig-Holstein","Couple + C. GT 16 ","10","","","","3"
"Less important","1990","Schleswig-Holstein","Single parent ","4","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Single parent ","","","","","3"
"Less important","1990","Lower Saxony","Couple + C. LE and GT 16","9","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","3"
"Less important","1990","Schleswig-Holstein","Couple + C. LE 16 ","1","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","3"
"Less important","1990","Hamburg","1-pers.-HH","8","","","","3"
"Less important","1990","Hamburg","Couple + C. LE 16 ","","","","","3"
"Less important","1990","Hamburg","Couple + C. GT 16 ","3","","","","3"
"Less important","1990","Lower Saxony","1-pers.-HH","15","","","","3"
"Less important","1990","Lower Saxony","Single parent ","7","","","","3"
"Less important","1990","Schleswig-Holstein","Couple + C. LE and GT 16","2","","","","3"
"Less important","1990","Bremen","Couple + C. LE 16 ","1","","","","3"
"Less important","1990","Bremen","Couple + C. GT 16 ","1","","","","3"
"Less important","1990","Bremen","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","Saxony","1-pers.-HH","","","","","3"
"Less important","1990","Saxony","(Married) couple without C. ","","","","","3"
"Less important","1990","Saxony","Couple + C. LE 16 ","","","","","3"
"Less important","1990","Hamburg","(Married) couple without C. ","9","","","","3"
"Less important","1990","Hamburg","Single parent ","2","","","","3"
"Less important","1990","Hamburg","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","Lower Saxony","(Married) couple without C. ","35","0.120571728510077","0.0814398922433303","0.159703564776824","3"
"Less important","1990","Lower Saxony","Couple + C. LE 16 ","3","","","","3"
"Less important","1990","Lower Saxony","Couple + C. GT 16 ","36","0.176342387988017","0.123391497294456","0.229293278681577","3"
"Less important","1990","Bremen","(Married) couple without C. ","3","","","","3"
"Less important","1990","Bremen","Single parent ","1","","","","3"
"Less important","1990","Brandenburg","(Married) couple without C. ","","","","","3"
"Less important","1990","Brandenburg","Single parent ","","","","","3"
"Less important","1990","Brandenburg","Couple + C. LE 16 ","","","","","3"
"Less important","1990","Brandenburg","Couple + C. GT 16 ","","","","","3"
"Less important","1990","Brandenburg","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","3"
"Less important","1990","Thuringia","1-pers.-HH","","","","","3"
"Less important","1990","Thuringia","Single parent ","","","","","3"
"Less important","1990","Thuringia","Couple + C. GT 16 ","","","","","3"
"Less important","1990","Thuringia","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","Saxony","Single parent ","","","","","3"
"Less important","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","","","3"
"Less important","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","","","3"
"Less important","1990","Thuringia","Couple + C. LE 16 ","","","","","3"
"Less important","1990","North Rhine-Westphalia","1-pers.-HH","57","0.241130914426968","0.186204657050054","0.296057171803881","3"
"Less important","1990","North Rhine-Westphalia","(Married) couple without C. ","94","0.183217206297662","0.150031638092592","0.216402774502731","3"
"Less important","1990","North Rhine-Westphalia","Single parent ","16","","","","3"
"Less important","1990","North Rhine-Westphalia","Couple + C. LE 16 ","9","","","","3"
"Less important","1990","North Rhine-Westphalia","Couple + C. GT 16 ","90","0.21080077548824","0.171792848340056","0.249808702636423","3"
"Less important","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","17","","","","3"
"Less important","1990","Saxony","Couple + C. GT 16 ","","","","","3"
"Less important","1990","Saxony-Anhalt","1-pers.-HH","","","","","3"
"Less important","1990","Saxony-Anhalt","(Married) couple without C. ","","","","","3"
"Less important","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","Thuringia","(Married) couple without C. ","","","","","3"
"Less important","1990","Bavaria","Couple + C. GT 16 ","37","0.14015099363663","0.0982759459101661","0.182026041363093","3"
"Less important","1990","Berlin","(Married) couple without C. ","19","","","","3"
"Less important","1990","Berlin","Single parent ","2","","","","3"
"Less important","1990","Berlin","Couple + C. LE 16 ","1","","","","3"
"Less important","1990","Berlin","Couple + C. GT 16 ","3","","","","3"
"Less important","1990","Berlin","Couple + C. LE and GT 16","2","","","","3"
"Less important","1990","Brandenburg","1-pers.-HH","","","","","3"
"Less important","1990","Saxony-Anhalt","Single parent ","","","","","3"
"Less important","1990","Saxony","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","Hesse","1-pers.-HH","21","","","","3"
"Less important","1990","Hesse","(Married) couple without C. ","39","0.180405792987604","0.127114314068253","0.233697271906956","3"
"Less important","1990","Hesse","Single parent ","8","","","","3"
"Less important","1990","Hesse","Couple + C. LE 16 ","2","","","","3"
"Less important","1990","Hesse","Couple + C. GT 16 ","29","","","","3"
"Less important","1990","Hesse","Couple + C. LE and GT 16","9","","","","3"
"Less important","1990","Baden-Württemberg","Couple + C. GT 16 ","46","0.174738392665824","0.129189014826098","0.22028777050555","3"
"Less important","1990","Bavaria","(Married) couple without C. ","56","0.172055044821482","0.130572158278325","0.213537931364639","3"
"Less important","1990","Bavaria","Single parent ","16","","","","3"
"Less important","1990","Bavaria","Couple + C. LE 16 ","6","","","","3"
"Less important","1990","Bavaria","Couple + C. LE and GT 16","6","","","","3"
"Less important","1990","Berlin","1-pers.-HH","17","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","10","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","23","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Single parent ","6","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","20","","","","3"
"Less important","1990","Baden-Württemberg","(Married) couple without C. ","47","0.140437258351568","0.10125183149609","0.179622685207045","3"
