"plh0110","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","(Married) couple without C. ","203","0.35379942311635","0.314019509988009","0.393579336244691","2"
"Important","1990","16-34 y.","Couple + C. LE 16 ","176","0.235297051664757","0.204462651054507","0.266131452275006","2"
"Important","1990","16-34 y.","1-pers.-HH","88","0.35663161922419","0.295258253378406","0.418004985069974","2"
"Important","1990","16-34 y.","Single parent ","75","0.42978932646037","0.357867968105935","0.501710684814805","2"
"Important","1990","35-65 y.","1-pers.-HH","120","0.385470403597988","0.330938042859344","0.440002764336633","2"
"Important","1990","35-65 y.","(Married) couple without C. ","411","0.424521692884204","0.393304103071552","0.455739282696856","2"
"Important","1990","35-65 y.","Couple + C. LE and GT 16","115","0.438969667034229","0.379555348392758","0.498383985675699","2"
"Important","1990","66 and older","Couple + C. GT 16 ","28","","","","2"
"Important","1990","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Important","1990","35-65 y.","Single parent ","80","0.47143357338654","0.397474900821952","0.545392245951128","2"
"Important","1990","16-34 y.","Couple + C. GT 16 ","234","0.377158077973869","0.338664341418359","0.41565181452938","2"
"Important","1990","16-34 y.","Couple + C. LE and GT 16","68","0.405665923326325","0.330744555332384","0.480587291320265","2"
"Important","1990","66 and older","Single parent ","19","","","","2"
"Important","1990","66 and older","Couple + C. LE 16 ","","","","","2"
"Important","1990","35-65 y.","Couple + C. LE 16 ","294","0.406990469921986","0.371594388329878","0.442386551514095","2"
"Important","1990","35-65 y.","Couple + C. GT 16 ","387","0.463618902290447","0.429975944767665","0.497261859813229","2"
"Important","1990","66 and older","1-pers.-HH","150","0.410905063431466","0.35986897581106","0.461941151051873","2"
"Important","1990","66 and older","(Married) couple without C. ","218","0.449280658888671","0.404594951154689","0.493966366622653","2"
"Less important","1990","16-34 y.","1-pers.-HH","92","0.417803402000729","0.354611565090243","0.480995238911214","3"
"Less important","1990","16-34 y.","(Married) couple without C. ","145","0.288021211378913","0.250346722989561","0.325695699768265","3"
"Less important","1990","16-34 y.","Single parent ","53","0.29473419548719","0.228496673949544","0.360971717024837","3"
"Less important","1990","16-34 y.","Couple + C. LE 16 ","9","","","","3"
"Less important","1990","16-34 y.","Couple + C. GT 16 ","212","0.362959473868284","0.324769264106482","0.401149683630086","3"
"Less important","1990","16-34 y.","Couple + C. LE and GT 16","54","0.323615996492667","0.252229219717016","0.395002773268317","3"
"Less important","1990","35-65 y.","1-pers.-HH","74","0.238593800961125","0.190838107058212","0.286349494864038","3"
"Less important","1990","35-65 y.","(Married) couple without C. ","160","0.170296692726719","0.146555667748031","0.194037717705407","3"
"Less important","1990","35-65 y.","Single parent ","17","","","","3"
"Less important","1990","35-65 y.","Couple + C. LE and GT 16","5","","","","3"
"Less important","1990","66 and older","1-pers.-HH","36","0.0980010554096614","0.0671597768401561","0.128842333979167","3"
"Less important","1990","66 and older","Couple + C. GT 16 ","4","","","","3"
"Less important","1990","66 and older","(Married) couple without C. ","35","0.074893517294746","0.0512472502211839","0.098539784368308","3"
"Less important","1990","66 and older","Single parent ","","","","","3"
"Less important","1990","66 and older","Couple + C. LE 16 ","","","","","3"
"Less important","1990","66 and older","Couple + C. LE and GT 16","","","","","3"
