"plh0105","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","Full Time","316","0.210884947062598","0.189667316988713","0.232102577136484"
"Very important","1990","16-34 y.","Part Time","150","0.219149537711251","0.18664027545762","0.251658799964882"
"Very important","1990","16-34 y.","Not Working","148","0.249824453489052","0.21456238912324","0.285086517854863"
"Very important","1990","35-65 y.","Full Time","292","0.167966781435079","0.150476710791078","0.18545685207908"
"Very important","1990","35-65 y.","Part Time","153","0.221431673653609","0.190338071137273","0.252525276169946"
"Very important","1990","35-65 y.","Not Working","273","0.257879964407064","0.231330741370266","0.284429187443863"
"Very important","1990","66 and older","Full Time","4","","",""
"Very important","1990","66 and older","Part Time","6","","",""
"Very important","1990","66 and older","Not Working","233","0.228524830531625","0.202422302377962","0.254627358685288"
"Important","1990","16-34 y.","Full Time","946","0.674765388183207","0.650399699200757","0.699131077165657"
"Important","1990","16-34 y.","Part Time","417","0.687574784611492","0.651150929617049","0.723998639605936"
"Important","1990","16-34 y.","Not Working","361","0.622930750950034","0.583454195380951","0.662407306519117"
"Important","1990","35-65 y.","Full Time","1250","0.70335315876236","0.681982588273294","0.724723729251426"
"Important","1990","35-65 y.","Part Time","470","0.671401549031315","0.636227146391256","0.706575951671373"
"Important","1990","35-65 y.","Not Working","701","0.67528990320511","0.646871546478322","0.703708259931898"
"Important","1990","66 and older","Full Time","7","","",""
"Important","1990","66 and older","Part Time","20","","",""
"Important","1990","66 and older","Not Working","630","0.626780096551388","0.596712764388688","0.656847428714089"
"Less important","1990","16-34 y.","Full Time","150","0.109583641957659","0.093336635662681","0.125830648252637"
"Less important","1990","16-34 y.","Part Time","50","0.0848189034653536","0.0629235104026459","0.106714296528061"
"Less important","1990","16-34 y.","Not Working","65","0.121388577259871","0.094787688785197","0.147989465734544"
"Less important","1990","35-65 y.","Full Time","204","0.123366807905515","0.107981094104377","0.138752521706654"
"Less important","1990","35-65 y.","Part Time","58","0.0971310768310151","0.0749545127655266","0.119307640896504"
"Less important","1990","35-65 y.","Not Working","63","0.0609080467640108","0.0463937054131617","0.0754223881148598"
"Less important","1990","66 and older","Full Time","3","","",""
"Less important","1990","66 and older","Part Time","3","","",""
"Less important","1990","66 and older","Not Working","106","0.114637806546506","0.0948326025912871","0.134443010501724"
"Quite unimportant","1990","16-34 y.","Full Time","8","","",""
"Quite unimportant","1990","16-34 y.","Part Time","5","","",""
"Quite unimportant","1990","16-34 y.","Not Working","5","","",""
"Quite unimportant","1990","35-65 y.","Full Time","9","","",""
"Quite unimportant","1990","35-65 y.","Part Time","4","","",""
"Quite unimportant","1990","35-65 y.","Not Working","6","","",""
"Quite unimportant","1990","66 and older","Full Time","","","",""
"Quite unimportant","1990","66 and older","Part Time","","","",""
"Quite unimportant","1990","66 and older","Not Working","25","","",""
"Very important","1991","16-34 y.","Full Time","","","",""
"Very important","1991","16-34 y.","Part Time","","","",""
"Very important","1991","16-34 y.","Not Working","","","",""
"Very important","1991","35-65 y.","Full Time","","","",""
"Very important","1991","35-65 y.","Part Time","","","",""
"Very important","1991","35-65 y.","Not Working","","","",""
"Very important","1991","66 and older","Full Time","","","",""
"Very important","1991","66 and older","Part Time","","","",""
"Very important","1991","66 and older","Not Working","","","",""
"Important","1991","16-34 y.","Full Time","","","",""
"Important","1991","16-34 y.","Part Time","","","",""
"Important","1991","16-34 y.","Not Working","","","",""
"Important","1991","35-65 y.","Full Time","","","",""
"Important","1991","35-65 y.","Part Time","","","",""
"Important","1991","35-65 y.","Not Working","","","",""
"Important","1991","66 and older","Full Time","","","",""
"Important","1991","66 and older","Part Time","","","",""
"Important","1991","66 and older","Not Working","","","",""
"Less important","1991","16-34 y.","Full Time","","","",""
"Less important","1991","16-34 y.","Part Time","","","",""
"Less important","1991","16-34 y.","Not Working","","","",""
"Less important","1991","35-65 y.","Full Time","","","",""
"Less important","1991","35-65 y.","Part Time","","","",""
"Less important","1991","35-65 y.","Not Working","","","",""
"Less important","1991","66 and older","Full Time","","","",""
"Less important","1991","66 and older","Part Time","","","",""
"Less important","1991","66 and older","Not Working","","","",""
"Quite unimportant","1991","16-34 y.","Full Time","","","",""
"Quite unimportant","1991","16-34 y.","Part Time","","","",""
"Quite unimportant","1991","16-34 y.","Not Working","","","",""
"Quite unimportant","1991","35-65 y.","Full Time","","","",""
"Quite unimportant","1991","35-65 y.","Part Time","","","",""
"Quite unimportant","1991","35-65 y.","Not Working","","","",""
"Quite unimportant","1991","66 and older","Full Time","","","",""
"Quite unimportant","1991","66 and older","Part Time","","","",""
"Quite unimportant","1991","66 and older","Not Working","","","",""
"Very important","1992","16-34 y.","Full Time","563","0.252014079697396","0.233763467578682","0.270264691816109"
"Very important","1992","16-34 y.","Part Time","302","0.323556286703718","0.293915967532373","0.353196605875064"
"Very important","1992","16-34 y.","Not Working","248","0.298136970106966","0.26665428510295","0.329619655110983"
"Very important","1992","35-65 y.","Full Time","636","0.202543777573825","0.188515673345739","0.216571881801912"
"Very important","1992","35-65 y.","Part Time","274","0.248177439553464","0.223135739892335","0.273219139214593"
"Very important","1992","35-65 y.","Not Working","340","0.243875844005706","0.220900988844083","0.26685069916733"
"Very important","1992","66 and older","Full Time","1","","",""
"Very important","1992","66 and older","Part Time","4","","",""
"Very important","1992","66 and older","Not Working","287","0.18443381407226","0.164067032197263","0.204800595947257"
"Important","1992","16-34 y.","Full Time","1411","0.656079062444637","0.636111469332484","0.676046655556791"
"Important","1992","16-34 y.","Part Time","553","0.571494478356004","0.540141676864993","0.602847279847015"
"Important","1992","16-34 y.","Not Working","487","0.616074236635716","0.582602533124445","0.649545940146987"
"Important","1992","35-65 y.","Full Time","2146","0.67086879700582","0.654467075609488","0.687270518402152"
"Important","1992","35-65 y.","Part Time","769","0.66701798808945","0.639696513494804","0.694339462684095"
"Important","1992","35-65 y.","Not Working","864","0.645671021432659","0.620080400909924","0.671261641955395"
"Important","1992","66 and older","Full Time","8","","",""
"Important","1992","66 and older","Part Time","19","","",""
"Important","1992","66 and older","Not Working","885","0.633111232496318","0.607801954852044","0.658420510140591"
"Less important","1992","16-34 y.","Full Time","191","0.0884341757729631","0.0764991762867418","0.100369175259184"
"Less important","1992","16-34 y.","Part Time","101","0.103116219208684","0.0838487932903777","0.12238364512699"
"Less important","1992","16-34 y.","Not Working","69","0.0771796725316368","0.0588122716074057","0.0955470734558679"
"Less important","1992","35-65 y.","Full Time","356","0.122047668672192","0.110621876562984","0.1334734607814"
"Less important","1992","35-65 y.","Part Time","97","0.0825978163782363","0.0666394238339091","0.0985562089225635"
"Less important","1992","35-65 y.","Not Working","119","0.0956754031078042","0.0799379606494036","0.111412845566205"
"Less important","1992","66 and older","Full Time","1","","",""
"Less important","1992","66 and older","Part Time","2","","",""
"Less important","1992","66 and older","Not Working","178","0.146143782687572","0.127593305857135","0.164694259518009"
"Quite unimportant","1992","16-34 y.","Full Time","9","","",""
"Quite unimportant","1992","16-34 y.","Part Time","1","","",""
"Quite unimportant","1992","16-34 y.","Not Working","7","","",""
"Quite unimportant","1992","35-65 y.","Full Time","15","","",""
"Quite unimportant","1992","35-65 y.","Part Time","3","","",""
"Quite unimportant","1992","35-65 y.","Not Working","19","","",""
"Quite unimportant","1992","66 and older","Full Time","","","",""
"Quite unimportant","1992","66 and older","Part Time","","","",""
"Quite unimportant","1992","66 and older","Not Working","43","0.0363111707438499","0.026487787876577","0.0461345536111227"
"Very important","1993","16-34 y.","Full Time","","","",""
"Very important","1993","16-34 y.","Part Time","","","",""
"Very important","1993","16-34 y.","Not Working","","","",""
"Very important","1993","35-65 y.","Full Time","","","",""
"Very important","1993","35-65 y.","Part Time","","","",""
"Very important","1993","35-65 y.","Not Working","","","",""
"Very important","1993","66 and older","Full Time","","","",""
"Very important","1993","66 and older","Part Time","","","",""
"Very important","1993","66 and older","Not Working","","","",""
"Important","1993","16-34 y.","Full Time","","","",""
"Important","1993","16-34 y.","Part Time","","","",""
"Important","1993","16-34 y.","Not Working","","","",""
"Important","1993","35-65 y.","Full Time","","","",""
"Important","1993","35-65 y.","Part Time","","","",""
"Important","1993","35-65 y.","Not Working","","","",""
"Important","1993","66 and older","Full Time","","","",""
"Important","1993","66 and older","Part Time","","","",""
