"plh0105","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","Male","225","0.668127069359756","0.617322055972679","0.718932082746832","2"
"Important","1990","1-pers.-HH","Female","359","0.600325524675042","0.560733652442279","0.639917396907805","2"
"Important","1990","(Married) couple without C. ","Male","714","0.711930469146837","0.683876229336164","0.739984708957509","2"
"Important","1990","(Married) couple without C. ","Female","685","0.676706812445076","0.648016599553148","0.705397025337003","2"
"Important","1990","Single parent ","Male","108","0.687487263437227","0.614982848219006","0.759991678655447","2"
"Important","1990","Couple + C. LE 16 ","Female","492","0.666858335130309","0.633193083051298","0.700523587209319","2"
"Important","1990","Single parent ","Female","146","0.612880198210914","0.550066756621316","0.675693639800511","2"
"Important","1990","Couple + C. LE 16 ","Male","504","0.716585915874268","0.68348401433904","0.749687817409495","2"
"Important","1990","Couple + C. GT 16 ","Female","453","0.684515186248798","0.64958713079728","0.719443241700316","2"
"Important","1990","Couple + C. LE and GT 16","Female","138","0.6361419663759","0.572422953205489","0.699860979546312","2"
"Important","1990","Couple + C. GT 16 ","Male","588","0.685648394534773","0.654364451775323","0.716932337294223","2"
"Important","1990","Couple + C. LE and GT 16","Male","153","0.693762166006137","0.632715667075144","0.75480866493713","2"
"Less important","1990","Couple + C. LE and GT 16","Male","23","","","","3"
"Less important","1990","Couple + C. GT 16 ","Female","30","0.0413801541040241","0.0264104610862875","0.0563498471217606","3"
"Less important","1990","1-pers.-HH","Female","65","0.121850437946739","0.0954106955348591","0.148290180358618","3"
"Less important","1990","(Married) couple without C. ","Male","108","0.106056583182059","0.0869820076119567","0.125131158752161","3"
"Less important","1990","1-pers.-HH","Male","51","0.165738545817598","0.125619188053652","0.205857903581544","3"
"Less important","1990","(Married) couple without C. ","Female","65","0.0641835383950434","0.0491506515632857","0.079216425226801","3"
"Less important","1990","Single parent ","Male","26","","","","3"
"Less important","1990","Single parent ","Female","18","","","","3"
"Less important","1990","Couple + C. LE 16 ","Male","83","0.117910580519187","0.0942219044403721","0.141599256598003","3"
"Less important","1990","Couple + C. LE 16 ","Female","41","0.0613805994900353","0.0442366480047976","0.0785245509752729","3"
"Less important","1990","Couple + C. GT 16 ","Male","131","0.163248922674821","0.138343941857609","0.188153903492032","3"
"Less important","1990","Couple + C. LE and GT 16","Female","19","","","","3"
"Quite unimportant","1990","(Married) couple without C. ","Female","1","","","","4"
"Quite unimportant","1990","1-pers.-HH","Male","8","","","","4"
"Quite unimportant","1990","1-pers.-HH","Female","11","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","Male","5","","","","4"
"Quite unimportant","1990","Single parent ","Female","3","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","Male","5","","","","4"
"Quite unimportant","1990","Single parent ","Male","1","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","Female","4","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","Male","4","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","Female","3","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","Male","3","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","Female","2","","","","4"
"Very important","1990","1-pers.-HH","Male","46","0.134298591257337","0.0975101902549622","0.171086992259711","1"
"Very important","1990","1-pers.-HH","Female","153","0.254339930375896","0.219140377606151","0.289539483145641","1"
"Very important","1990","(Married) couple without C. ","Male","174","0.176151884885019","0.152552630821012","0.199751138949026","1"
"Very important","1990","(Married) couple without C. ","Female","270","0.258324689964378","0.231475877011925","0.285173502916831","1"
"Very important","1990","Single parent ","Male","22","","","","1"
"Very important","1990","Single parent ","Female","64","0.30249112086904","0.243256817277957","0.361725424460124","1"
"Very important","1990","Couple + C. LE 16 ","Male","120","0.157794635412764","0.131017555600552","0.184571715224976","1"
"Very important","1990","Couple + C. LE 16 ","Female","216","0.266410042155503","0.234834371225133","0.297985713085873","1"
"Very important","1990","Couple + C. GT 16 ","Male","123","0.146283632757667","0.122470442500659","0.170096823014675","1"
"Very important","1990","Couple + C. GT 16 ","Female","194","0.269092917016353","0.235759805658049","0.302426028374658","1"
"Very important","1990","Couple + C. LE and GT 16","Male","40","0.18573303537627","0.134227486515252","0.237238584237288","1"
"Very important","1990","Couple + C. LE and GT 16","Female","60","0.272772033345946","0.213784363593568","0.331759703098325","1"
"Important","1991","1-pers.-HH","Male","","","","","2"
"Important","1991","1-pers.-HH","Female","","","","","2"
"Important","1991","(Married) couple without C. ","Male","","","","","2"
"Important","1991","(Married) couple without C. ","Female","","","","","2"
"Important","1991","Single parent ","Female","","","","","2"
"Important","1991","Couple + C. LE 16 ","Male","","","","","2"
"Important","1991","Couple + C. LE 16 ","Female","","","","","2"
"Important","1991","Single parent ","Male","","","","","2"
"Important","1991","Couple + C. GT 16 ","Female","","","","","2"
"Important","1991","Couple + C. GT 16 ","Male","","","","","2"
"Important","1991","Couple + C. LE and GT 16","Female","","","","","2"
"Important","1991","Couple + C. LE and GT 16","Male","","","","","2"
"Less important","1991","Couple + C. GT 16 ","Female","","","","","3"
"Less important","1991","Couple + C. LE and GT 16","Male","","","","","3"
"Less important","1991","Couple + C. LE and GT 16","Female","","","","","3"
"Less important","1991","1-pers.-HH","Female","","","","","3"
"Less important","1991","(Married) couple without C. ","Male","","","","","3"
"Less important","1991","Single parent ","Male","","","","","3"
"Less important","1991","1-pers.-HH","Male","","","","","3"
"Less important","1991","(Married) couple without C. ","Female","","","","","3"
"Less important","1991","Single parent ","Female","","","","","3"
"Less important","1991","Couple + C. LE 16 ","Male","","","","","3"
"Less important","1991","Couple + C. LE 16 ","Female","","","","","3"
"Less important","1991","Couple + C. GT 16 ","Male","","","","","3"
"Quite unimportant","1991","1-pers.-HH","Female","","","","","4"
"Quite unimportant","1991","(Married) couple without C. ","Female","","","","","4"
"Quite unimportant","1991","1-pers.-HH","Male","","","","","4"
"Quite unimportant","1991","(Married) couple without C. ","Male","","","","","4"
"Quite unimportant","1991","Single parent ","Male","","","","","4"
"Quite unimportant","1991","Single parent ","Female","","","","","4"
"Quite unimportant","1991","Couple + C. LE 16 ","Male","","","","","4"
