"plh0105","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Important","1992","35-65 y.","West Germany","2303","0.662386421217745","0.64661337902339","0.678159463412099"
"Important","1992","35-65 y.","East Germany","1476","0.66679121364798","0.647027182622159","0.686555244673801"
"Important","1992","66 and older","West Germany","673","0.647847636251414","0.618692135724582","0.677003136778247"
"Important","1992","66 and older","East Germany","239","0.585321197464278","0.536858689908607","0.633783705019948"
"Less important","1992","16-34 y.","West Germany","230","0.0891176091479895","0.0780527335613288","0.10018248473465"
"Less important","1992","16-34 y.","East Germany","131","0.0917523580601676","0.0766037843664736","0.106900931753862"
"Less important","1992","35-65 y.","West Germany","366","0.109540378692193","0.0991233457816881","0.119957411602699"
"Less important","1992","35-65 y.","East Germany","206","0.0986402259460334","0.086137679235506","0.111142772656561"
"Less important","1992","66 and older","West Germany","130","0.141717823103984","0.120429275073898","0.16300637113407"
"Less important","1992","66 and older","East Germany","51","0.162015955307013","0.125770830008338","0.198261080605689"
"Quite unimportant","1992","16-34 y.","West Germany","11","","",""
"Quite unimportant","1992","16-34 y.","East Germany","6","","",""
"Quite unimportant","1992","35-65 y.","West Germany","26","","",""
"Quite unimportant","1992","35-65 y.","East Germany","11","","",""
"Quite unimportant","1992","66 and older","West Germany","32","0.0357577287737307","0.0244233739394541","0.0470920836080073"
"Quite unimportant","1992","66 and older","East Germany","11","","",""
"Very important","1993","16-34 y.","West Germany","","","",""
"Very important","1993","16-34 y.","East Germany","","","",""
"Very important","1993","35-65 y.","West Germany","","","",""
"Very important","1993","35-65 y.","East Germany","","","",""
"Very important","1993","66 and older","West Germany","","","",""
"Very important","1993","66 and older","East Germany","","","",""
"Important","1993","16-34 y.","West Germany","","","",""
"Important","1993","16-34 y.","East Germany","","","",""
"Important","1993","35-65 y.","West Germany","","","",""
"Important","1993","35-65 y.","East Germany","","","",""
"Important","1993","66 and older","West Germany","","","",""
"Important","1993","66 and older","East Germany","","","",""
"Less important","1993","16-34 y.","West Germany","","","",""
"Less important","1993","16-34 y.","East Germany","","","",""
"Less important","1993","35-65 y.","West Germany","","","",""
"Less important","1993","35-65 y.","East Germany","","","",""
"Less important","1993","66 and older","West Germany","","","",""
"Less important","1993","66 and older","East Germany","","","",""
"Quite unimportant","1993","16-34 y.","West Germany","","","",""
"Quite unimportant","1993","16-34 y.","East Germany","","","",""
"Quite unimportant","1993","35-65 y.","West Germany","","","",""
"Quite unimportant","1993","35-65 y.","East Germany","","","",""
"Quite unimportant","1993","66 and older","West Germany","","","",""
"Quite unimportant","1993","66 and older","East Germany","","","",""
"Very important","1994","16-34 y.","West Germany","","","",""
"Very important","1994","16-34 y.","East Germany","","","",""
"Very important","1994","35-65 y.","West Germany","","","",""
"Very important","1994","35-65 y.","East Germany","","","",""
"Very important","1994","66 and older","West Germany","","","",""
"Very important","1994","66 and older","East Germany","","","",""
"Important","1994","16-34 y.","West Germany","","","",""
"Important","1994","16-34 y.","East Germany","","","",""
"Important","1994","35-65 y.","West Germany","","","",""
"Important","1994","35-65 y.","East Germany","","","",""
"Important","1994","66 and older","West Germany","","","",""
"Important","1994","66 and older","East Germany","","","",""
"Less important","1994","16-34 y.","West Germany","","","",""
"Less important","1994","16-34 y.","East Germany","","","",""
"Less important","1994","35-65 y.","West Germany","","","",""
"Less important","1994","35-65 y.","East Germany","","","",""
"Less important","1994","66 and older","West Germany","","","",""
"Less important","1994","66 and older","East Germany","","","",""
"Quite unimportant","1994","16-34 y.","West Germany","","","",""
"Quite unimportant","1994","16-34 y.","East Germany","","","",""
"Quite unimportant","1994","35-65 y.","West Germany","","","",""
"Quite unimportant","1994","35-65 y.","East Germany","","","",""
"Quite unimportant","1994","66 and older","West Germany","","","",""
"Quite unimportant","1994","66 and older","East Germany","","","",""
"Very important","1995","16-34 y.","West Germany","905","0.307972032283267","0.29078316371609","0.325160900850444"
"Very important","1995","16-34 y.","East Germany","374","0.296692394583388","0.271059713186728","0.322325075980049"
"Very important","1995","35-65 y.","West Germany","898","0.22649451469704","0.213058493435542","0.239930535958538"
"Very important","1995","35-65 y.","East Germany","468","0.220817651456752","0.202874857814759","0.238760445098745"
"Very important","1995","66 and older","West Germany","276","0.240225997910171","0.214651747349269","0.265800248471073"
"Very important","1995","66 and older","East Germany","109","0.26084199138935","0.218130722764554","0.303553260014146"
"Important","1995","16-34 y.","West Germany","1658","0.611085406402854","0.592934099320556","0.629236713485151"
"Important","1995","16-34 y.","East Germany","765","0.643751295827561","0.616879055155368","0.670623536499753"
"Important","1995","35-65 y.","West Germany","2528","0.684286112031269","0.669365870783696","0.699206353278842"
"Important","1995","35-65 y.","East Germany","1389","0.681813527762843","0.661665744098311","0.701961311427376"
"Important","1995","66 and older","West Germany","662","0.619544523221954","0.590481627773212","0.648607418670696"
"Important","1995","66 and older","East Germany","245","0.578352840059129","0.530318027512486","0.626387652605772"
"Less important","1995","16-34 y.","West Germany","198","0.0767545406039781","0.0668430161529963","0.0866660650549599"
"Less important","1995","16-34 y.","East Germany","75","0.0537568879115735","0.041101175405497","0.0664126004176501"
"Less important","1995","35-65 y.","West Germany","276","0.0803604609530569","0.07163395947993","0.0890869624261839"
"Less important","1995","35-65 y.","East Germany","179","0.0870567473683683","0.074861889965079","0.0992516047716576"
"Less important","1995","66 and older","West Germany","112","0.116586328413685","0.09737503658762","0.13579762023975"
"Less important","1995","66 and older","East Germany","43","0.125956963805071","0.0936822370270143","0.158231690583128"
"Quite unimportant","1995","16-34 y.","West Germany","10","","",""
"Quite unimportant","1995","16-34 y.","East Germany","6","","",""
"Quite unimportant","1995","35-65 y.","West Germany","26","","",""
"Quite unimportant","1995","35-65 y.","East Germany","17","","",""
"Quite unimportant","1995","66 and older","West Germany","22","","",""
"Quite unimportant","1995","66 and older","East Germany","9","","",""
"Very important","1996","16-34 y.","West Germany","","","",""
"Very important","1996","16-34 y.","East Germany","","","",""
"Very important","1996","35-65 y.","West Germany","","","",""
"Very important","1996","35-65 y.","East Germany","","","",""
"Very important","1996","66 and older","West Germany","","","",""
"Very important","1996","66 and older","East Germany","","","",""
"Important","1996","16-34 y.","West Germany","","","",""
"Important","1996","16-34 y.","East Germany","","","",""
"Important","1996","35-65 y.","West Germany","","","",""
"Important","1996","35-65 y.","East Germany","","","",""
"Important","1996","66 and older","West Germany","","","",""
"Important","1996","66 and older","East Germany","","","",""
"Less important","1996","16-34 y.","West Germany","","","",""
"Less important","1996","16-34 y.","East Germany","","","",""
"Less important","1996","35-65 y.","West Germany","","","",""
"Less important","1996","35-65 y.","East Germany","","","",""
"Less important","1996","66 and older","West Germany","","","",""
"Less important","1996","66 and older","East Germany","","","",""
"Quite unimportant","1996","16-34 y.","West Germany","","","",""
"Quite unimportant","1996","16-34 y.","East Germany","","","",""
"Quite unimportant","1996","35-65 y.","West Germany","","","",""
"Quite unimportant","1996","35-65 y.","East Germany","","","",""
"Quite unimportant","1996","66 and older","West Germany","","","",""
"Quite unimportant","1996","66 and older","East Germany","","","",""
"Very important","1997","16-34 y.","West Germany","","","",""
"Very important","1997","16-34 y.","East Germany","","","",""
"Very important","1997","35-65 y.","West Germany","","","",""
"Very important","1997","35-65 y.","East Germany","","","",""
"Very important","1997","66 and older","West Germany","","","",""
"Very important","1997","66 and older","East Germany","","","",""
"Important","1997","16-34 y.","West Germany","","","",""
"Important","1997","16-34 y.","East Germany","","","",""
"Important","1997","35-65 y.","West Germany","","","",""
"Important","1997","35-65 y.","East Germany","","","",""
"Important","1997","66 and older","West Germany","","","",""
"Important","1997","66 and older","East Germany","","","",""
"Less important","1997","16-34 y.","West Germany","","","",""
"Less important","1997","16-34 y.","East Germany","","","",""
"Less important","1997","35-65 y.","West Germany","","","",""
"Less important","1997","35-65 y.","East Germany","","","",""
"Less important","1997","66 and older","West Germany","","","",""
"Less important","1997","66 and older","East Germany","","","",""
"Quite unimportant","1997","16-34 y.","West Germany","","","",""
"Quite unimportant","1997","16-34 y.","East Germany","","","",""
"Quite unimportant","1997","35-65 y.","West Germany","","","",""
"Quite unimportant","1997","35-65 y.","East Germany","","","",""
"Quite unimportant","1997","66 and older","West Germany","","","",""
"Quite unimportant","1997","66 and older","East Germany","","","",""
"Very important","1998","16-34 y.","West Germany","","","",""
"Very important","1998","16-34 y.","East Germany","","","",""
"Very important","1998","35-65 y.","West Germany","","","",""
"Very important","1998","35-65 y.","East Germany","","","",""
"Very important","1998","66 and older","West Germany","","","",""
"Very important","1998","66 and older","East Germany","","","",""
"Important","1998","16-34 y.","West Germany","","","",""
"Important","1998","16-34 y.","East Germany","","","",""
"Important","1998","35-65 y.","West Germany","","","",""
"Important","1998","35-65 y.","East Germany","","","",""
"Important","1998","66 and older","West Germany","","","",""
"Important","1998","66 and older","East Germany","","","",""
"Less important","1998","16-34 y.","West Germany","","","",""
"Less important","1998","16-34 y.","East Germany","","","",""
"Less important","1998","35-65 y.","West Germany","","","",""
"Less important","1998","35-65 y.","East Germany","","","",""
"Less important","1998","66 and older","West Germany","","","",""
"Less important","1998","66 and older","East Germany","","","",""
"Quite unimportant","1998","16-34 y.","West Germany","","","",""
"Quite unimportant","1998","16-34 y.","East Germany","","","",""
"Quite unimportant","1998","35-65 y.","West Germany","","","",""
"Quite unimportant","1998","35-65 y.","East Germany","","","",""
"Quite unimportant","1998","66 and older","West Germany","","","",""
"Quite unimportant","1998","66 and older","East Germany","","","",""
"Very important","1999","16-34 y.","West Germany","","","",""
"Very important","1999","16-34 y.","East Germany","","","",""
"Very important","1999","35-65 y.","West Germany","","","",""
"Very important","1999","35-65 y.","East Germany","","","",""
"Very important","1999","66 and older","West Germany","","","",""
"Very important","1999","66 and older","East Germany","","","",""
"Important","1999","16-34 y.","West Germany","","","",""
"Important","1999","16-34 y.","East Germany","","","",""
"Important","1999","35-65 y.","West Germany","","","",""
"Important","1999","35-65 y.","East Germany","","","",""
"Important","1999","66 and older","West Germany","","","",""
"Important","1999","66 and older","East Germany","","","",""
"Less important","1999","16-34 y.","West Germany","","","",""
"Less important","1999","16-34 y.","East Germany","","","",""
"Less important","1999","35-65 y.","West Germany","","","",""
"Less important","1999","35-65 y.","East Germany","","","",""
"Less important","1999","66 and older","West Germany","","","",""
"Less important","1999","66 and older","East Germany","","","",""
"Quite unimportant","1999","16-34 y.","West Germany","","","",""
"Quite unimportant","1999","16-34 y.","East Germany","","","",""
"Quite unimportant","1999","35-65 y.","West Germany","","","",""
"Quite unimportant","1999","35-65 y.","East Germany","","","",""
"Quite unimportant","1999","66 and older","West Germany","","","",""
"Quite unimportant","1999","66 and older","East Germany","","","",""
"Very important","2000","16-34 y.","West Germany","","","",""
"Very important","2000","16-34 y.","East Germany","","","",""
"Very important","2000","35-65 y.","West Germany","","","",""
"Very important","2000","35-65 y.","East Germany","","","",""
"Very important","2000","66 and older","West Germany","","","",""
"Very important","2000","66 and older","East Germany","","","",""
"Important","2000","16-34 y.","West Germany","","","",""
"Important","2000","16-34 y.","East Germany","","","",""
"Important","2000","35-65 y.","West Germany","","","",""
"Important","2000","35-65 y.","East Germany","","","",""
"Important","2000","66 and older","West Germany","","","",""
"Important","2000","66 and older","East Germany","","","",""
"Less important","2000","16-34 y.","West Germany","","","",""
"Less important","2000","16-34 y.","East Germany","","","",""
"Less important","2000","35-65 y.","West Germany","","","",""
"Less important","2000","35-65 y.","East Germany","","","",""
"Less important","2000","66 and older","West Germany","","","",""
"Less important","2000","66 and older","East Germany","","","",""
"Quite unimportant","2000","16-34 y.","West Germany","","","",""
"Quite unimportant","2000","16-34 y.","East Germany","","","",""
"Quite unimportant","2000","35-65 y.","West Germany","","","",""
"Quite unimportant","2000","35-65 y.","East Germany","","","",""
"Quite unimportant","2000","66 and older","West Germany","","","",""
"Quite unimportant","2000","66 and older","East Germany","","","",""
"Very important","2001","16-34 y.","West Germany","","","",""
"Very important","2001","16-34 y.","East Germany","","","",""
"Very important","2001","35-65 y.","West Germany","","","",""
"Very important","2001","35-65 y.","East Germany","","","",""
"Very important","2001","66 and older","West Germany","","","",""
"Very important","2001","66 and older","East Germany","","","",""
"Important","2001","16-34 y.","West Germany","","","",""
"Important","2001","16-34 y.","East Germany","","","",""
"Important","2001","35-65 y.","West Germany","","","",""
"Important","2001","35-65 y.","East Germany","","","",""
"Important","2001","66 and older","West Germany","","","",""
"Important","2001","66 and older","East Germany","","","",""
"Less important","2001","16-34 y.","West Germany","","","",""
"Less important","2001","16-34 y.","East Germany","","","",""
"Less important","2001","35-65 y.","West Germany","","","",""
"Less important","2001","35-65 y.","East Germany","","","",""
"Less important","2001","66 and older","West Germany","","","",""
"Less important","2001","66 and older","East Germany","","","",""
"Quite unimportant","2001","16-34 y.","West Germany","","","",""
"Quite unimportant","2001","16-34 y.","East Germany","","","",""
"Quite unimportant","2001","35-65 y.","West Germany","","","",""
"Quite unimportant","2001","35-65 y.","East Germany","","","",""
"Quite unimportant","2001","66 and older","West Germany","","","",""
"Quite unimportant","2001","66 and older","East Germany","","","",""
"Very important","2002","16-34 y.","West Germany","","","",""
"Very important","2002","16-34 y.","East Germany","","","",""
"Very important","2002","35-65 y.","West Germany","","","",""
"Very important","2002","35-65 y.","East Germany","","","",""
"Very important","2002","66 and older","West Germany","","","",""
"Very important","2002","66 and older","East Germany","","","",""
"Important","2002","16-34 y.","West Germany","","","",""
"Important","2002","16-34 y.","East Germany","","","",""
"Important","2002","35-65 y.","West Germany","","","",""
"Important","2002","35-65 y.","East Germany","","","",""
"Important","2002","66 and older","West Germany","","","",""
"Important","2002","66 and older","East Germany","","","",""
"Less important","2002","16-34 y.","West Germany","","","",""
"Less important","2002","16-34 y.","East Germany","","","",""
"Less important","2002","35-65 y.","West Germany","","","",""
"Less important","2002","35-65 y.","East Germany","","","",""
"Less important","2002","66 and older","West Germany","","","",""
"Less important","2002","66 and older","East Germany","","","",""
"Quite unimportant","2002","16-34 y.","West Germany","","","",""
"Quite unimportant","2002","16-34 y.","East Germany","","","",""
"Quite unimportant","2002","35-65 y.","West Germany","","","",""
"Quite unimportant","2002","35-65 y.","East Germany","","","",""
"Quite unimportant","2002","66 and older","West Germany","","","",""
"Quite unimportant","2002","66 and older","East Germany","","","",""
"Very important","2003","16-34 y.","West Germany","","","",""
"Very important","2003","16-34 y.","East Germany","","","",""
"Very important","2003","35-65 y.","West Germany","","","",""
"Very important","2003","35-65 y.","East Germany","","","",""
"Very important","2003","66 and older","West Germany","","","",""
"Very important","2003","66 and older","East Germany","","","",""
"Important","2003","16-34 y.","West Germany","","","",""
"Important","2003","16-34 y.","East Germany","","","",""
"Important","2003","35-65 y.","West Germany","","","",""
"Important","2003","35-65 y.","East Germany","","","",""
"Important","2003","66 and older","West Germany","","","",""
"Important","2003","66 and older","East Germany","","","",""
"Less important","2003","16-34 y.","West Germany","","","",""
"Less important","2003","16-34 y.","East Germany","","","",""
"Less important","2003","35-65 y.","West Germany","","","",""
"Less important","2003","35-65 y.","East Germany","","","",""
"Less important","2003","66 and older","West Germany","","","",""
"Less important","2003","66 and older","East Germany","","","",""
"Quite unimportant","2003","16-34 y.","West Germany","","","",""
"Quite unimportant","2003","16-34 y.","East Germany","","","",""
"Quite unimportant","2003","35-65 y.","West Germany","","","",""
"Quite unimportant","2003","35-65 y.","East Germany","","","",""
"Quite unimportant","2003","66 and older","West Germany","","","",""
"Quite unimportant","2003","66 and older","East Germany","","","",""
"Very important","2004","16-34 y.","West Germany","1432","0.336622350882827","0.322319007938854","0.350925693826799"
"Very important","2004","16-34 y.","East Germany","432","0.314722831404616","0.290627474659721","0.338818188149512"
"Very important","2004","35-65 y.","West Germany","2326","0.236666082806122","0.228064626985556","0.245267538626687"
"Very important","2004","35-65 y.","East Germany","594","0.216796884446484","0.201671263802463","0.231922505090506"
"Very important","2004","66 and older","West Germany","691","0.231598969835118","0.216059348308011","0.247138591362225"
"Very important","2004","66 and older","East Germany","206","0.217761201542076","0.191626035417003","0.24389636766715"
"Important","2004","16-34 y.","West Germany","2399","0.573619024815087","0.558649902313329","0.588588147316844"
"Important","2004","16-34 y.","East Germany","870","0.600295527915207","0.574880642140867","0.625710413689547"
"Important","2004","35-65 y.","West Germany","6308","0.671415558337821","0.661910257422868","0.680920859252774"
"Important","2004","35-65 y.","East Germany","2011","0.689523277903918","0.672539336968631","0.706507218839206"
"Important","2004","66 and older","West Germany","1869","0.668492271992426","0.651151310239851","0.685833233745"
"Important","2004","66 and older","East Germany","657","0.678625509919564","0.649053140195575","0.708197879643552"
"Less important","2004","16-34 y.","West Germany","346","0.0848564128254992","0.0764216550644545","0.093291170586544"
"Less important","2004","16-34 y.","East Germany","121","0.0818378581718814","0.0676154570648077","0.096060259278955"
"Less important","2004","35-65 y.","West Germany","709","0.0871952432899302","0.0814859544375749","0.0929045321422854"
"Less important","2004","35-65 y.","East Germany","232","0.0901612220370525","0.0796478605200322","0.100674583554073"
"Less important","2004","66 and older","West Germany","244","0.0902918813013528","0.0797345647753676","0.100849197827338"
"Less important","2004","66 and older","East Germany","83","0.0880593303473687","0.0701146255666129","0.106004035128124"
"Quite unimportant","2004","16-34 y.","West Germany","16","","",""
"Quite unimportant","2004","16-34 y.","East Germany","4","","",""
"Quite unimportant","2004","35-65 y.","West Germany","37","0.00472311556612745","0.00333561580611487","0.00611061532614002"
"Quite unimportant","2004","35-65 y.","East Germany","14","","",""
"Quite unimportant","2004","66 and older","West Germany","27","","",""
"Quite unimportant","2004","66 and older","East Germany","12","","",""
"Very important","2005","16-34 y.","West Germany","","","",""
"Very important","2005","16-34 y.","East Germany","","","",""
"Very important","2005","35-65 y.","West Germany","","","",""
"Very important","2005","35-65 y.","East Germany","","","",""
"Very important","2005","66 and older","West Germany","","","",""
"Very important","2005","66 and older","East Germany","","","",""
"Important","2005","16-34 y.","West Germany","","","",""
"Important","2005","16-34 y.","East Germany","","","",""
"Important","2005","35-65 y.","West Germany","","","",""
"Important","2005","35-65 y.","East Germany","","","",""
"Important","2005","66 and older","West Germany","","","",""
"Important","2005","66 and older","East Germany","","","",""
"Less important","2005","16-34 y.","West Germany","","","",""
"Less important","2005","16-34 y.","East Germany","","","",""
"Less important","2005","35-65 y.","West Germany","","","",""
"Less important","2005","35-65 y.","East Germany","","","",""
"Less important","2005","66 and older","West Germany","","","",""
"Less important","2005","66 and older","East Germany","","","",""
"Quite unimportant","2005","16-34 y.","West Germany","","","",""
"Quite unimportant","2005","16-34 y.","East Germany","","","",""
"Quite unimportant","2005","35-65 y.","West Germany","","","",""
"Quite unimportant","2005","35-65 y.","East Germany","","","",""
"Quite unimportant","2005","66 and older","West Germany","","","",""
"Quite unimportant","2005","66 and older","East Germany","","","",""
"Very important","2006","16-34 y.","West Germany","","","",""
"Very important","2006","16-34 y.","East Germany","","","",""
"Very important","2006","35-65 y.","West Germany","","","",""
"Very important","2006","35-65 y.","East Germany","","","",""
"Very important","2006","66 and older","West Germany","","","",""
"Very important","2006","66 and older","East Germany","","","",""
"Important","2006","16-34 y.","West Germany","","","",""
"Important","2006","16-34 y.","East Germany","","","",""
"Important","2006","35-65 y.","West Germany","","","",""
"Important","2006","35-65 y.","East Germany","","","",""
"Important","2006","66 and older","West Germany","","","",""
"Important","2006","66 and older","East Germany","","","",""
"Less important","2006","16-34 y.","West Germany","","","",""
"Less important","2006","16-34 y.","East Germany","","","",""
"Less important","2006","35-65 y.","West Germany","","","",""
"Less important","2006","35-65 y.","East Germany","","","",""
"Less important","2006","66 and older","West Germany","","","",""
"Less important","2006","66 and older","East Germany","","","",""
"Quite unimportant","2006","16-34 y.","West Germany","","","",""
"Quite unimportant","2006","16-34 y.","East Germany","","","",""
"Quite unimportant","2006","35-65 y.","West Germany","","","",""
"Quite unimportant","2006","35-65 y.","East Germany","","","",""
"Quite unimportant","2006","66 and older","West Germany","","","",""
"Quite unimportant","2006","66 and older","East Germany","","","",""
"Very important","2007","16-34 y.","West Germany","","","",""
"Very important","2007","16-34 y.","East Germany","","","",""
"Very important","2007","35-65 y.","West Germany","","","",""
"Very important","2007","35-65 y.","East Germany","","","",""
"Very important","2007","66 and older","West Germany","","","",""
"Very important","2007","66 and older","East Germany","","","",""
"Important","2007","16-34 y.","West Germany","","","",""
"Important","2007","16-34 y.","East Germany","","","",""
"Important","2007","35-65 y.","West Germany","","","",""
"Important","2007","35-65 y.","East Germany","","","",""
"Important","2007","66 and older","West Germany","","","",""
"Important","2007","66 and older","East Germany","","","",""
"Less important","2007","16-34 y.","West Germany","","","",""
"Less important","2007","16-34 y.","East Germany","","","",""
"Less important","2007","35-65 y.","West Germany","","","",""
"Less important","2007","35-65 y.","East Germany","","","",""
"Less important","2007","66 and older","West Germany","","","",""
"Less important","2007","66 and older","East Germany","","","",""
"Quite unimportant","2007","16-34 y.","West Germany","","","",""
"Quite unimportant","2007","16-34 y.","East Germany","","","",""
"Quite unimportant","2007","35-65 y.","West Germany","","","",""
"Quite unimportant","2007","35-65 y.","East Germany","","","",""
"Quite unimportant","2007","66 and older","West Germany","","","",""
"Quite unimportant","2007","66 and older","East Germany","","","",""
"Very important","2008","16-34 y.","West Germany","1193","0.366590927355485","0.349957430111331","0.383224424599638"
"Very important","2008","16-34 y.","East Germany","376","0.331750159215681","0.304454098356933","0.35904622007443"
"Very important","2008","35-65 y.","West Germany","2021","0.233045868186705","0.223874616916456","0.242217119456953"
"Very important","2008","35-65 y.","East Germany","492","0.189596848631445","0.174268181574878","0.204925515688012"
"Very important","2008","66 and older","West Germany","665","0.192052930689317","0.178404741743758","0.205701119634876"
"Very important","2008","66 and older","East Germany","221","0.188067295017304","0.165293602886963","0.210840987147644"
"Important","2008","16-34 y.","West Germany","1863","0.577389055379892","0.560337844788799","0.594440265970985"
"Important","2008","16-34 y.","East Germany","697","0.60160876449944","0.573227160191996","0.629990368806883"
"Important","2008","35-65 y.","West Germany","5492","0.671467280545007","0.661278436034756","0.681656125055259"
"Important","2008","35-65 y.","East Germany","1828","0.726543714289296","0.709113083507749","0.743974345070843"
"Important","2008","66 and older","West Germany","2169","0.687879411578046","0.671825145154385","0.703933678001706"
"Important","2008","66 and older","East Germany","800","0.709233280778556","0.682767562207408","0.735698999349704"
"Less important","2008","16-34 y.","West Germany","163","0.054932387246839","0.0470674320848294","0.0627973424088486"
"Less important","2008","16-34 y.","East Germany","69","0.0641250911671724","0.0499231445616179","0.0783270377727268"
"Less important","2008","35-65 y.","West Germany","616","0.0887873792473329","0.082617045227108","0.0949577132675578"
"Less important","2008","35-65 y.","East Germany","185","0.0793886833893727","0.0688167181179495","0.089960648660796"
"Less important","2008","66 and older","West Germany","331","0.10804601592498","0.0972900676411748","0.118801964208785"
"Less important","2008","66 and older","East Germany","100","0.0891500266426386","0.0725426531760719","0.105757400109205"
"Quite unimportant","2008","16-34 y.","West Germany","5","","",""
"Quite unimportant","2008","16-34 y.","East Germany","1","","",""
"Quite unimportant","2008","35-65 y.","West Germany","34","0.00669947202095509","0.00492983655007751","0.00846910749183267"
"Quite unimportant","2008","35-65 y.","East Germany","7","","",""
"Quite unimportant","2008","66 and older","West Germany","35","0.012021641807657","0.00824567029255558","0.0157976133227584"
"Quite unimportant","2008","66 and older","East Germany","10","","",""
"Very important","2009","16-34 y.","West Germany","","","",""
"Very important","2009","16-34 y.","East Germany","","","",""
"Very important","2009","35-65 y.","West Germany","","","",""
"Very important","2009","35-65 y.","East Germany","","","",""
"Very important","2009","66 and older","West Germany","","","",""
"Very important","2009","66 and older","East Germany","","","",""
"Important","2009","16-34 y.","West Germany","","","",""
"Important","2009","16-34 y.","East Germany","","","",""
"Important","2009","35-65 y.","West Germany","","","",""
"Important","2009","35-65 y.","East Germany","","","",""
"Important","2009","66 and older","West Germany","","","",""
"Important","2009","66 and older","East Germany","","","",""
"Less important","2009","16-34 y.","West Germany","","","",""
"Less important","2009","16-34 y.","East Germany","","","",""
"Less important","2009","35-65 y.","West Germany","","","",""
"Less important","2009","35-65 y.","East Germany","","","",""
"Less important","2009","66 and older","West Germany","","","",""
"Less important","2009","66 and older","East Germany","","","",""
"Quite unimportant","2009","16-34 y.","West Germany","","","",""
"Quite unimportant","2009","16-34 y.","East Germany","","","",""
"Quite unimportant","2009","35-65 y.","West Germany","","","",""
