"plh0105","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","1-pers.-HH","296","0.608581571450115","0.564919181352668","0.652243961547561","2"
"Important","1990","Not Employed","(Married) couple without C. ","596","0.683060742404908","0.652266751626003","0.713854733183813","2"
"Important","1990","Not Employed","Single parent ","88","0.629761987586922","0.548608467704067","0.710915507469777","2"
"Important","1990","Not Employed","Couple + C. LE 16 ","224","0.640393682918786","0.590118779545069","0.690668586292503","2"
"Important","1990","Not Employed","Couple + C. GT 16 ","314","0.657090771763325","0.614581603784729","0.69959993974192","2"
"Important","1990","Employed","(Married) couple without C. ","803","0.705232106865926","0.6788231361887","0.731641077543151","2"
"Important","1990","Not Employed","Couple + C. LE and GT 16","81","0.609944247974953","0.526735394338245","0.69315310161166","2"
"Important","1990","Employed","1-pers.-HH","288","0.642639125370358","0.597759614149981","0.687518636590735","2"
"Important","1990","Employed","Couple + C. LE 16 ","772","0.707494212817366","0.68079248684144","0.734195938793293","2"
"Important","1990","Employed","Couple + C. LE and GT 16","210","0.689944050243819","0.638122028824433","0.741766071663205","2"
"Important","1990","Employed","Single parent ","166","0.64938005992703","0.590466454644706","0.708293665209353","2"
"Important","1990","Employed","Couple + C. GT 16 ","727","0.698220520462315","0.670415968136845","0.726025072787785","2"
"Less important","1990","Employed","Couple + C. GT 16 ","115","0.115711645428825","0.0963358188950105","0.135087471962639","3"
"Less important","1990","Employed","Couple + C. LE 16 ","102","0.0948574767559959","0.0776584082816874","0.112056545230304","3"
"Less important","1990","Not Employed","(Married) couple without C. ","63","0.0687347333385516","0.0519901971229101","0.0854792695541932","3"
"Less important","1990","Not Employed","Single parent ","12","","","","3"
"Less important","1990","Not Employed","1-pers.-HH","64","0.141375526883192","0.110207003926029","0.172544049840355","3"
"Less important","1990","Not Employed","Couple + C. LE 16 ","22","","","","3"
"Less important","1990","Not Employed","Couple + C. GT 16 ","46","0.0997180570991904","0.0728858431511845","0.126550271047196","3"
"Less important","1990","Not Employed","Couple + C. LE and GT 16","10","","","","3"
"Less important","1990","Employed","1-pers.-HH","52","0.131073675797799","0.0994683513925239","0.162679000203075","3"
"Less important","1990","Employed","(Married) couple without C. ","110","0.100888202657191","0.0834431458388856","0.118333259475496","3"
"Less important","1990","Employed","Single parent ","32","0.134097900792022","0.0920258960701367","0.176169905513907","3"
"Less important","1990","Employed","Couple + C. LE and GT 16","32","0.108520341969064","0.0736706716892687","0.143370012248858","3"
"Quite unimportant","1990","Not Employed","Couple + C. LE 16 ","2","","","","4"
"Quite unimportant","1990","Not Employed","1-pers.-HH","17","","","","4"
"Quite unimportant","1990","Not Employed","(Married) couple without C. ","4","","","","4"
"Quite unimportant","1990","Not Employed","Single parent ","2","","","","4"
"Quite unimportant","1990","Not Employed","Couple + C. LE and GT 16","1","","","","4"
"Quite unimportant","1990","Employed","1-pers.-HH","2","","","","4"
"Quite unimportant","1990","Not Employed","Couple + C. GT 16 ","1","","","","4"
"Quite unimportant","1990","Employed","(Married) couple without C. ","2","","","","4"
"Quite unimportant","1990","Employed","Single parent ","2","","","","4"
"Quite unimportant","1990","Employed","Couple + C. LE 16 ","7","","","","4"
"Quite unimportant","1990","Employed","Couple + C. GT 16 ","6","","","","4"
"Quite unimportant","1990","Employed","Couple + C. LE and GT 16","4","","","","4"
"Very important","1990","Not Employed","1-pers.-HH","103","0.209793926112771","0.173369383302325","0.246218468923216","1"
"Very important","1990","Not Employed","(Married) couple without C. ","214","0.24349376001571","0.215088519581288","0.271899000450132","1"
"Very important","1990","Not Employed","Single parent ","34","0.281425794179662","0.205847619515907","0.357003968843417","1"
"Very important","1990","Not Employed","Couple + C. LE 16 ","102","0.282600335744735","0.235428694152904","0.329771977336566","1"
"Very important","1990","Not Employed","Couple + C. GT 16 ","118","0.240390997491684","0.202123110246872","0.278658884736495","1"
"Very important","1990","Not Employed","Couple + C. LE and GT 16","40","0.316784158439738","0.237420474843813","0.396147842035662","1"
"Very important","1990","Employed","1-pers.-HH","96","0.21776479837422","0.179112657612981","0.256416939135459","1"
"Very important","1990","Employed","(Married) couple without C. ","230","0.191785787732361","0.16898148490215","0.214590090562571","1"
"Very important","1990","Employed","Single parent ","52","0.212438697257448","0.161936901665781","0.262940492849114","1"
"Very important","1990","Employed","Couple + C. LE 16 ","234","0.190778501855972","0.167715858646215","0.213841145065729","1"
"Very important","1990","Employed","Couple + C. GT 16 ","199","0.180187408645215","0.156906803654291","0.20346801363614","1"
"Very important","1990","Employed","Couple + C. LE and GT 16","60","0.18957985206799","0.145662253715451","0.23349745042053","1"
