"plh0105","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Important","1990","Hesse","East Germany","","","",""
"Important","1990","Rhineland-Palatinate,Saarland","West Germany","380","0.673030024045814","0.634142226769083","0.711917821322545"
"Important","1990","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Important","1990","Baden-Württemberg","West Germany","731","0.624938274051404","0.597029606029324","0.652846942073484"
"Important","1990","Baden-Württemberg","East Germany","","","",""
"Important","1990","Bavaria","West Germany","871","0.672398781871553","0.64664690027881","0.698150663464296"
"Important","1990","Bavaria","East Germany","","","",""
"Important","1990","Berlin","West Germany","155","0.661689139572642","0.601196973886572","0.722181305258711"
"Important","1990","Berlin","East Germany","","","",""
"Important","1990","Brandenburg","West Germany","","","",""
"Important","1990","Brandenburg","East Germany","","","",""
"Important","1990","Mecklenburg-Western Pomerania","West Germany","","","",""
"Important","1990","Mecklenburg-Western Pomerania","East Germany","","","",""
"Important","1990","Saxony","West Germany","","","",""
"Important","1990","Saxony","East Germany","","","",""
"Important","1990","Saxony-Anhalt","West Germany","","","",""
"Important","1990","Saxony-Anhalt","East Germany","","","",""
"Important","1990","Thuringia","West Germany","","","",""
"Important","1990","Thuringia","East Germany","","","",""
"Less important","1990","Schleswig-Holstein","West Germany","21","","",""
"Less important","1990","Schleswig-Holstein","East Germany","","","",""
"Less important","1990","Hamburg","West Germany","10","","",""
"Less important","1990","Hamburg","East Germany","","","",""
"Less important","1990","Lower Saxony","West Germany","81","0.101697005083835","0.081305824384999","0.122088185782672"
"Less important","1990","Lower Saxony","East Germany","","","",""
"Less important","1990","Bremen","West Germany","4","","",""
"Less important","1990","Bremen","East Germany","","","",""
"Less important","1990","North Rhine-Westphalia","West Germany","187","0.100887218012253","0.0874504569140605","0.114323979110446"
"Less important","1990","North Rhine-Westphalia","East Germany","","","",""
"Less important","1990","Hesse","West Germany","59","0.0862520400764873","0.0650105622194637","0.107493517933511"
"Less important","1990","Hesse","East Germany","","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","West Germany","55","0.113053095045278","0.0868029186203344","0.139303271470222"
"Less important","1990","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Less important","1990","Baden-Württemberg","West Germany","103","0.101961438379159","0.0845178976541548","0.119404979104163"
"Less important","1990","Baden-Württemberg","East Germany","","","",""
"Less important","1990","Bavaria","West Germany","158","0.128418233329424","0.11006172112123","0.146774745537618"
"Less important","1990","Bavaria","East Germany","","","",""
"Less important","1990","Berlin","West Germany","24","","",""
"Less important","1990","Berlin","East Germany","","","",""
"Less important","1990","Brandenburg","West Germany","","","",""
"Less important","1990","Brandenburg","East Germany","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","West Germany","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","East Germany","","","",""
"Less important","1990","Saxony","West Germany","","","",""
"Less important","1990","Saxony","East Germany","","","",""
"Less important","1990","Saxony-Anhalt","West Germany","","","",""
"Less important","1990","Saxony-Anhalt","East Germany","","","",""
"Less important","1990","Thuringia","West Germany","","","",""
"Less important","1990","Thuringia","East Germany","","","",""
"Quite unimportant","1990","Schleswig-Holstein","West Germany","4","","",""
"Quite unimportant","1990","Schleswig-Holstein","East Germany","","","",""
"Quite unimportant","1990","Hamburg","West Germany","1","","",""
"Quite unimportant","1990","Hamburg","East Germany","","","",""
"Quite unimportant","1990","Lower Saxony","West Germany","5","","",""
"Quite unimportant","1990","Lower Saxony","East Germany","","","",""
"Quite unimportant","1990","Bremen","West Germany","2","","",""
"Quite unimportant","1990","Bremen","East Germany","","","",""
"Quite unimportant","1990","North Rhine-Westphalia","West Germany","9","","",""
"Quite unimportant","1990","North Rhine-Westphalia","East Germany","","","",""
"Quite unimportant","1990","Hesse","West Germany","6","","",""
"Quite unimportant","1990","Hesse","East Germany","","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","West Germany","7","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Quite unimportant","1990","Baden-Württemberg","West Germany","12","","",""
"Quite unimportant","1990","Baden-Württemberg","East Germany","","","",""
"Quite unimportant","1990","Bavaria","West Germany","15","","",""
"Quite unimportant","1990","Bavaria","East Germany","","","",""
"Quite unimportant","1990","Berlin","West Germany","1","","",""
"Quite unimportant","1990","Berlin","East Germany","","","",""
"Quite unimportant","1990","Brandenburg","West Germany","","","",""
"Quite unimportant","1990","Brandenburg","East Germany","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","West Germany","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","East Germany","","","",""
"Quite unimportant","1990","Saxony","West Germany","","","",""
"Quite unimportant","1990","Saxony","East Germany","","","",""
"Quite unimportant","1990","Saxony-Anhalt","West Germany","","","",""
"Quite unimportant","1990","Saxony-Anhalt","East Germany","","","",""
"Quite unimportant","1990","Thuringia","West Germany","","","",""
"Quite unimportant","1990","Thuringia","East Germany","","","",""
"Very important","1991","Schleswig-Holstein","West Germany","","","",""
"Very important","1991","Schleswig-Holstein","East Germany","","","",""
"Very important","1991","Hamburg","West Germany","","","",""
"Very important","1991","Hamburg","East Germany","","","",""
"Very important","1991","Lower Saxony","West Germany","","","",""
"Very important","1991","Lower Saxony","East Germany","","","",""
"Very important","1991","Bremen","West Germany","","","",""
"Very important","1991","Bremen","East Germany","","","",""
"Very important","1991","North Rhine-Westphalia","West Germany","","","",""
"Very important","1991","North Rhine-Westphalia","East Germany","","","",""
"Very important","1991","Hesse","West Germany","","","",""
"Very important","1991","Hesse","East Germany","","","",""
"Very important","1991","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very important","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very important","1991","Baden-Württemberg","West Germany","","","",""
"Very important","1991","Baden-Württemberg","East Germany","","","",""
"Very important","1991","Bavaria","West Germany","","","",""
"Very important","1991","Bavaria","East Germany","","","",""
"Very important","1991","Berlin","West Germany","","","",""
"Very important","1991","Berlin","East Germany","","","",""
"Very important","1991","Brandenburg","West Germany","","","",""
"Very important","1991","Brandenburg","East Germany","","","",""
"Very important","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very important","1991","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very important","1991","Saxony","West Germany","","","",""
"Very important","1991","Saxony","East Germany","","","",""
"Very important","1991","Saxony-Anhalt","West Germany","","","",""
"Very important","1991","Saxony-Anhalt","East Germany","","","",""
"Very important","1991","Thuringia","West Germany","","","",""
"Very important","1991","Thuringia","East Germany","","","",""
"Important","1991","Schleswig-Holstein","West Germany","","","",""
"Important","1991","Schleswig-Holstein","East Germany","","","",""
"Important","1991","Hamburg","West Germany","","","",""
"Important","1991","Hamburg","East Germany","","","",""
"Important","1991","Lower Saxony","West Germany","","","",""
"Important","1991","Lower Saxony","East Germany","","","",""
"Important","1991","Bremen","West Germany","","","",""
"Important","1991","Bremen","East Germany","","","",""
"Important","1991","North Rhine-Westphalia","West Germany","","","",""
"Important","1991","North Rhine-Westphalia","East Germany","","","",""
"Important","1991","Hesse","West Germany","","","",""
"Important","1991","Hesse","East Germany","","","",""
"Important","1991","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Important","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Important","1991","Baden-Württemberg","West Germany","","","",""
"Important","1991","Baden-Württemberg","East Germany","","","",""
"Important","1991","Bavaria","West Germany","","","",""
"Important","1991","Bavaria","East Germany","","","",""
"Important","1991","Berlin","West Germany","","","",""
"Important","1991","Berlin","East Germany","","","",""
"Important","1991","Brandenburg","West Germany","","","",""
"Important","1991","Brandenburg","East Germany","","","",""
"Important","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Important","1991","Mecklenburg-Western Pomerania","East Germany","","","",""
"Important","1991","Saxony","West Germany","","","",""
"Important","1991","Saxony","East Germany","","","",""
"Important","1991","Saxony-Anhalt","West Germany","","","",""
"Important","1991","Saxony-Anhalt","East Germany","","","",""
"Important","1991","Thuringia","West Germany","","","",""
"Important","1991","Thuringia","East Germany","","","",""
"Less important","1991","Schleswig-Holstein","West Germany","","","",""
"Less important","1991","Schleswig-Holstein","East Germany","","","",""
"Less important","1991","Hamburg","West Germany","","","",""
"Less important","1991","Hamburg","East Germany","","","",""
"Less important","1991","Lower Saxony","West Germany","","","",""
"Less important","1991","Lower Saxony","East Germany","","","",""
"Less important","1991","Bremen","West Germany","","","",""
"Less important","1991","Bremen","East Germany","","","",""
"Less important","1991","North Rhine-Westphalia","West Germany","","","",""
"Less important","1991","North Rhine-Westphalia","East Germany","","","",""
"Less important","1991","Hesse","West Germany","","","",""
"Less important","1991","Hesse","East Germany","","","",""
"Less important","1991","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Less important","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Less important","1991","Baden-Württemberg","West Germany","","","",""
"Less important","1991","Baden-Württemberg","East Germany","","","",""
"Less important","1991","Bavaria","West Germany","","","",""
"Less important","1991","Bavaria","East Germany","","","",""
"Less important","1991","Berlin","West Germany","","","",""
"Less important","1991","Berlin","East Germany","","","",""
"Less important","1991","Brandenburg","West Germany","","","",""
"Less important","1991","Brandenburg","East Germany","","","",""
"Less important","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Less important","1991","Mecklenburg-Western Pomerania","East Germany","","","",""
"Less important","1991","Saxony","West Germany","","","",""
"Less important","1991","Saxony","East Germany","","","",""
"Less important","1991","Saxony-Anhalt","West Germany","","","",""
"Less important","1991","Saxony-Anhalt","East Germany","","","",""
"Less important","1991","Thuringia","West Germany","","","",""
"Less important","1991","Thuringia","East Germany","","","",""
"Quite unimportant","1991","Schleswig-Holstein","West Germany","","","",""
"Quite unimportant","1991","Schleswig-Holstein","East Germany","","","",""
"Quite unimportant","1991","Hamburg","West Germany","","","",""
"Quite unimportant","1991","Hamburg","East Germany","","","",""
"Quite unimportant","1991","Lower Saxony","West Germany","","","",""
"Quite unimportant","1991","Lower Saxony","East Germany","","","",""
"Quite unimportant","1991","Bremen","West Germany","","","",""
"Quite unimportant","1991","Bremen","East Germany","","","",""
"Quite unimportant","1991","North Rhine-Westphalia","West Germany","","","",""
"Quite unimportant","1991","North Rhine-Westphalia","East Germany","","","",""
"Quite unimportant","1991","Hesse","West Germany","","","",""
"Quite unimportant","1991","Hesse","East Germany","","","",""
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Quite unimportant","1991","Baden-Württemberg","West Germany","","","",""
"Quite unimportant","1991","Baden-Württemberg","East Germany","","","",""
"Quite unimportant","1991","Bavaria","West Germany","","","",""
"Quite unimportant","1991","Bavaria","East Germany","","","",""
"Quite unimportant","1991","Berlin","West Germany","","","",""
"Quite unimportant","1991","Berlin","East Germany","","","",""
"Quite unimportant","1991","Brandenburg","West Germany","","","",""
"Quite unimportant","1991","Brandenburg","East Germany","","","",""
"Quite unimportant","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Quite unimportant","1991","Mecklenburg-Western Pomerania","East Germany","","","",""
"Quite unimportant","1991","Saxony","West Germany","","","",""
"Quite unimportant","1991","Saxony","East Germany","","","",""
"Quite unimportant","1991","Saxony-Anhalt","West Germany","","","",""
"Quite unimportant","1991","Saxony-Anhalt","East Germany","","","",""
"Quite unimportant","1991","Thuringia","West Germany","","","",""
"Quite unimportant","1991","Thuringia","East Germany","","","",""
"Very important","1992","Schleswig-Holstein","West Germany","55","0.227479900153538","0.174663740900751","0.280296059406324"
"Very important","1992","Schleswig-Holstein","East Germany","","","",""
"Very important","1992","Hamburg","West Germany","39","0.346172408250986","0.258840386946293","0.43350442955568"
"Very important","1992","Hamburg","East Germany","","","",""
"Very important","1992","Lower Saxony","West Germany","203","0.220892444133025","0.192838263665903","0.248946624600147"
"Very important","1992","Lower Saxony","East Germany","","","",""
"Very important","1992","Bremen","West Germany","22","","",""
"Very important","1992","Bremen","East Germany","","","",""
"Very important","1992","North Rhine-Westphalia","West Germany","482","0.245034813463544","0.225690070340046","0.264379556587042"
"Very important","1992","North Rhine-Westphalia","East Germany","","","",""
"Very important","1992","Hesse","West Germany","165","0.239370902462976","0.206718261163414","0.272023543762537"
"Very important","1992","Hesse","East Germany","","","",""
"Very important","1992","Rhineland-Palatinate,Saarland","West Germany","146","0.258950056877026","0.222138822079484","0.295761291674568"
"Very important","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very important","1992","Baden-Württemberg","West Germany","252","0.213702876678829","0.189631328499343","0.237774424858315"
"Very important","1992","Baden-Württemberg","East Germany","","","",""
"Very important","1992","Bavaria","West Germany","258","0.184574797351535","0.16358252565128","0.205567069051789"
"Very important","1992","Bavaria","East Germany","","","",""
"Very important","1992","Berlin","West Germany","68","0.306203480475789","0.245708856812588","0.36669810413899"
"Very important","1992","Berlin","East Germany","64","0.256157819941663","0.205029292419532","0.307286347463793"
"Very important","1992","Brandenburg","West Germany","","","",""
"Very important","1992","Brandenburg","East Germany","142","0.2088562061897","0.177961172465784","0.239751239913616"
"Very important","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very important","1992","Mecklenburg-Western Pomerania","East Germany","106","0.269278655250644","0.226703432857768","0.31185387764352"
"Very important","1992","Saxony","West Germany","","","",""
"Very important","1992","Saxony","East Germany","275","0.22563546702375","0.201570637864977","0.249700296182522"
"Very important","1992","Saxony-Anhalt","West Germany","","","",""
"Very important","1992","Saxony-Anhalt","East Germany","191","0.247010820926355","0.216627868908475","0.277393772944234"
"Very important","1992","Thuringia","West Germany","","","",""
"Very important","1992","Thuringia","East Germany","187","0.271202999218024","0.237836823233754","0.304569175202294"
"Important","1992","Schleswig-Holstein","West Germany","162","0.677950693792197","0.619079797654246","0.736821589930149"
"Important","1992","Schleswig-Holstein","East Germany","","","",""
"Important","1992","Hamburg","West Germany","69","0.58031606087238","0.489724209480159","0.6709079122646"
"Important","1992","Hamburg","East Germany","","","",""
"Important","1992","Lower Saxony","West Germany","549","0.667250511870077","0.635385682017602","0.699115341722552"
"Important","1992","Lower Saxony","East Germany","","","",""
"Important","1992","Bremen","West Germany","57","0.665612643565806","0.566478292020586","0.764746995111026"
"Important","1992","Bremen","East Germany","","","",""
"Important","1992","North Rhine-Westphalia","West Germany","1226","0.652354235495796","0.630935401585524","0.673773069406069"
"Important","1992","North Rhine-Westphalia","East Germany","","","",""
"Important","1992","Hesse","West Germany","418","0.621225531028137","0.584105257450115","0.65834580460616"
"Important","1992","Hesse","East Germany","","","",""
"Important","1992","Rhineland-Palatinate,Saarland","West Germany","347","0.638132373215177","0.597751203399911","0.678513543030442"
"Important","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Important","1992","Baden-Württemberg","West Germany","708","0.64015889150931","0.611974752345498","0.668343030673122"
"Important","1992","Baden-Württemberg","East Germany","","","",""
"Important","1992","Bavaria","West Germany","877","0.662872386134777","0.637292812537959","0.688451959731595"
"Important","1992","Bavaria","East Germany","","","",""
"Important","1992","Berlin","West Germany","133","0.59593144469032","0.531526184680066","0.660336704700575"
"Important","1992","Berlin","East Germany","194","0.64182442263101","0.585664670854464","0.697984174407557"
"Important","1992","Brandenburg","West Germany","","","",""
"Important","1992","Brandenburg","East Germany","438","0.662502339705497","0.626563309000981","0.698441370410013"
"Important","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Important","1992","Mecklenburg-Western Pomerania","East Germany","271","0.619328677355471","0.572725477289859","0.665931877421082"
"Important","1992","Saxony","West Germany","","","",""
"Important","1992","Saxony","East Germany","779","0.666222659186924","0.63907424302086","0.693371075352989"
"Important","1992","Saxony-Anhalt","West Germany","","","",""
"Important","1992","Saxony-Anhalt","East Germany","483","0.619375137293046","0.585169075858312","0.65358119872778"
"Important","1992","Thuringia","West Germany","","","",""
"Important","1992","Thuringia","East Germany","431","0.621121803200307","0.584714031614676","0.657529574785938"
"Less important","1992","Schleswig-Holstein","West Germany","24","","",""
"Less important","1992","Schleswig-Holstein","East Germany","","","",""
"Less important","1992","Hamburg","West Germany","6","","",""
"Less important","1992","Hamburg","East Germany","","","",""
"Less important","1992","Lower Saxony","West Germany","78","0.0989298837449943","0.0787391784105215","0.119120589079467"
"Less important","1992","Lower Saxony","East Germany","","","",""
"Less important","1992","Bremen","West Germany","7","","",""
"Less important","1992","Bremen","East Germany","","","",""
"Less important","1992","North Rhine-Westphalia","West Germany","180","0.0948847527844669","0.0817041350637325","0.108065370505201"
"Less important","1992","North Rhine-Westphalia","East Germany","","","",""
"Less important","1992","Hesse","West Germany","66","0.122013345292694","0.0969670327327481","0.147059657852639"
"Less important","1992","Hesse","East Germany","","","",""
"Less important","1992","Rhineland-Palatinate,Saarland","West Germany","43","0.089695913114004","0.0656839197238186","0.113707906504189"
"Less important","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Less important","1992","Baden-Württemberg","West Germany","141","0.132602947201449","0.112687454504857","0.152518439898041"
"Less important","1992","Baden-Württemberg","East Germany","","","",""
"Less important","1992","Bavaria","West Germany","162","0.137679000473737","0.119034553461352","0.156323447486122"
"Less important","1992","Bavaria","East Germany","","","",""
"Less important","1992","Berlin","West Germany","19","","",""
"Less important","1992","Berlin","East Germany","21","","",""
"Less important","1992","Brandenburg","West Germany","","","",""
"Less important","1992","Brandenburg","East Germany","80","0.122563214038378","0.0976387827314947","0.147487645345261"
"Less important","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Less important","1992","Mecklenburg-Western Pomerania","East Germany","38","0.107110655334699","0.0774285144625089","0.136792796206889"
"Less important","1992","Saxony","West Germany","","","",""
"Less important","1992","Saxony","East Germany","93","0.0946790401911229","0.0778238140400831","0.111534266342163"
"Less important","1992","Saxony-Anhalt","West Germany","","","",""
"Less important","1992","Saxony-Anhalt","East Germany","95","0.123056584732093","0.0999137888333131","0.146199380630872"
"Less important","1992","Thuringia","West Germany","","","",""
"Less important","1992","Thuringia","East Germany","61","0.0970993413430687","0.0748772959400975","0.11932138674604"
"Quite unimportant","1992","Schleswig-Holstein","West Germany","1","","",""
"Quite unimportant","1992","Schleswig-Holstein","East Germany","","","",""
"Quite unimportant","1992","Hamburg","West Germany","","","",""
"Quite unimportant","1992","Hamburg","East Germany","","","",""
"Quite unimportant","1992","Lower Saxony","West Germany","10","","",""
"Quite unimportant","1992","Lower Saxony","East Germany","","","",""
"Quite unimportant","1992","Bremen","West Germany","1","","",""
"Quite unimportant","1992","Bremen","East Germany","","","",""
"Quite unimportant","1992","North Rhine-Westphalia","West Germany","11","","",""
"Quite unimportant","1992","North Rhine-Westphalia","East Germany","","","",""
"Quite unimportant","1992","Hesse","West Germany","7","","",""
"Quite unimportant","1992","Hesse","East Germany","","","",""
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","West Germany","8","","",""
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Quite unimportant","1992","Baden-Württemberg","West Germany","13","","",""
"Quite unimportant","1992","Baden-Württemberg","East Germany","","","",""
"Quite unimportant","1992","Bavaria","West Germany","15","","",""
"Quite unimportant","1992","Bavaria","East Germany","","","",""
"Quite unimportant","1992","Berlin","West Germany","3","","",""
"Quite unimportant","1992","Berlin","East Germany","1","","",""
"Quite unimportant","1992","Brandenburg","West Germany","","","",""
"Quite unimportant","1992","Brandenburg","East Germany","5","","",""
"Quite unimportant","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Quite unimportant","1992","Mecklenburg-Western Pomerania","East Germany","2","","",""
"Quite unimportant","1992","Saxony","West Germany","","","",""
"Quite unimportant","1992","Saxony","East Germany","12","","",""
"Quite unimportant","1992","Saxony-Anhalt","West Germany","","","",""
"Quite unimportant","1992","Saxony-Anhalt","East Germany","5","","",""
"Quite unimportant","1992","Thuringia","West Germany","","","",""
"Quite unimportant","1992","Thuringia","East Germany","3","","",""
"Very important","1993","Schleswig-Holstein","West Germany","","","",""
"Very important","1993","Schleswig-Holstein","East Germany","","","",""
"Very important","1993","Hamburg","West Germany","","","",""
"Very important","1993","Hamburg","East Germany","","","",""
"Very important","1993","Lower Saxony","West Germany","","","",""
"Very important","1993","Lower Saxony","East Germany","","","",""
"Very important","1993","Bremen","West Germany","","","",""
"Very important","1993","Bremen","East Germany","","","",""
"Very important","1993","North Rhine-Westphalia","West Germany","","","",""
"Very important","1993","North Rhine-Westphalia","East Germany","","","",""
"Very important","1993","Hesse","West Germany","","","",""
"Very important","1993","Hesse","East Germany","","","",""
"Very important","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very important","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very important","1993","Baden-Württemberg","West Germany","","","",""
"Very important","1993","Baden-Württemberg","East Germany","","","",""
"Very important","1993","Bavaria","West Germany","","","",""
"Very important","1993","Bavaria","East Germany","","","",""
"Very important","1993","Berlin","West Germany","","","",""
"Very important","1993","Berlin","East Germany","","","",""
"Very important","1993","Brandenburg","West Germany","","","",""
"Very important","1993","Brandenburg","East Germany","","","",""
"Very important","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very important","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very important","1993","Saxony","West Germany","","","",""
"Very important","1993","Saxony","East Germany","","","",""
"Very important","1993","Saxony-Anhalt","West Germany","","","",""
"Very important","1993","Saxony-Anhalt","East Germany","","","",""
"Very important","1993","Thuringia","West Germany","","","",""
"Very important","1993","Thuringia","East Germany","","","",""
"Important","1993","Schleswig-Holstein","West Germany","","","",""
"Important","1993","Schleswig-Holstein","East Germany","","","",""
"Important","1993","Hamburg","West Germany","","","",""
"Important","1993","Hamburg","East Germany","","","",""
"Important","1993","Lower Saxony","West Germany","","","",""
"Important","1993","Lower Saxony","East Germany","","","",""
"Important","1993","Bremen","West Germany","","","",""
"Important","1993","Bremen","East Germany","","","",""
"Important","1993","North Rhine-Westphalia","West Germany","","","",""
"Important","1993","North Rhine-Westphalia","East Germany","","","",""
"Important","1993","Hesse","West Germany","","","",""
"Important","1993","Hesse","East Germany","","","",""
"Important","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Important","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Important","1993","Baden-Württemberg","West Germany","","","",""
"Important","1993","Baden-Württemberg","East Germany","","","",""
"Important","1993","Bavaria","West Germany","","","",""
"Important","1993","Bavaria","East Germany","","","",""
"Important","1993","Berlin","West Germany","","","",""
"Important","1993","Berlin","East Germany","","","",""
"Important","1993","Brandenburg","West Germany","","","",""
"Important","1993","Brandenburg","East Germany","","","",""
"Important","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Important","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Important","1993","Saxony","West Germany","","","",""
"Important","1993","Saxony","East Germany","","","",""
"Important","1993","Saxony-Anhalt","West Germany","","","",""
"Important","1993","Saxony-Anhalt","East Germany","","","",""
"Important","1993","Thuringia","West Germany","","","",""
"Important","1993","Thuringia","East Germany","","","",""
"Less important","1993","Schleswig-Holstein","West Germany","","","",""
"Less important","1993","Schleswig-Holstein","East Germany","","","",""
"Less important","1993","Hamburg","West Germany","","","",""
"Less important","1993","Hamburg","East Germany","","","",""
"Less important","1993","Lower Saxony","West Germany","","","",""
"Less important","1993","Lower Saxony","East Germany","","","",""
"Less important","1993","Bremen","West Germany","","","",""
"Less important","1993","Bremen","East Germany","","","",""
"Less important","1993","North Rhine-Westphalia","West Germany","","","",""
"Less important","1993","North Rhine-Westphalia","East Germany","","","",""
"Less important","1993","Hesse","West Germany","","","",""
"Less important","1993","Hesse","East Germany","","","",""
"Less important","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Less important","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Less important","1993","Baden-Württemberg","West Germany","","","",""
"Less important","1993","Baden-Württemberg","East Germany","","","",""
"Less important","1993","Bavaria","West Germany","","","",""
"Less important","1993","Bavaria","East Germany","","","",""
"Less important","1993","Berlin","West Germany","","","",""
"Less important","1993","Berlin","East Germany","","","",""
"Less important","1993","Brandenburg","West Germany","","","",""
"Less important","1993","Brandenburg","East Germany","","","",""
"Less important","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Less important","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Less important","1993","Saxony","West Germany","","","",""
"Less important","1993","Saxony","East Germany","","","",""
"Less important","1993","Saxony-Anhalt","West Germany","","","",""
"Less important","1993","Saxony-Anhalt","East Germany","","","",""
"Less important","1993","Thuringia","West Germany","","","",""
"Less important","1993","Thuringia","East Germany","","","",""
"Quite unimportant","1993","Schleswig-Holstein","West Germany","","","",""
"Quite unimportant","1993","Schleswig-Holstein","East Germany","","","",""
"Quite unimportant","1993","Hamburg","West Germany","","","",""
"Quite unimportant","1993","Hamburg","East Germany","","","",""
"Quite unimportant","1993","Lower Saxony","West Germany","","","",""
