"plh0105","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Important","2012","Brandenburg","(1a) inadequately completed","6","","",""
"Important","2012","Brandenburg","(1b) general elementary school","34","0.59054432619152","0.454245289559615","0.726843362823425"
"Important","2012","Brandenburg","(1c) basic vocational qualification","131","0.624126049973975","0.558617843007337","0.689634256940613"
"Important","2012","Brandenburg","(2b) intermediate general qualification","21","","",""
"Important","2012","Brandenburg","(2a) intermediate vocational","246","0.661555407329389","0.613599822510575","0.709510992148204"
"Important","2012","Brandenburg","(2c_gen) general maturity certificate","17","","",""
"Important","2012","Brandenburg","(2c_voc) vocational maturity certificate","54","0.735228761273765","0.641979475749071","0.828478046798459"
"Important","2012","Brandenburg","(3a) lower tertiary education","96","0.681617509233687","0.607314812831196","0.755920205636177"
"Important","2012","Brandenburg","(3b) higher tertiary education","93","0.736232908272156","0.660770552035352","0.81169526450896"
"Important","2012","Mecklenburg-Western Pomerania","(0) in school","5","","",""
"Important","2012","Mecklenburg-Western Pomerania","(1a) inadequately completed","7","","",""
"Important","2012","Mecklenburg-Western Pomerania","(1b) general elementary school","12","","",""
"Important","2012","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","71","0.640862817189979","0.550383578778361","0.731342055601598"
"Important","2012","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","10","","",""
"Important","2012","Mecklenburg-Western Pomerania","(2a) intermediate vocational","176","0.754139141251304","0.701899729785405","0.806378552717203"
"Important","2012","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","6","","",""
"Important","2012","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","24","","",""
"Important","2012","Mecklenburg-Western Pomerania","(3a) lower tertiary education","51","0.675985256023641","0.567124858756282","0.784845653290999"
"Important","2012","Mecklenburg-Western Pomerania","(3b) higher tertiary education","53","0.729306764621271","0.627381820195494","0.831231709047047"
"Important","2012","Saxony","(0) in school","10","","",""
"Important","2012","Saxony","(1a) inadequately completed","4","","",""
"Important","2012","Saxony","(1b) general elementary school","37","0.507946466028958","0.388237731751393","0.627655200306522"
"Important","2012","Saxony","(1c) basic vocational qualification","214","0.697251379536297","0.646270588301307","0.748232170771286"
"Important","2012","Saxony","(2b) intermediate general qualification","11","","",""
"Important","2012","Saxony","(2a) intermediate vocational","483","0.691143054647987","0.65801084123371","0.724275268062264"
"Important","2012","Saxony","(2c_gen) general maturity certificate","32","0.638653103924046","0.518100151392181","0.759206056455911"
"Important","2012","Saxony","(2c_voc) vocational maturity certificate","59","0.618890171083441","0.526435890008014","0.711344452158868"
"Important","2012","Saxony","(3a) lower tertiary education","147","0.758907281544961","0.700916180462403","0.816898382627519"
"Important","2012","Saxony","(3b) higher tertiary education","155","0.629013183874334","0.569838326401287","0.688188041347381"
"Important","2012","Saxony-Anhalt","(0) in school","4","","",""
"Important","2012","Saxony-Anhalt","(1a) inadequately completed","10","","",""
"Important","2012","Saxony-Anhalt","(1b) general elementary school","35","0.561209715461163","0.433499632748972","0.688919798173354"
"Important","2012","Saxony-Anhalt","(1c) basic vocational qualification","140","0.696208728605383","0.632944611763489","0.759472845447277"
"Important","2012","Saxony-Anhalt","(2b) intermediate general qualification","12","","",""
"Important","2012","Saxony-Anhalt","(2a) intermediate vocational","256","0.715895046613941","0.671250425753451","0.760539667474431"
"Important","2012","Saxony-Anhalt","(2c_gen) general maturity certificate","12","","",""
"Important","2012","Saxony-Anhalt","(2c_voc) vocational maturity certificate","32","0.512523280055842","0.383885708493233","0.641160851618452"
"Important","2012","Saxony-Anhalt","(3a) lower tertiary education","74","0.752289016223676","0.670874620121532","0.833703412325821"
"Important","2012","Saxony-Anhalt","(3b) higher tertiary education","70","0.53379146124987","0.447370512633731","0.620212409866009"
"Important","2012","Thuringia","(0) in school","1","","",""
"Important","2012","Thuringia","(1a) inadequately completed","5","","",""
"Important","2012","Thuringia","(1b) general elementary school","22","","",""
"Important","2012","Thuringia","(1c) basic vocational qualification","181","0.710864846546695","0.656073221103534","0.765656471989856"
"Important","2012","Thuringia","(2b) intermediate general qualification","8","","",""
"Important","2012","Thuringia","(2a) intermediate vocational","254","0.615341770354461","0.568590099330494","0.662093441378428"
"Important","2012","Thuringia","(2c_gen) general maturity certificate","8","","",""
"Important","2012","Thuringia","(2c_voc) vocational maturity certificate","40","0.742726684696487","0.632119242056796","0.853334127336178"
"Important","2012","Thuringia","(3a) lower tertiary education","64","0.67923018651639","0.586815650303788","0.771644722728992"
"Important","2012","Thuringia","(3b) higher tertiary education","81","0.722788788059319","0.644002915761124","0.801574660357515"
"Less important","2012","Schleswig-Holstein","(0) in school","","","",""
"Less important","2012","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Less important","2012","Schleswig-Holstein","(1b) general elementary school","3","","",""
"Less important","2012","Schleswig-Holstein","(1c) basic vocational qualification","12","","",""
"Less important","2012","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Less important","2012","Schleswig-Holstein","(2a) intermediate vocational","4","","",""
"Less important","2012","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Less important","2012","Schleswig-Holstein","(2c_voc) vocational maturity certificate","3","","",""
"Less important","2012","Schleswig-Holstein","(3a) lower tertiary education","3","","",""
"Less important","2012","Schleswig-Holstein","(3b) higher tertiary education","5","","",""
"Less important","2012","Hamburg","(0) in school","","","",""
"Less important","2012","Hamburg","(1a) inadequately completed","","","",""
"Less important","2012","Hamburg","(1b) general elementary school","1","","",""
"Less important","2012","Hamburg","(1c) basic vocational qualification","6","","",""
"Less important","2012","Hamburg","(2b) intermediate general qualification","1","","",""
"Less important","2012","Hamburg","(2a) intermediate vocational","4","","",""
"Less important","2012","Hamburg","(2c_gen) general maturity certificate","1","","",""
"Less important","2012","Hamburg","(2c_voc) vocational maturity certificate","3","","",""
"Less important","2012","Hamburg","(3a) lower tertiary education","3","","",""
"Less important","2012","Hamburg","(3b) higher tertiary education","2","","",""
"Less important","2012","Lower Saxony","(0) in school","","","",""
"Less important","2012","Lower Saxony","(1a) inadequately completed","2","","",""
"Less important","2012","Lower Saxony","(1b) general elementary school","8","","",""
"Less important","2012","Lower Saxony","(1c) basic vocational qualification","27","","",""
"Less important","2012","Lower Saxony","(2b) intermediate general qualification","2","","",""
"Less important","2012","Lower Saxony","(2a) intermediate vocational","23","","",""
"Less important","2012","Lower Saxony","(2c_gen) general maturity certificate","2","","",""
"Less important","2012","Lower Saxony","(2c_voc) vocational maturity certificate","6","","",""
"Less important","2012","Lower Saxony","(3a) lower tertiary education","9","","",""
"Less important","2012","Lower Saxony","(3b) higher tertiary education","16","","",""
"Less important","2012","Bremen","(0) in school","","","",""
"Less important","2012","Bremen","(1a) inadequately completed","","","",""
"Less important","2012","Bremen","(1b) general elementary school","","","",""
"Less important","2012","Bremen","(1c) basic vocational qualification","2","","",""
"Less important","2012","Bremen","(2b) intermediate general qualification","","","",""
"Less important","2012","Bremen","(2a) intermediate vocational","1","","",""
"Less important","2012","Bremen","(2c_gen) general maturity certificate","","","",""
"Less important","2012","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Less important","2012","Bremen","(3a) lower tertiary education","1","","",""
"Less important","2012","Bremen","(3b) higher tertiary education","","","",""
"Less important","2012","North Rhine-Westphalia","(0) in school","8","","",""
"Less important","2012","North Rhine-Westphalia","(1a) inadequately completed","14","","",""
"Less important","2012","North Rhine-Westphalia","(1b) general elementary school","35","0.0761174858122474","0.0539550578216729","0.0982799138028219"
"Less important","2012","North Rhine-Westphalia","(1c) basic vocational qualification","92","0.0737166583289296","0.059501048612347","0.0879322680455123"
"Less important","2012","North Rhine-Westphalia","(2b) intermediate general qualification","5","","",""
"Less important","2012","North Rhine-Westphalia","(2a) intermediate vocational","42","0.0739932343595057","0.0577856863829988","0.0902007823360127"
"Less important","2012","North Rhine-Westphalia","(2c_gen) general maturity certificate","14","","",""
"Less important","2012","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","27","","",""
"Less important","2012","North Rhine-Westphalia","(3a) lower tertiary education","18","","",""
"Less important","2012","North Rhine-Westphalia","(3b) higher tertiary education","28","","",""
"Less important","2012","Hesse","(0) in school","3","","",""
"Less important","2012","Hesse","(1a) inadequately completed","1","","",""
"Less important","2012","Hesse","(1b) general elementary school","3","","",""
"Less important","2012","Hesse","(1c) basic vocational qualification","21","","",""
"Less important","2012","Hesse","(2b) intermediate general qualification","1","","",""
"Less important","2012","Hesse","(2a) intermediate vocational","13","","",""
"Less important","2012","Hesse","(2c_gen) general maturity certificate","1","","",""
"Less important","2012","Hesse","(2c_voc) vocational maturity certificate","3","","",""
"Less important","2012","Hesse","(3a) lower tertiary education","9","","",""
"Less important","2012","Hesse","(3b) higher tertiary education","22","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(0) in school","2","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(1b) general elementary school","6","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","23","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","3","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","7","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","2","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","2","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","8","","",""
"Less important","2012","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","8","","",""
"Less important","2012","Baden-Württemberg","(0) in school","2","","",""
"Less important","2012","Baden-Württemberg","(1a) inadequately completed","5","","",""
"Less important","2012","Baden-Württemberg","(1b) general elementary school","16","","",""
"Less important","2012","Baden-Württemberg","(1c) basic vocational qualification","38","0.0593049551759629","0.0428241088983989","0.0757858014535268"
"Less important","2012","Baden-Württemberg","(2b) intermediate general qualification","3","","",""
"Less important","2012","Baden-Württemberg","(2a) intermediate vocational","24","","",""
"Less important","2012","Baden-Württemberg","(2c_gen) general maturity certificate","3","","",""
"Less important","2012","Baden-Württemberg","(2c_voc) vocational maturity certificate","13","","",""
"Less important","2012","Baden-Württemberg","(3a) lower tertiary education","12","","",""
"Less important","2012","Baden-Württemberg","(3b) higher tertiary education","22","","",""
"Less important","2012","Bavaria","(0) in school","1","","",""
"Less important","2012","Bavaria","(1a) inadequately completed","6","","",""
"Less important","2012","Bavaria","(1b) general elementary school","19","","",""
"Less important","2012","Bavaria","(1c) basic vocational qualification","77","0.0783326660916755","0.0638922129268019","0.092773119256549"
"Less important","2012","Bavaria","(2b) intermediate general qualification","2","","",""
"Less important","2012","Bavaria","(2a) intermediate vocational","33","0.048043166592061","0.0347148780731358","0.0613714551109861"
"Less important","2012","Bavaria","(2c_gen) general maturity certificate","10","","",""
"Less important","2012","Bavaria","(2c_voc) vocational maturity certificate","12","","",""
"Less important","2012","Bavaria","(3a) lower tertiary education","15","","",""
"Less important","2012","Bavaria","(3b) higher tertiary education","26","","",""
"Less important","2012","Berlin","(0) in school","","","",""
"Less important","2012","Berlin","(1a) inadequately completed","1","","",""
"Less important","2012","Berlin","(1b) general elementary school","4","","",""
"Less important","2012","Berlin","(1c) basic vocational qualification","7","","",""
"Less important","2012","Berlin","(2b) intermediate general qualification","2","","",""
"Less important","2012","Berlin","(2a) intermediate vocational","15","","",""
"Less important","2012","Berlin","(2c_gen) general maturity certificate","1","","",""
"Less important","2012","Berlin","(2c_voc) vocational maturity certificate","4","","",""
"Less important","2012","Berlin","(3a) lower tertiary education","7","","",""
"Less important","2012","Berlin","(3b) higher tertiary education","18","","",""
"Less important","2012","Brandenburg","(0) in school","","","",""
"Less important","2012","Brandenburg","(1a) inadequately completed","2","","",""
"Less important","2012","Brandenburg","(1b) general elementary school","4","","",""
"Less important","2012","Brandenburg","(1c) basic vocational qualification","17","","",""
"Less important","2012","Brandenburg","(2b) intermediate general qualification","2","","",""
"Less important","2012","Brandenburg","(2a) intermediate vocational","15","","",""
"Less important","2012","Brandenburg","(2c_gen) general maturity certificate","1","","",""
"Less important","2012","Brandenburg","(2c_voc) vocational maturity certificate","2","","",""
"Less important","2012","Brandenburg","(3a) lower tertiary education","12","","",""
"Less important","2012","Brandenburg","(3b) higher tertiary education","5","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(1a) inadequately completed","2","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(1b) general elementary school","2","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","12","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","1","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(2a) intermediate vocational","12","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","2","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(3a) lower tertiary education","2","","",""
"Less important","2012","Mecklenburg-Western Pomerania","(3b) higher tertiary education","2","","",""
"Less important","2012","Saxony","(0) in school","1","","",""
"Less important","2012","Saxony","(1a) inadequately completed","2","","",""
"Less important","2012","Saxony","(1b) general elementary school","4","","",""
"Less important","2012","Saxony","(1c) basic vocational qualification","14","","",""
"Less important","2012","Saxony","(2b) intermediate general qualification","3","","",""
"Less important","2012","Saxony","(2a) intermediate vocational","30","0.0291950175245849","0.01712221328658","0.0412678217625898"
"Less important","2012","Saxony","(2c_gen) general maturity certificate","","","",""
"Less important","2012","Saxony","(2c_voc) vocational maturity certificate","2","","",""
"Less important","2012","Saxony","(3a) lower tertiary education","7","","",""
"Less important","2012","Saxony","(3b) higher tertiary education","11","","",""
"Less important","2012","Saxony-Anhalt","(0) in school","1","","",""
"Less important","2012","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"Less important","2012","Saxony-Anhalt","(1b) general elementary school","6","","",""
"Less important","2012","Saxony-Anhalt","(1c) basic vocational qualification","12","","",""
"Less important","2012","Saxony-Anhalt","(2b) intermediate general qualification","1","","",""
"Less important","2012","Saxony-Anhalt","(2a) intermediate vocational","15","","",""
"Less important","2012","Saxony-Anhalt","(2c_gen) general maturity certificate","1","","",""
"Less important","2012","Saxony-Anhalt","(2c_voc) vocational maturity certificate","2","","",""
"Less important","2012","Saxony-Anhalt","(3a) lower tertiary education","7","","",""
"Less important","2012","Saxony-Anhalt","(3b) higher tertiary education","4","","",""
"Less important","2012","Thuringia","(0) in school","","","",""
"Less important","2012","Thuringia","(1a) inadequately completed","","","",""
"Less important","2012","Thuringia","(1b) general elementary school","3","","",""
"Less important","2012","Thuringia","(1c) basic vocational qualification","18","","",""
"Less important","2012","Thuringia","(2b) intermediate general qualification","2","","",""
"Less important","2012","Thuringia","(2a) intermediate vocational","24","","",""
"Less important","2012","Thuringia","(2c_gen) general maturity certificate","3","","",""
"Less important","2012","Thuringia","(2c_voc) vocational maturity certificate","3","","",""
"Less important","2012","Thuringia","(3a) lower tertiary education","4","","",""
"Less important","2012","Thuringia","(3b) higher tertiary education","4","","",""
"Quite unimportant","2012","Schleswig-Holstein","(0) in school","","","",""
"Quite unimportant","2012","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Schleswig-Holstein","(1b) general elementary school","","","",""
"Quite unimportant","2012","Schleswig-Holstein","(1c) basic vocational qualification","1","","",""
"Quite unimportant","2012","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Quite unimportant","2012","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Quite unimportant","2012","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Hamburg","(0) in school","","","",""
"Quite unimportant","2012","Hamburg","(1a) inadequately completed","1","","",""
"Quite unimportant","2012","Hamburg","(1b) general elementary school","","","",""
"Quite unimportant","2012","Hamburg","(1c) basic vocational qualification","1","","",""
"Quite unimportant","2012","Hamburg","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Hamburg","(2a) intermediate vocational","1","","",""
"Quite unimportant","2012","Hamburg","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Hamburg","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Hamburg","(3b) higher tertiary education","1","","",""
"Quite unimportant","2012","Lower Saxony","(0) in school","","","",""
"Quite unimportant","2012","Lower Saxony","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Lower Saxony","(1b) general elementary school","1","","",""
"Quite unimportant","2012","Lower Saxony","(1c) basic vocational qualification","4","","",""
"Quite unimportant","2012","Lower Saxony","(2b) intermediate general qualification","1","","",""
"Quite unimportant","2012","Lower Saxony","(2a) intermediate vocational","","","",""
"Quite unimportant","2012","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Lower Saxony","(2c_voc) vocational maturity certificate","2","","",""
"Quite unimportant","2012","Lower Saxony","(3a) lower tertiary education","1","","",""
"Quite unimportant","2012","Lower Saxony","(3b) higher tertiary education","1","","",""
"Quite unimportant","2012","Bremen","(0) in school","","","",""
"Quite unimportant","2012","Bremen","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Bremen","(1b) general elementary school","","","",""
"Quite unimportant","2012","Bremen","(1c) basic vocational qualification","","","",""
"Quite unimportant","2012","Bremen","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Bremen","(2a) intermediate vocational","1","","",""
"Quite unimportant","2012","Bremen","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Bremen","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Bremen","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(0) in school","","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(1b) general elementary school","4","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(1c) basic vocational qualification","10","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(2b) intermediate general qualification","1","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(2a) intermediate vocational","5","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(2c_gen) general maturity certificate","1","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","1","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","North Rhine-Westphalia","(3b) higher tertiary education","2","","",""
"Quite unimportant","2012","Hesse","(0) in school","","","",""
"Quite unimportant","2012","Hesse","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Hesse","(1b) general elementary school","2","","",""
"Quite unimportant","2012","Hesse","(1c) basic vocational qualification","","","",""
"Quite unimportant","2012","Hesse","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Hesse","(2a) intermediate vocational","1","","",""
"Quite unimportant","2012","Hesse","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Hesse","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Hesse","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(1b) general elementary school","1","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","1","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Baden-Württemberg","(0) in school","","","",""
"Quite unimportant","2012","Baden-Württemberg","(1a) inadequately completed","1","","",""
"Quite unimportant","2012","Baden-Württemberg","(1b) general elementary school","","","",""
"Quite unimportant","2012","Baden-Württemberg","(1c) basic vocational qualification","1","","",""
"Quite unimportant","2012","Baden-Württemberg","(2b) intermediate general qualification","1","","",""
"Quite unimportant","2012","Baden-Württemberg","(2a) intermediate vocational","1","","",""
"Quite unimportant","2012","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Baden-Württemberg","(3a) lower tertiary education","3","","",""
"Quite unimportant","2012","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Bavaria","(0) in school","","","",""
"Quite unimportant","2012","Bavaria","(1a) inadequately completed","2","","",""
"Quite unimportant","2012","Bavaria","(1b) general elementary school","4","","",""
"Quite unimportant","2012","Bavaria","(1c) basic vocational qualification","7","","",""
"Quite unimportant","2012","Bavaria","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Bavaria","(2a) intermediate vocational","2","","",""
"Quite unimportant","2012","Bavaria","(2c_gen) general maturity certificate","1","","",""
"Quite unimportant","2012","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Bavaria","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Bavaria","(3b) higher tertiary education","3","","",""
"Quite unimportant","2012","Berlin","(0) in school","","","",""
"Quite unimportant","2012","Berlin","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Berlin","(1b) general elementary school","","","",""
"Quite unimportant","2012","Berlin","(1c) basic vocational qualification","3","","",""
"Quite unimportant","2012","Berlin","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Berlin","(2a) intermediate vocational","1","","",""
"Quite unimportant","2012","Berlin","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Berlin","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Berlin","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Brandenburg","(0) in school","","","",""
"Quite unimportant","2012","Brandenburg","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Brandenburg","(1b) general elementary school","3","","",""
"Quite unimportant","2012","Brandenburg","(1c) basic vocational qualification","","","",""
"Quite unimportant","2012","Brandenburg","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Brandenburg","(2a) intermediate vocational","2","","",""
"Quite unimportant","2012","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Brandenburg","(2c_voc) vocational maturity certificate","1","","",""
"Quite unimportant","2012","Brandenburg","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Brandenburg","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(2a) intermediate vocational","1","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(3a) lower tertiary education","1","","",""
"Quite unimportant","2012","Mecklenburg-Western Pomerania","(3b) higher tertiary education","2","","",""
"Quite unimportant","2012","Saxony","(0) in school","","","",""
"Quite unimportant","2012","Saxony","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Saxony","(1b) general elementary school","2","","",""
"Quite unimportant","2012","Saxony","(1c) basic vocational qualification","3","","",""
"Quite unimportant","2012","Saxony","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Saxony","(2a) intermediate vocational","2","","",""
"Quite unimportant","2012","Saxony","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Saxony","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Saxony","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(0) in school","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(1b) general elementary school","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(1c) basic vocational qualification","3","","",""
"Quite unimportant","2012","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Quite unimportant","2012","Thuringia","(0) in school","","","",""
"Quite unimportant","2012","Thuringia","(1a) inadequately completed","","","",""
"Quite unimportant","2012","Thuringia","(1b) general elementary school","2","","",""
"Quite unimportant","2012","Thuringia","(1c) basic vocational qualification","5","","",""
"Quite unimportant","2012","Thuringia","(2b) intermediate general qualification","","","",""
"Quite unimportant","2012","Thuringia","(2a) intermediate vocational","1","","",""
"Quite unimportant","2012","Thuringia","(2c_gen) general maturity certificate","1","","",""
"Quite unimportant","2012","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","2012","Thuringia","(3a) lower tertiary education","","","",""
"Quite unimportant","2012","Thuringia","(3b) higher tertiary education","","","",""
"Very important","2013","Schleswig-Holstein","(0) in school","","","",""
"Very important","2013","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Very important","2013","Schleswig-Holstein","(1b) general elementary school","","","",""
"Very important","2013","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Very important","2013","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Very important","2013","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Very important","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Very important","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Very important","2013","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Very important","2013","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Very important","2013","Hamburg","(0) in school","","","",""
"Very important","2013","Hamburg","(1a) inadequately completed","","","",""
"Very important","2013","Hamburg","(1b) general elementary school","","","",""
"Very important","2013","Hamburg","(1c) basic vocational qualification","","","",""
"Very important","2013","Hamburg","(2b) intermediate general qualification","","","",""
"Very important","2013","Hamburg","(2a) intermediate vocational","","","",""
"Very important","2013","Hamburg","(2c_gen) general maturity certificate","","","",""
"Very important","2013","Hamburg","(2c_voc) vocational maturity certificate","","","",""
