"plh0105","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","584","0.623512227861644","0.592170374409879","0.654854081313409","2"
"Important","1990","(Married) couple without C. ","1399","0.694543696593954","0.674467481115787","0.714619912072121","2"
"Important","1990","Couple + C. LE 16 ","996","0.691404600582934","0.667751388012118","0.715057813153749","2"
"Important","1990","Single parent ","254","0.642589220295478","0.594904112405147","0.690274328185809","2"
"Important","1990","Couple + C. GT 16 ","1041","0.685159137008243","0.661856122899001","0.708462151117484","2"
"Important","1990","Couple + C. LE and GT 16","291","0.665782519578301","0.621605968147428","0.709959071009174","2"
"Less important","1990","Couple + C. LE 16 ","124","0.0892846298010611","0.074682743483647","0.103886516118475","3"
"Less important","1990","(Married) couple without C. ","173","0.0853876017650296","0.0732068675907522","0.097568335939307","3"
"Less important","1990","1-pers.-HH","116","0.136859248370679","0.11462591210662","0.159092584634738","3"
"Less important","1990","Single parent ","44","0.114802663524262","0.0830830228021555","0.146522304246369","3"
"Less important","1990","Couple + C. GT 16 ","161","0.110632635792545","0.0948945086927055","0.126370762892385","3"
"Less important","1990","Couple + C. LE and GT 16","42","0.0976094637731053","0.0698152582061027","0.125403669340108","3"
"Quite unimportant","1990","1-pers.-HH","19","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","6","","","","4"
"Quite unimportant","1990","Single parent ","4","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","9","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","7","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","5","","","","4"
"Very important","1990","1-pers.-HH","199","0.213288315501821","0.186790011219975","0.239786619783666","1"
"Very important","1990","(Married) couple without C. ","444","0.216713257715903","0.19875514704595","0.234671368385857","1"
"Very important","1990","Single parent ","86","0.236318735200182","0.194048236346803","0.278589234053562","1"
"Very important","1990","Couple + C. LE 16 ","336","0.21279587942598","0.19183765121313","0.233754107638831","1"
"Very important","1990","Couple + C. GT 16 ","317","0.199305983013124","0.179262911135417","0.219349054890831","1"
"Very important","1990","Couple + C. LE and GT 16","100","0.227998081388827","0.188707738240496","0.267288424537158","1"
"Important","1991","(Married) couple without C. ","","","","","2"
"Important","1991","1-pers.-HH","","","","","2"
"Important","1991","Single parent ","","","","","2"
"Important","1991","Couple + C. LE 16 ","","","","","2"
"Important","1991","Couple + C. GT 16 ","","","","","2"
"Important","1991","Couple + C. LE and GT 16","","","","","2"
"Less important","1991","1-pers.-HH","","","","","3"
"Less important","1991","(Married) couple without C. ","","","","","3"
"Less important","1991","Single parent ","","","","","3"
"Less important","1991","Couple + C. LE 16 ","","","","","3"
"Less important","1991","Couple + C. GT 16 ","","","","","3"
"Less important","1991","Couple + C. LE and GT 16","","","","","3"
"Quite unimportant","1991","(Married) couple without C. ","","","","","4"
"Quite unimportant","1991","1-pers.-HH","","","","","4"
"Quite unimportant","1991","Single parent ","","","","","4"
"Quite unimportant","1991","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1991","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1991","Couple + C. LE and GT 16","","","","","4"
"Very important","1991","1-pers.-HH","","","","","1"
"Very important","1991","(Married) couple without C. ","","","","","1"
"Very important","1991","Single parent ","","","","","1"
"Very important","1991","Couple + C. LE 16 ","","","","","1"
"Very important","1991","Couple + C. GT 16 ","","","","","1"
"Very important","1991","Couple + C. LE and GT 16","","","","","1"
"Important","1992","(Married) couple without C. ","1968","0.66788418726309","0.650911744071665","0.684856630454515","2"
"Important","1992","1-pers.-HH","750","0.62370113969464","0.596404440986986","0.650997838402293","2"
"Important","1992","Single parent ","332","0.613200311204647","0.571970633731393","0.654429988677901","2"
"Important","1992","Couple + C. LE 16 ","1776","0.64966223961307","0.631743330879177","0.667581148346963","2"
"Important","1992","Couple + C. GT 16 ","1428","0.656089710747069","0.636190795219928","0.67598862627421","2"
"Important","1992","Couple + C. LE and GT 16","487","0.662264954906254","0.627862951739687","0.69666695807282","2"
"Less important","1992","1-pers.-HH","157","0.140001359038","0.120450294285016","0.159552423790984","3"
"Less important","1992","(Married) couple without C. ","278","0.101920943770356","0.0910181446946001","0.112823742846111","3"
"Less important","1992","Single parent ","52","0.0892480344373593","0.0651120462366439","0.113384022638075","3"
"Less important","1992","Couple + C. LE 16 ","251","0.0930589124296084","0.0821472029286848","0.103970621930532","3"
"Less important","1992","Couple + C. GT 16 ","237","0.106210754750117","0.0933037039301491","0.119117805570085","3"
"Less important","1992","Couple + C. LE and GT 16","65","0.098890951951008","0.0771766069004523","0.120605297001564","3"
"Quite unimportant","1992","1-pers.-HH","18","","","","4"
"Quite unimportant","1992","(Married) couple without C. ","29","","","","4"
"Quite unimportant","1992","Single parent ","5","","","","4"
"Quite unimportant","1992","Couple + C. LE 16 ","9","","","","4"
"Quite unimportant","1992","Couple + C. GT 16 ","22","","","","4"
"Quite unimportant","1992","Couple + C. LE and GT 16","1","","","","4"
"Very important","1992","1-pers.-HH","285","0.215562621265456","0.192392875215598","0.238732367315313","1"
"Very important","1992","(Married) couple without C. ","683","0.218464049518732","0.203573405678949","0.233354693358515","1"
"Very important","1992","Single parent ","147","0.286518722307024","0.248242110314096","0.324795334299952","1"
"Very important","1992","Couple + C. LE 16 ","687","0.254367269798644","0.238009753323134","0.270724786274155","1"
"Very important","1992","Couple + C. GT 16 ","502","0.227169654903494","0.209617014626374","0.244722295180614","1"
"Very important","1992","Couple + C. LE and GT 16","173","0.236818562810147","0.205894143700247","0.267742981920046","1"
"Important","1993","1-pers.-HH","","","","","2"
"Important","1993","(Married) couple without C. ","","","","","2"
"Important","1993","Single parent ","","","","","2"
"Important","1993","Couple + C. LE 16 ","","","","","2"
"Important","1993","Couple + C. GT 16 ","","","","","2"
"Important","1993","Couple + C. LE and GT 16","","","","","2"
"Less important","1993","(Married) couple without C. ","","","","","3"
"Less important","1993","1-pers.-HH","","","","","3"
"Less important","1993","Single parent ","","","","","3"
"Less important","1993","Couple + C. LE 16 ","","","","","3"
"Less important","1993","Couple + C. GT 16 ","","","","","3"
"Less important","1993","Couple + C. LE and GT 16","","","","","3"
"Quite unimportant","1993","1-pers.-HH","","","","","4"
"Quite unimportant","1993","(Married) couple without C. ","","","","","4"
"Quite unimportant","1993","Single parent ","","","","","4"
"Quite unimportant","1993","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1993","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1993","Couple + C. LE and GT 16","","","","","4"
"Very important","1993","1-pers.-HH","","","","","1"
"Very important","1993","(Married) couple without C. ","","","","","1"
"Very important","1993","Single parent ","","","","","1"
"Very important","1993","Couple + C. LE 16 ","","","","","1"
"Very important","1993","Couple + C. GT 16 ","","","","","1"
"Very important","1993","Couple + C. LE and GT 16","","","","","1"
"Important","1994","1-pers.-HH","","","","","2"
"Important","1994","(Married) couple without C. ","","","","","2"
"Important","1994","Single parent ","","","","","2"
"Important","1994","Couple + C. LE 16 ","","","","","2"
"Important","1994","Couple + C. GT 16 ","","","","","2"
"Important","1994","Couple + C. LE and GT 16","","","","","2"
"Less important","1994","1-pers.-HH","","","","","3"
"Less important","1994","(Married) couple without C. ","","","","","3"
"Less important","1994","Couple + C. LE 16 ","","","","","3"
"Less important","1994","Single parent ","","","","","3"
"Less important","1994","Couple + C. GT 16 ","","","","","3"
"Less important","1994","Couple + C. LE and GT 16","","","","","3"
"Quite unimportant","1994","1-pers.-HH","","","","","4"
"Quite unimportant","1994","(Married) couple without C. ","","","","","4"
"Quite unimportant","1994","Single parent ","","","","","4"
"Quite unimportant","1994","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1994","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1994","Couple + C. LE and GT 16","","","","","4"
"Very important","1994","1-pers.-HH","","","","","1"
