"plh0105","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Very important","1994","35-65 y.","","","","","1"
"Very important","1994","66 and older","","","","","1"
"Important","1995","16-34 y.","2423","0.617869047549034","0.602793900562832","0.632944194535235","2"
"Important","1995","35-65 y.","3917","0.683772584332877","0.671785813354188","0.695759355311565","2"
"Important","1995","66 and older","907","0.611794878744374","0.586949568578665","0.636640188910082","2"
"Less important","1995","16-34 y.","273","0.0719786772854745","0.0639602695673604","0.0799970850035886","3"
"Less important","1995","35-65 y.","455","0.0817512036648597","0.0746884531079076","0.0888139542218119","3"
"Less important","1995","66 and older","155","0.118349283632709","0.101881241361568","0.134817325903849","3"
"Quite unimportant","1995","16-34 y.","16","","","","4"
"Quite unimportant","1995","35-65 y.","43","0.00916071739003939","0.00670480450830359","0.0116166302717752","4"
"Quite unimportant","1995","66 and older","31","0.0257512261735957","0.0176761846439403","0.033826267703251","4"
"Very important","1995","16-34 y.","1279","0.305629618965813","0.291337371054644","0.319921866876982","1"
"Very important","1995","35-65 y.","1366","0.225315494612224","0.214545770691037","0.236085218533411","1"
"Very important","1995","66 and older","385","0.244104611449322","0.222205337629706","0.266003885268938","1"
"Important","1996","16-34 y.","","","","","2"
"Important","1996","35-65 y.","","","","","2"
"Important","1996","66 and older","","","","","2"
"Less important","1996","16-34 y.","","","","","3"
"Less important","1996","35-65 y.","","","","","3"
"Less important","1996","66 and older","","","","","3"
"Quite unimportant","1996","16-34 y.","","","","","4"
"Quite unimportant","1996","35-65 y.","","","","","4"
"Quite unimportant","1996","66 and older","","","","","4"
"Very important","1996","16-34 y.","","","","","1"
"Very important","1996","35-65 y.","","","","","1"
"Very important","1996","66 and older","","","","","1"
"Important","1997","16-34 y.","","","","","2"
"Important","1997","35-65 y.","","","","","2"
"Important","1997","66 and older","","","","","2"
"Less important","1997","16-34 y.","","","","","3"
"Less important","1997","35-65 y.","","","","","3"
"Less important","1997","66 and older","","","","","3"
"Quite unimportant","1997","16-34 y.","","","","","4"
"Quite unimportant","1997","35-65 y.","","","","","4"
"Quite unimportant","1997","66 and older","","","","","4"
"Very important","1997","16-34 y.","","","","","1"
"Very important","1997","35-65 y.","","","","","1"
"Very important","1997","66 and older","","","","","1"
"Important","1998","16-34 y.","","","","","2"
"Important","1998","35-65 y.","","","","","2"
"Important","1998","66 and older","","","","","2"
"Less important","1998","16-34 y.","","","","","3"
"Less important","1998","35-65 y.","","","","","3"
"Less important","1998","66 and older","","","","","3"
"Quite unimportant","1998","16-34 y.","","","","","4"
"Quite unimportant","1998","35-65 y.","","","","","4"
"Quite unimportant","1998","66 and older","","","","","4"
"Very important","1998","16-34 y.","","","","","1"
"Very important","1998","35-65 y.","","","","","1"
"Very important","1998","66 and older","","","","","1"
"Important","1999","16-34 y.","","","","","2"
"Important","1999","35-65 y.","","","","","2"
"Important","1999","66 and older","","","","","2"
"Less important","1999","16-34 y.","","","","","3"
"Less important","1999","35-65 y.","","","","","3"
"Less important","1999","66 and older","","","","","3"
"Quite unimportant","1999","16-34 y.","","","","","4"
"Quite unimportant","1999","35-65 y.","","","","","4"
"Quite unimportant","1999","66 and older","","","","","4"
"Very important","1999","16-34 y.","","","","","1"
"Very important","1999","35-65 y.","","","","","1"
"Very important","1999","66 and older","","","","","1"
"Important","2000","16-34 y.","","","","","2"
"Important","2000","35-65 y.","","","","","2"
"Important","2000","66 and older","","","","","2"
"Less important","2000","16-34 y.","","","","","3"
"Less important","2000","35-65 y.","","","","","3"
"Less important","2000","66 and older","","","","","3"
"Quite unimportant","2000","16-34 y.","","","","","4"
"Quite unimportant","2000","35-65 y.","","","","","4"
"Quite unimportant","2000","66 and older","","","","","4"
"Very important","2000","16-34 y.","","","","","1"
"Very important","2000","35-65 y.","","","","","1"
"Very important","2000","66 and older","","","","","1"
"Important","2001","16-34 y.","","","","","2"
"Important","2001","35-65 y.","","","","","2"
"Important","2001","66 and older","","","","","2"
"Less important","2001","16-34 y.","","","","","3"
"Less important","2001","35-65 y.","","","","","3"
"Less important","2001","66 and older","","","","","3"
"Quite unimportant","2001","16-34 y.","","","","","4"
"Quite unimportant","2001","35-65 y.","","","","","4"
"Quite unimportant","2001","66 and older","","","","","4"
"Very important","2001","16-34 y.","","","","","1"
"Very important","2001","35-65 y.","","","","","1"
"Very important","2001","66 and older","","","","","1"
"Important","2002","16-34 y.","","","","","2"
"Important","2002","35-65 y.","","","","","2"
"Important","2002","66 and older","","","","","2"
"Less important","2002","16-34 y.","","","","","3"
"Less important","2002","35-65 y.","","","","","3"
"Less important","2002","66 and older","","","","","3"
"Quite unimportant","2002","16-34 y.","","","","","4"
"Quite unimportant","2002","35-65 y.","","","","","4"
"Quite unimportant","2002","66 and older","","","","","4"
"Very important","2002","16-34 y.","","","","","1"
"Very important","2002","35-65 y.","","","","","1"
"Very important","2002","66 and older","","","","","1"
"Important","2003","16-34 y.","","","","","2"
"Important","2003","35-65 y.","","","","","2"
"Important","2003","66 and older","","","","","2"
"Less important","2003","16-34 y.","","","","","3"
"Less important","2003","35-65 y.","","","","","3"
"Less important","2003","66 and older","","","","","3"
"Quite unimportant","2003","16-34 y.","","","","","4"
"Quite unimportant","2003","35-65 y.","","","","","4"
"Quite unimportant","2003","66 and older","","","","","4"
"Very important","2003","16-34 y.","","","","","1"
"Very important","2003","35-65 y.","","","","","1"
"Very important","2003","66 and older","","","","","1"
"Important","2004","16-34 y.","3269","0.57869155339215","0.565782226802702","0.591600879981597","2"
"Important","2004","35-65 y.","8319","0.674632202890107","0.666329147686323","0.682935258093892","2"
"Important","2004","66 and older","2526","0.670503616611309","0.6555374120563","0.685469821166318","2"
"Less important","2004","16-34 y.","467","0.0842824356185004","0.077019214861747","0.0915456563752537","3"
"Less important","2004","35-65 y.","941","0.087722117993523","0.0827086847647144","0.0927355512223315","3"
"Less important","2004","66 and older","327","0.0898487426540649","0.0807433521315099","0.0989541331766198","3"
"Quite unimportant","2004","16-34 y.","20","","","","4"
"Quite unimportant","2004","35-65 y.","51","0.00450914890954333","0.00332178721710248","0.00569651060198418","4"
"Quite unimportant","2004","66 and older","39","0.0107953271009801","0.00750494168892248","0.0140857125130378","4"
"Very important","2004","16-34 y.","1864","0.33245816422162","0.320141653795426","0.344774674647813","1"
"Very important","2004","35-65 y.","2920","0.233136530206826","0.225643089118508","0.240629971295145","1"
"Very important","2004","66 and older","897","0.228852313633646","0.215476130008156","0.242228497259136","1"
"Important","2005","16-34 y.","","","","","2"
"Important","2005","35-65 y.","","","","","2"
"Important","2005","66 and older","","","","","2"
"Less important","2005","16-34 y.","","","","","3"
"Less important","2005","35-65 y.","","","","","3"
"Less important","2005","66 and older","","","","","3"
"Quite unimportant","2005","16-34 y.","","","","","4"
"Quite unimportant","2005","35-65 y.","","","","","4"
"Quite unimportant","2005","66 and older","","","","","4"
"Very important","2005","16-34 y.","","","","","1"
"Very important","2005","35-65 y.","","","","","1"
"Very important","2005","66 and older","","","","","1"
"Important","2006","16-34 y.","","","","","2"
"Important","2006","35-65 y.","","","","","2"
"Important","2006","66 and older","","","","","2"
"Less important","2006","16-34 y.","","","","","3"
"Less important","2006","35-65 y.","","","","","3"
"Less important","2006","66 and older","","","","","3"
"Quite unimportant","2006","16-34 y.","","","","","4"
"Quite unimportant","2006","35-65 y.","","","","","4"
"Quite unimportant","2006","66 and older","","","","","4"
"Very important","2006","16-34 y.","","","","","1"
"Very important","2006","35-65 y.","","","","","1"
"Very important","2006","66 and older","","","","","1"
"Important","2007","16-34 y.","","","","","2"
"Important","2007","35-65 y.","","","","","2"
"Important","2007","66 and older","","","","","2"
"Less important","2007","16-34 y.","","","","","3"
"Less important","2007","35-65 y.","","","","","3"
"Less important","2007","66 and older","","","","","3"
"Quite unimportant","2007","16-34 y.","","","","","4"
"Quite unimportant","2007","35-65 y.","","","","","4"
"Quite unimportant","2007","66 and older","","","","","4"
"Very important","2007","16-34 y.","","","","","1"
"Very important","2007","35-65 y.","","","","","1"
"Very important","2007","66 and older","","","","","1"
"Important","2008","16-34 y.","2560","0.582087923282943","0.567459643764866","0.596716202801019","2"
"Important","2008","35-65 y.","7320","0.681096416579679","0.672255482619447","0.68993735053991","2"
"Important","2008","66 and older","2969","0.69212712466093","0.678379342312335","0.705874907009524","2"
"Less important","2008","16-34 y.","232","0.056715864545443","0.0498557709892411","0.0635759581016449","3"
"Less important","2008","35-65 y.","801","0.087144184239737","0.0817938064701941","0.0924945620092799","3"
"Less important","2008","66 and older","431","0.104287224479038","0.0951848659436899","0.113389583014387","3"
"Quite unimportant","2008","16-34 y.","6","","","","4"
"Quite unimportant","2008","35-65 y.","41","0.00630982021284305","0.00480772265301554","0.00781191777267057","4"
"Quite unimportant","2008","66 and older","45","0.0123255430839139","0.00903957044928274","0.015611515718545","4"
"Very important","2008","16-34 y.","1569","0.359831466854878","0.345596606003681","0.374066327706075","1"
"Very important","2008","35-65 y.","2513","0.225449578967741","0.217522490397479","0.233376667538003","1"
"Very important","2008","66 and older","886","0.191260107776118","0.179547040704777","0.202973174847459","1"
"Important","2009","16-34 y.","","","","","2"
"Important","2009","35-65 y.","","","","","2"
"Important","2009","66 and older","","","","","2"
"Less important","2009","16-34 y.","","","","","3"
"Less important","2009","35-65 y.","","","","","3"
"Less important","2009","66 and older","","","","","3"
"Quite unimportant","2009","16-34 y.","","","","","4"
"Quite unimportant","2009","35-65 y.","","","","","4"
"Quite unimportant","2009","66 and older","","","","","4"
"Very important","2009","16-34 y.","","","","","1"
"Very important","2009","35-65 y.","","","","","1"
"Very important","2009","66 and older","","","","","1"
"Important","2010","16-34 y.","1278","0.456703494041949","0.438834029198542","0.474572958885355","2"
"Important","2010","35-65 y.","2104","0.491629883779355","0.476708199098929","0.506551568459781","2"
"Important","2010","66 and older","9","","","","2"
"Less important","2010","16-34 y.","58","0.0164534998364331","0.0118899529428127","0.0210170467300536","3"
"Less important","2010","35-65 y.","94","0.0216510918902697","0.0173070350532106","0.0259951487273288","3"
"Less important","2010","66 and older","","","","","3"
"Quite unimportant","2010","16-34 y.","6","","","","4"
"Quite unimportant","2010","35-65 y.","6","","","","4"
"Quite unimportant","2010","66 and older","","","","","4"
"Very important","2010","16-34 y.","1643","0.525612629547546","0.50769933865359","0.543525920441501","1"
"Very important","2010","35-65 y.","2108","0.485772329212906","0.470854596463394","0.500690061962418","1"
"Very important","2010","66 and older","5","","","","1"
"Important","2011","16-34 y.","","","","","2"
"Important","2011","35-65 y.","","","","","2"
"Important","2011","66 and older","","","","","2"
"Less important","2011","16-34 y.","","","","","3"
"Less important","2011","35-65 y.","","","","","3"
"Less important","2011","66 and older","","","","","3"
"Quite unimportant","2011","16-34 y.","","","","","4"
"Quite unimportant","2011","35-65 y.","","","","","4"
"Quite unimportant","2011","66 and older","","","","","4"
"Very important","2011","16-34 y.","","","","","1"
"Very important","2011","35-65 y.","","","","","1"
"Very important","2011","66 and older","","","","","1"
"Important","2012","16-34 y.","3120","0.496392075694972","0.484098359493176","0.508685791896768","2"
"Important","2012","35-65 y.","9975","0.646166366005989","0.638778112311159","0.653554619700819","2"
"Important","2012","66 and older","3573","0.675408559655013","0.66271649975053","0.688100619559495","2"
"Less important","2012","16-34 y.","214","0.0428249903240427","0.0378468309279612","0.0478031497201242","3"
"Less important","2012","35-65 y.","701","0.0578397927098106","0.0542327954558428","0.0614467899637784","3"
"Less important","2012","66 and older","361","0.0753575836517017","0.068202236817361","0.0825129304860424","3"
"Quite unimportant","2012","16-34 y.","12","","","","4"
"Quite unimportant","2012","35-65 y.","40","0.003537349841347","0.00261999028786556","0.00445470939482844","4"
"Quite unimportant","2012","66 and older","60","0.0131377966426626","0.0100512714426562","0.0162243218426689","4"
"Very important","2012","16-34 y.","3008","0.458624709658555","0.446372838375237","0.470876580941873","1"
"Very important","2012","35-65 y.","5374","0.292456491442853","0.285427754703746","0.29948522818196","1"
"Very important","2012","66 and older","1234","0.236096060050623","0.224584238564113","0.247607881537133","1"
"Important","2013","16-34 y.","","","","","2"
"Important","2013","35-65 y.","","","","","2"
"Important","2013","66 and older","","","","","2"
"Less important","2013","16-34 y.","","","","","3"
"Less important","2013","35-65 y.","","","","","3"
"Less important","2013","66 and older","","","","","3"
"Quite unimportant","2013","16-34 y.","","","","","4"
"Quite unimportant","2013","35-65 y.","","","","","4"
"Quite unimportant","2013","66 and older","","","","","4"
"Very important","2013","16-34 y.","","","","","1"
"Very important","2013","35-65 y.","","","","","1"
"Very important","2013","66 and older","","","","","1"
"Important","2014","16-34 y.","","","","","2"
"Important","2014","35-65 y.","","","","","2"
"Important","2014","66 and older","","","","","2"
"Less important","2014","16-34 y.","","","","","3"
"Less important","2014","35-65 y.","","","","","3"
"Less important","2014","66 and older","","","","","3"
"Quite unimportant","2014","16-34 y.","","","","","4"
"Quite unimportant","2014","35-65 y.","","","","","4"
"Quite unimportant","2014","66 and older","","","","","4"
"Very important","2014","16-34 y.","","","","","1"
"Very important","2014","35-65 y.","","","","","1"
"Very important","2014","66 and older","","","","","1"
"Important","2015","16-34 y.","","","","","2"
"Important","2015","35-65 y.","","","","","2"
"Important","2015","66 and older","","","","","2"
"Less important","2015","16-34 y.","","","","","3"
"Less important","2015","35-65 y.","","","","","3"
"Less important","2015","66 and older","","","","","3"
"Quite unimportant","2015","16-34 y.","","","","","4"
"Quite unimportant","2015","35-65 y.","","","","","4"
"Quite unimportant","2015","66 and older","","","","","4"
"Very important","2015","16-34 y.","","","","","1"
"Very important","2015","35-65 y.","","","","","1"
"Very important","2015","66 and older","","","","","1"
"Important","2016","16-34 y.","2716","0.493527598168879","0.480523387056178","0.506531809281579","2"
"Important","2016","35-65 y.","8326","0.617766722907827","0.609700073048903","0.625833372766751","2"
"Important","2016","66 and older","3255","0.676507223049705","0.663227346799541","0.689787099299869","2"
"Less important","2016","35-65 y.","599","0.0540133594239493","0.0502609536068428","0.0577657652410558","3"
"Less important","2016","16-34 y.","211","0.0388824429007814","0.03385420955596","0.0439106762456029","3"
"Less important","2016","66 and older","295","0.0672108462278961","0.0601030177258029","0.0743186747299893","3"
"Quite unimportant","2016","16-34 y.","18","","","","4"
"Quite unimportant","2016","35-65 y.","50","0.00362407924569967","0.00262654650546277","0.00462161198593658","4"
"Quite unimportant","2016","66 and older","29","","","","4"
"Very important","2016","16-34 y.","2733","0.465444319719686","0.452470115232316","0.478418524207056","1"
"Very important","2016","35-65 y.","4965","0.324595838422524","0.316823171741774","0.332368505103274","1"
"Very important","2016","66 and older","1188","0.249863238766052","0.237573379149134","0.262153098382969","1"
