"plh0105","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","(0) in school","","","",""
"Very important","1990","Full Time","(1a) inadequately completed","1","","",""
"Very important","1990","Full Time","(1b) general elementary school","63","0.194285182495233","0.151662124082254","0.236908240908212"
"Very important","1990","Full Time","(1c) basic vocational qualification","236","0.167917128718079","0.148087592536132","0.187746664900026"
"Very important","1990","Full Time","(2b) intermediate general qualification","27","","",""
"Very important","1990","Full Time","(2a) intermediate vocational","159","0.206916579376939","0.176558302270054","0.237274856483824"
"Very important","1990","Full Time","(2c_gen) general maturity certificate","17","","",""
"Very important","1990","Full Time","(2c_voc) vocational maturity certificate","39","0.257679518600068","0.191147650338967","0.32421138686117"
"Very important","1990","Full Time","(3a) lower tertiary education","15","","",""
"Very important","1990","Full Time","(3b) higher tertiary education","43","0.160411365735103","0.116226249922907","0.204596481547299"
"Very important","1990","Part Time","(0) in school","3","","",""
"Very important","1990","Part Time","(1a) inadequately completed","2","","",""
"Very important","1990","Part Time","(1b) general elementary school","76","0.276715563862444","0.222019901918509","0.331411225806379"
"Very important","1990","Part Time","(1c) basic vocational qualification","88","0.194343985631267","0.157496606137985","0.231191365124549"
"Very important","1990","Part Time","(2b) intermediate general qualification","20","","",""
"Very important","1990","Part Time","(2a) intermediate vocational","41","0.17726081163039","0.127250272021843","0.227271351238937"
"Very important","1990","Part Time","(2c_gen) general maturity certificate","23","","",""
"Very important","1990","Part Time","(2c_voc) vocational maturity certificate","20","","",""
"Very important","1990","Part Time","(3a) lower tertiary education","9","","",""
"Very important","1990","Part Time","(3b) higher tertiary education","21","","",""
"Very important","1990","Not Working","(0) in school","26","","",""
"Very important","1990","Not Working","(1a) inadequately completed","8","","",""
"Very important","1990","Not Working","(1b) general elementary school","178","0.233755467941117","0.203765088749122","0.263745847133112"
"Very important","1990","Not Working","(1c) basic vocational qualification","236","0.239877988179652","0.212781640441591","0.266974335917714"
"Very important","1990","Not Working","(2b) intermediate general qualification","28","","",""
"Very important","1990","Not Working","(2a) intermediate vocational","94","0.264475637679667","0.216226790359921","0.312724484999414"
"Very important","1990","Not Working","(2c_gen) general maturity certificate","24","","",""
"Very important","1990","Not Working","(2c_voc) vocational maturity certificate","18","","",""
"Very important","1990","Not Working","(3a) lower tertiary education","12","","",""
"Very important","1990","Not Working","(3b) higher tertiary education","21","","",""
"Important","1990","Full Time","(0) in school","","","",""
"Important","1990","Full Time","(1a) inadequately completed","15","","",""
"Important","1990","Full Time","(1b) general elementary school","223","0.64612052953181","0.594607327210057","0.697633731853563"
"Important","1990","Full Time","(1c) basic vocational qualification","970","0.709588336351727","0.68550636547567","0.733670307227785"
"Important","1990","Full Time","(2b) intermediate general qualification","80","0.649356736217012","0.563261026095474","0.735452446338551"
"Important","1990","Full Time","(2a) intermediate vocational","455","0.681325616706425","0.646405878738539","0.716245354674311"
"Important","1990","Full Time","(2c_gen) general maturity certificate","27","","",""
"Important","1990","Full Time","(2c_voc) vocational maturity certificate","118","0.675499975035576","0.604277988498984","0.746721961572168"
"Important","1990","Full Time","(3a) lower tertiary education","103","0.754553918031549","0.683011455932662","0.826096380130436"
"Important","1990","Full Time","(3b) higher tertiary education","183","0.695592065977388","0.640189427525616","0.750994704429161"
"Important","1990","Part Time","(0) in school","10","","",""
"Important","1990","Part Time","(1a) inadequately completed","7","","",""
"Important","1990","Part Time","(1b) general elementary school","161","0.629404072184996","0.570357237010211","0.688450907359781"
"Important","1990","Part Time","(1c) basic vocational qualification","315","0.701613617744175","0.659006247286974","0.744220988201375"
"Important","1990","Part Time","(2b) intermediate general qualification","56","0.671213048457556","0.570752410888632","0.77167368602648"
"Important","1990","Part Time","(2a) intermediate vocational","165","0.727876730815024","0.66959454386386","0.786158917766188"
"Important","1990","Part Time","(2c_gen) general maturity certificate","61","0.690349838565815","0.595873197029351","0.784826480102279"
"Important","1990","Part Time","(2c_voc) vocational maturity certificate","41","0.621031152971398","0.50486780028319","0.737194505659605"
"Important","1990","Part Time","(3a) lower tertiary education","29","","",""
"Important","1990","Part Time","(3b) higher tertiary education","48","0.613625703856818","0.507587718791428","0.719663688922208"
"Important","1990","Not Working","(0) in school","55","0.54310877213273","0.443462216130987","0.642755328134473"
"Important","1990","Not Working","(1a) inadequately completed","22","","",""
"Important","1990","Not Working","(1b) general elementary school","510","0.662987389879662","0.629491379444981","0.696483400314342"
"Important","1990","Not Working","(1c) basic vocational qualification","626","0.645019682498135","0.614655434908563","0.675383930087706"
"Important","1990","Not Working","(2b) intermediate general qualification","59","0.581488722065626","0.483316989692659","0.679660454438592"
"Important","1990","Not Working","(2a) intermediate vocational","198","0.634658271436161","0.581981980614064","0.687334562258258"
"Important","1990","Not Working","(2c_gen) general maturity certificate","70","0.665110713338021","0.576101735822998","0.754119690853043"
"Important","1990","Not Working","(2c_voc) vocational maturity certificate","53","0.61600089657409","0.511993500074529","0.720008293073651"
"Important","1990","Not Working","(3a) lower tertiary education","33","0.686414454510606","0.553775713735295","0.819053195285917"
"Important","1990","Not Working","(3b) higher tertiary education","51","0.666515684295195","0.563844522837829","0.769186845752561"
"Less important","1990","Full Time","(0) in school","","","",""
"Less important","1990","Full Time","(1a) inadequately completed","2","","",""
"Less important","1990","Full Time","(1b) general elementary school","41","0.148613950850669","0.110293805399986","0.186934096301352"
"Less important","1990","Full Time","(1c) basic vocational qualification","153","0.118078138042445","0.100959012861114","0.135197263223777"
"Less important","1990","Full Time","(2b) intermediate general qualification","11","","",""
"Less important","1990","Full Time","(2a) intermediate vocational","67","0.107457404094569","0.0842486039675769","0.130666204221562"
"Less important","1990","Full Time","(2c_gen) general maturity certificate","7","","",""
"Less important","1990","Full Time","(2c_voc) vocational maturity certificate","9","","",""
"Less important","1990","Full Time","(3a) lower tertiary education","20","","",""
"Less important","1990","Full Time","(3b) higher tertiary education","38","0.138536742497819","0.0969431895820432","0.180130295413595"
"Less important","1990","Part Time","(0) in school","1","","",""
"Less important","1990","Part Time","(1a) inadequately completed","","","",""
"Less important","1990","Part Time","(1b) general elementary school","19","","",""
"Less important","1990","Part Time","(1c) basic vocational qualification","37","0.0894347117644193","0.0628608403637128","0.116008583165126"
"Less important","1990","Part Time","(2b) intermediate general qualification","7","","",""
"Less important","1990","Part Time","(2a) intermediate vocational","18","","",""
"Less important","1990","Part Time","(2c_gen) general maturity certificate","6","","",""
"Less important","1990","Part Time","(2c_voc) vocational maturity certificate","5","","",""
"Less important","1990","Part Time","(3a) lower tertiary education","5","","",""
"Less important","1990","Part Time","(3b) higher tertiary education","11","","",""
"Less important","1990","Not Working","(0) in school","15","","",""
"Less important","1990","Not Working","(1a) inadequately completed","2","","",""
"Less important","1990","Not Working","(1b) general elementary school","60","0.0776274260806969","0.058665687397977","0.0965891647634168"
"Less important","1990","Not Working","(1c) basic vocational qualification","80","0.0961685826877417","0.0774602868812972","0.114876878494186"
"Less important","1990","Not Working","(2b) intermediate general qualification","9","","",""
"Less important","1990","Not Working","(2a) intermediate vocational","28","","",""
"Less important","1990","Not Working","(2c_gen) general maturity certificate","14","","",""
"Less important","1990","Not Working","(2c_voc) vocational maturity certificate","13","","",""
"Less important","1990","Not Working","(3a) lower tertiary education","2","","",""
"Less important","1990","Not Working","(3b) higher tertiary education","7","","",""
"Quite unimportant","1990","Full Time","(0) in school","","","",""
"Quite unimportant","1990","Full Time","(1a) inadequately completed","2","","",""
"Quite unimportant","1990","Full Time","(1b) general elementary school","4","","",""
"Quite unimportant","1990","Full Time","(1c) basic vocational qualification","6","","",""
"Quite unimportant","1990","Full Time","(2b) intermediate general qualification","","","",""
"Quite unimportant","1990","Full Time","(2a) intermediate vocational","3","","",""
"Quite unimportant","1990","Full Time","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1990","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1990","Full Time","(3a) lower tertiary education","1","","",""
"Quite unimportant","1990","Full Time","(3b) higher tertiary education","1","","",""
"Quite unimportant","1990","Part Time","(0) in school","","","",""
"Quite unimportant","1990","Part Time","(1a) inadequately completed","","","",""
"Quite unimportant","1990","Part Time","(1b) general elementary school","1","","",""
"Quite unimportant","1990","Part Time","(1c) basic vocational qualification","3","","",""
"Quite unimportant","1990","Part Time","(2b) intermediate general qualification","1","","",""
"Quite unimportant","1990","Part Time","(2a) intermediate vocational","","","",""
"Quite unimportant","1990","Part Time","(2c_gen) general maturity certificate","2","","",""
"Quite unimportant","1990","Part Time","(2c_voc) vocational maturity certificate","1","","",""
"Quite unimportant","1990","Part Time","(3a) lower tertiary education","","","",""
"Quite unimportant","1990","Part Time","(3b) higher tertiary education","1","","",""
"Quite unimportant","1990","Not Working","(0) in school","","","",""
"Quite unimportant","1990","Not Working","(1a) inadequately completed","2","","",""
"Quite unimportant","1990","Not Working","(1b) general elementary school","17","","",""
"Quite unimportant","1990","Not Working","(1c) basic vocational qualification","12","","",""
"Quite unimportant","1990","Not Working","(2b) intermediate general qualification","1","","",""
"Quite unimportant","1990","Not Working","(2a) intermediate vocational","1","","",""
"Quite unimportant","1990","Not Working","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1990","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1990","Not Working","(3a) lower tertiary education","","","",""
"Quite unimportant","1990","Not Working","(3b) higher tertiary education","2","","",""
"Very important","1991","Full Time","(0) in school","","","",""
"Very important","1991","Full Time","(1a) inadequately completed","","","",""
"Very important","1991","Full Time","(1b) general elementary school","","","",""
"Very important","1991","Full Time","(1c) basic vocational qualification","","","",""
"Very important","1991","Full Time","(2b) intermediate general qualification","","","",""
"Very important","1991","Full Time","(2a) intermediate vocational","","","",""
"Very important","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Very important","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very important","1991","Full Time","(3a) lower tertiary education","","","",""
"Very important","1991","Full Time","(3b) higher tertiary education","","","",""
"Very important","1991","Part Time","(0) in school","","","",""
"Very important","1991","Part Time","(1a) inadequately completed","","","",""
"Very important","1991","Part Time","(1b) general elementary school","","","",""
"Very important","1991","Part Time","(1c) basic vocational qualification","","","",""
