"plh0193","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","35-65 y.","(Married) couple without C. ","355","0.0879469283655493","0.0792103956124063","0.0966834611186923","4"
"Disagree fully","2003","35-65 y.","1-pers.-HH","128","0.103915225028426","0.0869101958430314","0.120920254213821","4"
"Disagree fully","2003","16-34 y.","(Married) couple without C. ","103","0.108766955069454","0.0897066308391241","0.127827279299783","4"
"Disagree fully","2003","16-34 y.","1-pers.-HH","74","0.113384981679313","0.0894127336014812","0.137357229757144","4"
"Disagree fully","2003","16-34 y.","Single parent ","40","0.0938549333674947","0.067490005948962","0.120219860786027","4"
"Disagree fully","2003","35-65 y.","Single parent ","53","0.10386431850632","0.0788187591124437","0.128909877900197","4"
"Disagree fully","2003","16-34 y.","Couple + C. GT 16 ","168","0.108202686568698","0.0922850703365872","0.12412030280081","4"
"Disagree fully","2003","16-34 y.","Couple + C. LE and GT 16","84","0.107529565858158","0.0841941996002378","0.130864932116078","4"
"Disagree fully","2003","35-65 y.","Couple + C. LE 16 ","291","0.0887021914657668","0.0784891284528837","0.09891525447865","4"
"Disagree fully","2003","16-34 y.","Couple + C. LE 16 ","116","0.0845598478413654","0.0699229031107577","0.099196792571973","4"
"Disagree fully","2003","35-65 y.","Couple + C. GT 16 ","184","0.0858407396893083","0.0743899282679792","0.0972915511106374","4"
"Disagree fully","2003","35-65 y.","Couple + C. LE and GT 16","118","0.0927166499151642","0.0760189477971253","0.109414352033203","4"
"Disagree fully","2003","66 and older","1-pers.-HH","109","0.106066841620138","0.0874948502258157","0.12463883301446","4"
"Disagree fully","2003","66 and older","(Married) couple without C. ","230","0.0960095343069546","0.0837738830792905","0.108245185534619","4"
"Disagree fully","2003","66 and older","Couple + C. LE 16 ","1","","","","4"
"Disagree fully","2003","66 and older","Couple + C. GT 16 ","8","","","","4"
"Disagree fully","2003","66 and older","Couple + C. LE and GT 16","","","","","4"
"Disagree fully","2003","66 and older","Single parent ","9","","","","4"
"Fully agree","2003","16-34 y.","1-pers.-HH","35","0.0521327491737125","0.035325659100437","0.068939839246988","1"
"Fully agree","2003","16-34 y.","(Married) couple without C. ","66","0.0502098935566748","0.0368410257367767","0.063578761376573","1"
"Fully agree","2003","16-34 y.","Single parent ","31","0.0848989594416801","0.0596998687053079","0.110098050178052","1"
"Fully agree","2003","16-34 y.","Couple + C. LE 16 ","143","0.0997129536893725","0.083950651507115","0.11547525587163","1"
"Fully agree","2003","16-34 y.","Couple + C. GT 16 ","83","0.0556077530328462","0.0438650032255898","0.0673505028401026","1"
"Fully agree","2003","16-34 y.","Couple + C. LE and GT 16","46","0.088442690604267","0.0670543683604453","0.109831012848089","1"
"Fully agree","2003","35-65 y.","1-pers.-HH","113","0.08514926088067","0.0695957368652103","0.10070278489613","1"
"Fully agree","2003","35-65 y.","(Married) couple without C. ","348","0.103835521038533","0.0944256092438967","0.113245432833169","1"
"Fully agree","2003","35-65 y.","Single parent ","62","0.109996519885332","0.0843105488730819","0.135682490897582","1"
"Fully agree","2003","35-65 y.","Couple + C. LE 16 ","201","0.0772421039462933","0.0676518610663989","0.0868323468261877","1"
"Fully agree","2003","35-65 y.","Couple + C. GT 16 ","174","0.0830990929206661","0.0718157458207248","0.0943824400206073","1"
"Fully agree","2003","35-65 y.","Couple + C. LE and GT 16","82","0.0684742993302482","0.0539341926715201","0.0830144059889762","1"
"Fully agree","2003","66 and older","1-pers.-HH","115","0.110244329641811","0.0913544302599035","0.129134229023719","1"
"Fully agree","2003","66 and older","(Married) couple without C. ","226","0.103079685861948","0.0904511949550847","0.115708176768811","1"
"Fully agree","2003","66 and older","Single parent ","9","","","","1"
"Fully agree","2003","66 and older","Couple + C. LE 16 ","","","","","1"
"Fully agree","2003","66 and older","Couple + C. GT 16 ","24","","","","1"
"Fully agree","2003","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rather agree","2003","16-34 y.","(Married) couple without C. ","345","0.339604167929536","0.310612391564154","0.368595944294917","2"
"Rather agree","2003","16-34 y.","Single parent ","186","0.381146249239174","0.337238719823036","0.425053778655312","2"
"Rather agree","2003","16-34 y.","Couple + C. LE and GT 16","198","0.30762593320935","0.272861462216011","0.342390404202688","2"
"Rather agree","2003","35-65 y.","1-pers.-HH","410","0.324403624150696","0.298315085937658","0.350492162363734","2"
"Rather agree","2003","16-34 y.","1-pers.-HH","190","0.277662895252209","0.243802475273257","0.311523315231162","2"
"Rather agree","2003","16-34 y.","Couple + C. LE 16 ","466","0.326734516172965","0.302060261617785","0.351408770728146","2"
"Rather agree","2003","16-34 y.","Couple + C. GT 16 ","449","0.310851347787521","0.287134401999477","0.334568293575566","2"
"Rather agree","2003","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rather agree","2003","35-65 y.","(Married) couple without C. ","1373","0.360548350128039","0.345736669855634","0.375360030400444","2"
"Rather agree","2003","35-65 y.","Single parent ","198","0.359326874492357","0.319937982295699","0.398715766689015","2"
