"ple0181","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","(0) in school","West Germany","19","","",""
"Daily","2016","(0) in school","East Germany","3","","",""
"Daily","2016","(1a) inadequately completed","West Germany","28","","",""
"Daily","2016","(1a) inadequately completed","East Germany","2","","",""
"Daily","2016","(1b) general elementary school","West Germany","68","0.0257134059514659","0.0181627438364519","0.0332640680664799"
"Daily","2016","(1b) general elementary school","East Germany","8","","",""
"Daily","2016","(1c) basic vocational qualification","West Germany","105","0.0185170795169793","0.0144115359721202","0.0226226230618384"
"Daily","2016","(1c) basic vocational qualification","East Germany","12","","",""
"Daily","2016","(2b) intermediate general qualification","West Germany","23","","",""
"Daily","2016","(2b) intermediate general qualification","East Germany","4","","",""
"Daily","2016","(2a) intermediate vocational","West Germany","61","0.0209672796988901","0.0162240546866086","0.0257105047111717"
"Daily","2016","(2a) intermediate vocational","East Germany","40","0.02260746978651","0.0156627896980395","0.0295521498749805"
"Daily","2016","(2c_gen) general maturity certificate","West Germany","27","","",""
"Daily","2016","(2c_gen) general maturity certificate","East Germany","5","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","West Germany","53","0.0243734468411093","0.017751224818571","0.0309956688636477"
"Daily","2016","(2c_voc) vocational maturity certificate","East Germany","7","","",""
"Daily","2016","(3a) lower tertiary education","West Germany","11","","",""
"Daily","2016","(3a) lower tertiary education","East Germany","12","","",""
"Daily","2016","(3b) higher tertiary education","West Germany","46","0.0120661398275194","0.00829854647746105","0.0158337331775778"
"Daily","2016","(3b) higher tertiary education","East Germany","13","","",""
"Four to six days a week","2016","(0) in school","West Germany","40","0.14198087340588","0.101740446829558","0.182221299982202"
"Four to six days a week","2016","(0) in school","East Germany","5","","",""
"Four to six days a week","2016","(1a) inadequately completed","West Germany","59","0.101434610351222","0.0726301467934109","0.130239073909034"
"Four to six days a week","2016","(1a) inadequately completed","East Germany","13","","",""
"Four to six days a week","2016","(1b) general elementary school","West Germany","199","0.10490364596182","0.0902855080376019","0.119521783886038"
"Four to six days a week","2016","(1b) general elementary school","East Germany","27","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","West Germany","373","0.0842461429197986","0.0757873686558535","0.0927049171837438"
"Four to six days a week","2016","(1c) basic vocational qualification","East Germany","89","0.108868300620418","0.08792909042961","0.129807510811226"
"Four to six days a week","2016","(2b) intermediate general qualification","West Germany","81","0.130907212617215","0.103361646021788","0.158452779212642"
"Four to six days a week","2016","(2b) intermediate general qualification","East Germany","11","","",""
"Four to six days a week","2016","(2a) intermediate vocational","West Germany","301","0.0894430099373925","0.0799952065025665","0.0988908133722186"
"Four to six days a week","2016","(2a) intermediate vocational","East Germany","152","0.0916456548940797","0.0781661063960709","0.105125203392088"
"Four to six days a week","2016","(2c_gen) general maturity certificate","West Germany","121","0.108820592900578","0.0904007875674492","0.127240398233707"
"Four to six days a week","2016","(2c_gen) general maturity certificate","East Germany","15","","",""
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","West Germany","210","0.109076368362247","0.0956891905961403","0.122463546128353"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","East Germany","38","0.128521554916628","0.09294819036038","0.164094919472875"
"Four to six days a week","2016","(3a) lower tertiary education","West Germany","87","0.0610637712243866","0.0478946713918335","0.0742328710569398"
"Four to six days a week","2016","(3a) lower tertiary education","East Germany","30","0.0727335311959748","0.0508093530338646","0.094657709358085"
"Four to six days a week","2016","(3b) higher tertiary education","West Germany","225","0.070899742440874","0.0620430915015611","0.0797563933801868"
"Four to six days a week","2016","(3b) higher tertiary education","East Germany","58","0.067913028379749","0.0504128446966681","0.08541321206283"
"Two to three days a week","2016","(0) in school","West Germany","136","0.446920194567984","0.389599946675415","0.504240442460553"
"Two to three days a week","2016","(0) in school","East Germany","14","","",""
"Two to three days a week","2016","(1a) inadequately completed","West Germany","212","0.491434648951339","0.443736872228121","0.539132425674557"
"Two to three days a week","2016","(1a) inadequately completed","East Germany","16","","",""
"Two to three days a week","2016","(1b) general elementary school","West Germany","749","0.41752770731627","0.394002028909033","0.441053385723507"
"Two to three days a week","2016","(1b) general elementary school","East Germany","84","0.346176108680362","0.282877062923876","0.409475154436848"
"Two to three days a week","2016","(1c) basic vocational qualification","West Germany","1660","0.373131590356966","0.358402963975954","0.387860216737978"
"Two to three days a week","2016","(1c) basic vocational qualification","East Germany","322","0.390385215757158","0.357589806514085","0.42318062500023"
"Two to three days a week","2016","(2b) intermediate general qualification","West Germany","250","0.40963039900987","0.369470285464499","0.44979051255524"
"Two to three days a week","2016","(2b) intermediate general qualification","East Germany","52","0.549035066754902","0.458091789809191","0.639978343700613"
"Two to three days a week","2016","(2a) intermediate vocational","West Germany","1476","0.392995767963558","0.376826369028555","0.409165166898562"
"Two to three days a week","2016","(2a) intermediate vocational","East Germany","719","0.382028548545973","0.359328652282113","0.404728444809832"
"Two to three days a week","2016","(2c_gen) general maturity certificate","West Germany","519","0.437789523689719","0.408444864475103","0.467134182904336"
"Two to three days a week","2016","(2c_gen) general maturity certificate","East Germany","84","0.51684525589318","0.437663383559715","0.596027128226644"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","West Germany","936","0.432902903562801","0.411625069521206","0.454180737604395"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","East Germany","130","0.338607557471302","0.288305404910329","0.388909710032275"
"Two to three days a week","2016","(3a) lower tertiary education","West Germany","464","0.366131139450653","0.339636118167821","0.392626160733485"
"Two to three days a week","2016","(3a) lower tertiary education","East Germany","207","0.358962299155433","0.318465573162593","0.399459025148274"
"Two to three days a week","2016","(3b) higher tertiary education","West Germany","1327","0.38012636382149","0.363375720618214","0.396877007024765"
