"ple0181","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","(2c_voc) vocational maturity certificate","vocational + Abi","50","0.0219445667697084","0.0155494560509851","0.0283396774884318"
"Daily","2016","(2c_voc) vocational maturity certificate","higher vocational","10","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"Daily","2016","(3a) lower tertiary education","in school","","","",""
"Daily","2016","(3a) lower tertiary education","inadequately","","","",""
"Daily","2016","(3a) lower tertiary education","general elemantary","","","",""
"Daily","2016","(3a) lower tertiary education","middle vocational","","","",""
"Daily","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"Daily","2016","(3a) lower tertiary education","higher vocational","","","",""
"Daily","2016","(3a) lower tertiary education","higher education","23","","",""
"Daily","2016","(3b) higher tertiary education","in school","","","",""
"Daily","2016","(3b) higher tertiary education","inadequately","","","",""
"Daily","2016","(3b) higher tertiary education","general elemantary","","","",""
"Daily","2016","(3b) higher tertiary education","middle vocational","","","",""
"Daily","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"Daily","2016","(3b) higher tertiary education","higher vocational","","","",""
"Daily","2016","(3b) higher tertiary education","higher education","59","0.0127827942815106","0.00931019778893697","0.0162553907740842"
"Four to six days a week","2016","(0) in school","in school","44","0.132407258732183","0.0958389417248772","0.168975575739488"
"Four to six days a week","2016","(0) in school","inadequately","","","",""
"Four to six days a week","2016","(0) in school","general elemantary","","","",""
"Four to six days a week","2016","(0) in school","middle vocational","1","","",""
"Four to six days a week","2016","(0) in school","vocational + Abi","","","",""
"Four to six days a week","2016","(0) in school","higher vocational","","","",""
"Four to six days a week","2016","(0) in school","higher education","","","",""
"Four to six days a week","2016","(1a) inadequately completed","in school","","","",""
"Four to six days a week","2016","(1a) inadequately completed","inadequately","60","0.138977187981106","0.102736773354439","0.175217602607774"
"Four to six days a week","2016","(1a) inadequately completed","general elemantary","","","",""
"Four to six days a week","2016","(1a) inadequately completed","middle vocational","12","","",""
"Four to six days a week","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Four to six days a week","2016","(1a) inadequately completed","higher vocational","","","",""
"Four to six days a week","2016","(1a) inadequately completed","higher education","","","",""
"Four to six days a week","2016","(1b) general elementary school","in school","","","",""
"Four to six days a week","2016","(1b) general elementary school","inadequately","8","","",""
"Four to six days a week","2016","(1b) general elementary school","general elemantary","218","0.107348956326488","0.0932658364235645","0.121432076229412"
"Four to six days a week","2016","(1b) general elementary school","middle vocational","","","",""
"Four to six days a week","2016","(1b) general elementary school","vocational + Abi","","","",""
"Four to six days a week","2016","(1b) general elementary school","higher vocational","","","",""
"Four to six days a week","2016","(1b) general elementary school","higher education","","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","in school","","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","inadequately","","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","middle vocational","433","0.0871722171032645","0.0790687342187734","0.0952756999877555"
"Four to six days a week","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","higher vocational","29","","",""
"Four to six days a week","2016","(1c) basic vocational qualification","higher education","","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","in school","","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","inadequately","","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","general elemantary","92","0.125324636050005","0.100638635145887","0.150010636954123"
"Four to six days a week","2016","(2b) intermediate general qualification","middle vocational","","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","higher vocational","","","",""
"Four to six days a week","2016","(2b) intermediate general qualification","higher education","","","",""
"Four to six days a week","2016","(2a) intermediate vocational","in school","","","",""
"Four to six days a week","2016","(2a) intermediate vocational","inadequately","","","",""
"Four to six days a week","2016","(2a) intermediate vocational","general elemantary","","","",""
"Four to six days a week","2016","(2a) intermediate vocational","middle vocational","404","0.092114200861865","0.0838147811865754","0.100413620537155"
"Four to six days a week","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"Four to six days a week","2016","(2a) intermediate vocational","higher vocational","49","0.0754020011864596","0.0542924613774444","0.0965115409954747"
"Four to six days a week","2016","(2a) intermediate vocational","higher education","","","",""
"Four to six days a week","2016","(2c_gen) general maturity certificate","in school","","","",""
"Four to six days a week","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"Four to six days a week","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"Four to six days a week","2016","(2c_gen) general maturity certificate","middle vocational","136","0.111485404724199","0.0940448326341697","0.128925976814228"
"Four to six days a week","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Four to six days a week","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"Four to six days a week","2016","(2c_gen) general maturity certificate","higher education","","","",""
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","vocational + Abi","204","0.102806730539927","0.0895493841246165","0.116064076955238"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","higher vocational","44","0.145746657564849","0.111466442992205","0.180026872137494"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"Four to six days a week","2016","(3a) lower tertiary education","in school","","","",""
"Four to six days a week","2016","(3a) lower tertiary education","inadequately","","","",""
"Four to six days a week","2016","(3a) lower tertiary education","general elemantary","","","",""
"Four to six days a week","2016","(3a) lower tertiary education","middle vocational","","","",""
"Four to six days a week","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"Four to six days a week","2016","(3a) lower tertiary education","higher vocational","","","",""
"Four to six days a week","2016","(3a) lower tertiary education","higher education","117","0.0637971777062793","0.052535203874071","0.0750591515384876"
"Four to six days a week","2016","(3b) higher tertiary education","in school","","","",""
"Four to six days a week","2016","(3b) higher tertiary education","inadequately","","","",""
"Four to six days a week","2016","(3b) higher tertiary education","general elemantary","","","",""
"Four to six days a week","2016","(3b) higher tertiary education","middle vocational","","","",""
"Four to six days a week","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"Four to six days a week","2016","(3b) higher tertiary education","higher vocational","","","",""
"Four to six days a week","2016","(3b) higher tertiary education","higher education","283","0.0704064662930494","0.0624980798068901","0.0783148527792087"
"Two to three days a week","2016","(0) in school","in school","150","0.45217915985648","0.398480225514399","0.505878094198561"
"Two to three days a week","2016","(0) in school","inadequately","","","",""
"Two to three days a week","2016","(0) in school","general elemantary","","","",""
"Two to three days a week","2016","(0) in school","middle vocational","","","",""
"Two to three days a week","2016","(0) in school","vocational + Abi","","","",""
"Two to three days a week","2016","(0) in school","higher vocational","","","",""
"Two to three days a week","2016","(0) in school","higher education","","","",""
"Two to three days a week","2016","(1a) inadequately completed","in school","","","",""
"Two to three days a week","2016","(1a) inadequately completed","inadequately","164","0.432685596184659","0.380780237922512","0.484590954446807"
"Two to three days a week","2016","(1a) inadequately completed","general elemantary","","","",""
"Two to three days a week","2016","(1a) inadequately completed","middle vocational","62","0.533591011945822","0.443959170564306","0.623222853327338"
"Two to three days a week","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Two to three days a week","2016","(1a) inadequately completed","higher vocational","2","","",""
"Two to three days a week","2016","(1a) inadequately completed","higher education","","","",""
"Two to three days a week","2016","(1b) general elementary school","in school","","","",""
"Two to three days a week","2016","(1b) general elementary school","inadequately","17","","",""
"Two to three days a week","2016","(1b) general elementary school","general elemantary","816","0.41249046693101","0.390094308962698","0.434886624899323"
"Two to three days a week","2016","(1b) general elementary school","middle vocational","","","",""
"Two to three days a week","2016","(1b) general elementary school","vocational + Abi","","","",""
"Two to three days a week","2016","(1b) general elementary school","higher vocational","","","",""
"Two to three days a week","2016","(1b) general elementary school","higher education","","","",""
"Two to three days a week","2016","(1c) basic vocational qualification","in school","","","",""
"Two to three days a week","2016","(1c) basic vocational qualification","inadequately","","","",""
"Two to three days a week","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Two to three days a week","2016","(1c) basic vocational qualification","middle vocational","1862","0.378358677079095","0.364426787120586","0.392290567037604"
"Two to three days a week","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Two to three days a week","2016","(1c) basic vocational qualification","higher vocational","120","0.33367684228374","0.283333896121956","0.384019788445523"
"Two to three days a week","2016","(1c) basic vocational qualification","higher education","","","",""
"Two to three days a week","2016","(2b) intermediate general qualification","in school","","","",""
"Two to three days a week","2016","(2b) intermediate general qualification","inadequately","","","",""
"Two to three days a week","2016","(2b) intermediate general qualification","general elemantary","302","0.427538524831481","0.390651822826079","0.464425226836883"
"Two to three days a week","2016","(2b) intermediate general qualification","middle vocational","","","",""
"Two to three days a week","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"Two to three days a week","2016","(2b) intermediate general qualification","higher vocational","","","",""
"Two to three days a week","2016","(2b) intermediate general qualification","higher education","","","",""
"Two to three days a week","2016","(2a) intermediate vocational","in school","","","",""
"Two to three days a week","2016","(2a) intermediate vocational","inadequately","","","",""
"Two to three days a week","2016","(2a) intermediate vocational","general elemantary","","","",""
"Two to three days a week","2016","(2a) intermediate vocational","middle vocational","1964","0.394432516491341","0.380406432055428","0.408458600927255"
"Two to three days a week","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"Two to three days a week","2016","(2a) intermediate vocational","higher vocational","231","0.35530867286378","0.317044734071621","0.393572611655939"
"Two to three days a week","2016","(2a) intermediate vocational","higher education","","","",""
"Two to three days a week","2016","(2c_gen) general maturity certificate","in school","","","",""
"Two to three days a week","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"Two to three days a week","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"Two to three days a week","2016","(2c_gen) general maturity certificate","middle vocational","603","0.446809150681837","0.419259381828438","0.474358919535236"
"Two to three days a week","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Two to three days a week","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"Two to three days a week","2016","(2c_gen) general maturity certificate","higher education","","","",""
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","vocational + Abi","920","0.449599203710959","0.427884439367922","0.471313968053996"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","higher vocational","146","0.309385062943683","0.264477597831948","0.354292528055418"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"Two to three days a week","2016","(3a) lower tertiary education","in school","","","",""
"Two to three days a week","2016","(3a) lower tertiary education","inadequately","","","",""
"Two to three days a week","2016","(3a) lower tertiary education","general elemantary","","","",""
"Two to three days a week","2016","(3a) lower tertiary education","middle vocational","","","",""
"Two to three days a week","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"Two to three days a week","2016","(3a) lower tertiary education","higher vocational","","","",""
"Two to three days a week","2016","(3a) lower tertiary education","higher education","671","0.364451982846034","0.34227394346305","0.386630022229019"
"Two to three days a week","2016","(3b) higher tertiary education","in school","","","",""
"Two to three days a week","2016","(3b) higher tertiary education","inadequately","","","",""
"Two to three days a week","2016","(3b) higher tertiary education","general elemantary","","","",""
"Two to three days a week","2016","(3b) higher tertiary education","middle vocational","","","",""
"Two to three days a week","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"Two to three days a week","2016","(3b) higher tertiary education","higher vocational","","","",""
"Two to three days a week","2016","(3b) higher tertiary education","higher education","1636","0.383052113724272","0.368024561830138","0.398079665618405"
"Two to four days a month","2016","(0) in school","in school","75","0.241712978945047","0.19552192009902","0.287904037791074"
"Two to four days a month","2016","(0) in school","inadequately","","","",""
"Two to four days a month","2016","(0) in school","general elemantary","","","",""
"Two to four days a month","2016","(0) in school","middle vocational","","","",""
"Two to four days a month","2016","(0) in school","vocational + Abi","","","",""
"Two to four days a month","2016","(0) in school","higher vocational","","","",""
"Two to four days a month","2016","(0) in school","higher education","","","",""
"Two to four days a month","2016","(1a) inadequately completed","in school","","","",""
"Two to four days a month","2016","(1a) inadequately completed","inadequately","71","0.23522640987987","0.190791577114393","0.279661242645347"
"Two to four days a month","2016","(1a) inadequately completed","general elemantary","","","",""
"Two to four days a month","2016","(1a) inadequately completed","middle vocational","19","","",""
"Two to four days a month","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Two to four days a month","2016","(1a) inadequately completed","higher vocational","4","","",""
"Two to four days a month","2016","(1a) inadequately completed","higher education","","","",""
"Two to four days a month","2016","(1b) general elementary school","in school","","","",""
"Two to four days a month","2016","(1b) general elementary school","inadequately","15","","",""
"Two to four days a month","2016","(1b) general elementary school","general elemantary","510","0.309559103980195","0.288526446502769","0.33059176145762"
"Two to four days a month","2016","(1b) general elementary school","middle vocational","","","",""
"Two to four days a month","2016","(1b) general elementary school","vocational + Abi","","","",""
"Two to four days a month","2016","(1b) general elementary school","higher vocational","","","",""
"Two to four days a month","2016","(1b) general elementary school","higher education","","","",""
"Two to four days a month","2016","(1c) basic vocational qualification","in school","","","",""
"Two to four days a month","2016","(1c) basic vocational qualification","inadequately","","","",""
"Two to four days a month","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Two to four days a month","2016","(1c) basic vocational qualification","middle vocational","1553","0.350487908382546","0.336781666606094","0.364194150158999"
"Two to four days a month","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Two to four days a month","2016","(1c) basic vocational qualification","higher vocational","127","0.364591901490159","0.313203746857555","0.415980056122762"
"Two to four days a month","2016","(1c) basic vocational qualification","higher education","","","",""
"Two to four days a month","2016","(2b) intermediate general qualification","in school","","","",""
"Two to four days a month","2016","(2b) intermediate general qualification","inadequately","","","",""
"Two to four days a month","2016","(2b) intermediate general qualification","general elemantary","191","0.282969955383166","0.249384757823707","0.316555152942625"
"Two to four days a month","2016","(2b) intermediate general qualification","middle vocational","","","",""
"Two to four days a month","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"Two to four days a month","2016","(2b) intermediate general qualification","higher vocational","","","",""
"Two to four days a month","2016","(2b) intermediate general qualification","higher education","","","",""
"Two to four days a month","2016","(2a) intermediate vocational","in school","","","",""
"Two to four days a month","2016","(2a) intermediate vocational","inadequately","","","",""
"Two to four days a month","2016","(2a) intermediate vocational","general elemantary","","","",""
"Two to four days a month","2016","(2a) intermediate vocational","middle vocational","1576","0.344690544184394","0.331050784385132","0.358330303983657"
"Two to four days a month","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"Two to four days a month","2016","(2a) intermediate vocational","higher vocational","229","0.406848161991639","0.36757372442206","0.446122599561218"
"Two to four days a month","2016","(2a) intermediate vocational","higher education","","","",""
"Two to four days a month","2016","(2c_gen) general maturity certificate","in school","","","",""
"Two to four days a month","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"Two to four days a month","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"Two to four days a month","2016","(2c_gen) general maturity certificate","middle vocational","295","0.233581511323035","0.210135355085144","0.257027667560925"
"Two to four days a month","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Two to four days a month","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"Two to four days a month","2016","(2c_gen) general maturity certificate","higher education","","","",""
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","vocational + Abi","576","0.282999703580007","0.263336445242173","0.30266296191784"
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","higher vocational","156","0.399000979829829","0.351426423210756","0.446575536448903"
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"Two to four days a month","2016","(3a) lower tertiary education","in school","","","",""
"Two to four days a month","2016","(3a) lower tertiary education","inadequately","","","",""
"Two to four days a month","2016","(3a) lower tertiary education","general elemantary","","","",""
"Two to four days a month","2016","(3a) lower tertiary education","middle vocational","","","",""
"Two to four days a month","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"Two to four days a month","2016","(3a) lower tertiary education","higher vocational","","","",""
"Two to four days a month","2016","(3a) lower tertiary education","higher education","677","0.364642959283479","0.342462443179298","0.386823475387661"
"Two to four days a month","2016","(3b) higher tertiary education","in school","","","",""
"Two to four days a month","2016","(3b) higher tertiary education","inadequately","","","",""
"Two to four days a month","2016","(3b) higher tertiary education","general elemantary","","","",""
"Two to four days a month","2016","(3b) higher tertiary education","middle vocational","","","",""
"Two to four days a month","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"Two to four days a month","2016","(3b) higher tertiary education","higher vocational","","","",""
"Two to four days a month","2016","(3b) higher tertiary education","higher education","1363","0.34994638491773","0.335202551713007","0.364690218122453"
"Once a month or less","2016","(0) in school","in school","19","","",""
"Once a month or less","2016","(0) in school","inadequately","","","",""
"Once a month or less","2016","(0) in school","general elemantary","","","",""
"Once a month or less","2016","(0) in school","middle vocational","","","",""
"Once a month or less","2016","(0) in school","vocational + Abi","","","",""
"Once a month or less","2016","(0) in school","higher vocational","","","",""
"Once a month or less","2016","(0) in school","higher education","","","",""
"Once a month or less","2016","(1a) inadequately completed","in school","","","",""
"Once a month or less","2016","(1a) inadequately completed","inadequately","25","","",""
"Once a month or less","2016","(1a) inadequately completed","general elemantary","","","",""
"Once a month or less","2016","(1a) inadequately completed","middle vocational","15","","",""
"Once a month or less","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Once a month or less","2016","(1a) inadequately completed","higher vocational","","","",""
"Once a month or less","2016","(1a) inadequately completed","higher education","","","",""
"Once a month or less","2016","(1b) general elementary school","in school","","","",""
"Once a month or less","2016","(1b) general elementary school","inadequately","3","","",""
"Once a month or less","2016","(1b) general elementary school","general elemantary","196","0.12681798917255","0.111678824031745","0.141957154313356"
"Once a month or less","2016","(1b) general elementary school","middle vocational","","","",""
"Once a month or less","2016","(1b) general elementary school","vocational + Abi","","","",""
"Once a month or less","2016","(1b) general elementary school","higher vocational","","","",""
"Once a month or less","2016","(1b) general elementary school","higher education","","","",""
"Once a month or less","2016","(1c) basic vocational qualification","in school","","","",""
"Once a month or less","2016","(1c) basic vocational qualification","inadequately","","","",""
"Once a month or less","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Once a month or less","2016","(1c) basic vocational qualification","middle vocational","532","0.12679715372434","0.117238415413447","0.136355892035232"
"Once a month or less","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Once a month or less","2016","(1c) basic vocational qualification","higher vocational","45","0.14324003376165","0.105838024755261","0.180642042768039"
"Once a month or less","2016","(1c) basic vocational qualification","higher education","","","",""
"Once a month or less","2016","(2b) intermediate general qualification","in school","","","",""
"Once a month or less","2016","(2b) intermediate general qualification","inadequately","","","",""
"Once a month or less","2016","(2b) intermediate general qualification","general elemantary","50","0.0802201550086525","0.0599669965731381","0.100473313444167"
"Once a month or less","2016","(2b) intermediate general qualification","middle vocational","","","",""
"Once a month or less","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"Once a month or less","2016","(2b) intermediate general qualification","higher vocational","","","",""
"Once a month or less","2016","(2b) intermediate general qualification","higher education","","","",""
"Once a month or less","2016","(2a) intermediate vocational","in school","","","",""
"Once a month or less","2016","(2a) intermediate vocational","inadequately","","","",""
"Once a month or less","2016","(2a) intermediate vocational","general elemantary","","","",""
"Once a month or less","2016","(2a) intermediate vocational","middle vocational","475","0.105647170954151","0.096825472700498","0.114468869207804"
"Once a month or less","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"Once a month or less","2016","(2a) intermediate vocational","higher vocational","63","0.107425314111714","0.0826689732331736","0.132181654990254"
"Once a month or less","2016","(2a) intermediate vocational","higher education","","","",""
"Once a month or less","2016","(2c_gen) general maturity certificate","in school","","","",""
"Once a month or less","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"Once a month or less","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"Once a month or less","2016","(2c_gen) general maturity certificate","middle vocational","89","0.0748856209470615","0.0603002872611361","0.0894709546329869"
"Once a month or less","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Once a month or less","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"Once a month or less","2016","(2c_gen) general maturity certificate","higher education","","","",""
"Once a month or less","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"Once a month or less","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Once a month or less","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Once a month or less","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Once a month or less","2016","(2c_voc) vocational maturity certificate","vocational + Abi","165","0.0946489642061121","0.0818707765619923","0.107427151850232"
"Once a month or less","2016","(2c_voc) vocational maturity certificate","higher vocational","29","","",""
"Once a month or less","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"Once a month or less","2016","(3a) lower tertiary education","in school","","","",""
"Once a month or less","2016","(3a) lower tertiary education","inadequately","","","",""
"Once a month or less","2016","(3a) lower tertiary education","general elemantary","","","",""
"Once a month or less","2016","(3a) lower tertiary education","middle vocational","","","",""
"Once a month or less","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"Once a month or less","2016","(3a) lower tertiary education","higher vocational","","","",""
"Once a month or less","2016","(3a) lower tertiary education","higher education","230","0.132301107748777","0.116687794631564","0.14791442086599"
"Once a month or less","2016","(3b) higher tertiary education","in school","","","",""
"Once a month or less","2016","(3b) higher tertiary education","inadequately","","","",""
"Once a month or less","2016","(3b) higher tertiary education","general elemantary","","","",""
"Once a month or less","2016","(3b) higher tertiary education","middle vocational","","","",""
"Once a month or less","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"Once a month or less","2016","(3b) higher tertiary education","higher vocational","","","",""
"Once a month or less","2016","(3b) higher tertiary education","higher education","447","0.122061440857238","0.111942003357343","0.132180878357133"
"Never","2016","(0) in school","in school","20","","",""
"Never","2016","(0) in school","inadequately","","","",""
"Never","2016","(0) in school","general elemantary","","","",""
"Never","2016","(0) in school","middle vocational","","","",""
"Never","2016","(0) in school","vocational + Abi","","","",""
"Never","2016","(0) in school","higher vocational","","","",""
"Never","2016","(0) in school","higher education","","","",""
"Never","2016","(1a) inadequately completed","in school","","","",""
"Never","2016","(1a) inadequately completed","inadequately","8","","",""
"Never","2016","(1a) inadequately completed","general elemantary","","","",""
"Never","2016","(1a) inadequately completed","middle vocational","3","","",""
"Never","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Never","2016","(1a) inadequately completed","higher vocational","","","",""
"Never","2016","(1a) inadequately completed","higher education","","","",""
"Never","2016","(1b) general elementary school","in school","","","",""
"Never","2016","(1b) general elementary school","inadequately","1","","",""
"Never","2016","(1b) general elementary school","general elemantary","45","0.0199162711810407","0.0135601128018623","0.0262724295602192"
"Never","2016","(1b) general elementary school","middle vocational","","","",""
"Never","2016","(1b) general elementary school","vocational + Abi","","","",""
"Never","2016","(1b) general elementary school","higher vocational","","","",""
"Never","2016","(1b) general elementary school","higher education","","","",""
"Never","2016","(1c) basic vocational qualification","in school","","","",""
"Never","2016","(1c) basic vocational qualification","inadequately","","","",""
"Never","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Never","2016","(1c) basic vocational qualification","middle vocational","162","0.0392557405117218","0.0336769027153153","0.0448345783081283"
"Never","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Never","2016","(1c) basic vocational qualification","higher vocational","12","","",""
"Never","2016","(1c) basic vocational qualification","higher education","","","",""
"Never","2016","(2b) intermediate general qualification","in school","","","",""
"Never","2016","(2b) intermediate general qualification","inadequately","","","",""
