"ple0181","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2018","Employed","Female","835","0.0944498508069275","0.088417519915594","0.100482181698261"
"Two to three days a week","2018","Not Employed","Male","1274","0.349425465228835","0.33342967305781","0.36542125739986"
"Two to three days a week","2018","Not Employed","Female","1879","0.370499056210275","0.356762290799097","0.384235821621452"
"Two to three days a week","2018","Employed","Male","3494","0.432373621929385","0.421726021851418","0.443021222007352"
"Two to three days a week","2018","Employed","Female","3773","0.400329206306733","0.39022287919309","0.410435533420377"
"Two to four days a month","2018","Not Employed","Male","1162","0.348746056198154","0.332757480311667","0.36473463208464"
"Two to four days a month","2018","Not Employed","Female","1543","0.341630469702152","0.328140657722085","0.35512028168222"
"Two to four days a month","2018","Employed","Male","2613","0.306005243944039","0.29610072516856","0.315909762719519"
"Two to four days a month","2018","Employed","Female","2795","0.316059272993121","0.306469203245829","0.325649342740414"
"Once a month or less","2018","Not Employed","Male","412","0.130615252988311","0.119309931858975","0.141920574117648"
"Once a month or less","2018","Not Employed","Female","522","0.128873468481383","0.119342981004746","0.13840395595802"
"Once a month or less","2018","Employed","Male","746","0.0864070741502909","0.0803683962590654","0.0924457520415164"
"Once a month or less","2018","Employed","Female","864","0.104484830768852","0.0981753828514594","0.110794278686245"
"Never","2018","Not Employed","Male","155","0.0538361426096322","0.0462643259170763","0.061407959302188"
"Never","2018","Not Employed","Female","275","0.0588904258036339","0.0521941215364444","0.0655867300708233"
"Never","2018","Employed","Male","242","0.0305860868720928","0.0268851861617674","0.0342869875824182"
"Never","2018","Employed","Female","561","0.0678252930413412","0.0626388123983248","0.0730117736843577"
