"ple0181","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Schleswig-Holstein","Full Time","9","","",""
"Daily","2016","Schleswig-Holstein","Part Time","8","","",""
"Daily","2016","Schleswig-Holstein","Not Working","13","","",""
"Daily","2016","Hamburg","Full Time","5","","",""
"Daily","2016","Hamburg","Part Time","2","","",""
"Daily","2016","Hamburg","Not Working","2","","",""
"Daily","2016","Lower Saxony","Full Time","35","0.0596200497796161","0.0433339187697614","0.0759061807894707"
"Daily","2016","Lower Saxony","Part Time","20","","",""
"Daily","2016","Lower Saxony","Not Working","29","","",""
"Daily","2016","Bremen","Full Time","4","","",""
"Daily","2016","Bremen","Part Time","2","","",""
"Daily","2016","Bremen","Not Working","2","","",""
"Daily","2016","North Rhine-Westphalia","Full Time","44","0.0213762097609397","0.0147440946851213","0.0280083248367581"
"Daily","2016","North Rhine-Westphalia","Part Time","40","0.0228959359100075","0.0152026053529605","0.0305892664670545"
"Daily","2016","North Rhine-Westphalia","Not Working","69","0.034606053792136","0.0259352440821258","0.0432768635021461"
"Daily","2016","Hesse","Full Time","13","","",""
"Daily","2016","Hesse","Part Time","10","","",""
"Daily","2016","Hesse","Not Working","12","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Full Time","10","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Part Time","11","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Not Working","6","","",""
"Daily","2016","Baden-Württemberg","Full Time","21","","",""
"Daily","2016","Baden-Württemberg","Part Time","9","","",""
"Daily","2016","Baden-Württemberg","Not Working","11","","",""
"Daily","2016","Bavaria","Full Time","38","0.0197137555250725","0.0128329988617406","0.0265945121884045"
"Daily","2016","Bavaria","Part Time","18","","",""
"Daily","2016","Bavaria","Not Working","10","","",""
"Daily","2016","Berlin","Full Time","5","","",""
"Daily","2016","Berlin","Part Time","3","","",""
"Daily","2016","Berlin","Not Working","12","","",""
"Daily","2016","Brandenburg","Full Time","9","","",""
"Daily","2016","Brandenburg","Part Time","2","","",""
"Daily","2016","Brandenburg","Not Working","3","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Full Time","5","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Part Time","3","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Not Working","11","","",""
"Daily","2016","Saxony","Full Time","21","","",""
"Daily","2016","Saxony","Part Time","10","","",""
"Daily","2016","Saxony","Not Working","11","","",""
"Daily","2016","Saxony-Anhalt","Full Time","2","","",""
"Daily","2016","Saxony-Anhalt","Part Time","","","",""
"Daily","2016","Saxony-Anhalt","Not Working","11","","",""
"Daily","2016","Thuringia","Full Time","5","","",""
"Daily","2016","Thuringia","Part Time","4","","",""
"Daily","2016","Thuringia","Not Working","6","","",""
"Four to six days a week","2016","Schleswig-Holstein","Full Time","38","0.162937887767383","0.118556880344792","0.207318895189974"
"Four to six days a week","2016","Schleswig-Holstein","Part Time","37","0.143642577940014","0.101730317950309","0.18555483792972"
"Four to six days a week","2016","Schleswig-Holstein","Not Working","26","","",""
"Four to six days a week","2016","Hamburg","Full Time","18","","",""
"Four to six days a week","2016","Hamburg","Part Time","17","","",""
"Four to six days a week","2016","Hamburg","Not Working","20","","",""
"Four to six days a week","2016","Lower Saxony","Full Time","94","0.102570886654283","0.0817028203277581","0.123438952980808"
"Four to six days a week","2016","Lower Saxony","Part Time","69","0.0935255922054181","0.0721834466655694","0.114867737745267"
"Four to six days a week","2016","Lower Saxony","Not Working","66","0.056633261656359","0.0408894824796552","0.0723770408330628"
"Four to six days a week","2016","Bremen","Full Time","9","","",""
"Four to six days a week","2016","Bremen","Part Time","6","","",""
"Four to six days a week","2016","Bremen","Not Working","17","","",""
"Four to six days a week","2016","North Rhine-Westphalia","Full Time","240","0.131639384691018","0.116136168687579","0.147142600694457"
"Four to six days a week","2016","North Rhine-Westphalia","Part Time","174","0.10638962373835","0.0905301591770646","0.122249088299636"
