"ple0181","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Once a month or less","2017","East Germany","Female","","","",""
"Never","2017","West Germany","Male","","","",""
"Never","2017","West Germany","Female","","","",""
"Never","2017","East Germany","Male","","","",""
"Never","2017","East Germany","Female","","","",""
"Daily","2018","West Germany","Male","318","0.0304720042185755","0.0269639506294502","0.0339800578077008"
"Daily","2018","West Germany","Female","252","0.0173292788159127","0.0148703339936864","0.0197882236381389"
"Daily","2018","East Germany","Male","65","0.0302462166561736","0.0235421674276155","0.0369502658847316"
"Daily","2018","East Germany","Female","54","0.0188748266135636","0.0139708013251278","0.0237788519019995"
"Four to six days a week","2018","West Germany","Male","1006","0.108419571299589","0.102074015926494","0.114765126672684"
"Four to six days a week","2018","West Germany","Female","1006","0.0906141220926208","0.0852050025812061","0.0960232416040355"
"Four to six days a week","2018","East Germany","Male","242","0.0944154610209231","0.0829693755996285","0.105861546442218"
"Four to six days a week","2018","East Germany","Female","253","0.0834052517092371","0.073441236376479","0.0933692670419951"
"Two to three days a week","2018","West Germany","Male","3773","0.411050597831159","0.401008552747458","0.421092642914859"
"Two to three days a week","2018","West Germany","Female","4423","0.386113340042233","0.376939397158174","0.395287282926292"
"Two to three days a week","2018","East Germany","Male","995","0.390206729104499","0.371112170871459","0.40930128733754"
"Two to three days a week","2018","East Germany","Female","1229","0.401379969678488","0.383715423826039","0.419044515530938"
"Two to four days a month","2018","West Germany","Male","2897","0.313004426188679","0.303540142687472","0.322468709689887"
"Two to four days a month","2018","West Germany","Female","3316","0.321128933953023","0.312330854108376","0.329927013797669"
"Two to four days a month","2018","East Germany","Male","878","0.346946571786324","0.328313837911402","0.365579305661245"
"Two to four days a month","2018","East Germany","Female","1022","0.349051657679107","0.331873874317854","0.366229441040359"
"Once a month or less","2018","West Germany","Male","888","0.096389076937095","0.0903656980992391","0.102412455774951"
"Once a month or less","2018","West Germany","Female","1094","0.1157608495722","0.109732197044918","0.121789502099482"
"Once a month or less","2018","East Germany","Male","270","0.115540543011419","0.103027092189902","0.128053993832937"
"Once a month or less","2018","East Germany","Female","292","0.1052766354139","0.0942165267517456","0.116336744076054"
"Never","2018","West Germany","Male","340","0.0406643235249024","0.03663318608148","0.0446954609683249"
"Never","2018","West Germany","Female","728","0.0690534755240108","0.064275876811289","0.0738310742367326"
"Never","2018","East Germany","Male","57","0.0226444784206608","0.0168210549782298","0.0284679018630919"
"Never","2018","East Germany","Female","108","0.0420116589057042","0.0347820628321006","0.0492412549793077"
