"ple0181","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","2016","lower secondary degree","1-pers.-HH","19","","",""
"Daily","2016","lower secondary degree","(Married) couple without C. ","34","0.0131670128558676","0.00842741469057378","0.0179066110211615"
"Daily","2016","lower secondary degree","Single parent ","11","","",""
"Daily","2016","lower secondary degree","Couple + C. LE 16 ","43","0.0349398151325138","0.0228826075045882","0.0469970227604394"
"Daily","2016","lower secondary degree","Couple + C. GT 16 ","6","","",""
"Daily","2016","lower secondary degree","Couple + C. LE and GT 16","15","","",""
"Daily","2016","secondary school degree","1-pers.-HH","16","","",""
"Daily","2016","secondary school degree","(Married) couple without C. ","32","0.016705136996878","0.0111866487565318","0.0222236252372243"
"Daily","2016","secondary school degree","Single parent ","21","","",""
"Daily","2016","secondary school degree","Couple + C. LE 16 ","38","0.0344273754585591","0.0252826009186887","0.0435721499984294"
"Daily","2016","secondary school degree","Couple + C. GT 16 ","14","","",""
"Daily","2016","secondary school degree","Couple + C. LE and GT 16","15","","",""
"Daily","2016","college entrance qualification","1-pers.-HH","14","","",""
"Daily","2016","college entrance qualification","(Married) couple without C. ","29","","",""
"Daily","2016","college entrance qualification","Single parent ","7","","",""
"Daily","2016","college entrance qualification","Couple + C. LE 16 ","31","0.02324902423324","0.0164749285836299","0.0300231198828501"
"Daily","2016","college entrance qualification","Couple + C. GT 16 ","10","","",""
"Daily","2016","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"Daily","2016","Other degree","1-pers.-HH","13","","",""
"Daily","2016","Other degree","(Married) couple without C. ","21","","",""
"Daily","2016","Other degree","Single parent ","5","","",""
"Daily","2016","Other degree","Couple + C. LE 16 ","46","0.0421749055691909","0.0306037551822691","0.0537460559561128"
"Daily","2016","Other degree","Couple + C. GT 16 ","16","","",""
"Daily","2016","Other degree","Couple + C. LE and GT 16","10","","",""
"Daily","2016","no degree/no degree yet","1-pers.-HH","3","","",""
"Daily","2016","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Daily","2016","no degree/no degree yet","Single parent ","7","","",""
"Daily","2016","no degree/no degree yet","Couple + C. LE 16 ","15","","",""
"Daily","2016","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Daily","2016","no degree/no degree yet","Couple + C. LE and GT 16","15","","",""
"Four to six days a week","2016","lower secondary degree","1-pers.-HH","73","0.0669255491722941","0.0522114956469545","0.0816396026976338"
"Four to six days a week","2016","lower secondary degree","(Married) couple without C. ","151","0.081249199459261","0.0698890387759911","0.0926093601425309"
"Four to six days a week","2016","lower secondary degree","Single parent ","54","0.115455473061667","0.086188186193652","0.144722759929683"
"Four to six days a week","2016","lower secondary degree","Couple + C. LE 16 ","134","0.171119851948142","0.146390923039593","0.19584878085669"
"Four to six days a week","2016","lower secondary degree","Couple + C. GT 16 ","62","0.112703182140323","0.0869452283137789","0.138461135966868"
"Four to six days a week","2016","lower secondary degree","Couple + C. LE and GT 16","35","0.10511053467625","0.0720203690072005","0.1382007003453"
"Four to six days a week","2016","secondary school degree","1-pers.-HH","63","0.0803454470221769","0.0620929917877389","0.0985979022566149"
