"ple0181","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","in school","17","","",""
"Daily","2016","Not Employed","inadequately","12","","",""
"Daily","2016","Not Employed","general elemantary","39","0.0241496969279112","0.0155565883563028","0.0327428054995197"
"Daily","2016","Not Employed","middle vocational","84","0.0198788073997954","0.0154360870249482","0.0243215277746426"
"Daily","2016","Not Employed","vocational + Abi","7","","",""
"Daily","2016","Not Employed","higher vocational","6","","",""
"Daily","2016","Not Employed","higher education","30","0.0188860426928597","0.0119274785602659","0.0258446068254536"
"Daily","2016","Employed","in school","5","","",""
"Daily","2016","Employed","inadequately","15","","",""
"Daily","2016","Employed","general elemantary","59","0.0266113753244477","0.0179322996383081","0.0352904510105873"
"Daily","2016","Employed","middle vocational","164","0.0219497584942502","0.0185380366264015","0.0253614803620989"
"Daily","2016","Employed","vocational + Abi","43","0.0220213900233917","0.0149275036656593","0.029115276381124"
"Daily","2016","Employed","higher vocational","19","","",""
"Daily","2016","Employed","higher education","52","0.0110063142997945","0.00790909204507336","0.0141035365545156"
"Four to six days a week","2016","Not Employed","in school","33","0.118335250596427","0.0790734490923784","0.157597052100476"
"Four to six days a week","2016","Not Employed","inadequately","33","0.126025273048132","0.0817664892068304","0.170284056889433"
"Four to six days a week","2016","Not Employed","general elemantary","120","0.0803280991268752","0.0651137611472739","0.0955424371064764"
"Four to six days a week","2016","Not Employed","middle vocational","295","0.0721765006571634","0.063939966159442","0.0804130351548848"
"Four to six days a week","2016","Not Employed","vocational + Abi","29","","",""
"Four to six days a week","2016","Not Employed","higher vocational","29","","",""
"Four to six days a week","2016","Not Employed","higher education","93","0.053571847246919","0.0420611518951746","0.0650825425986634"
"Four to six days a week","2016","Employed","in school","11","","",""
"Four to six days a week","2016","Employed","inadequately","35","0.191106568478956","0.134141843138791","0.24807129381912"
"Four to six days a week","2016","Employed","general elemantary","190","0.147104295382446","0.128003241799685","0.166205348965208"
"Four to six days a week","2016","Employed","middle vocational","713","0.104686362342747","0.0975576544685929","0.111815070216901"
"Four to six days a week","2016","Employed","vocational + Abi","175","0.110360477852247","0.0952140226524983","0.125506933051996"
