"ple0181","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2017","Single parent ","middle vocational","","","",""
"Two to three days a week","2017","Single parent ","vocational + Abi","","","",""
"Two to three days a week","2017","Single parent ","higher vocational","","","",""
"Two to three days a week","2017","Single parent ","higher education","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","in school","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","inadequately","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","general elemantary","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","middle vocational","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","vocational + Abi","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","higher vocational","","","",""
"Two to three days a week","2017","Couple + C. LE 16 ","higher education","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","in school","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","inadequately","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","general elemantary","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","middle vocational","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","vocational + Abi","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","higher vocational","","","",""
"Two to three days a week","2017","Couple + C. GT 16 ","higher education","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","in school","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","inadequately","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","general elemantary","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","middle vocational","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"Two to three days a week","2017","Couple + C. LE and GT 16","higher education","","","",""
"Two to four days a month","2017","1-pers.-HH","in school","","","",""
"Two to four days a month","2017","1-pers.-HH","inadequately","","","",""
"Two to four days a month","2017","1-pers.-HH","general elemantary","","","",""
"Two to four days a month","2017","1-pers.-HH","middle vocational","","","",""
"Two to four days a month","2017","1-pers.-HH","vocational + Abi","","","",""
"Two to four days a month","2017","1-pers.-HH","higher vocational","","","",""
"Two to four days a month","2017","1-pers.-HH","higher education","","","",""
"Two to four days a month","2017","(Married) couple without C. ","in school","","","",""
"Two to four days a month","2017","(Married) couple without C. ","inadequately","","","",""
"Two to four days a month","2017","(Married) couple without C. ","general elemantary","","","",""
"Two to four days a month","2017","(Married) couple without C. ","middle vocational","","","",""
"Two to four days a month","2017","(Married) couple without C. ","vocational + Abi","","","",""
"Two to four days a month","2017","(Married) couple without C. ","higher vocational","","","",""
"Two to four days a month","2017","(Married) couple without C. ","higher education","","","",""
"Two to four days a month","2017","Single parent ","in school","","","",""
"Two to four days a month","2017","Single parent ","inadequately","","","",""
"Two to four days a month","2017","Single parent ","general elemantary","","","",""
"Two to four days a month","2017","Single parent ","middle vocational","","","",""
"Two to four days a month","2017","Single parent ","vocational + Abi","","","",""
"Two to four days a month","2017","Single parent ","higher vocational","","","",""
"Two to four days a month","2017","Single parent ","higher education","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","in school","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","inadequately","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","general elemantary","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","middle vocational","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","vocational + Abi","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","higher vocational","","","",""
"Two to four days a month","2017","Couple + C. LE 16 ","higher education","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","in school","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","inadequately","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","general elemantary","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","middle vocational","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","vocational + Abi","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","higher vocational","","","",""
"Two to four days a month","2017","Couple + C. GT 16 ","higher education","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","in school","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","inadequately","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","general elemantary","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","middle vocational","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"Two to four days a month","2017","Couple + C. LE and GT 16","higher education","","","",""
"Once a month or less","2017","1-pers.-HH","in school","","","",""
"Once a month or less","2017","1-pers.-HH","inadequately","","","",""
"Once a month or less","2017","1-pers.-HH","general elemantary","","","",""
"Once a month or less","2017","1-pers.-HH","middle vocational","","","",""
"Once a month or less","2017","1-pers.-HH","vocational + Abi","","","",""
"Once a month or less","2017","1-pers.-HH","higher vocational","","","",""
"Once a month or less","2017","1-pers.-HH","higher education","","","",""
"Once a month or less","2017","(Married) couple without C. ","in school","","","",""
"Once a month or less","2017","(Married) couple without C. ","inadequately","","","",""
"Once a month or less","2017","(Married) couple without C. ","general elemantary","","","",""
"Once a month or less","2017","(Married) couple without C. ","middle vocational","","","",""
"Once a month or less","2017","(Married) couple without C. ","vocational + Abi","","","",""
"Once a month or less","2017","(Married) couple without C. ","higher vocational","","","",""
"Once a month or less","2017","(Married) couple without C. ","higher education","","","",""
"Once a month or less","2017","Single parent ","in school","","","",""
"Once a month or less","2017","Single parent ","inadequately","","","",""
"Once a month or less","2017","Single parent ","general elemantary","","","",""
"Once a month or less","2017","Single parent ","middle vocational","","","",""
"Once a month or less","2017","Single parent ","vocational + Abi","","","",""
"Once a month or less","2017","Single parent ","higher vocational","","","",""
"Once a month or less","2017","Single parent ","higher education","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","in school","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","inadequately","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","general elemantary","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","middle vocational","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","vocational + Abi","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","higher vocational","","","",""
"Once a month or less","2017","Couple + C. LE 16 ","higher education","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","in school","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","inadequately","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","general elemantary","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","middle vocational","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","vocational + Abi","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","higher vocational","","","",""
"Once a month or less","2017","Couple + C. GT 16 ","higher education","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","in school","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","inadequately","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","general elemantary","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","middle vocational","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"Once a month or less","2017","Couple + C. LE and GT 16","higher education","","","",""
"Never","2017","1-pers.-HH","in school","","","",""
"Never","2017","1-pers.-HH","inadequately","","","",""
"Never","2017","1-pers.-HH","general elemantary","","","",""
"Never","2017","1-pers.-HH","middle vocational","","","",""
"Never","2017","1-pers.-HH","vocational + Abi","","","",""
"Never","2017","1-pers.-HH","higher vocational","","","",""
"Never","2017","1-pers.-HH","higher education","","","",""
"Never","2017","(Married) couple without C. ","in school","","","",""
"Never","2017","(Married) couple without C. ","inadequately","","","",""
"Never","2017","(Married) couple without C. ","general elemantary","","","",""
"Never","2017","(Married) couple without C. ","middle vocational","","","",""
"Never","2017","(Married) couple without C. ","vocational + Abi","","","",""
"Never","2017","(Married) couple without C. ","higher vocational","","","",""
"Never","2017","(Married) couple without C. ","higher education","","","",""
"Never","2017","Single parent ","in school","","","",""
"Never","2017","Single parent ","inadequately","","","",""
"Never","2017","Single parent ","general elemantary","","","",""
"Never","2017","Single parent ","middle vocational","","","",""
"Never","2017","Single parent ","vocational + Abi","","","",""
"Never","2017","Single parent ","higher vocational","","","",""
"Never","2017","Single parent ","higher education","","","",""
"Never","2017","Couple + C. LE 16 ","in school","","","",""
"Never","2017","Couple + C. LE 16 ","inadequately","","","",""
"Never","2017","Couple + C. LE 16 ","general elemantary","","","",""
"Never","2017","Couple + C. LE 16 ","middle vocational","","","",""
"Never","2017","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","2017","Couple + C. LE 16 ","higher vocational","","","",""
"Never","2017","Couple + C. LE 16 ","higher education","","","",""
"Never","2017","Couple + C. GT 16 ","in school","","","",""
"Never","2017","Couple + C. GT 16 ","inadequately","","","",""
"Never","2017","Couple + C. GT 16 ","general elemantary","","","",""
"Never","2017","Couple + C. GT 16 ","middle vocational","","","",""
"Never","2017","Couple + C. GT 16 ","vocational + Abi","","","",""
"Never","2017","Couple + C. GT 16 ","higher vocational","","","",""
"Never","2017","Couple + C. GT 16 ","higher education","","","",""
"Never","2017","Couple + C. LE and GT 16","in school","","","",""
"Never","2017","Couple + C. LE and GT 16","inadequately","","","",""
"Never","2017","Couple + C. LE and GT 16","general elemantary","","","",""
"Never","2017","Couple + C. LE and GT 16","middle vocational","","","",""
"Never","2017","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Never","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","2017","Couple + C. LE and GT 16","higher education","","","",""
"Daily","2018","1-pers.-HH","in school","","","",""
"Daily","2018","1-pers.-HH","inadequately","2","","",""
"Daily","2018","1-pers.-HH","general elemantary","14","","",""
"Daily","2018","1-pers.-HH","middle vocational","37","0.0119326411952133","0.00707953252501375","0.0167857498654129"
"Daily","2018","1-pers.-HH","vocational + Abi","4","","",""
"Daily","2018","1-pers.-HH","higher vocational","7","","",""
"Daily","2018","1-pers.-HH","higher education","15","","",""
"Daily","2018","(Married) couple without C. ","in school","","","",""
"Daily","2018","(Married) couple without C. ","inadequately","1","","",""
"Daily","2018","(Married) couple without C. ","general elemantary","9","","",""
"Daily","2018","(Married) couple without C. ","middle vocational","64","0.0157680929559599","0.0118087489756982","0.0197274369362215"
"Daily","2018","(Married) couple without C. ","vocational + Abi","11","","",""
"Daily","2018","(Married) couple without C. ","higher vocational","7","","",""
"Daily","2018","(Married) couple without C. ","higher education","33","0.0141300763825697","0.00920371964504994","0.0190564331200895"
"Daily","2018","Single parent ","in school","3","","",""
"Daily","2018","Single parent ","inadequately","8","","",""
"Daily","2018","Single parent ","general elemantary","13","","",""
"Daily","2018","Single parent ","middle vocational","24","","",""
"Daily","2018","Single parent ","vocational + Abi","4","","",""
"Daily","2018","Single parent ","higher vocational","1","","",""
"Daily","2018","Single parent ","higher education","3","","",""
"Daily","2018","Couple + C. LE 16 ","in school","","","",""
"Daily","2018","Couple + C. LE 16 ","inadequately","10","","",""
"Daily","2018","Couple + C. LE 16 ","general elemantary","30","0.0696896019845573","0.0460322563411257","0.0933469476279888"
"Daily","2018","Couple + C. LE 16 ","middle vocational","75","0.0304364640322379","0.0230539945758427","0.0378189334886331"
"Daily","2018","Couple + C. LE 16 ","vocational + Abi","18","","",""
"Daily","2018","Couple + C. LE 16 ","higher vocational","6","","",""
"Daily","2018","Couple + C. LE 16 ","higher education","40","0.0269709620688189","0.0194068795399449","0.0345350445976928"
"Daily","2018","Couple + C. GT 16 ","in school","4","","",""
"Daily","2018","Couple + C. GT 16 ","inadequately","3","","",""
"Daily","2018","Couple + C. GT 16 ","general elemantary","18","","",""
"Daily","2018","Couple + C. GT 16 ","middle vocational","36","0.0337781339814383","0.0243350970447335","0.0432211709181432"
"Daily","2018","Couple + C. GT 16 ","vocational + Abi","8","","",""
"Daily","2018","Couple + C. GT 16 ","higher vocational","5","","",""
"Daily","2018","Couple + C. GT 16 ","higher education","9","","",""
"Daily","2018","Couple + C. LE and GT 16","in school","11","","",""
"Daily","2018","Couple + C. LE and GT 16","inadequately","5","","",""
"Daily","2018","Couple + C. LE and GT 16","general elemantary","19","","",""
"Daily","2018","Couple + C. LE and GT 16","middle vocational","39","0.0514873034142224","0.0367518715886158","0.0662227352398291"
"Daily","2018","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"Daily","2018","Couple + C. LE and GT 16","higher vocational","1","","",""
"Daily","2018","Couple + C. LE and GT 16","higher education","6","","",""
"Four to six days a week","2018","1-pers.-HH","in school","1","","",""
"Four to six days a week","2018","1-pers.-HH","inadequately","5","","",""
"Four to six days a week","2018","1-pers.-HH","general elemantary","37","0.080600611391697","0.0555877333214258","0.105613489461968"
"Four to six days a week","2018","1-pers.-HH","middle vocational","153","0.0744520915587646","0.0627194351604304","0.0861847479570988"
"Four to six days a week","2018","1-pers.-HH","vocational + Abi","28","","",""
"Four to six days a week","2018","1-pers.-HH","higher vocational","13","","",""
"Four to six days a week","2018","1-pers.-HH","higher education","52","0.0517555415409766","0.0382526615782828","0.0652584215036704"
"Four to six days a week","2018","(Married) couple without C. ","in school","","","",""
"Four to six days a week","2018","(Married) couple without C. ","inadequately","12","","",""
"Four to six days a week","2018","(Married) couple without C. ","general elemantary","66","0.107474421902189","0.0825885705574632","0.132360273246915"
"Four to six days a week","2018","(Married) couple without C. ","middle vocational","322","0.0952087695715707","0.0858805750065131","0.104536964136628"
"Four to six days a week","2018","(Married) couple without C. ","vocational + Abi","59","0.132565208236785","0.102930729243652","0.162199687229917"
"Four to six days a week","2018","(Married) couple without C. ","higher vocational","45","0.0863088762478164","0.0629878355192551","0.109629916976378"
"Four to six days a week","2018","(Married) couple without C. ","higher education","145","0.0688201705579212","0.0582539798139171","0.0793863613019252"
"Four to six days a week","2018","Single parent ","in school","12","","",""
"Four to six days a week","2018","Single parent ","inadequately","9","","",""
"Four to six days a week","2018","Single parent ","general elemantary","44","0.112429055850935","0.0793346271096906","0.14552348459218"
"Four to six days a week","2018","Single parent ","middle vocational","129","0.118486972091667","0.0984662046708868","0.138507739512446"
"Four to six days a week","2018","Single parent ","vocational + Abi","21","","",""
"Four to six days a week","2018","Single parent ","higher vocational","10","","",""
"Four to six days a week","2018","Single parent ","higher education","18","","",""
"Four to six days a week","2018","Couple + C. LE 16 ","in school","","","",""
"Four to six days a week","2018","Couple + C. LE 16 ","inadequately","32","0.251245881766782","0.178350884367373","0.32414087916619"
"Four to six days a week","2018","Couple + C. LE 16 ","general elemantary","65","0.194794017459015","0.157997273630611","0.231590761287419"
"Four to six days a week","2018","Couple + C. LE 16 ","middle vocational","254","0.129961140337021","0.11551031987104","0.144411960803002"
"Four to six days a week","2018","Couple + C. LE 16 ","vocational + Abi","76","0.126706955507753","0.101134546544039","0.152279364471466"
"Four to six days a week","2018","Couple + C. LE 16 ","higher vocational","23","","",""
"Four to six days a week","2018","Couple + C. LE 16 ","higher education","144","0.0882409565149341","0.0749969226560531","0.101484990373815"
"Four to six days a week","2018","Couple + C. GT 16 ","in school","16","","",""
"Four to six days a week","2018","Couple + C. GT 16 ","inadequately","8","","",""
"Four to six days a week","2018","Couple + C. GT 16 ","general elemantary","61","0.146910372836832","0.108714654490669","0.185106091182995"
"Four to six days a week","2018","Couple + C. GT 16 ","middle vocational","135","0.106864967673474","0.0907164868441797","0.123013448502768"
"Four to six days a week","2018","Couple + C. GT 16 ","vocational + Abi","26","","",""
"Four to six days a week","2018","Couple + C. GT 16 ","higher vocational","10","","",""
"Four to six days a week","2018","Couple + C. GT 16 ","higher education","36","0.0842996284573427","0.0600193521898194","0.108579904724866"
"Four to six days a week","2018","Couple + C. LE and GT 16","in school","16","","",""
"Four to six days a week","2018","Couple + C. LE and GT 16","inadequately","11","","",""
"Four to six days a week","2018","Couple + C. LE and GT 16","general elemantary","51","0.225148876856226","0.180015880411873","0.270281873300579"
"Four to six days a week","2018","Couple + C. LE and GT 16","middle vocational","96","0.101392631214887","0.0812656146370213","0.121519647792753"
"Four to six days a week","2018","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"Four to six days a week","2018","Couple + C. LE and GT 16","higher vocational","3","","",""
"Four to six days a week","2018","Couple + C. LE and GT 16","higher education","34","0.13397052303002","0.0984877605901774","0.169453285469863"
"Two to three days a week","2018","1-pers.-HH","in school","1","","",""
"Two to three days a week","2018","1-pers.-HH","inadequately","26","","",""
"Two to three days a week","2018","1-pers.-HH","general elemantary","169","0.373014768835328","0.328578860540586","0.417450677130071"
"Two to three days a week","2018","1-pers.-HH","middle vocational","677","0.352670641191073","0.331315337356068","0.374025945026079"
"Two to three days a week","2018","1-pers.-HH","vocational + Abi","114","0.401383516513123","0.345822958443062","0.456944074583183"
"Two to three days a week","2018","1-pers.-HH","higher vocational","81","0.341721397460751","0.280426386205326","0.403016408716176"
"Two to three days a week","2018","1-pers.-HH","higher education","363","0.327249808958972","0.298650572575242","0.355849045342703"
"Two to three days a week","2018","(Married) couple without C. ","in school","3","","",""
"Two to three days a week","2018","(Married) couple without C. ","inadequately","26","","",""
"Two to three days a week","2018","(Married) couple without C. ","general elemantary","237","0.406061265455588","0.36660134416157","0.445521186749605"
"Two to three days a week","2018","(Married) couple without C. ","middle vocational","1490","0.386031000986486","0.37055818925247","0.401503812720503"
"Two to three days a week","2018","(Married) couple without C. ","vocational + Abi","214","0.437190074548022","0.393840971151526","0.480539177944517"
"Two to three days a week","2018","(Married) couple without C. ","higher vocational","192","0.339481566117444","0.3001563549654","0.378806777269489"
"Two to three days a week","2018","(Married) couple without C. ","higher education","793","0.358354550844934","0.338339909350762","0.378369192339105"
"Two to three days a week","2018","Single parent ","in school","26","","",""
"Two to three days a week","2018","Single parent ","inadequately","38","0.571102620717441","0.459833394553753","0.682371846881129"
"Two to three days a week","2018","Single parent ","general elemantary","165","0.480582243248609","0.428239518664751","0.532924967832468"
"Two to three days a week","2018","Single parent ","middle vocational","437","0.442744698761806","0.411974178340002","0.47351521918361"
"Two to three days a week","2018","Single parent ","vocational + Abi","86","0.428060842362269","0.357889614811946","0.498232069912593"
"Two to three days a week","2018","Single parent ","higher vocational","27","","",""
"Two to three days a week","2018","Single parent ","higher education","122","0.421297597946822","0.367615615647149","0.474979580246495"
"Two to three days a week","2018","Couple + C. LE 16 ","in school","1","","",""
"Two to three days a week","2018","Couple + C. LE 16 ","inadequately","64","0.362202095291146","0.281423618408317","0.442980572173976"
"Two to three days a week","2018","Couple + C. LE 16 ","general elemantary","215","0.471771749669873","0.425390241834852","0.518153257504894"
"Two to three days a week","2018","Couple + C. LE 16 ","middle vocational","955","0.468221123833044","0.446777041500367","0.48966520616572"
"Two to three days a week","2018","Couple + C. LE 16 ","vocational + Abi","302","0.438120548037957","0.399977991478013","0.4762631045979"
"Two to three days a week","2018","Couple + C. LE 16 ","higher vocational","114","0.444656617210152","0.384713502152767","0.504599732267537"
"Two to three days a week","2018","Couple + C. LE 16 ","higher education","731","0.40922478538442","0.386266616986678","0.432182953782162"
"Two to three days a week","2018","Couple + C. GT 16 ","in school","53","0.456133358651622","0.365883342468951","0.546383374834293"
"Two to three days a week","2018","Couple + C. GT 16 ","inadequately","19","","",""
"Two to three days a week","2018","Couple + C. GT 16 ","general elemantary","135","0.404139060655376","0.351193568044224","0.457084553266528"
"Two to three days a week","2018","Couple + C. GT 16 ","middle vocational","643","0.442470860634331","0.416509254697371","0.468432466571292"
"Two to three days a week","2018","Couple + C. GT 16 ","vocational + Abi","93","0.412252658855153","0.349451282943412","0.475054034766894"
"Two to three days a week","2018","Couple + C. GT 16 ","higher vocational","84","0.385027322106251","0.315654258495206","0.454400385717295"
"Two to three days a week","2018","Couple + C. GT 16 ","higher education","211","0.466109045702823","0.422514300320962","0.509703791084684"
"Two to three days a week","2018","Couple + C. LE and GT 16","in school","64","0.489059478936707","0.405354012434788","0.572764945438625"
"Two to three days a week","2018","Couple + C. LE and GT 16","inadequately","37","0.521878513577201","0.40315206597152","0.640604961182883"
"Two to three days a week","2018","Couple + C. LE and GT 16","general elemantary","146","0.419165110184085","0.365847699126743","0.472482521241428"
"Two to three days a week","2018","Couple + C. LE and GT 16","middle vocational","388","0.484107619370077","0.450784800255461","0.517430438484693"
"Two to three days a week","2018","Couple + C. LE and GT 16","vocational + Abi","74","0.4440630424959","0.371275565878703","0.516850519113097"
"Two to three days a week","2018","Couple + C. LE and GT 16","higher vocational","47","0.39060863412996","0.295926710483057","0.485290557776864"
"Two to three days a week","2018","Couple + C. LE and GT 16","higher education","142","0.423484444738137","0.372012484724095","0.474956404752179"
"Two to four days a month","2018","1-pers.-HH","in school","2","","",""
"Two to four days a month","2018","1-pers.-HH","inadequately","16","","",""
"Two to four days a month","2018","1-pers.-HH","general elemantary","154","0.346010610797927","0.302301451606898","0.389719769988957"
"Two to four days a month","2018","1-pers.-HH","middle vocational","654","0.347537158281717","0.326253956456836","0.368820360106598"
"Two to four days a month","2018","1-pers.-HH","vocational + Abi","102","0.321502768324088","0.268563382896168","0.374442153752009"
"Two to four days a month","2018","1-pers.-HH","higher vocational","85","0.353456544501855","0.291676097436021","0.41523699156769"
"Two to four days a month","2018","1-pers.-HH","higher education","367","0.367374862349695","0.337990534411438","0.396759190287952"
"Two to four days a month","2018","(Married) couple without C. ","in school","","","",""
"Two to four days a month","2018","(Married) couple without C. ","inadequately","22","","",""
"Two to four days a month","2018","(Married) couple without C. ","general elemantary","200","0.323738014309476","0.286141814838349","0.361334213780603"
"Two to four days a month","2018","(Married) couple without C. ","middle vocational","1295","0.333285705391034","0.318303934365093","0.348267476416975"
"Two to four days a month","2018","(Married) couple without C. ","vocational + Abi","158","0.307003609220101","0.266694674068819","0.347312544371383"
"Two to four days a month","2018","(Married) couple without C. ","higher vocational","230","0.405495297120162","0.364720571101947","0.446270023138378"
"Two to four days a month","2018","(Married) couple without C. ","higher education","822","0.365117616072859","0.345021745447556","0.385213486698161"
"Two to four days a month","2018","Single parent ","in school","13","","",""
"Two to four days a month","2018","Single parent ","inadequately","13","","",""
"Two to four days a month","2018","Single parent ","general elemantary","91","0.301135240475794","0.2530743923351","0.349196088616489"
"Two to four days a month","2018","Single parent ","middle vocational","289","0.284217222558196","0.256275905713069","0.312158539403323"
"Two to four days a month","2018","Single parent ","vocational + Abi","57","0.34736679768948","0.279842489694703","0.414891105684258"
"Two to four days a month","2018","Single parent ","higher vocational","19","","",""
"Two to four days a month","2018","Single parent ","higher education","118","0.359503069469659","0.307333621853382","0.411672517085936"
"Two to four days a month","2018","Couple + C. LE 16 ","in school","","","",""
"Two to four days a month","2018","Couple + C. LE 16 ","inadequately","26","","",""
"Two to four days a month","2018","Couple + C. LE 16 ","general elemantary","103","0.209447756889453","0.171640842840833","0.247254670938073"
"Two to four days a month","2018","Couple + C. LE 16 ","middle vocational","592","0.278059315013956","0.258804652700378","0.297313977327534"
"Two to four days a month","2018","Couple + C. LE 16 ","vocational + Abi","171","0.294723590070442","0.259674355257801","0.329772824883083"
"Two to four days a month","2018","Couple + C. LE 16 ","higher vocational","95","0.375432813254781","0.317020847311206","0.433844779198356"
"Two to four days a month","2018","Couple + C. LE 16 ","higher education","593","0.333501501183036","0.311487771800554","0.355515230565518"
"Two to four days a month","2018","Couple + C. GT 16 ","in school","22","","",""
"Two to four days a month","2018","Couple + C. GT 16 ","inadequately","7","","",""
"Two to four days a month","2018","Couple + C. GT 16 ","general elemantary","87","0.283132825325008","0.234525068478578","0.331740582171439"
"Two to four days a month","2018","Couple + C. GT 16 ","middle vocational","420","0.28328373853789","0.259731082895794","0.306836394179985"
"Two to four days a month","2018","Couple + C. GT 16 ","vocational + Abi","73","0.290348233773814","0.232435465132033","0.348261002415595"
"Two to four days a month","2018","Couple + C. GT 16 ","higher vocational","64","0.393056541393008","0.323422945841549","0.462690136944467"
"Two to four days a month","2018","Couple + C. GT 16 ","higher education","175","0.315066504640039","0.274469927456799","0.355663081823279"
"Two to four days a month","2018","Couple + C. LE and GT 16","in school","31","0.203524846724171","0.13610579469082","0.270943898757522"
"Two to four days a month","2018","Couple + C. LE and GT 16","inadequately","12","","",""
"Two to four days a month","2018","Couple + C. LE and GT 16","general elemantary","70","0.211791805577856","0.167642366392354","0.255941244763357"
"Two to four days a month","2018","Couple + C. LE and GT 16","middle vocational","254","0.289462183366843","0.259222256595478","0.319702110138207"
"Two to four days a month","2018","Couple + C. LE and GT 16","vocational + Abi","66","0.381678917904779","0.310512076850781","0.452845758958776"
"Two to four days a month","2018","Couple + C. LE and GT 16","higher vocational","38","0.503493985654338","0.406463678639859","0.600524292668817"
"Two to four days a month","2018","Couple + C. LE and GT 16","higher education","118","0.311826772841937","0.263570692108509","0.360082853575365"
"Once a month or less","2018","1-pers.-HH","in school","","","",""
"Once a month or less","2018","1-pers.-HH","inadequately","5","","",""
"Once a month or less","2018","1-pers.-HH","general elemantary","61","0.123113275983256","0.0929230346917279","0.153303517274783"
"Once a month or less","2018","1-pers.-HH","middle vocational","285","0.146518640481723","0.130713370847331","0.162323910116114"
"Once a month or less","2018","1-pers.-HH","vocational + Abi","24","","",""
"Once a month or less","2018","1-pers.-HH","higher vocational","27","","",""
"Once a month or less","2018","1-pers.-HH","higher education","137","0.140758113517324","0.119560729853259","0.161955497181389"
"Once a month or less","2018","(Married) couple without C. ","in school","1","","",""
"Once a month or less","2018","(Married) couple without C. ","inadequately","8","","",""
"Once a month or less","2018","(Married) couple without C. ","general elemantary","60","0.104368019015389","0.0798018110112451","0.128934227019534"
"Once a month or less","2018","(Married) couple without C. ","middle vocational","462","0.123127654554618","0.112684518923126","0.133570790186111"
"Once a month or less","2018","(Married) couple without C. ","vocational + Abi","43","0.0867906196738307","0.0621877551594898","0.111393484188172"
"Once a month or less","2018","(Married) couple without C. ","higher vocational","56","0.112740325379121","0.086474835385087","0.139005815373154"
"Once a month or less","2018","(Married) couple without C. ","higher education","285","0.130003198458544","0.115966025833085","0.144040371084003"
"Once a month or less","2018","Single parent ","in school","3","","",""
"Once a month or less","2018","Single parent ","inadequately","4","","",""
"Once a month or less","2018","Single parent ","general elemantary","25","","",""
"Once a month or less","2018","Single parent ","middle vocational","66","0.070127326342981","0.0543080564512811","0.0859465962346808"
"Once a month or less","2018","Single parent ","vocational + Abi","11","","",""
"Once a month or less","2018","Single parent ","higher vocational","4","","",""
"Once a month or less","2018","Single parent ","higher education","33","0.0797840095376132","0.0503256046259887","0.109242414449238"
"Once a month or less","2018","Couple + C. LE 16 ","in school","","","",""
"Once a month or less","2018","Couple + C. LE 16 ","inadequately","2","","",""
"Once a month or less","2018","Couple + C. LE 16 ","general elemantary","28","","",""
"Once a month or less","2018","Couple + C. LE 16 ","middle vocational","154","0.0737249914278556","0.0624946292547119","0.0849553536009993"
"Once a month or less","2018","Couple + C. LE 16 ","vocational + Abi","54","0.0760624672860013","0.0556827609401057","0.0964421736318969"
"Once a month or less","2018","Couple + C. LE 16 ","higher vocational","20","","",""
"Once a month or less","2018","Couple + C. LE 16 ","higher education","156","0.0951496118827796","0.0814490922916618","0.108850131473897"
"Once a month or less","2018","Couple + C. GT 16 ","in school","13","","",""
"Once a month or less","2018","Couple + C. GT 16 ","inadequately","6","","",""
"Once a month or less","2018","Couple + C. GT 16 ","general elemantary","24","","",""
"Once a month or less","2018","Couple + C. GT 16 ","middle vocational","119","0.094568410371859","0.0792731703561285","0.10986365038759"
"Once a month or less","2018","Couple + C. GT 16 ","vocational + Abi","19","","",""
"Once a month or less","2018","Couple + C. GT 16 ","higher vocational","20","","",""
"Once a month or less","2018","Couple + C. GT 16 ","higher education","46","0.074680672040848","0.051707867151036","0.0976534769306599"
"Once a month or less","2018","Couple + C. LE and GT 16","in school","8","","",""
