"ple0181","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2016","16-34 y.","no migration background","103","0.0271339994546611","0.0216222642644458","0.0326457346448763"
"Daily","2016","16-34 y.","direct migration background","71","0.0403928152667776","0.0298357387549547","0.0509498917786004"
"Daily","2016","16-34 y.","indirect migration background","62","0.0633615918127307","0.047347724285034","0.0793754593404274"
"Daily","2016","35-65 y.","no migration background","143","0.0140834508507615","0.0117809376114707","0.0163859640900522"
"Daily","2016","35-65 y.","direct migration background","124","0.037526647925948","0.0307830567983811","0.044270239053515"
"Daily","2016","35-65 y.","indirect migration background","15","","",""
"Daily","2016","66 and older","no migration background","51","0.0119762277107241","0.00870354333667949","0.0152489120847686"
"Daily","2016","66 and older","direct migration background","7","","",""
"Daily","2016","66 and older","indirect migration background","","","",""
"Four to six days a week","2016","16-34 y.","no migration background","401","0.124721023553203","0.113512510379374","0.135929536727033"
"Four to six days a week","2016","16-34 y.","direct migration background","205","0.163712827096084","0.14387180988442","0.183553844307747"
"Four to six days a week","2016","16-34 y.","indirect migration background","164","0.175192716004869","0.150204717165383","0.200180714844355"
"Four to six days a week","2016","35-65 y.","no migration background","748","0.079561827772978","0.0742740011997556","0.0848496543462003"
"Four to six days a week","2016","35-65 y.","direct migration background","400","0.134014401080461","0.121926300719742","0.146102501441179"
"Four to six days a week","2016","35-65 y.","indirect migration background","82","0.106604490535613","0.0828431892973358","0.130365791773889"
"Four to six days a week","2016","66 and older","no migration background","228","0.0541228736140192","0.0473156786619442","0.0609300685660943"
"Four to six days a week","2016","66 and older","direct migration background","32","0.0706738076689859","0.0455902439385958","0.095757371399376"
"Four to six days a week","2016","66 and older","indirect migration background","","","",""
"Two to three days a week","2016","16-34 y.","no migration background","1466","0.438960716325174","0.422125667181253","0.455795765469096"
"Two to three days a week","2016","16-34 y.","direct migration background","626","0.494017969828539","0.467208774318285","0.520827165338793"
"Two to three days a week","2016","16-34 y.","indirect migration background","387","0.396270895754788","0.364118424758952","0.428423366750625"
"Two to three days a week","2016","35-65 y.","no migration background","4154","0.396240567017044","0.386683184916132","0.405797949117956"
"Two to three days a week","2016","35-65 y.","direct migration background","1502","0.44400847680255","0.426378298559036","0.461638655046064"
"Two to three days a week","2016","35-65 y.","indirect migration background","315","0.433936113414133","0.395776302859453","0.472095923968814"
"Two to three days a week","2016","66 and older","no migration background","1370","0.315250125532622","0.301271836438759","0.329228414626485"
"Two to three days a week","2016","66 and older","direct migration background","188","0.456190921135077","0.407441164656325","0.50494067761383"
"Two to three days a week","2016","66 and older","indirect migration background","","","",""
"Two to four days a month","2016","16-34 y.","no migration background","866","0.25023516238861","0.235541108536068","0.264929216241153"
