"ple0181","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","West Germany","161","0.0216084462575356","0.0179635177807766","0.0252533747342947"
"Daily","2016","Not Employed","East Germany","47","0.0240719771354162","0.0171232026765871","0.0310207515942452"
"Daily","2016","Employed","West Germany","303","0.021478595036108","0.0189723874327532","0.0239848026394628"
"Daily","2016","Employed","East Germany","65","0.0193087520478005","0.0144917972491399","0.0241257068464612"
"Four to six days a week","2016","Not Employed","West Germany","505","0.0721378827423494","0.0656523700923234","0.0786233953923753"
"Four to six days a week","2016","Not Employed","East Germany","161","0.0844182693707691","0.0718142163406712","0.0970223224008671"
"Four to six days a week","2016","Employed","West Germany","1295","0.10244395866065","0.0972018875675192","0.10768602975378"
"Four to six days a week","2016","Employed","East Germany","299","0.109399694840449","0.0984732521165824","0.120326137564315"
"Two to three days a week","2016","Not Employed","West Germany","2454","0.383119712920101","0.370932943656959","0.395306482183243"
"Two to three days a week","2016","Not Employed","East Germany","694","0.36748428080454","0.34562688155351","0.38934168005557"
"Two to three days a week","2016","Employed","West Germany","5563","0.406188276550626","0.397698094175888","0.414678458925363"
"Two to three days a week","2016","Employed","East Germany","1297","0.394794536788448","0.377683894763559","0.411905178813337"
"Two to four days a month","2016","Not Employed","West Germany","1960","0.337245986475775","0.325394564237685","0.349097408713864"
"Two to four days a month","2016","Not Employed","East Germany","695","0.372516846740487","0.350598013398602","0.394435680082373"
"Two to four days a month","2016","Employed","West Germany","3916","0.319125757312891","0.311067459289107","0.327184055336674"
"Two to four days a month","2016","Employed","East Germany","1072","0.337952687373544","0.321394919719685","0.354510455027402"
"Once a month or less","2016","Not Employed","West Germany","715","0.130957424879942","0.122500616636825","0.139414233123059"
"Once a month or less","2016","Not Employed","East Germany","219","0.120178814825497","0.105436875945386","0.134920753705607"
"Once a month or less","2016","Employed","West Germany","1216","0.103573155949377","0.0983055900837932","0.108840721814961"
"Once a month or less","2016","Employed","East Germany","301","0.10507242078264","0.0943382714331519","0.115806570132127"
"Never","2016","Not Employed","West Germany","318","0.0549305467242976","0.0492189213155076","0.0606421721330876"
"Never","2016","Not Employed","East Germany","53","0.0313298111232907","0.0234319353957006","0.0392276868508808"
"Never","2016","Employed","West Germany","561","0.0471902564903488","0.0435245456235542","0.0508559673571434"
"Never","2016","Employed","East Germany","101","0.0334719081671197","0.0271757331075532","0.0397680832266862"
