"ple0181","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Couple + C. LE 16 ","(1a) inadequately completed","14","","",""
"Daily","2016","Couple + C. LE 16 ","(1b) general elementary school","19","","",""
"Daily","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","41","0.040580414477398","0.0274840010104044","0.0536768279443915"
"Daily","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Daily","2016","Couple + C. LE 16 ","(2a) intermediate vocational","35","0.0342052408122029","0.0245025566804617","0.0439079249439441"
"Daily","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"Daily","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","26","","",""
"Daily","2016","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"Daily","2016","Couple + C. LE 16 ","(3b) higher tertiary education","23","","",""
"Daily","2016","Couple + C. GT 16 ","(0) in school","7","","",""
"Daily","2016","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Daily","2016","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"Daily","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","9","","",""
"Daily","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","6","","",""
"Daily","2016","Couple + C. GT 16 ","(2a) intermediate vocational","8","","",""
"Daily","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","7","","",""
"Daily","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Daily","2016","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Daily","2016","Couple + C. GT 16 ","(3b) higher tertiary education","7","","",""
"Daily","2016","Couple + C. LE and GT 16","(0) in school","10","","",""
"Daily","2016","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"Daily","2016","Couple + C. LE and GT 16","(1b) general elementary school","16","","",""
"Daily","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","8","","",""
"Daily","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"Daily","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","9","","",""
"Daily","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Daily","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Daily","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Daily","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Four to six days a week","2016","1-pers.-HH","(0) in school","","","",""
"Four to six days a week","2016","1-pers.-HH","(1a) inadequately completed","5","","",""
"Four to six days a week","2016","1-pers.-HH","(1b) general elementary school","29","","",""
"Four to six days a week","2016","1-pers.-HH","(1c) basic vocational qualification","53","0.0612942388032176","0.0453643192286673","0.0772241583777679"
"Four to six days a week","2016","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"Four to six days a week","2016","1-pers.-HH","(2a) intermediate vocational","54","0.0812050082371397","0.0606444945434325","0.101765521930847"
"Four to six days a week","2016","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Four to six days a week","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","29","","",""
"Four to six days a week","2016","1-pers.-HH","(3a) lower tertiary education","13","","",""
"Four to six days a week","2016","1-pers.-HH","(3b) higher tertiary education","39","0.0795360505724643","0.0575348982582828","0.101537202886646"
"Four to six days a week","2016","(Married) couple without C. ","(0) in school","","","",""
"Four to six days a week","2016","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Four to six days a week","2016","(Married) couple without C. ","(1b) general elementary school","45","0.118393932617076","0.0888702054272757","0.147917659806876"
"Four to six days a week","2016","(Married) couple without C. ","(1c) basic vocational qualification","138","0.0799940640555736","0.068116608120621","0.0918715199905262"
"Four to six days a week","2016","(Married) couple without C. ","(2b) intermediate general qualification","15","","",""
"Four to six days a week","2016","(Married) couple without C. ","(2a) intermediate vocational","108","0.0773658748086589","0.0645405087859563","0.0901912408313616"
"Four to six days a week","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","18","","",""
"Four to six days a week","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","54","0.11081144147978","0.0857573493511976","0.135865533608362"
"Four to six days a week","2016","(Married) couple without C. ","(3a) lower tertiary education","46","0.0722797461072208","0.0531513485362977","0.0914081436781438"
"Four to six days a week","2016","(Married) couple without C. ","(3b) higher tertiary education","73","0.047623840688135","0.0361479967145041","0.059099684661766"
"Four to six days a week","2016","Single parent ","(0) in school","10","","",""
"Four to six days a week","2016","Single parent ","(1a) inadequately completed","6","","",""
"Four to six days a week","2016","Single parent ","(1b) general elementary school","29","","",""
"Four to six days a week","2016","Single parent ","(1c) basic vocational qualification","35","0.114382611963912","0.0797265941557787","0.149038629772045"
"Four to six days a week","2016","Single parent ","(2b) intermediate general qualification","14","","",""
"Four to six days a week","2016","Single parent ","(2a) intermediate vocational","45","0.121542103565723","0.0929582958135435","0.150125911317902"
"Four to six days a week","2016","Single parent ","(2c_gen) general maturity certificate","18","","",""
"Four to six days a week","2016","Single parent ","(2c_voc) vocational maturity certificate","26","","",""
"Four to six days a week","2016","Single parent ","(3a) lower tertiary education","9","","",""
"Four to six days a week","2016","Single parent ","(3b) higher tertiary education","12","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(0) in school","1","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(1a) inadequately completed","29","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(1b) general elementary school","62","0.217365787115533","0.176691068999107","0.258040505231958"
"Four to six days a week","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","135","0.153989093098978","0.130032623907997","0.177945562289959"
"Four to six days a week","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","18","","",""
"Four to six days a week","2016","Couple + C. LE 16 ","(2a) intermediate vocational","147","0.133496861474385","0.115340712283675","0.151653010665095"
"Four to six days a week","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","30","0.119645614342417","0.0778836174594344","0.1614076112254"
"Four to six days a week","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","94","0.107607057850341","0.0863582042277671","0.128855911472914"
"Four to six days a week","2016","Couple + C. LE 16 ","(3a) lower tertiary education","30","0.0575882642886524","0.0362060337813313","0.0789704947959735"
"Four to six days a week","2016","Couple + C. LE 16 ","(3b) higher tertiary education","112","0.0961397416055663","0.0800659269895682","0.112213556221565"
"Four to six days a week","2016","Couple + C. GT 16 ","(0) in school","11","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(1a) inadequately completed","9","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(1b) general elementary school","24","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","58","0.121584155042094","0.0933592137348192","0.149809096349368"
"Four to six days a week","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","11","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(2a) intermediate vocational","49","0.0838538339541261","0.0614509837860339","0.106256684122218"
"Four to six days a week","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","27","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","23","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(3a) lower tertiary education","12","","",""
"Four to six days a week","2016","Couple + C. GT 16 ","(3b) higher tertiary education","22","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(0) in school","21","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(1a) inadequately completed","12","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(1b) general elementary school","25","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","34","0.0934120033703223","0.0594471407481616","0.127376865992483"
"Four to six days a week","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","24","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","39","0.086776727235466","0.0585838874892977","0.114969566981634"
"Four to six days a week","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","25","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","17","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","7","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"Two to three days a week","2016","1-pers.-HH","(0) in school","","","",""
"Two to three days a week","2016","1-pers.-HH","(1a) inadequately completed","27","","",""
"Two to three days a week","2016","1-pers.-HH","(1b) general elementary school","119","0.336706256063295","0.286838814557733","0.386573697568856"
"Two to three days a week","2016","1-pers.-HH","(1c) basic vocational qualification","281","0.309311151535795","0.27861541741137","0.34000688566022"
"Two to three days a week","2016","1-pers.-HH","(2b) intermediate general qualification","25","","",""
"Two to three days a week","2016","1-pers.-HH","(2a) intermediate vocational","225","0.341775106018071","0.306073265220063","0.37747694681608"
"Two to three days a week","2016","1-pers.-HH","(2c_gen) general maturity certificate","78","0.469540674734137","0.392689017361893","0.54639233210638"
"Two to three days a week","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","111","0.379876126965573","0.324769962361653","0.434982291569493"
"Two to three days a week","2016","1-pers.-HH","(3a) lower tertiary education","84","0.341350627374506","0.284369010723549","0.398332244025463"
"Two to three days a week","2016","1-pers.-HH","(3b) higher tertiary education","189","0.322279899915544","0.284278305540817","0.360281494290271"
"Two to three days a week","2016","(Married) couple without C. ","(0) in school","","","",""
"Two to three days a week","2016","(Married) couple without C. ","(1a) inadequately completed","35","0.410352773715166","0.295934936752207","0.524770610678125"
"Two to three days a week","2016","(Married) couple without C. ","(1b) general elementary school","201","0.422396960179737","0.377258753338533","0.467535167020942"
"Two to three days a week","2016","(Married) couple without C. ","(1c) basic vocational qualification","765","0.371459809056533","0.35030438794892","0.392615230164145"
"Two to three days a week","2016","(Married) couple without C. ","(2b) intermediate general qualification","35","0.384409247140297","0.292237215757744","0.47658127852285"
"Two to three days a week","2016","(Married) couple without C. ","(2a) intermediate vocational","627","0.360989235935333","0.337933366497002","0.384045105373664"
"Two to three days a week","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","78","0.374072221520008","0.30357879097424","0.444565652065776"
"Two to three days a week","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","241","0.389631241581244","0.350707689224839","0.428554793937649"
"Two to three days a week","2016","(Married) couple without C. ","(3a) lower tertiary education","220","0.312539483776902","0.278299142347662","0.346779825206143"
"Two to three days a week","2016","(Married) couple without C. ","(3b) higher tertiary education","500","0.37458752045868","0.348506289037518","0.400668751879842"
"Two to three days a week","2016","Single parent ","(0) in school","34","0.519820438529273","0.411019136515713","0.628621740542834"
"Two to three days a week","2016","Single parent ","(1a) inadequately completed","27","","",""
"Two to three days a week","2016","Single parent ","(1b) general elementary school","86","0.443260444069876","0.374066031956636","0.512454856183117"
"Two to three days a week","2016","Single parent ","(1c) basic vocational qualification","151","0.452067522208623","0.397874825688609","0.506260218728636"
"Two to three days a week","2016","Single parent ","(2b) intermediate general qualification","66","0.577466120448244","0.491216569656114","0.663715671240374"
"Two to three days a week","2016","Single parent ","(2a) intermediate vocational","229","0.415964930945961","0.372848375888134","0.459081486003787"
"Two to three days a week","2016","Single parent ","(2c_gen) general maturity certificate","95","0.503569305912319","0.429911225583386","0.577227386241252"
"Two to three days a week","2016","Single parent ","(2c_voc) vocational maturity certificate","108","0.623612703111223","0.558549828903929","0.688675577318517"
"Two to three days a week","2016","Single parent ","(3a) lower tertiary education","47","0.425015061915593","0.333051243266654","0.516978880564531"
"Two to three days a week","2016","Single parent ","(3b) higher tertiary education","90","0.418920057478358","0.350881370181127","0.486958744775589"
"Two to three days a week","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Two to three days a week","2016","Couple + C. LE 16 ","(1a) inadequately completed","68","0.555489289535242","0.475432864410173","0.635545714660311"
"Two to three days a week","2016","Couple + C. LE 16 ","(1b) general elementary school","193","0.472772784446411","0.423537699959421","0.522007868933401"
"Two to three days a week","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","382","0.458810969668896","0.42573738734634","0.491884551991451"
"Two to three days a week","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","47","0.531576541905535","0.431757201391636","0.631395882419434"
"Two to three days a week","2016","Couple + C. LE 16 ","(2a) intermediate vocational","637","0.438522361419952","0.412033380571876","0.465011342268028"
"Two to three days a week","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","115","0.449730916169924","0.385717938884756","0.513743893455093"
"Two to three days a week","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","381","0.453435290024585","0.419299063243016","0.487571516806154"
"Two to three days a week","2016","Couple + C. LE 16 ","(3a) lower tertiary education","190","0.436129518479212","0.390613623084558","0.481645413873865"
"Two to three days a week","2016","Couple + C. LE 16 ","(3b) higher tertiary education","576","0.407415011371166","0.380622669855724","0.434207352886608"
"Two to three days a week","2016","Couple + C. GT 16 ","(0) in school","53","0.532570260439858","0.434780199510202","0.630360321369514"
"Two to three days a week","2016","Couple + C. GT 16 ","(1a) inadequately completed","19","","",""
"Two to three days a week","2016","Couple + C. GT 16 ","(1b) general elementary school","93","0.513226991490913","0.443430600544515","0.583023382437311"
"Two to three days a week","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","219","0.418456440793825","0.375851425065198","0.461061456522451"
"Two to three days a week","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","53","0.42215560945474","0.333041018000295","0.511270200909185"
"Two to three days a week","2016","Couple + C. GT 16 ","(2a) intermediate vocational","266","0.423607900769338","0.383668599438046","0.463547202100629"
"Two to three days a week","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","122","0.426751902471565","0.367201568967216","0.486302235975915"
"Two to three days a week","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","112","0.46335402263376","0.399868554550746","0.526839490716774"
"Two to three days a week","2016","Couple + C. GT 16 ","(3a) lower tertiary education","76","0.468578910210499","0.390020442526662","0.547137377894337"
"Two to three days a week","2016","Couple + C. GT 16 ","(3b) higher tertiary education","139","0.478884542983181","0.424739761914698","0.533029324051664"
"Two to three days a week","2016","Couple + C. LE and GT 16","(0) in school","56","0.270346261391193","0.195425911514495","0.345266611267892"
"Two to three days a week","2016","Couple + C. LE and GT 16","(1a) inadequately completed","39","0.555403451255474","0.438153984497116","0.672652918013832"
"Two to three days a week","2016","Couple + C. LE and GT 16","(1b) general elementary school","99","0.470455244137694","0.401962668176767","0.538947820098621"
"Two to three days a week","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","133","0.501487817041987","0.443130996996488","0.559844637087486"
"Two to three days a week","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","57","0.349255137948119","0.268836264941107","0.429674010955131"
"Two to three days a week","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","165","0.530505330312773","0.480523873204173","0.580486787421372"
"Two to three days a week","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","86","0.496489568630014","0.421768483906704","0.571210653353324"
"Two to three days a week","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","96","0.428309701716913","0.360406168212973","0.496213235220853"
"Two to three days a week","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","46","0.383376996544111","0.288554739051677","0.478199254036544"
"Two to three days a week","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","113","0.517033959281085","0.452593306234336","0.581474612327835"
"Two to four days a month","2016","1-pers.-HH","(0) in school","","","",""
"Two to four days a month","2016","1-pers.-HH","(1a) inadequately completed","7","","",""
"Two to four days a month","2016","1-pers.-HH","(1b) general elementary school","127","0.388164135461578","0.336740389223199","0.439587881699956"
"Two to four days a month","2016","1-pers.-HH","(1c) basic vocational qualification","339","0.393990346801056","0.36153983317301","0.426440860429102"
"Two to four days a month","2016","1-pers.-HH","(2b) intermediate general qualification","24","","",""
"Two to four days a month","2016","1-pers.-HH","(2a) intermediate vocational","253","0.368362382230903","0.332054169275539","0.404670595186267"
"Two to four days a month","2016","1-pers.-HH","(2c_gen) general maturity certificate","41","0.218764935274865","0.155104397380512","0.282425473169217"
"Two to four days a month","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","96","0.302543640787054","0.250389055956201","0.354698225617906"
"Two to four days a month","2016","1-pers.-HH","(3a) lower tertiary education","92","0.315175065948188","0.259344377769878","0.371005754126498"
"Two to four days a month","2016","1-pers.-HH","(3b) higher tertiary education","207","0.33403690756507","0.295685409508044","0.372388405622096"
"Two to four days a month","2016","(Married) couple without C. ","(0) in school","","","",""
"Two to four days a month","2016","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"Two to four days a month","2016","(Married) couple without C. ","(1b) general elementary school","139","0.287508645202107","0.246148273905515","0.328869016498699"
"Two to four days a month","2016","(Married) couple without C. ","(1c) basic vocational qualification","736","0.36971433158093","0.348579388068288","0.390849275093571"
"Two to four days a month","2016","(Married) couple without C. ","(2b) intermediate general qualification","37","0.310234252362316","0.22258425906085","0.397884245663782"
"Two to four days a month","2016","(Married) couple without C. ","(2a) intermediate vocational","631","0.375861633257763","0.352611003020417","0.399112263495109"
"Two to four days a month","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","52","0.354629212013965","0.284934358610268","0.424324065417662"
"Two to four days a month","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","209","0.339639248902343","0.301839492831733","0.377439004972952"
"Two to four days a month","2016","(Married) couple without C. ","(3a) lower tertiary education","300","0.403129521478294","0.366894867993584","0.439364174963004"
"Two to four days a month","2016","(Married) couple without C. ","(3b) higher tertiary education","488","0.375636548241729","0.34954073558107","0.401732360902387"
"Two to four days a month","2016","Single parent ","(0) in school","25","","",""
"Two to four days a month","2016","Single parent ","(1a) inadequately completed","12","","",""
"Two to four days a month","2016","Single parent ","(1b) general elementary school","46","0.25650230274869","0.19567466597298","0.317329939524401"
"Two to four days a month","2016","Single parent ","(1c) basic vocational qualification","99","0.31902289621133","0.268270942214047","0.369774850208613"
"Two to four days a month","2016","Single parent ","(2b) intermediate general qualification","32","0.17691278672269","0.110283470297593","0.243542103147787"
"Two to four days a month","2016","Single parent ","(2a) intermediate vocational","157","0.324909557195056","0.283940265516119","0.365878848873992"
"Two to four days a month","2016","Single parent ","(2c_gen) general maturity certificate","33","0.178752212299154","0.122307368322821","0.235197056275487"
"Two to four days a month","2016","Single parent ","(2c_voc) vocational maturity certificate","51","0.1651563484066","0.115289892892766","0.215022803920435"
"Two to four days a month","2016","Single parent ","(3a) lower tertiary education","26","","",""
"Two to four days a month","2016","Single parent ","(3b) higher tertiary education","65","0.375782205385241","0.308992645106648","0.442571765663834"
"Two to four days a month","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Two to four days a month","2016","Couple + C. LE 16 ","(1a) inadequately completed","22","","",""
"Two to four days a month","2016","Couple + C. LE 16 ","(1b) general elementary school","87","0.22487878374966","0.183706154908885","0.266051412590434"
"Two to four days a month","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","228","0.249630642496058","0.220904564115687","0.27835672087643"
"Two to four days a month","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","22","","",""
"Two to four days a month","2016","Couple + C. LE 16 ","(2a) intermediate vocational","403","0.317499264729857","0.292649283292597","0.342349246167117"
"Two to four days a month","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","54","0.186159071476697","0.13607311588343","0.236245027069965"
"Two to four days a month","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","222","0.286104606026281","0.255114948447315","0.317094263605247"
"Two to four days a month","2016","Couple + C. LE 16 ","(3a) lower tertiary education","175","0.388457319605562","0.343721982897076","0.433192656314048"
"Two to four days a month","2016","Couple + C. LE 16 ","(3b) higher tertiary education","403","0.342485652514382","0.31661003979224","0.368361265236525"
"Two to four days a month","2016","Couple + C. GT 16 ","(0) in school","16","","",""
"Two to four days a month","2016","Couple + C. GT 16 ","(1a) inadequately completed","13","","",""
"Two to four days a month","2016","Couple + C. GT 16 ","(1b) general elementary school","53","0.25711608032746","0.196086543184804","0.318145617470116"
"Two to four days a month","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","157","0.281286624590312","0.242453987784688","0.320119261395936"
"Two to four days a month","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","35","0.279812157531789","0.198816213738182","0.360808101325397"
"Two to four days a month","2016","Couple + C. GT 16 ","(2a) intermediate vocational","198","0.330399403114186","0.292381604041013","0.368417202187358"
"Two to four days a month","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","69","0.235820106864694","0.184709225130101","0.286930988599287"
"Two to four days a month","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","68","0.289782878247997","0.232025715903526","0.347540040592468"
"Two to four days a month","2016","Couple + C. GT 16 ","(3a) lower tertiary education","44","0.331419769976054","0.257314650317799","0.40552488963431"
"Two to four days a month","2016","Couple + C. GT 16 ","(3b) higher tertiary education","104","0.297504543541324","0.247954644275926","0.347054442806722"
"Two to four days a month","2016","Couple + C. LE and GT 16","(0) in school","31","0.175127370126416","0.111013548219776","0.239241192033056"
"Two to four days a month","2016","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Two to four days a month","2016","Couple + C. LE and GT 16","(1b) general elementary school","44","0.235292782178057","0.177084483680348","0.293501080675767"
"Two to four days a month","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","81","0.300629780495732","0.247112614857258","0.354146946134206"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","35","0.375638479247505","0.293945580148062","0.457331378346949"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","135","0.305466605280448","0.259337276054255","0.35159593450664"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","35","0.198626563881232","0.13900271553837","0.258250412224095"
"Two to four days a month","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","67","0.334349153734696","0.269611587897656","0.399086719571736"
"Two to four days a month","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","34","0.315132714702373","0.224530803259976","0.405734626144771"
"Two to four days a month","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","79","0.355370434895196","0.293648737932329","0.417092131858064"
"Once a month or less","2016","1-pers.-HH","(0) in school","","","",""
"Once a month or less","2016","1-pers.-HH","(1a) inadequately completed","6","","",""
"Once a month or less","2016","1-pers.-HH","(1b) general elementary school","53","0.162483909906891","0.123557862816491","0.201409956997292"
"Once a month or less","2016","1-pers.-HH","(1c) basic vocational qualification","136","0.167758588884436","0.142944058725766","0.192573119043107"
"Once a month or less","2016","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"Once a month or less","2016","1-pers.-HH","(2a) intermediate vocational","93","0.135667218348892","0.109891475119314","0.161442961578471"
"Once a month or less","2016","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Once a month or less","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","33","0.113463404142471","0.0774539782405882","0.149472830044353"
"Once a month or less","2016","1-pers.-HH","(3a) lower tertiary education","43","0.174305967615602","0.128715612649284","0.21989632258192"
"Once a month or less","2016","1-pers.-HH","(3b) higher tertiary education","83","0.152229555059452","0.123018405394025","0.181440704724879"
"Once a month or less","2016","(Married) couple without C. ","(0) in school","","","",""
"Once a month or less","2016","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"Once a month or less","2016","(Married) couple without C. ","(1b) general elementary school","52","0.128561871221656","0.0979744019052317","0.159149340538081"
"Once a month or less","2016","(Married) couple without C. ","(1c) basic vocational qualification","258","0.122742520355939","0.108375712262311","0.137109328449567"
"Once a month or less","2016","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"Once a month or less","2016","(Married) couple without C. ","(2a) intermediate vocational","216","0.124798105145964","0.108933165970119","0.140663044321808"
"Once a month or less","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","18","","",""
"Once a month or less","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","55","0.0887865384020362","0.0660840710115552","0.111489005792517"
"Once a month or less","2016","(Married) couple without C. ","(3a) lower tertiary education","103","0.142824251450533","0.11697799331734","0.168670509583726"
"Once a month or less","2016","(Married) couple without C. ","(3b) higher tertiary education","179","0.139766621863819","0.12108226954008","0.158450974187558"
"Once a month or less","2016","Single parent ","(0) in school","3","","",""
"Once a month or less","2016","Single parent ","(1a) inadequately completed","6","","",""
"Once a month or less","2016","Single parent ","(1b) general elementary school","20","","",""
"Once a month or less","2016","Single parent ","(1c) basic vocational qualification","28","","",""
"Once a month or less","2016","Single parent ","(2b) intermediate general qualification","5","","",""
"Once a month or less","2016","Single parent ","(2a) intermediate vocational","44","0.0718956547540594","0.0492989059910074","0.0944924035171113"
"Once a month or less","2016","Single parent ","(2c_gen) general maturity certificate","15","","",""
"Once a month or less","2016","Single parent ","(2c_voc) vocational maturity certificate","12","","",""
"Once a month or less","2016","Single parent ","(3a) lower tertiary education","15","","",""
"Once a month or less","2016","Single parent ","(3b) higher tertiary education","19","","",""
"Once a month or less","2016","Couple + C. LE 16 ","(0) in school","","","",""
"Once a month or less","2016","Couple + C. LE 16 ","(1a) inadequately completed","12","","",""
"Once a month or less","2016","Couple + C. LE 16 ","(1b) general elementary school","26","","",""
"Once a month or less","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","62","0.0715809920199061","0.0544705701830273","0.0886914138567849"
"Once a month or less","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
