"ple0181","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2016","Schleswig-Holstein","Couple + C. LE 16 ","45","0.291220773864523","0.233009536868124","0.349432010860923"
"Four to six days a week","2016","Schleswig-Holstein","Couple + C. GT 16 ","11","","",""
"Four to six days a week","2016","Schleswig-Holstein","Couple + C. LE and GT 16","4","","",""
"Four to six days a week","2016","Hamburg","1-pers.-HH","6","","",""
"Four to six days a week","2016","Hamburg","(Married) couple without C. ","17","","",""
"Four to six days a week","2016","Hamburg","Single parent ","2","","",""
"Four to six days a week","2016","Hamburg","Couple + C. LE 16 ","13","","",""
"Four to six days a week","2016","Hamburg","Couple + C. GT 16 ","6","","",""
"Four to six days a week","2016","Hamburg","Couple + C. LE and GT 16","11","","",""
"Four to six days a week","2016","Lower Saxony","1-pers.-HH","17","","",""
"Four to six days a week","2016","Lower Saxony","(Married) couple without C. ","52","0.070324130271202","0.0515296095649521","0.0891186509774519"
"Four to six days a week","2016","Lower Saxony","Single parent ","29","","",""
"Four to six days a week","2016","Lower Saxony","Couple + C. LE 16 ","60","0.118560771535217","0.0913704168944916","0.145751126175943"
"Four to six days a week","2016","Lower Saxony","Couple + C. GT 16 ","31","0.129941042869906","0.0911081841889231","0.168773901550888"
"Four to six days a week","2016","Lower Saxony","Couple + C. LE and GT 16","27","","",""
"Four to six days a week","2016","Bremen","1-pers.-HH","7","","",""
"Four to six days a week","2016","Bremen","(Married) couple without C. ","6","","",""
"Four to six days a week","2016","Bremen","Single parent ","7","","",""
"Four to six days a week","2016","Bremen","Couple + C. LE 16 ","5","","",""
"Four to six days a week","2016","Bremen","Couple + C. GT 16 ","2","","",""
"Four to six days a week","2016","Bremen","Couple + C. LE and GT 16","5","","",""
"Four to six days a week","2016","North Rhine-Westphalia","1-pers.-HH","46","0.0904448223791113","0.0678864027422055","0.113003242016017"
"Four to six days a week","2016","North Rhine-Westphalia","(Married) couple without C. ","82","0.069714805930889","0.0561800882062267","0.0832495236555512"
"Four to six days a week","2016","North Rhine-Westphalia","Single parent ","61","0.0976918143558414","0.0699818904821133","0.12540173822957"
"Four to six days a week","2016","North Rhine-Westphalia","Couple + C. LE 16 ","200","0.147231774852511","0.127620058587542","0.166843491117481"
"Four to six days a week","2016","North Rhine-Westphalia","Couple + C. GT 16 ","95","0.146314545736609","0.119750982728362","0.172878108744855"
"Four to six days a week","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","67","0.103733214685778","0.0766801949362423","0.130786234435315"
"Four to six days a week","2016","Hesse","1-pers.-HH","16","","",""
"Four to six days a week","2016","Hesse","(Married) couple without C. ","37","0.0995291506117408","0.0724928282876806","0.126565472935801"
"Four to six days a week","2016","Hesse","Single parent ","10","","",""
"Four to six days a week","2016","Hesse","Couple + C. LE 16 ","36","0.111945075010139","0.0804910050731133","0.143399144947165"
"Four to six days a week","2016","Hesse","Couple + C. GT 16 ","22","","",""
"Four to six days a week","2016","Hesse","Couple + C. LE and GT 16","22","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","10","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","21","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Single parent ","10","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","32","0.105380079278909","0.073395178874812","0.137364979683005"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","8","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","11","","",""
"Four to six days a week","2016","Baden-Württemberg","1-pers.-HH","20","","",""
"Four to six days a week","2016","Baden-Württemberg","(Married) couple without C. ","35","0.0662129710516019","0.0482610965560774","0.0841648455471264"
"Four to six days a week","2016","Baden-Württemberg","Single parent ","22","","",""
"Four to six days a week","2016","Baden-Württemberg","Couple + C. LE 16 ","69","0.107025720444557","0.0853165655575807","0.128734875331534"
"Four to six days a week","2016","Baden-Württemberg","Couple + C. GT 16 ","19","","",""
"Four to six days a week","2016","Baden-Württemberg","Couple + C. LE and GT 16","38","0.176406511990783","0.133488407253967","0.2193246167276"
"Four to six days a week","2016","Bavaria","1-pers.-HH","26","","",""
"Four to six days a week","2016","Bavaria","(Married) couple without C. ","83","0.0790972938358448","0.0631553190199848","0.0950392686517048"
"Four to six days a week","2016","Bavaria","Single parent ","34","0.1477410949736","0.109911980823138","0.185570209124062"
"Four to six days a week","2016","Bavaria","Couple + C. LE 16 ","90","0.0889004711940629","0.0709160900738587","0.106884852314267"
"Four to six days a week","2016","Bavaria","Couple + C. GT 16 ","37","0.0905646306486247","0.0648370248303928","0.116292236466857"
"Four to six days a week","2016","Bavaria","Couple + C. LE and GT 16","33","0.0650515854794702","0.0397166287488144","0.0903865422101261"
"Four to six days a week","2016","Berlin","1-pers.-HH","18","","",""
"Four to six days a week","2016","Berlin","(Married) couple without C. ","16","","",""
"Four to six days a week","2016","Berlin","Single parent ","10","","",""
"Four to six days a week","2016","Berlin","Couple + C. LE 16 ","27","","",""
"Four to six days a week","2016","Berlin","Couple + C. GT 16 ","4","","",""
"Four to six days a week","2016","Berlin","Couple + C. LE and GT 16","3","","",""
"Four to six days a week","2016","Brandenburg","1-pers.-HH","9","","",""
"Four to six days a week","2016","Brandenburg","(Married) couple without C. ","31","0.0782250589373557","0.0513323778162057","0.105117740058506"
"Four to six days a week","2016","Brandenburg","Single parent ","5","","",""
"Four to six days a week","2016","Brandenburg","Couple + C. LE 16 ","24","","",""
"Four to six days a week","2016","Brandenburg","Couple + C. GT 16 ","10","","",""
"Four to six days a week","2016","Brandenburg","Couple + C. LE and GT 16","5","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","1-pers.-HH","16","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","21","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Single parent ","5","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","11","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","5","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","5","","",""
"Four to six days a week","2016","Saxony","1-pers.-HH","16","","",""
"Four to six days a week","2016","Saxony","(Married) couple without C. ","48","0.0822665738742469","0.0588959228270295","0.105637224921464"
"Four to six days a week","2016","Saxony","Single parent ","18","","",""
"Four to six days a week","2016","Saxony","Couple + C. LE 16 ","22","","",""
"Four to six days a week","2016","Saxony","Couple + C. GT 16 ","8","","",""
"Four to six days a week","2016","Saxony","Couple + C. LE and GT 16","2","","",""
"Four to six days a week","2016","Saxony-Anhalt","1-pers.-HH","9","","",""
"Four to six days a week","2016","Saxony-Anhalt","(Married) couple without C. ","25","","",""
"Four to six days a week","2016","Saxony-Anhalt","Single parent ","7","","",""
"Four to six days a week","2016","Saxony-Anhalt","Couple + C. LE 16 ","12","","",""
"Four to six days a week","2016","Saxony-Anhalt","Couple + C. GT 16 ","8","","",""
"Four to six days a week","2016","Saxony-Anhalt","Couple + C. LE and GT 16","9","","",""
"Four to six days a week","2016","Thuringia","1-pers.-HH","15","","",""
"Four to six days a week","2016","Thuringia","(Married) couple without C. ","25","","",""
"Four to six days a week","2016","Thuringia","Single parent ","2","","",""
"Four to six days a week","2016","Thuringia","Couple + C. LE 16 ","24","","",""
"Four to six days a week","2016","Thuringia","Couple + C. GT 16 ","7","","",""
"Four to six days a week","2016","Thuringia","Couple + C. LE and GT 16","9","","",""
"Two to three days a week","2016","Schleswig-Holstein","1-pers.-HH","56","0.505961028878586","0.418315004289069","0.593607053468103"
"Two to three days a week","2016","Schleswig-Holstein","(Married) couple without C. ","106","0.405949501897068","0.341925685262544","0.469973318531591"
"Two to three days a week","2016","Schleswig-Holstein","Single parent ","36","0.488230560870926","0.370287281242258","0.606173840499593"
"Two to three days a week","2016","Schleswig-Holstein","Couple + C. LE 16 ","119","0.475471343837603","0.411485051489798","0.539457636185407"
"Two to three days a week","2016","Schleswig-Holstein","Couple + C. GT 16 ","48","0.550039373865051","0.450522524011504","0.649556223718599"
"Two to three days a week","2016","Schleswig-Holstein","Couple + C. LE and GT 16","28","","",""
"Two to three days a week","2016","Hamburg","1-pers.-HH","35","0.387785539392128","0.272819083759635","0.502751995024621"
"Two to three days a week","2016","Hamburg","(Married) couple without C. ","29","","",""
"Two to three days a week","2016","Hamburg","Single parent ","19","","",""
"Two to three days a week","2016","Hamburg","Couple + C. LE 16 ","46","0.495482377440404","0.396493287896667","0.594471466984141"
"Two to three days a week","2016","Hamburg","Couple + C. GT 16 ","18","","",""
"Two to three days a week","2016","Hamburg","Couple + C. LE and GT 16","16","","",""
"Two to three days a week","2016","Lower Saxony","1-pers.-HH","96","0.341491155305755","0.287006760318777","0.395975550292732"
"Two to three days a week","2016","Lower Saxony","(Married) couple without C. ","283","0.397672738884101","0.361698429885754","0.433647047882447"
"Two to three days a week","2016","Lower Saxony","Single parent ","103","0.580612896579419","0.516278275675388","0.644947517483451"
"Two to three days a week","2016","Lower Saxony","Couple + C. LE 16 ","268","0.487117032428474","0.445075941966333","0.529158122890616"
"Two to three days a week","2016","Lower Saxony","Couple + C. GT 16 ","130","0.398483600147913","0.341940344639179","0.455026855656648"
"Two to three days a week","2016","Lower Saxony","Couple + C. LE and GT 16","110","0.527227741687124","0.46064735168146","0.593808131692789"
"Two to three days a week","2016","Bremen","1-pers.-HH","9","","",""
"Two to three days a week","2016","Bremen","(Married) couple without C. ","11","","",""
"Two to three days a week","2016","Bremen","Single parent ","12","","",""
"Two to three days a week","2016","Bremen","Couple + C. LE 16 ","13","","",""
"Two to three days a week","2016","Bremen","Couple + C. GT 16 ","9","","",""
"Two to three days a week","2016","Bremen","Couple + C. LE and GT 16","9","","",""
"Two to three days a week","2016","North Rhine-Westphalia","1-pers.-HH","239","0.357283932012792","0.319594585072127","0.394973278953458"
"Two to three days a week","2016","North Rhine-Westphalia","(Married) couple without C. ","561","0.41410150110659","0.387923093116214","0.440279909096966"
"Two to three days a week","2016","North Rhine-Westphalia","Single parent ","202","0.499263748729371","0.452597990165573","0.545929507293168"
"Two to three days a week","2016","North Rhine-Westphalia","Couple + C. LE 16 ","610","0.481533880069143","0.453878926211288","0.509188833926998"
"Two to three days a week","2016","North Rhine-Westphalia","Couple + C. GT 16 ","343","0.49132964741826","0.453754704197816","0.528904590638704"
"Two to three days a week","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","259","0.530818819259351","0.486541468514042","0.575096170004661"
"Two to three days a week","2016","Hesse","1-pers.-HH","63","0.337487253353069","0.273836145494406","0.401138361211733"
"Two to three days a week","2016","Hesse","(Married) couple without C. ","164","0.374562459417922","0.33085135958354","0.418273559252303"
"Two to three days a week","2016","Hesse","Single parent ","90","0.538678882112576","0.459430037361004","0.617927726864147"
"Two to three days a week","2016","Hesse","Couple + C. LE 16 ","192","0.457730043005192","0.408028837823558","0.507431248186826"
"Two to three days a week","2016","Hesse","Couple + C. GT 16 ","83","0.417331986454192","0.344479700745214","0.49018427216317"
"Two to three days a week","2016","Hesse","Couple + C. LE and GT 16","59","0.453355889588791","0.367780598996317","0.538931180181266"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","70","0.337797709858309","0.273054407133983","0.402541012582636"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","192","0.500667448709334","0.45261992131131","0.548714976107358"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Single parent ","61","0.446833803642702","0.362020896044461","0.531646711240943"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","170","0.447030355860206","0.395238006324008","0.498822705396403"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","76","0.436735373677072","0.357626529190898","0.515844218163246"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","68","0.475911394983798","0.394341058223077","0.55748173174452"
"Two to three days a week","2016","Baden-Württemberg","1-pers.-HH","104","0.298693450648885","0.251349154533888","0.346037746763883"
"Two to three days a week","2016","Baden-Württemberg","(Married) couple without C. ","241","0.303757021657297","0.270555504900182","0.336958538414413"
"Two to three days a week","2016","Baden-Württemberg","Single parent ","90","0.416180358117758","0.350896445549536","0.48146427068598"
"Two to three days a week","2016","Baden-Württemberg","Couple + C. LE 16 ","312","0.363259328153406","0.329486374382526","0.397032281924285"
"Two to three days a week","2016","Baden-Württemberg","Couple + C. GT 16 ","145","0.432226613729595","0.379647390051951","0.484805837407239"
"Two to three days a week","2016","Baden-Württemberg","Couple + C. LE and GT 16","106","0.321672302027264","0.269076221002814","0.374268383051714"
"Two to three days a week","2016","Bavaria","1-pers.-HH","162","0.315695729563644","0.275937465116744","0.355453994010544"
"Two to three days a week","2016","Bavaria","(Married) couple without C. ","383","0.298288171302911","0.271264033545286","0.325312309060537"
"Two to three days a week","2016","Bavaria","Single parent ","163","0.404483618504675","0.352161289672214","0.456805947337137"
"Two to three days a week","2016","Bavaria","Couple + C. LE 16 ","428","0.44553827780796","0.414130381338555","0.476946174277365"
"Two to three days a week","2016","Bavaria","Couple + C. GT 16 ","185","0.423700898935907","0.37940252279023","0.467999275081583"
"Two to three days a week","2016","Bavaria","Couple + C. LE and GT 16","146","0.455746159497716","0.404582728645195","0.506909590350237"
"Two to three days a week","2016","Berlin","1-pers.-HH","73","0.32636443148688","0.264405964099143","0.388322898874618"
"Two to three days a week","2016","Berlin","(Married) couple without C. ","121","0.402306280933798","0.346062511685078","0.458550050182518"
"Two to three days a week","2016","Berlin","Single parent ","51","0.655115761396156","0.55745432835621","0.752777194436102"
"Two to three days a week","2016","Berlin","Couple + C. LE 16 ","74","0.368772177376662","0.299248238815842","0.438296115937481"
"Two to three days a week","2016","Berlin","Couple + C. GT 16 ","20","","",""
"Two to three days a week","2016","Berlin","Couple + C. LE and GT 16","15","","",""
"Two to three days a week","2016","Brandenburg","1-pers.-HH","52","0.331263207195262","0.253018512368209","0.409507902022316"
"Two to three days a week","2016","Brandenburg","(Married) couple without C. ","161","0.399150623239039","0.35010503842137","0.448196208056708"
"Two to three days a week","2016","Brandenburg","Single parent ","32","0.465949373672036","0.347384998978359","0.584513748365712"
"Two to three days a week","2016","Brandenburg","Couple + C. LE 16 ","91","0.586325277047647","0.515548559052619","0.657101995042676"
"Two to three days a week","2016","Brandenburg","Couple + C. GT 16 ","37","0.524529346969098","0.405832170347212","0.643226523590983"
"Two to three days a week","2016","Brandenburg","Couple + C. LE and GT 16","28","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","1-pers.-HH","37","0.351793888271095","0.258664208422697","0.444923568119493"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","65","0.319344839234733","0.253907699612595","0.384781978856871"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Single parent ","26","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","53","0.522470216970627","0.427382119204402","0.617558314736852"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","11","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","12","","",""
"Two to three days a week","2016","Saxony","1-pers.-HH","85","0.36209541243021","0.300907830310251","0.423282994550169"
"Two to three days a week","2016","Saxony","(Married) couple without C. ","189","0.359271864074527","0.318463486217884","0.40008024193117"
"Two to three days a week","2016","Saxony","Single parent ","45","0.284650222996375","0.204247567413064","0.365052878579686"
"Two to three days a week","2016","Saxony","Couple + C. LE 16 ","124","0.409824945197184","0.353124197102775","0.466525693291594"
"Two to three days a week","2016","Saxony","Couple + C. GT 16 ","55","0.385361464005878","0.308744264022901","0.461978663988856"
"Two to three days a week","2016","Saxony","Couple + C. LE and GT 16","49","0.706095715145407","0.614968684022631","0.797222746268184"
"Two to three days a week","2016","Saxony-Anhalt","1-pers.-HH","61","0.418191567575576","0.338990215029794","0.497392920121357"
"Two to three days a week","2016","Saxony-Anhalt","(Married) couple without C. ","118","0.397949620860166","0.341320788437768","0.454578453282564"
"Two to three days a week","2016","Saxony-Anhalt","Single parent ","44","0.426031395705827","0.323296506034141","0.528766285377513"
"Two to three days a week","2016","Saxony-Anhalt","Couple + C. LE 16 ","72","0.46077730008915","0.384489377597333","0.537065222580967"
"Two to three days a week","2016","Saxony-Anhalt","Couple + C. GT 16 ","25","","",""
"Two to three days a week","2016","Saxony-Anhalt","Couple + C. LE and GT 16","25","","",""
"Two to three days a week","2016","Thuringia","1-pers.-HH","38","0.219259678053271","0.15282609942144","0.285693256685102"
"Two to three days a week","2016","Thuringia","(Married) couple without C. ","108","0.338491950512409","0.288341276140505","0.388642624884313"
"Two to three days a week","2016","Thuringia","Single parent ","26","","",""
"Two to three days a week","2016","Thuringia","Couple + C. LE 16 ","71","0.368682356994441","0.297203235284354","0.440161478704527"
"Two to three days a week","2016","Thuringia","Couple + C. GT 16 ","41","0.487124485150036","0.380235141366133","0.594013828933939"
"Two to three days a week","2016","Thuringia","Couple + C. LE and GT 16","24","","",""
"Two to four days a month","2016","Schleswig-Holstein","1-pers.-HH","31","0.217212194530272","0.144925692110927","0.289498696949618"
"Two to four days a month","2016","Schleswig-Holstein","(Married) couple without C. ","57","0.321774871614599","0.260869321175966","0.382680422053231"
"Two to four days a month","2016","Schleswig-Holstein","Single parent ","14","","",""
"Two to four days a month","2016","Schleswig-Holstein","Couple + C. LE 16 ","49","0.172245955524375","0.123866014503605","0.220625896545144"
"Two to four days a month","2016","Schleswig-Holstein","Couple + C. GT 16 ","21","","",""
"Two to four days a month","2016","Schleswig-Holstein","Couple + C. LE and GT 16","4","","",""
"Two to four days a month","2016","Hamburg","1-pers.-HH","16","","",""
"Two to four days a month","2016","Hamburg","(Married) couple without C. ","58","0.46044123313921","0.372712121964328","0.548170344314092"
"Two to four days a month","2016","Hamburg","Single parent ","17","","",""
"Two to four days a month","2016","Hamburg","Couple + C. LE 16 ","30","0.35667060312327","0.261831942989536","0.451509263257004"
"Two to four days a month","2016","Hamburg","Couple + C. GT 16 ","8","","",""
"Two to four days a month","2016","Hamburg","Couple + C. LE and GT 16","8","","",""
"Two to four days a month","2016","Lower Saxony","1-pers.-HH","109","0.346644272496208","0.291965537028558","0.401323007963857"
"Two to four days a month","2016","Lower Saxony","(Married) couple without C. ","253","0.352939829932075","0.317813242452435","0.388066417411715"
"Two to four days a month","2016","Lower Saxony","Single parent ","64","0.205781477906215","0.15307463319867","0.258488322613761"
"Two to four days a month","2016","Lower Saxony","Couple + C. LE 16 ","146","0.294661895409838","0.256316886898595","0.333006903921081"
"Two to four days a month","2016","Lower Saxony","Couple + C. GT 16 ","77","0.281847812580564","0.229888018022673","0.333807607138456"
"Two to four days a month","2016","Lower Saxony","Couple + C. LE and GT 16","53","0.250183235935956","0.192423141958685","0.307943329913226"
"Two to four days a month","2016","Bremen","1-pers.-HH","5","","",""
"Two to four days a month","2016","Bremen","(Married) couple without C. ","15","","",""
"Two to four days a month","2016","Bremen","Single parent ","1","","",""
"Two to four days a month","2016","Bremen","Couple + C. LE 16 ","16","","",""
"Two to four days a month","2016","Bremen","Couple + C. GT 16 ","5","","",""
"Two to four days a month","2016","Bremen","Couple + C. LE and GT 16","3","","",""
"Two to four days a month","2016","North Rhine-Westphalia","1-pers.-HH","199","0.32329320826691","0.286505659645805","0.360080756888016"
"Two to four days a month","2016","North Rhine-Westphalia","(Married) couple without C. ","465","0.341702304493909","0.316495734186441","0.366908874801376"
"Two to four days a month","2016","North Rhine-Westphalia","Single parent ","105","0.252655278325348","0.212099431892326","0.293211124758371"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. LE 16 ","263","0.233449478102139","0.210035987341813","0.256862968862464"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. GT 16 ","152","0.214247707058475","0.183409114113857","0.245086300003092"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","109","0.270616207602592","0.231198339121441","0.310034076083743"
"Two to four days a month","2016","Hesse","1-pers.-HH","86","0.376242340186473","0.311031178036246","0.441453502336701"
"Two to four days a month","2016","Hesse","(Married) couple without C. ","186","0.33552098939424","0.292878935187491","0.378163043600989"
"Two to four days a month","2016","Hesse","Single parent ","33","0.21604359181342","0.150618709700187","0.281468473926652"
"Two to four days a month","2016","Hesse","Couple + C. LE 16 ","113","0.290010607613187","0.244743024214548","0.335278191011826"
"Two to four days a month","2016","Hesse","Couple + C. GT 16 ","43","0.290618234121902","0.223538211959151","0.357698256284654"
"Two to four days a month","2016","Hesse","Couple + C. LE and GT 16","27","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","87","0.442815409807405","0.374819612316322","0.510811207298488"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","138","0.299813914022954","0.255785397185617","0.343842430860291"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Single parent ","33","0.289144097540665","0.21180322311348","0.366484971967849"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","109","0.327405563080633","0.278521632052431","0.376289494108836"
