"ple0181","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","lower secondary degree","West Germany","121","0.0171207242659383","0.0134313037227039","0.0208101448091728"
"Daily","2016","lower secondary degree","East Germany","17","","",""
"Daily","2016","secondary school degree","West Germany","86","0.0210296802934842","0.0167687419179472","0.0252906186690212"
"Daily","2016","secondary school degree","East Germany","53","0.0247254776019054","0.0182202724930704","0.0312306827107405"
"Daily","2016","college entrance qualification","West Germany","75","0.0175006866223225","0.0140203278614346","0.0209810453832103"
"Daily","2016","college entrance qualification","East Germany","25","","",""
"Daily","2016","Other degree","West Germany","112","0.0334910446449912","0.0269887317066452","0.0399933575833372"
"Daily","2016","Other degree","East Germany","6","","",""
"Daily","2016","no degree/no degree yet","West Germany","47","0.0635140546254651","0.0456251175590736","0.0814029916918565"
"Daily","2016","no degree/no degree yet","East Germany","5","","",""
"Four to six days a week","2016","lower secondary degree","West Germany","431","0.0881537930346777","0.0800902054781707","0.0962173805911847"
"Four to six days a week","2016","lower secondary degree","East Germany","91","0.0989396525518581","0.0804152184379197","0.117464086665797"
"Four to six days a week","2016","secondary school degree","West Germany","400","0.0947567325729026","0.0860592844771701","0.103454180668635"
"Four to six days a week","2016","secondary school degree","East Germany","189","0.0938359269491267","0.0816203719256355","0.106051481972618"
"Four to six days a week","2016","college entrance qualification","West Germany","410","0.0802894190865661","0.0730769312877606","0.0875019068853716"
"Four to six days a week","2016","college entrance qualification","East Germany","79","0.0740997812013343","0.0596598504600723","0.0885397119425964"
"Four to six days a week","2016","Other degree","West Germany","348","0.0995799310045382","0.088757892560431","0.110401969448645"
"Four to six days a week","2016","Other degree","East Germany","61","0.2559823709128","0.206680717439975","0.305284024385625"
"Four to six days a week","2016","no degree/no degree yet","West Germany","99","0.115366063570873","0.0919334991236433","0.138798628018102"
"Four to six days a week","2016","no degree/no degree yet","East Germany","18","","",""
"Two to three days a week","2016","lower secondary degree","West Germany","1879","0.371149377338402","0.357409111919575","0.384889642757229"
"Two to three days a week","2016","lower secondary degree","East Germany","373","0.387782760053952","0.357553337825404","0.418012182282499"
"Two to three days a week","2016","secondary school degree","West Germany","1806","0.387437446633435","0.372970390232283","0.401904503034587"
"Two to three days a week","2016","secondary school degree","East Germany","881","0.384485486881592","0.36410641812329","0.404864555639895"
"Two to three days a week","2016","college entrance qualification","West Germany","2214","0.393440638983706","0.380474621426955","0.406406656540457"
"Two to three days a week","2016","college entrance qualification","East Germany","516","0.39746833065256","0.370489957413423","0.424446703891697"
"Two to three days a week","2016","Other degree","West Germany","1440","0.46621077405503","0.448181566704258","0.484239981405803"
"Two to three days a week","2016","Other degree","East Germany","129","0.367266519536725","0.312807988745342","0.421725050328107"
"Two to three days a week","2016","no degree/no degree yet","West Germany","348","0.474765637604133","0.438137470247644","0.511393804960622"
"Two to three days a week","2016","no degree/no degree yet","East Germany","30","0.270584778249185","0.181249009221895","0.359920547276475"
"Two to four days a month","2016","lower secondary degree","West Germany","1552","0.346372047393271","0.332839369870279","0.359904724916263"
"Two to four days a month","2016","lower secondary degree","East Germany","364","0.358721087228978","0.328964388117608","0.388477786340348"
"Two to four days a month","2016","secondary school degree","West Germany","1443","0.340892357600533","0.326815978271909","0.354968736929156"
"Two to four days a month","2016","secondary school degree","East Germany","792","0.361055035781279","0.34093431013257","0.381175761429989"
"Two to four days a month","2016","college entrance qualification","West Germany","1804","0.327393126004656","0.31493806751821","0.339848184491101"
"Two to four days a month","2016","college entrance qualification","East Germany","461","0.349975011784847","0.323680924606746","0.376269098962949"
"Two to four days a month","2016","Other degree","West Germany","745","0.290986629781771","0.274570744498808","0.307402515064734"
"Two to four days a month","2016","Other degree","East Germany","79","0.243839994273467","0.195330788448432","0.292349200098502"
"Two to four days a month","2016","no degree/no degree yet","West Germany","147","0.233697828245863","0.202657496684965","0.264738159806762"
"Two to four days a month","2016","no degree/no degree yet","East Germany","25","","",""
"Once a month or less","2016","lower secondary degree","West Germany","598","0.140827440666963","0.130934375985994","0.150720505347931"
"Once a month or less","2016","lower secondary degree","East Germany","128","0.1180547531455","0.0980356152498995","0.1380738910411"
"Once a month or less","2016","secondary school degree","West Germany","443","0.105713586157585","0.0965828062424394","0.11484436607273"
"Once a month or less","2016","secondary school degree","East Germany","219","0.107849342685306","0.0948550375306528","0.120843647839959"
"Once a month or less","2016","college entrance qualification","West Germany","590","0.111476992442171","0.103123707369911","0.119830277514432"
"Once a month or less","2016","college entrance qualification","East Germany","133","0.115434964405422","0.097818930999918","0.133050997810926"
"Once a month or less","2016","Other degree","West Germany","190","0.0695056571057745","0.0603145564120345","0.0786967577995145"
"Once a month or less","2016","Other degree","East Germany","12","","",""
"Once a month or less","2016","no degree/no degree yet","West Germany","46","0.082975751971639","0.0627425324563186","0.103208971486959"
"Once a month or less","2016","no degree/no degree yet","East Germany","13","","",""
"Never","2016","lower secondary degree","West Germany","168","0.0363766173007481","0.0310517127591852","0.041701521842311"
"Never","2016","lower secondary degree","East Germany","25","","",""
"Never","2016","secondary school degree","West Germany","178","0.0501701967420611","0.0436875858617121","0.0566528076224101"
"Never","2016","secondary school degree","East Germany","55","0.02804873010079","0.0211319485828269","0.0349655116187532"
"Never","2016","college entrance qualification","West Germany","360","0.0698991368605782","0.0631315899888654","0.076666683732291"
"Never","2016","college entrance qualification","East Germany","50","0.0443941054407736","0.0330393804895601","0.0557488303919871"
"Never","2016","Other degree","West Germany","106","0.0402259634078946","0.0331246561409853","0.0473272706748039"
"Never","2016","Other degree","East Germany","14","","",""
"Never","2016","no degree/no degree yet","West Germany","27","","",""
"Never","2016","no degree/no degree yet","East Germany","4","","",""
"Daily","2017","lower secondary degree","West Germany","","","",""
"Daily","2017","lower secondary degree","East Germany","","","",""
"Daily","2017","secondary school degree","West Germany","","","",""
"Daily","2017","secondary school degree","East Germany","","","",""
"Daily","2017","college entrance qualification","West Germany","","","",""
"Daily","2017","college entrance qualification","East Germany","","","",""
"Daily","2017","Other degree","West Germany","","","",""
"Daily","2017","Other degree","East Germany","","","",""
"Daily","2017","no degree/no degree yet","West Germany","","","",""
"Daily","2017","no degree/no degree yet","East Germany","","","",""
"Four to six days a week","2017","lower secondary degree","West Germany","","","",""
"Four to six days a week","2017","lower secondary degree","East Germany","","","",""
"Four to six days a week","2017","secondary school degree","West Germany","","","",""
"Four to six days a week","2017","secondary school degree","East Germany","","","",""
"Four to six days a week","2017","college entrance qualification","West Germany","","","",""
"Four to six days a week","2017","college entrance qualification","East Germany","","","",""
"Four to six days a week","2017","Other degree","West Germany","","","",""
"Four to six days a week","2017","Other degree","East Germany","","","",""
"Four to six days a week","2017","no degree/no degree yet","West Germany","","","",""
"Four to six days a week","2017","no degree/no degree yet","East Germany","","","",""
"Two to three days a week","2017","lower secondary degree","West Germany","","","",""
"Two to three days a week","2017","lower secondary degree","East Germany","","","",""
"Two to three days a week","2017","secondary school degree","West Germany","","","",""
"Two to three days a week","2017","secondary school degree","East Germany","","","",""
"Two to three days a week","2017","college entrance qualification","West Germany","","","",""
"Two to three days a week","2017","college entrance qualification","East Germany","","","",""
"Two to three days a week","2017","Other degree","West Germany","","","",""
"Two to three days a week","2017","Other degree","East Germany","","","",""
"Two to three days a week","2017","no degree/no degree yet","West Germany","","","",""
"Two to three days a week","2017","no degree/no degree yet","East Germany","","","",""
"Two to four days a month","2017","lower secondary degree","West Germany","","","",""
"Two to four days a month","2017","lower secondary degree","East Germany","","","",""
"Two to four days a month","2017","secondary school degree","West Germany","","","",""
"Two to four days a month","2017","secondary school degree","East Germany","","","",""
"Two to four days a month","2017","college entrance qualification","West Germany","","","",""
"Two to four days a month","2017","college entrance qualification","East Germany","","","",""
"Two to four days a month","2017","Other degree","West Germany","","","",""
"Two to four days a month","2017","Other degree","East Germany","","","",""
"Two to four days a month","2017","no degree/no degree yet","West Germany","","","",""
"Two to four days a month","2017","no degree/no degree yet","East Germany","","","",""
"Once a month or less","2017","lower secondary degree","West Germany","","","",""
"Once a month or less","2017","lower secondary degree","East Germany","","","",""
"Once a month or less","2017","secondary school degree","West Germany","","","",""
"Once a month or less","2017","secondary school degree","East Germany","","","",""
"Once a month or less","2017","college entrance qualification","West Germany","","","",""
"Once a month or less","2017","college entrance qualification","East Germany","","","",""
"Once a month or less","2017","Other degree","West Germany","","","",""
"Once a month or less","2017","Other degree","East Germany","","","",""
"Once a month or less","2017","no degree/no degree yet","West Germany","","","",""
"Once a month or less","2017","no degree/no degree yet","East Germany","","","",""
"Never","2017","lower secondary degree","West Germany","","","",""
"Never","2017","lower secondary degree","East Germany","","","",""
"Never","2017","secondary school degree","West Germany","","","",""
"Never","2017","secondary school degree","East Germany","","","",""
"Never","2017","college entrance qualification","West Germany","","","",""
"Never","2017","college entrance qualification","East Germany","","","",""
"Never","2017","Other degree","West Germany","","","",""
"Never","2017","Other degree","East Germany","","","",""
"Never","2017","no degree/no degree yet","West Germany","","","",""
"Never","2017","no degree/no degree yet","East Germany","","","",""
"Daily","2018","lower secondary degree","West Germany","128","0.0223227293500503","0.0180870643266518","0.0265583943734488"
"Daily","2018","lower secondary degree","East Germany","26","","",""
"Daily","2018","secondary school degree","West Germany","120","0.0222876060317337","0.0180794429565101","0.0264957691069574"
"Daily","2018","secondary school degree","East Germany","47","0.0189171133892775","0.0135226862394005","0.0243115405391545"
"Daily","2018","college entrance qualification","West Germany","120","0.0162820726874173","0.0131287887674731","0.0194353566073614"
"Daily","2018","college entrance qualification","East Germany","22","","",""
"Daily","2018","Other degree","West Germany","98","0.0333591564749142","0.0265157024526478","0.0402026104971805"
"Daily","2018","Other degree","East Germany","11","","",""
"Daily","2018","no degree/no degree yet","West Germany","51","0.0597590844504167","0.0429398059193066","0.0765783629815268"
"Daily","2018","no degree/no degree yet","East Germany","1","","",""
"Four to six days a week","2018","lower secondary degree","West Germany","463","0.0962815764084917","0.087824147328035","0.104739005488948"
"Four to six days a week","2018","lower secondary degree","East Germany","97","0.0997698502713862","0.0809487482108619","0.11859095233191"
"Four to six days a week","2018","secondary school degree","West Germany","448","0.0989837985109507","0.0904703865758984","0.107497210446003"
"Four to six days a week","2018","secondary school degree","East Germany","205","0.0813482029119774","0.0705235371597801","0.0921728686641746"
"Four to six days a week","2018","college entrance qualification","West Germany","484","0.0832358906468895","0.0763532189327424","0.0901185623610365"
"Four to six days a week","2018","college entrance qualification","East Germany","117","0.0763211410456327","0.0624624739074139","0.0901798081838515"
"Four to six days a week","2018","Other degree","West Germany","347","0.124271656695482","0.111699609581054","0.13684370380991"
"Four to six days a week","2018","Other degree","East Germany","36","0.146451413352743","0.106707355473461","0.186195471232025"
