"ple0181","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2018","no degree/no degree yet","West Germany","128","0.125061642012253","0.101590370697363","0.148532913327142"
"Four to six days a week","2018","no degree/no degree yet","East Germany","16","","",""
"Two to three days a week","2018","lower secondary degree","West Germany","1811","0.375734698608146","0.361848753302544","0.389620643913747"
"Two to three days a week","2018","lower secondary degree","East Germany","361","0.350761924024915","0.320792608410425","0.380731239639406"
"Two to three days a week","2018","secondary school degree","West Germany","1982","0.401447806629253","0.387473803123294","0.415421810135211"
"Two to three days a week","2018","secondary school degree","East Germany","1016","0.418886825245044","0.399350460260848","0.438423190229239"
"Two to three days a week","2018","college entrance qualification","West Germany","2369","0.377300326065706","0.365223415563054","0.389377236568358"
"Two to three days a week","2018","college entrance qualification","East Germany","543","0.38002116181348","0.354685581380689","0.405356742246271"
"Two to three days a week","2018","Other degree","West Germany","1263","0.480923978752959","0.461883013869146","0.499964943636772"
"Two to three days a week","2018","Other degree","East Germany","153","0.429525412091556","0.373880702208604","0.485170121974509"
"Two to three days a week","2018","no degree/no degree yet","West Germany","326","0.454774148247318","0.419441846854","0.490106449640636"
"Two to three days a week","2018","no degree/no degree yet","East Germany","71","0.469966080771556","0.383163763507951","0.556768398035161"
"Two to four days a month","2018","lower secondary degree","West Germany","1510","0.329833131667905","0.316353165060824","0.343313098274985"
"Two to four days a month","2018","lower secondary degree","East Germany","347","0.36278918064597","0.332594019858435","0.392984341433505"
"Two to four days a month","2018","secondary school degree","West Germany","1496","0.318837058725129","0.305551947554182","0.332122169896076"
"Two to four days a month","2018","secondary school degree","East Germany","893","0.36389631499774","0.344845312522914","0.382947317472566"
"Two to four days a month","2018","college entrance qualification","West Germany","2129","0.341927946133921","0.330109048765787","0.353746843502055"
"Two to four days a month","2018","college entrance qualification","East Germany","516","0.358320667067583","0.333292243877093","0.383349090258072"
"Two to four days a month","2018","Other degree","West Germany","648","0.259481266834246","0.24277588978404","0.276186643884453"
"Two to four days a month","2018","Other degree","East Germany","62","0.222259811977424","0.175523004731579","0.26899661922327"
"Two to four days a month","2018","no degree/no degree yet","West Germany","164","0.234203079765281","0.204153463485366","0.264252696045196"
"Two to four days a month","2018","no degree/no degree yet","East Germany","23","","",""
"Once a month or less","2018","lower secondary degree","West Germany","568","0.131143805185901","0.121465528319021","0.140822082052782"
"Once a month or less","2018","lower secondary degree","East Germany","114","0.135482913091483","0.113989882030726","0.156975944152241"
"Once a month or less","2018","secondary school degree","West Germany","487","0.111503009691328","0.102530239075334","0.120475780307323"
"Once a month or less","2018","secondary school degree","East Germany","235","0.0962333647473655","0.0845556991007962","0.107911030393935"
"Once a month or less","2018","college entrance qualification","West Germany","619","0.104801016952448","0.0971694191014354","0.112432614803461"
"Once a month or less","2018","college entrance qualification","East Germany","157","0.118246334014674","0.101392216632571","0.135100451396777"
"Once a month or less","2018","Other degree","West Germany","184","0.0646052409357864","0.0552368157232797","0.073973666148293"
"Once a month or less","2018","Other degree","East Germany","27","","",""
"Once a month or less","2018","no degree/no degree yet","West Germany","50","0.0663215653067892","0.0486647705042546","0.0839783601093238"
"Once a month or less","2018","no degree/no degree yet","East Germany","12","","",""
"Never","2018","lower secondary degree","West Germany","193","0.0446840587795065","0.038760263789027","0.0506078537699859"
"Never","2018","lower secondary degree","East Germany","29","","",""
"Never","2018","secondary school degree","West Germany","194","0.0469407204116056","0.0409110979197991","0.0529703429034122"
"Never","2018","secondary school degree","East Germany","54","0.0207181787085964","0.0150779763923155","0.0263583810248773"
"Never","2018","college entrance qualification","West Germany","467","0.0764527475136179","0.0698321216305937","0.083073373396642"
"Never","2018","college entrance qualification","East Germany","55","0.0454667201341706","0.034592931542195","0.0563405087261462"
"Never","2018","Other degree","West Germany","105","0.037358700306612","0.0301316117339961","0.044585788879228"
"Never","2018","Other degree","East Germany","15","","",""
"Never","2018","no degree/no degree yet","West Germany","44","0.0598804802179429","0.0430452137662356","0.0767157466696502"
"Never","2018","no degree/no degree yet","East Germany","4","","",""
