"ple0181","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","16-34 y.","(0) in school","22","","",""
"Daily","2016","16-34 y.","(1a) inadequately completed","12","","",""
"Daily","2016","16-34 y.","(1b) general elementary school","43","0.0523833455221736","0.033539310337426","0.0712273807069213"
"Daily","2016","16-34 y.","(1c) basic vocational qualification","28","","",""
"Daily","2016","16-34 y.","(2b) intermediate general qualification","24","","",""
"Daily","2016","16-34 y.","(2a) intermediate vocational","29","","",""
"Daily","2016","16-34 y.","(2c_gen) general maturity certificate","27","","",""
"Daily","2016","16-34 y.","(2c_voc) vocational maturity certificate","16","","",""
"Daily","2016","16-34 y.","(3a) lower tertiary education","3","","",""
"Daily","2016","16-34 y.","(3b) higher tertiary education","12","","",""
"Daily","2016","35-65 y.","(0) in school","","","",""
"Daily","2016","35-65 y.","(1a) inadequately completed","18","","",""
"Daily","2016","35-65 y.","(1b) general elementary school","31","0.0296463971842194","0.0180516000379645","0.0412411943304742"
"Daily","2016","35-65 y.","(1c) basic vocational qualification","67","0.0172122248902587","0.0123235420138218","0.0221009077666956"
"Daily","2016","35-65 y.","(2b) intermediate general qualification","2","","",""
"Daily","2016","35-65 y.","(2a) intermediate vocational","60","0.0159027530583763","0.0119099766497692","0.0198955294669833"
"Daily","2016","35-65 y.","(2c_gen) general maturity certificate","5","","",""
"Daily","2016","35-65 y.","(2c_voc) vocational maturity certificate","42","0.0231565760368606","0.0160196987670648","0.0302934533066565"
"Daily","2016","35-65 y.","(3a) lower tertiary education","12","","",""
"Daily","2016","35-65 y.","(3b) higher tertiary education","37","0.0138251509149776","0.00931608002476236","0.0183342218051929"
"Daily","2016","66 and older","(0) in school","","","",""
"Daily","2016","66 and older","(1a) inadequately completed","","","",""
"Daily","2016","66 and older","(1b) general elementary school","2","","",""
"Daily","2016","66 and older","(1c) basic vocational qualification","22","","",""
"Daily","2016","66 and older","(2b) intermediate general qualification","1","","",""
"Daily","2016","66 and older","(2a) intermediate vocational","12","","",""
"Daily","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Daily","2016","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Daily","2016","66 and older","(3a) lower tertiary education","8","","",""
"Daily","2016","66 and older","(3b) higher tertiary education","10","","",""
"Four to six days a week","2016","16-34 y.","(0) in school","45","0.132766998795236","0.0962119758244553","0.169322021766017"
"Four to six days a week","2016","16-34 y.","(1a) inadequately completed","17","","",""
"Four to six days a week","2016","16-34 y.","(1b) general elementary school","97","0.214974005850811","0.180228715794254","0.249719295907369"
"Four to six days a week","2016","16-34 y.","(1c) basic vocational qualification","63","0.108265311132722","0.0801147109101025","0.136415911355342"
"Four to six days a week","2016","16-34 y.","(2b) intermediate general qualification","69","0.151427318381229","0.117895085799411","0.184959550963048"
"Four to six days a week","2016","16-34 y.","(2a) intermediate vocational","104","0.144118934989436","0.119116591377758","0.169121278601113"
"Four to six days a week","2016","16-34 y.","(2c_gen) general maturity certificate","94","0.129928305920382","0.107136729746779","0.152719882093985"
