"ple0181","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2016","(0) in school","Male","10","","",""
"Daily","2016","(0) in school","Female","12","","",""
"Daily","2016","(1a) inadequately completed","Male","15","","",""
"Daily","2016","(1a) inadequately completed","Female","15","","",""
"Daily","2016","(1b) general elementary school","Male","36","0.035701794968491","0.0222970088541657","0.0491065810828163"
"Daily","2016","(1b) general elementary school","Female","40","0.0175316240591439","0.0100082752090201","0.0250549729092677"
"Daily","2016","(1c) basic vocational qualification","Male","74","0.0227009698330322","0.0170544019796015","0.0283475376864629"
"Daily","2016","(1c) basic vocational qualification","Female","43","0.0123729468712074","0.00787379369138856","0.0168721000510262"
"Daily","2016","(2b) intermediate general qualification","Male","17","","",""
"Daily","2016","(2b) intermediate general qualification","Female","10","","",""
"Daily","2016","(2a) intermediate vocational","Male","51","0.0250001162692322","0.0182873949822403","0.0317128375562241"
"Daily","2016","(2a) intermediate vocational","Female","50","0.0185769025346054","0.0138890726001047","0.0232647324691061"
"Daily","2016","(2c_gen) general maturity certificate","Male","23","","",""
"Daily","2016","(2c_gen) general maturity certificate","Female","9","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","Male","32","0.0248553641404374","0.0151081695503588","0.0346025587305159"
"Daily","2016","(2c_voc) vocational maturity certificate","Female","28","","",""
"Daily","2016","(3a) lower tertiary education","Male","14","","",""
"Daily","2016","(3a) lower tertiary education","Female","9","","",""
"Daily","2016","(3b) higher tertiary education","Male","33","0.0157159100075321","0.0102026977962799","0.0212291222187842"
"Daily","2016","(3b) higher tertiary education","Female","26","","",""
"Four to six days a week","2016","(0) in school","Male","24","","",""
"Four to six days a week","2016","(0) in school","Female","21","","",""
"Four to six days a week","2016","(1a) inadequately completed","Male","33","0.10714759521493","0.0648074628884706","0.14948772754139"
"Four to six days a week","2016","(1a) inadequately completed","Female","39","0.128701748876217","0.0887586409035264","0.168644856848908"
"Four to six days a week","2016","(1b) general elementary school","Male","103","0.135781805983541","0.111033716550349","0.160529895416733"
"Four to six days a week","2016","(1b) general elementary school","Female","123","0.0949180041176075","0.0781160769755222","0.111719931259693"
"Four to six days a week","2016","(1c) basic vocational qualification","Male","255","0.093285874708541","0.0822605409210088","0.104311208496073"
"Four to six days a week","2016","(1c) basic vocational qualification","Female","207","0.0806739752852348","0.0695899062302759","0.0917580443401937"
"Four to six days a week","2016","(2b) intermediate general qualification","Male","41","0.150782123632329","0.109017552269342","0.192546694995316"
"Four to six days a week","2016","(2b) intermediate general qualification","Female","51","0.104454439685785","0.0748133796157897","0.13409549975578"
"Four to six days a week","2016","(2a) intermediate vocational","Male","180","0.0911486458101085","0.0787735987511937","0.103523692869023"
"Four to six days a week","2016","(2a) intermediate vocational","Female","273","0.0892492686731795","0.0793510018513171","0.099147535495042"
"Four to six days a week","2016","(2c_gen) general maturity certificate","Male","63","0.101860650525802","0.0768094142947788","0.126911886756824"
"Four to six days a week","2016","(2c_gen) general maturity certificate","Female","73","0.121044988972011","0.0967248642310662","0.145365113712956"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","Male","111","0.116242736507941","0.0961756434832431","0.13630982953264"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","Female","137","0.107325693651063","0.0913553855433084","0.123296001758818"
"Four to six days a week","2016","(3a) lower tertiary education","Male","71","0.0648352656911014","0.0490437301963684","0.0806268011858344"
"Four to six days a week","2016","(3a) lower tertiary education","Female","46","0.0625302446967983","0.0464879030419779","0.0785725863516187"
"Four to six days a week","2016","(3b) higher tertiary education","Male","140","0.0727077447527993","0.0611977967042828","0.0842176928013158"
"Four to six days a week","2016","(3b) higher tertiary education","Female","143","0.0679625880512817","0.0571073415469799","0.0788178345555836"
"Two to three days a week","2016","(0) in school","Male","66","0.395804544582824","0.316208185007623","0.475400904158025"
"Two to three days a week","2016","(0) in school","Female","84","0.496265470614004","0.42441170897534","0.568119232252667"
"Two to three days a week","2016","(1a) inadequately completed","Male","99","0.47118555429438","0.402854393370935","0.539516715217825"
"Two to three days a week","2016","(1a) inadequately completed","Female","129","0.443248481195284","0.383994089742644","0.502502872647924"
"Two to three days a week","2016","(1b) general elementary school","Male","344","0.43920038237584","0.403345822726785","0.475054942024896"
"Two to three days a week","2016","(1b) general elementary school","Female","489","0.392493105594435","0.364501200490727","0.420485010698144"
"Two to three days a week","2016","(1c) basic vocational qualification","Male","1032","0.37208917475126","0.353765139674667","0.390413209827853"
"Two to three days a week","2016","(1c) basic vocational qualification","Female","950","0.37940271937804","0.359653366467005","0.399152072289076"
"Two to three days a week","2016","(2b) intermediate general qualification","Male","126","0.450218026510453","0.392150914766201","0.508285138254704"
"Two to three days a week","2016","(2b) intermediate general qualification","Female","176","0.408945737465793","0.361299023215184","0.456592451716402"
"Two to three days a week","2016","(2a) intermediate vocational","Male","843","0.374704994564656","0.353893055757591","0.395516933371721"
"Two to three days a week","2016","(2a) intermediate vocational","Female","1352","0.401926376626041","0.384904492182402","0.418948261069679"
"Two to three days a week","2016","(2c_gen) general maturity certificate","Male","271","0.440632104476872","0.399513258803215","0.481750950150529"
"Two to three days a week","2016","(2c_gen) general maturity certificate","Female","332","0.452944371632085","0.415829561229221","0.490059182034949"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","Male","417","0.406354803850139","0.375604371154457","0.437105236545822"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","Female","649","0.434299389534162","0.40872514234087","0.459873636727455"
"Two to three days a week","2016","(3a) lower tertiary education","Male","344","0.367642242513003","0.33672015666918","0.398564328356825"
"Two to three days a week","2016","(3a) lower tertiary education","Female","327","0.360558434958","0.328743405774543","0.392373464141457"
"Two to three days a week","2016","(3b) higher tertiary education","Male","787","0.388668757645185","0.367061342218308","0.410276173072062"
"Two to three days a week","2016","(3b) higher tertiary education","Female","849","0.377087431870183","0.356183757154384","0.397991106585981"
"Two to four days a month","2016","(0) in school","Male","33","0.270232093142981","0.19795096326871","0.342513223017253"
"Two to four days a month","2016","(0) in school","Female","42","0.219061556336924","0.159620967282669","0.278502145391178"
"Two to four days a month","2016","(1a) inadequately completed","Male","31","0.168989083739681","0.117690680098261","0.220287487381101"
"Two to four days a month","2016","(1a) inadequately completed","Female","63","0.270652897271653","0.217657313531335","0.323648481011971"
"Two to four days a month","2016","(1b) general elementary school","Male","177","0.286480989632695","0.253817704485666","0.319144274779724"
"Two to four days a month","2016","(1b) general elementary school","Female","348","0.324630420760636","0.297788957347472","0.3514718841738"
"Two to four days a month","2016","(1c) basic vocational qualification","Male","913","0.351383370194132","0.333285258954743","0.369481481433521"
"Two to four days a month","2016","(1c) basic vocational qualification","Female","767","0.351447135454306","0.332015900121638","0.370878370786974"
"Two to four days a month","2016","(2b) intermediate general qualification","Male","72","0.272018260940396","0.220080549462568","0.323955972418223"
"Two to four days a month","2016","(2b) intermediate general qualification","Female","119","0.291948218175298","0.247885441479416","0.336010994871181"
"Two to four days a month","2016","(2a) intermediate vocational","Male","733","0.365208827838992","0.344506871321363","0.38591078435662"
"Two to four days a month","2016","(2a) intermediate vocational","Female","1072","0.341584348885975","0.325119561991854","0.358049135780096"
"Two to four days a month","2016","(2c_gen) general maturity certificate","Male","135","0.266612574032391","0.22998896650746","0.303236181557322"
"Two to four days a month","2016","(2c_gen) general maturity certificate","Female","160","0.200774104478561","0.170906685824888","0.230641523132234"
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","Male","310","0.331777796148395","0.30229836062272","0.36125723167407"
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","Female","422","0.284416304645072","0.26113955216205","0.307693057128093"
"Two to four days a month","2016","(3a) lower tertiary education","Male","358","0.375696285840713","0.344637028788019","0.406755542893407"
"Two to four days a month","2016","(3a) lower tertiary education","Female","319","0.351152942555916","0.319525549912338","0.382780335199494"
"Two to four days a month","2016","(3b) higher tertiary education","Male","675","0.359978166010901","0.338701176222836","0.381255155798967"
"Two to four days a month","2016","(3b) higher tertiary education","Female","688","0.339292979878497","0.318871840914797","0.359714118842196"
"Once a month or less","2016","(0) in school","Male","9","","",""
"Once a month or less","2016","(0) in school","Female","10","","",""
"Once a month or less","2016","(1a) inadequately completed","Male","22","","",""
"Once a month or less","2016","(1a) inadequately completed","Female","18","","",""
"Once a month or less","2016","(1b) general elementary school","Male","62","0.0946856912027381","0.0735337099405984","0.115837672464878"
"Once a month or less","2016","(1b) general elementary school","Female","137","0.143188965775884","0.123110148062097","0.163267783489671"
"Once a month or less","2016","(1c) basic vocational qualification","Male","310","0.124410425410064","0.111898409436848","0.13692244138328"
"Once a month or less","2016","(1c) basic vocational qualification","Female","267","0.131996008796374","0.118219506227703","0.145772511365044"
"Once a month or less","2016","(2b) intermediate general qualification","Male","20","","",""
"Once a month or less","2016","(2b) intermediate general qualification","Female","30","0.0962298764243623","0.0676493389751959","0.124810413873529"
"Once a month or less","2016","(2a) intermediate vocational","Male","214","0.10962362293125","0.096190895284218","0.123056350578282"
"Once a month or less","2016","(2a) intermediate vocational","Female","324","0.102802661398098","0.092258714097844","0.113346608698352"
"Once a month or less","2016","(2c_gen) general maturity certificate","Male","37","0.0558201643183323","0.0368060109146749","0.0748343177219896"
"Once a month or less","2016","(2c_gen) general maturity certificate","Female","52","0.0938219839032922","0.0720815536693574","0.115562414137227"
"Once a month or less","2016","(2c_voc) vocational maturity certificate","Male","81","0.0916021953565146","0.0735418507711161","0.109662539941913"
"Once a month or less","2016","(2c_voc) vocational maturity certificate","Female","113","0.0896330892990534","0.0748944517116152","0.104371726886492"
"Once a month or less","2016","(3a) lower tertiary education","Male","115","0.118055735605154","0.0973620060596398","0.138749465150669"
"Once a month or less","2016","(3a) lower tertiary education","Female","115","0.1496868519872","0.126048056724172","0.173325647250228"
"Once a month or less","2016","(3b) higher tertiary education","Male","228","0.111845990033571","0.0978749396224141","0.125817040444728"
"Once a month or less","2016","(3b) higher tertiary education","Female","219","0.132909896806598","0.118267949550767","0.14755184406243"
"Never","2016","(0) in school","Male","3","","",""
"Never","2016","(0) in school","Female","17","","",""
"Never","2016","(1a) inadequately completed","Male","5","","",""
"Never","2016","(1a) inadequately completed","Female","6","","",""
"Never","2016","(1b) general elementary school","Male","14","","",""
"Never","2016","(1b) general elementary school","Female","32","0.0272378796922933","0.0179068234002645","0.0365689359843221"
"Never","2016","(1c) basic vocational qualification","Male","89","0.0361301851029713","0.029055731627101","0.0432046385788417"
"Never","2016","(1c) basic vocational qualification","Female","85","0.0441072142148383","0.0357500848846764","0.0524643435450002"
