"ple0181","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Once a month or less","2018","16-34 y.","Part Time","158","0.0713087885827215","0.0602760800462577","0.0823414971191853"
"Once a month or less","2018","16-34 y.","Not Working","99","0.071806558562774","0.0590565899349689","0.0845565271905791"
"Once a month or less","2018","35-65 y.","Full Time","669","0.0947498778194315","0.0880784645920465","0.101421291046817"
"Once a month or less","2018","35-65 y.","Part Time","488","0.103342059829191","0.0948214809638017","0.111862638694581"
"Once a month or less","2018","35-65 y.","Not Working","219","0.101421575172156","0.0889505110404676","0.113892639303845"
"Once a month or less","2018","66 and older","Full Time","13","","",""
"Once a month or less","2018","66 and older","Part Time","90","0.155213842632045","0.123878963173348","0.186548722090742"
"Once a month or less","2018","66 and older","Not Working","616","0.152500402596783","0.141798554420047","0.163202250773519"
"Never","2018","16-34 y.","Full Time","104","0.0507410308652769","0.0418601491673254","0.0596219125632284"
"Never","2018","16-34 y.","Part Time","186","0.0917326925450838","0.0793577309533986","0.104107654136769"
"Never","2018","16-34 y.","Not Working","107","0.0576868865070117","0.0461724157996466","0.0692013572143767"
"Never","2018","35-65 y.","Full Time","273","0.0394127154506759","0.0349803984673255","0.0438450324340264"
"Never","2018","35-65 y.","Part Time","219","0.0447570951190014","0.0389694085955772","0.0505447816424256"
"Never","2018","35-65 y.","Not Working","89","0.0404778799363293","0.032336524455862","0.0486192354167965"
"Never","2018","66 and older","Full Time","2","","",""
"Never","2018","66 and older","Part Time","19","","",""
"Never","2018","66 and older","Not Working","234","0.0622803319808094","0.0550864135017642","0.0694742504598545"
