"ple0181","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","2016","16-34 y.","Full Time","89","0.0352925942510237","0.0274287934643289","0.0431563950377185"
"Daily","2016","16-34 y.","Part Time","65","0.0235778441520949","0.0168015724893311","0.0303541158148588"
"Daily","2016","16-34 y.","Not Working","82","0.0492949882809149","0.03841909242372","0.0601708841381099"
"Daily","2016","35-65 y.","Full Time","137","0.0210464014914275","0.0176536649524967","0.0244391380303583"
"Daily","2016","35-65 y.","Part Time","74","0.0122302239362749","0.00904982603900762","0.0154106218335422"
"Daily","2016","35-65 y.","Not Working","71","0.0248837441343982","0.0185121484278916","0.0312553398409048"
"Daily","2016","66 and older","Full Time","","","",""
"Daily","2016","66 and older","Part Time","3","","",""
"Daily","2016","66 and older","Not Working","55","0.0140552987987696","0.0104797801250121","0.017630817472527"
"Four to six days a week","2016","16-34 y.","Full Time","298","0.133114022658546","0.118636781859715","0.147591263457377"
"Four to six days a week","2016","16-34 y.","Part Time","256","0.158474144772331","0.142164936082321","0.174783353462341"
"Four to six days a week","2016","16-34 y.","Not Working","216","0.11982675761767","0.10351120644892","0.13614230878642"
"Four to six days a week","2016","35-65 y.","Full Time","597","0.0885595824538488","0.0818443341041083","0.0952748308035893"
"Four to six days a week","2016","35-65 y.","Part Time","422","0.0933481903802307","0.0849301771418672","0.101766203618594"
"Four to six days a week","2016","35-65 y.","Not Working","211","0.0886421758915067","0.0770162696448813","0.100268082138132"
"Four to six days a week","2016","66 and older","Full Time","4","","",""
"Four to six days a week","2016","66 and older","Part Time","17","","",""
"Four to six days a week","2016","66 and older","Not Working","239","0.0571909670655118","0.05013805745282","0.0642438766782035"
"Two to three days a week","2016","16-34 y.","Full Time","920","0.438031122403758","0.416886422699378","0.459175822108139"
"Two to three days a week","2016","16-34 y.","Part Time","851","0.411099281485277","0.389125016840638","0.433073546129917"
"Two to three days a week","2016","16-34 y.","Not Working","708","0.487917237341755","0.462805085767412","0.513029388916098"
"Two to three days a week","2016","35-65 y.","Full Time","2923","0.398677588943362","0.387104620640124","0.4102505572466"
"Two to three days a week","2016","35-65 y.","Part Time","2017","0.40418492906851","0.389985130409547","0.418384727727473"
"Two to three days a week","2016","35-65 y.","Not Working","1031","0.43244760501773","0.412183292357411","0.452711917678049"
"Two to three days a week","2016","66 and older","Full Time","24","","",""
"Two to three days a week","2016","66 and older","Part Time","125","0.300724052665043","0.255784735084248","0.345663370245837"
"Two to three days a week","2016","66 and older","Not Working","1409","0.332577741034188","0.318267740055971","0.346887742012405"
"Two to four days a month","2016","16-34 y.","Full Time","550","0.262321546386847","0.243574043187454","0.28106904958624"
"Two to four days a month","2016","16-34 y.","Part Time","459","0.22501058753149","0.206360996560091","0.24366017850289"
"Two to four days a month","2016","16-34 y.","Not Working","331","0.224301437690693","0.203345683928198","0.245257191453187"
"Two to four days a month","2016","35-65 y.","Full Time","2324","0.356603168901959","0.345281453990194","0.367924883813724"
"Two to four days a month","2016","35-65 y.","Part Time","1451","0.329378035889299","0.315778546867478","0.34297752491112"
"Two to four days a month","2016","35-65 y.","Not Working","696","0.320442372320962","0.301354818964327","0.339529925677598"
"Two to four days a month","2016","66 and older","Full Time","38","0.501342080545009","0.394417664316156","0.608266496773862"
"Two to four days a month","2016","66 and older","Part Time","166","0.445209607147385","0.396505585363743","0.493913628931028"
"Two to four days a month","2016","66 and older","Not Working","1628","0.382741137451907","0.367977989596605","0.397504285307209"
"Once a month or less","2016","16-34 y.","Full Time","169","0.0845260234039489","0.0726707622368716","0.0963812845710263"
"Once a month or less","2016","16-34 y.","Part Time","155","0.0962749053829735","0.0831016026967839","0.109448208069163"
"Once a month or less","2016","16-34 y.","Not Working","111","0.0698423602056913","0.0570373922161003","0.0826473281952823"
"Once a month or less","2016","35-65 y.","Full Time","672","0.102000476216125","0.0948469642183356","0.109153988213914"
"Once a month or less","2016","35-65 y.","Part Time","432","0.11606544180526","0.106797188226904","0.125333695383616"
"Once a month or less","2016","35-65 y.","Not Working","209","0.103870214299894","0.0913908311376961","0.116349597462093"
"Once a month or less","2016","66 and older","Full Time","14","","",""
"Once a month or less","2016","66 and older","Part Time","75","0.164374241781914","0.128054656072462","0.200693827491366"
"Once a month or less","2016","66 and older","Not Working","614","0.153919466208748","0.142958587891116","0.164880344526381"
"Never","2016","16-34 y.","Full Time","89","0.0467146908958763","0.0377211421057664","0.0557082396859862"
"Never","2016","16-34 y.","Part Time","140","0.0855632366758327","0.0730709946171263","0.098055478734539"
"Never","2016","16-34 y.","Not Working","74","0.0488172188632761","0.0379914370068791","0.059643000719673"
"Never","2016","35-65 y.","Full Time","223","0.0331127819932783","0.028883507224497","0.0373420567620597"
"Never","2016","35-65 y.","Part Time","192","0.0447931789204253","0.0388078084536013","0.0507785493872492"
"Never","2016","35-65 y.","Not Working","78","0.0297138883355085","0.0227685756939416","0.0366592009770754"
"Never","2016","66 and older","Full Time","4","","",""
"Never","2016","66 and older","Part Time","14","","",""
"Never","2016","66 and older","Not Working","219","0.0595153894408759","0.0523294555542894","0.0667013233274624"
"Daily","2017","16-34 y.","Full Time","","","",""
"Daily","2017","16-34 y.","Part Time","","","",""
"Daily","2017","16-34 y.","Not Working","","","",""
"Daily","2017","35-65 y.","Full Time","","","",""
"Daily","2017","35-65 y.","Part Time","","","",""
"Daily","2017","35-65 y.","Not Working","","","",""
"Daily","2017","66 and older","Full Time","","","",""
"Daily","2017","66 and older","Part Time","","","",""
"Daily","2017","66 and older","Not Working","","","",""
"Four to six days a week","2017","16-34 y.","Full Time","","","",""
"Four to six days a week","2017","16-34 y.","Part Time","","","",""
"Four to six days a week","2017","16-34 y.","Not Working","","","",""
"Four to six days a week","2017","35-65 y.","Full Time","","","",""
"Four to six days a week","2017","35-65 y.","Part Time","","","",""
"Four to six days a week","2017","35-65 y.","Not Working","","","",""
"Four to six days a week","2017","66 and older","Full Time","","","",""
"Four to six days a week","2017","66 and older","Part Time","","","",""
"Four to six days a week","2017","66 and older","Not Working","","","",""
"Two to three days a week","2017","16-34 y.","Full Time","","","",""
"Two to three days a week","2017","16-34 y.","Part Time","","","",""
"Two to three days a week","2017","16-34 y.","Not Working","","","",""
"Two to three days a week","2017","35-65 y.","Full Time","","","",""
"Two to three days a week","2017","35-65 y.","Part Time","","","",""
"Two to three days a week","2017","35-65 y.","Not Working","","","",""
"Two to three days a week","2017","66 and older","Full Time","","","",""
"Two to three days a week","2017","66 and older","Part Time","","","",""
"Two to three days a week","2017","66 and older","Not Working","","","",""
"Two to four days a month","2017","16-34 y.","Full Time","","","",""
"Two to four days a month","2017","16-34 y.","Part Time","","","",""
"Two to four days a month","2017","16-34 y.","Not Working","","","",""
"Two to four days a month","2017","35-65 y.","Full Time","","","",""
"Two to four days a month","2017","35-65 y.","Part Time","","","",""
"Two to four days a month","2017","35-65 y.","Not Working","","","",""
"Two to four days a month","2017","66 and older","Full Time","","","",""
"Two to four days a month","2017","66 and older","Part Time","","","",""
"Two to four days a month","2017","66 and older","Not Working","","","",""
"Once a month or less","2017","16-34 y.","Full Time","","","",""
"Once a month or less","2017","16-34 y.","Part Time","","","",""
"Once a month or less","2017","16-34 y.","Not Working","","","",""
"Once a month or less","2017","35-65 y.","Full Time","","","",""
"Once a month or less","2017","35-65 y.","Part Time","","","",""
"Once a month or less","2017","35-65 y.","Not Working","","","",""
"Once a month or less","2017","66 and older","Full Time","","","",""
"Once a month or less","2017","66 and older","Part Time","","","",""
"Once a month or less","2017","66 and older","Not Working","","","",""
"Never","2017","16-34 y.","Full Time","","","",""
"Never","2017","16-34 y.","Part Time","","","",""
"Never","2017","16-34 y.","Not Working","","","",""
"Never","2017","35-65 y.","Full Time","","","",""
"Never","2017","35-65 y.","Part Time","","","",""
"Never","2017","35-65 y.","Not Working","","","",""
"Never","2017","66 and older","Full Time","","","",""
"Never","2017","66 and older","Part Time","","","",""
"Never","2017","66 and older","Not Working","","","",""
"Daily","2018","16-34 y.","Full Time","125","0.0420630799958054","0.0339403301607066","0.0501858298309042"
"Daily","2018","16-34 y.","Part Time","103","0.0380925948353535","0.0298860213872188","0.0462991682834883"
"Daily","2018","16-34 y.","Not Working","96","0.0754206951290765","0.062379266724263","0.08846212353389"
"Daily","2018","35-65 y.","Full Time","172","0.0228568784000912","0.0194525475149849","0.0262612092851975"
"Daily","2018","35-65 y.","Part Time","97","0.0173808380427499","0.0137228261315723","0.0210388499539274"
"Daily","2018","35-65 y.","Not Working","55","0.023959399732958","0.017642088817816","0.0302767106481001"
"Daily","2018","66 and older","Full Time","1","","",""
"Daily","2018","66 and older","Part Time","3","","",""
"Daily","2018","66 and older","Not Working","37","0.00708994938825035","0.00459230812328185","0.00958759065321884"
"Four to six days a week","2018","16-34 y.","Full Time","349","0.163981403890851","0.148998728989844","0.178964078791857"
"Four to six days a week","2018","16-34 y.","Part Time","294","0.132523548669625","0.117987367622714","0.147059729716536"
"Four to six days a week","2018","16-34 y.","Not Working","242","0.15351752512709","0.135714419122314","0.171320631131867"
"Four to six days a week","2018","35-65 y.","Full Time","669","0.0893126576733865","0.0828160689653741","0.0958092463813989"
"Four to six days a week","2018","35-65 y.","Part Time","417","0.0842702806873979","0.0764946071357637","0.092045954239032"
"Four to six days a week","2018","35-65 y.","Not Working","233","0.0999914223457286","0.0875987479032209","0.112384096788236"
"Four to six days a week","2018","66 and older","Full Time","1","","",""
"Four to six days a week","2018","66 and older","Part Time","26","","",""
"Four to six days a week","2018","66 and older","Not Working","276","0.0673784132289949","0.0599162170655162","0.0748406093924735"
"Two to three days a week","2018","16-34 y.","Full Time","1004","0.412129344239904","0.392211526803878","0.43204716167593"
"Two to three days a week","2018","16-34 y.","Part Time","848","0.409970057038296","0.388884356075492","0.4310557580011"
"Two to three days a week","2018","16-34 y.","Not Working","683","0.427449716919992","0.403017822344289","0.451881611495695"
"Two to three days a week","2018","35-65 y.","Full Time","3083","0.422559775487584","0.411307462346175","0.433812088628993"
"Two to three days a week","2018","35-65 y.","Part Time","2123","0.429409328921396","0.415554051836548","0.443264606006245"
"Two to three days a week","2018","35-65 y.","Not Working","955","0.40396702711525","0.383696341150734","0.424237713079767"
"Two to three days a week","2018","66 and older","Full Time","35","0.390162873484722","0.289386961496766","0.490938785472679"
"Two to three days a week","2018","66 and older","Part Time","174","0.327128522948521","0.286529584853781","0.367727461043261"
"Two to three days a week","2018","66 and older","Not Working","1515","0.331806828421204","0.317790082005223","0.345823574837184"
"Two to four days a month","2018","16-34 y.","Full Time","572","0.246117855784792","0.228687454841842","0.263548256727741"
"Two to four days a month","2018","16-34 y.","Part Time","501","0.25637231832892","0.23765307510034","0.275091561557501"
"Two to four days a month","2018","16-34 y.","Not Working","348","0.214118617754056","0.193859826584827","0.234377408923285"
"Two to four days a month","2018","35-65 y.","Full Time","2537","0.331108095168831","0.320387791545396","0.341828398792265"
"Two to four days a month","2018","35-65 y.","Part Time","1559","0.320840397400263","0.307774248893716","0.333906545906811"
"Two to four days a month","2018","35-65 y.","Not Working","700","0.330182695697578","0.310755251083187","0.349610140311968"
"Two to four days a month","2018","66 and older","Full Time","38","0.436256826747515","0.333800542308119","0.538713111186911"
"Two to four days a month","2018","66 and older","Part Time","201","0.439489413310207","0.396540168950331","0.482438657670083"
"Two to four days a month","2018","66 and older","Not Working","1657","0.378944074383959","0.364502768891426","0.393385379876492"
"Once a month or less","2018","16-34 y.","Full Time","192","0.0849672852233712","0.0736841895920801","0.0962503808546623"
