"ple0181","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2018","35-65 y.","West Germany","4869","0.425622951487778","0.416552263774857","0.434693639200698"
"Two to three days a week","2018","35-65 y.","East Germany","1292","0.404683048751289","0.38752343406881","0.421842663433769"
"Two to three days a week","2018","66 and older","West Germany","1260","0.330193384188027","0.315040122297551","0.345346646078503"
"Two to three days a week","2018","66 and older","East Germany","464","0.342109010681588","0.315682063645592","0.368535957717583"
"Two to four days a month","2018","16-34 y.","West Germany","1142","0.239831694761548","0.227909259385576","0.25175413013752"
"Two to four days a month","2018","16-34 y.","East Germany","279","0.25909728324024","0.233015008026693","0.285179558453787"
"Two to four days a month","2018","35-65 y.","West Germany","3656","0.320253746145187","0.311694220891101","0.328813271399274"
"Two to four days a month","2018","35-65 y.","East Germany","1140","0.362552130261952","0.345745390780239","0.379358869743665"
"Two to four days a month","2018","66 and older","West Germany","1415","0.384502296697489","0.368827211265962","0.400177382129016"
"Two to four days a month","2018","66 and older","East Germany","481","0.393910458237861","0.366692539100942","0.421128377374781"
"Once a month or less","2018","16-34 y.","West Germany","361","0.0793061857046591","0.0717610343884463","0.0868513370208718"
"Once a month or less","2018","16-34 y.","East Germany","88","0.0684807522601511","0.0534453993043261","0.0835161052159762"
"Once a month or less","2018","35-65 y.","West Germany","1051","0.0961013451616637","0.0906943776473422","0.101508312675985"
"Once a month or less","2018","35-65 y.","East Germany","325","0.108552068565922","0.0976767260663091","0.119427411065535"
"Once a month or less","2018","66 and older","West Germany","570","0.153023209495321","0.141423112060529","0.164623306930113"
"Once a month or less","2018","66 and older","East Germany","149","0.150619743907962","0.130695593944385","0.170543893871539"
"Never","2018","16-34 y.","West Germany","341","0.0670453611701184","0.0600618884428946","0.0740288338973423"
"Never","2018","16-34 y.","East Germany","56","0.0609506593890243","0.0467087945400474","0.0751925242380013"
"Never","2018","35-65 y.","West Germany","504","0.0452765347594975","0.0414623252404563","0.0490907442785386"
"Never","2018","35-65 y.","East Germany","77","0.0225545988962648","0.0173637342052322","0.0277454635872974"
"Never","2018","66 and older","West Germany","223","0.0642460305701283","0.0563455916824863","0.0721464694577703"
"Never","2018","66 and older","East Germany","32","0.0298715114477555","0.020388833600702","0.039354189294809"
