"ple0181","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","(0) in school","22","","",""
"Daily","2016","(1a) inadequately completed","30","0.0557943232179048","0.0351533772594244","0.0764352691763851"
"Daily","2016","(1b) general elementary school","76","0.0244731923976337","0.0175346935991485","0.0314116911961189"
"Daily","2016","(1c) basic vocational qualification","117","0.0179837480340668","0.0142972819315248","0.0216702141366088"
"Daily","2016","(2b) intermediate general qualification","27","","",""
"Daily","2016","(2a) intermediate vocational","101","0.0214572509785871","0.017543205700048","0.0253712962571262"
"Daily","2016","(2c_gen) general maturity certificate","32","0.0345841719018362","0.0244586985692539","0.0447096452344186"
"Daily","2016","(2c_voc) vocational maturity certificate","60","0.0238552917741433","0.0177792485812624","0.0299313349670242"
"Daily","2016","(3a) lower tertiary education","23","","",""
"Daily","2016","(3b) higher tertiary education","59","0.0127827942815106","0.00931019778893697","0.0162553907740842"
"Four to six days a week","2016","(0) in school","45","0.132766998795236","0.0962119758244553","0.169322021766017"
"Four to six days a week","2016","(1a) inadequately completed","72","0.119295259272409","0.0901459649095411","0.148444553635277"
"Four to six days a week","2016","(1b) general elementary school","226","0.110529242704085","0.0964491655202323","0.124609319887937"
"Four to six days a week","2016","(1c) basic vocational qualification","462","0.087525515043784","0.0796860125087929","0.0953650175787752"
"Four to six days a week","2016","(2b) intermediate general qualification","92","0.125324636050005","0.100638635145887","0.150010636954123"
"Four to six days a week","2016","(2a) intermediate vocational","453","0.090101002432465","0.0823668930855565","0.0978351117793736"
"Four to six days a week","2016","(2c_gen) general maturity certificate","136","0.111485404724199","0.0940448326341697","0.128925976814228"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","248","0.111460494294977","0.0989299413095432","0.123991047280411"
"Four to six days a week","2016","(3a) lower tertiary education","117","0.0637971777062793","0.052535203874071","0.0750591515384876"
"Four to six days a week","2016","(3b) higher tertiary education","283","0.0704064662930494","0.0624980798068901","0.0783148527792087"
"Two to three days a week","2016","(0) in school","150","0.451991667555379","0.398375855334782","0.505607479775977"
"Two to three days a week","2016","(1a) inadequately completed","228","0.455440552932226","0.410654809937146","0.500226295927305"
"Two to three days a week","2016","(1b) general elementary school","833","0.41033673267425","0.388247896392306","0.432425568956194"
"Two to three days a week","2016","(1c) basic vocational qualification","1982","0.375429563542868","0.361996788285836","0.3888623387999"
"Two to three days a week","2016","(2b) intermediate general qualification","302","0.427538524831481","0.390651822826079","0.464425226836883"
"Two to three days a week","2016","(2a) intermediate vocational","2195","0.389719548595259","0.376546395834969","0.40289270135555"
"Two to three days a week","2016","(2c_gen) general maturity certificate","603","0.446809150681837","0.419259381828438","0.474358919535236"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","1066","0.421341585839063","0.401680853852953","0.441002317825173"
"Two to three days a week","2016","(3a) lower tertiary education","671","0.364451982846034","0.34227394346305","0.386630022229019"
"Two to three days a week","2016","(3b) higher tertiary education","1636","0.383052113724272","0.368024561830138","0.398079665618405"
"Two to four days a month","2016","(0) in school","75","0.241612754682959","0.195498039279183","0.287727470086735"
"Two to four days a month","2016","(1a) inadequately completed","94","0.226285597116899","0.188656821860643","0.263914372373156"
"Two to four days a month","2016","(1b) general elementary school","525","0.310056155908076","0.289286578880553","0.330825732935598"
"Two to four days a month","2016","(1c) basic vocational qualification","1680","0.351412494342715","0.338168966433837","0.364656022251593"
"Two to four days a month","2016","(2b) intermediate general qualification","191","0.282969955383166","0.249384757823707","0.316555152942625"
"Two to four days a month","2016","(2a) intermediate vocational","1805","0.352178225098652","0.339276198756333","0.36508025144097"
"Two to four days a month","2016","(2c_gen) general maturity certificate","295","0.233581511323035","0.210135355085144","0.257027667560925"
"Two to four days a month","2016","(2c_voc) vocational maturity certificate","732","0.306377657607912","0.288022358471292","0.324732956744533"
"Two to four days a month","2016","(3a) lower tertiary education","677","0.364642959283479","0.342462443179298","0.386823475387661"
"Two to four days a month","2016","(3b) higher tertiary education","1363","0.34994638491773","0.335202551713007","0.364690218122453"
"Once a month or less","2016","(0) in school","19","","",""
"Once a month or less","2016","(1a) inadequately completed","40","0.120677640577501","0.0913829611595987","0.149972319995404"
"Once a month or less","2016","(1b) general elementary school","199","0.124659211885852","0.109825447645166","0.139492976126537"
"Once a month or less","2016","(1c) basic vocational qualification","577","0.127875065200277","0.118611181622025","0.137138948778529"
"Once a month or less","2016","(2b) intermediate general qualification","50","0.0802201550086525","0.0599669965731381","0.100473313444167"
"Once a month or less","2016","(2a) intermediate vocational","538","0.105861371064345","0.0975510062453764","0.114171735883313"
"Once a month or less","2016","(2c_gen) general maturity certificate","89","0.0748856209470615","0.0603002872611361","0.0894709546329869"
"Once a month or less","2016","(2c_voc) vocational maturity certificate","194","0.0905461566830512","0.0791200907508365","0.101972222615266"
"Once a month or less","2016","(3a) lower tertiary education","230","0.132301107748777","0.116687794631564","0.14791442086599"
"Once a month or less","2016","(3b) higher tertiary education","447","0.122061440857238","0.111942003357343","0.132180878357133"
"Never","2016","(0) in school","20","","",""
"Never","2016","(1a) inadequately completed","11","","",""
"Never","2016","(1b) general elementary school","46","0.0199454644301046","0.013667081521446","0.0262238473387632"
"Never","2016","(1c) basic vocational qualification","174","0.0397736138362893","0.0343524173644525","0.0451948103081261"
"Never","2016","(2b) intermediate general qualification","29","","",""
"Never","2016","(2a) intermediate vocational","173","0.0406826018306921","0.0353463732596551","0.046018830401729"
