"ple0181","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Daily","2016","16-34 y.","Not Employed","82","0.0492949882809149","0.03841909242372","0.0601708841381099"
"Daily","2016","16-34 y.","Employed","154","0.0302904552226404","0.0250062776791126","0.0355746327661682"
"Daily","2016","35-65 y.","Not Employed","71","0.0248837441343982","0.0185121484278916","0.0312553398409048"
"Daily","2016","35-65 y.","Employed","211","0.0179309515183422","0.0155018107526629","0.0203600922840215"
"Daily","2016","66 and older","Not Employed","55","0.0140552987987696","0.0104797801250121","0.017630817472527"
"Daily","2016","66 and older","Employed","3","","",""
"Four to six days a week","2016","16-34 y.","Not Employed","216","0.11982675761767","0.10351120644892","0.13614230878642"
"Four to six days a week","2016","16-34 y.","Employed","554","0.143942666506572","0.133119611551103","0.154765721462042"
"Four to six days a week","2016","35-65 y.","Not Employed","211","0.0886421758915067","0.0770162696448813","0.100268082138132"
"Four to six days a week","2016","35-65 y.","Employed","1019","0.090251774828836","0.0850064971229152","0.0954970525347567"
"Four to six days a week","2016","66 and older","Not Employed","239","0.0571909670655118","0.05013805745282","0.0642438766782035"
"Four to six days a week","2016","66 and older","Employed","21","","",""
"Two to three days a week","2016","16-34 y.","Not Employed","708","0.487917237341755","0.462805085767412","0.513029388916098"
"Two to three days a week","2016","16-34 y.","Employed","1771","0.42653136257731","0.411282621624142","0.441780103530478"
"Two to three days a week","2016","35-65 y.","Not Employed","1031","0.43244760501773","0.412183292357411","0.452711917678049"
"Two to three days a week","2016","35-65 y.","Employed","4940","0.400623766018101","0.391653648842345","0.409593883193856"
"Two to three days a week","2016","66 and older","Not Employed","1409","0.332577741034188","0.318267740055971","0.346887742012405"
"Two to three days a week","2016","66 and older","Employed","149","0.297406189181681","0.256681988288227","0.338130390075135"
"Two to four days a month","2016","16-34 y.","Not Employed","331","0.224301437690693","0.203345683928198","0.245257191453187"
"Two to four days a month","2016","16-34 y.","Employed","1009","0.24638995570837","0.233104131412186","0.259675780004553"
"Two to four days a month","2016","35-65 y.","Not Employed","696","0.320442372320962","0.301354818964327","0.339529925677598"
"Two to four days a month","2016","35-65 y.","Employed","3775","0.346982384907884","0.338268814105232","0.355695955710536"
